ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
12;yes;"The government is continuously monitoring the public and open data and dataholders to determine which public datasets are ""the most popular"". The adopted AI strategy contains measures to deal with this question and in order to foster the importance of the data-use, it envisaged to establish the National Data Asset Management Agency.

The National Data Asset Management Agency is a national governmental Agency in Hungary created by law, and it is empowered to access to national databases under Act No. XCI. of 2021 on the National Data Asset and its Government Decree No. 607/2021. (XI. 5.) on certain detailed rules relating to the use of national data assets. According the decree, the Agency shall require information from wide range of public service actor [3.§ (b)] and develope and maintain a platform to support the reuse of public data (open data portal) - (8.§). These acts enable the participation of various open data stakeholders into the data reuse process.

The National Data Asset Management Agency is serving its duty to fulfill the different information services (general governmental information services, governmental information services and market information services) as a public service obligation. Currently, the designated ministry responsible for the national data estate is the Cabinet Office of the Prime Minister. The National Data Asset Management Agency and the National Data Assets Council have specific power and authority under the National Data Assets Act. the Council was established to encourage the implementation of the government policy related to national data assets and the use of artificial intelligence-based data analysis technologies related to the management of national data assets and the utilization of national data assets; therefore, it has the power to propose government policy on national data assets.

The Agency publishes the Public Data Cadastre on its website, and ensures that public sector bodies and applicants under the Public Data Act are informed of their rights and obligations through the website.
The Agency shall also cooperate with any body, organisation or person concerned by a matter falling within its tasks and authority, and may request from and supply information to them.";;;;30
13;hybrid;"The Cabinet Office of the Prime Minister – as a central state administration body – has a dominant role in the governing of open data in Hungary. The hybrid model can contribute to the reducing process of administration burden of central public administration actors. Cabinet Office of the Prime Minister governs the ICT sector (including the data ecosystem) through the Digital Hungary Agency.

The National Data Asset Management Agency serving its duty to fulfill the different information services (general governmental information services, governmental information services and market information services) as a public service obligation.

The  Data Asset Management Agency is in communication with various representatives of both local governments and the central government to enhance the use of open data in the country.

The Digital Hungary Agency follows a top-down approach and proposes government policies, development directions and resources related to the national data assets.";;;;N/A
14;yes, most initiatives;"The National Data Asset Management Agency provides the structured institutional framework of government tasks related to the development of the digital ecosystem of Hungary.

The most important task of the Agency is to make public databases available in a regulated framework; therefore, the public administration – both at regional and local level – can be more effective. Beside this, the Hungarian Ministry of Interior already launched a smart city pilot project for the city of Monor. The main objective of this project is to make the life of citizens and institutions living and operating in the city easier, more comfortable, and predictable through advanced technological achievements such as. Other independent smart city projects are ongoing in the cities of Budapest and Debrecen. Debrecen also runs an open data portal for the publication of public data of the city.

Also the National Digital Citizenship Program aims to create a unified and excellent user experience online system for Hungarian citizens and the Hungarian public administration, which radically simplifies communication between the citizens and the various bodies of the government. https://www.dmu.gov.hu/documents/prod/DMU_nemzeti_digitalis_allampolgarsag_program_2022.pdf

https://belugyiszemle.hu/en/node/66

https://budapest.hu/Documents/V%C3%A1ros%C3%A9p%C3%ADt%C3%A9si%20F%C5%91oszt%C3%A1ly/Smart%20Budapest%20Keretstrat%C3%A9gia%202019.pdf

http://smartcity.debrecen.hu/en

https://opendata.debrecen.hu/";;;;15
15;all public bodies;"The Act CXII of 2011 (""Privacy Act"") obliges all public bodies - central, regional and local level - to publish certain information on themselves on their websites in a certain structure.

The National Data Asset Management Agency provides the structured institutional framework of government tasks related to the development of the digital ecosystem of Hungary. The Agency's tasks is to cover the entire national data estate, including local and regional data. The most important task of the Agency is to make public databases available in a regulated framework; therefore, the public administration – both at regional and local level – can be more effective. Beside this, the Hungarian Ministry of Interior already launched a smart city pilot project for the city of Monor. The main objective of this project is to make the life of citizens and institutions living and operating in the city easier, more comfortable, and predictable through advanced technological achievements such as. Other independent smart city projects are ongoing in the cities of Budapest and Debrecen. Debrecen also runs an open data portal for the publication of public data of the city.

https://belugyiszemle.hu/en/node/66

https://budapest.hu/Documents/V%C3%A1ros%C3%A9p%C3%ADt%C3%A9si%20F%C5%91oszt%C3%A1ly/Smart%20Budapest%20Keretstrat%C3%A9gia%202019.pdf

http://smartcity.debrecen.hu/en

https://opendata.debrecen.hu/";;;;20
16;yes;"The legal background of the structure and the model are described in the following act and decrees: 
•	Act No. XCI. of 2021 on the National Data Asset and its 
•	Government Decree No. 607/2021. (XI. 5.) on certain detailed rules relating to the use of national data assets and
•	Government Decree No. 182/2022 (V. 24.) on the duties and powers of the members of the government.

From 2023 the Central Information Public Data Register is available to the public, it gives information on the transparent use of public funds. https://kif.gov.hu/

kormany.hu

https://ai-hungary.com/files/e8/dd/e8dd79bd380a40c9890dd2fb01dd771b.pdf

https://kozadatportal.hu/about";;;;20
17a;yes;"Yes, the following legal documents apply: 
•	Act No. XCI. of 2021 on the National Data Asset and its 
•	Government Decree No. 607/2021. (XI. 5.) on certain detailed rules relating to the use of national data assets and
•	Government Decree No. 182/2022 (V. 24.) on the duties and powers of the members of the government.";;;;20
17b;yes;Yes, within the National Data Asset Management Agency both the national open data team and the team maintaining the national open data portal regularly cooperate and exchange knowledge in the operation and maintenance of the national open data portal. It is a continuous work herby we cannot attach an axact meeting agenda.;;;;20
18;yes;"Yes, various public service bodies regularly cooperate and exchange knowledge in the operation and maintenance of the national open data portal. There are overlaps in the teams; therefore, it is a facile process. These teams include: the National Data Asset Management Agency, the Digital Success Programme, the Hungarian AI Coalition, the Digital Hungary Agency.
The new addition tho the list is the Digital Hungary Agency, which operates sincs August 2022 and it is responsible for the entire governmental IT. The Agency performs state tasks related to e-public administration, IT, the unification of e-public administration and IT developments, electronic communication activities for government purposes, and ensuring the infrastructural feasibility of public administration IT.

Response to Reviewer 2: 

Civil servants employed within national organizations have been mobilized to focus on open data. Within this framework, civil servants are appointed to monitor EU legislation relevant to open data, contribute to the development and maintenance of the National Open Data Portal, support the reuse of open data by contacting public bodies and collecting information and data bases.";;Can you please elaborate on whether the governance model includes civil servants who are appointed to be responsible for open data. The current answer describes the participation of public sector bodies but not how the civil servants are organised to focus on open data.;;20
19;yes;The National Data Asset Management Agency as the responsible of the national data portal regularly exchanges knowledge and experiences with various public bodies dealing and managing public data. In light of this, the Agency has several Cooperation Agreements with significant Hungarian Organisations, e.g. Hungarian Central Statistical Office, Educational Authority, Hungarian State Treasury, etc. ;;;;20
20;yes;"The operational team of the Open Data Portal will work with both public authorities and data users, and this will encourage the exchange of knowledge and experience, as well as assistance with specific requests.

The Infotér Association organises professional events and preparatory work, events and workshops for SMEs. 
https://infoter.hu/

The mission of the Hungarian AI Coalition is for the state to play its part in the development of the sub-ecosystem through the thoughtful use of national data assets and as a user of AI solutions.
https://ai-hungary.com/en/content/ai-coalition

There are several workshops and knowledge exchange occasions at the academic level too. For example the Hungarian universities regularly hold events, seminars and workshops in the open data re-use topic.
https://www.uni-corvinus.hu/post/event/workshop-a-nyilt-tudomany-mozgatorugoirol-lepeseirol-akadalyairol/
https://www.omikk.bme.hu/hirek/20221006/workshop_a_nyilt_tudomany_mozgatorugoirol_lepeseirol_akadalyairol";;;;20
D1.3;;;;;;160
21;yes;"The Act CXII of 2011 (""Privacy Act"") obliges public bodies to publish certain information on themselves on their websites in a certain structure. The National Data Asset Act defines the rules regarding the National Open Data Portal as the core element of Hungary's data publication process. The main actor of this process is the National Data Asset Management Agency as the maintainer of the national portal.";;;;20
22a;yes;The Implementing Regulation of the National Data Asset Act designates the National Data Asset Council, whose annual reports guide the implementation of open data policy. With the establishment of the National Data Asset Management Agency, the institutional framework for the implementation of open data policy is in place.;;;;15
22b;satisfactory;The regulatory environment provides the conditions for the implementation of ongoing processes.;;;;N/A
23a;yes;The National Data Asset Inventory is currently being set up. In the process, contacts have been made with a number of public sector organisations. Their work with the National Data Asset Management Agency will also include the mapping of data which are charged for a fee. A full picture of this is not yet available.;;;;15
23b;approximately half of the datasets;N/A;;;;10
23c;increased, or already all datasets;N/A;;;;10
24a;N/A;"The National Open Data Portal has been launched and datasets are also published on the site. However, the following challenges remain real:
1. New and immature regulatory environment
2. Lack of open data publishing, lack of open data mindset, lack of data interoperability (like lack of DCAT-AP compliance)
3. Public sector bodies charge for data, however those data should be openly avalaible. The problem is that some public sector bodies need that kind of income.";;;;N/A
24b;yes;With the adoption of Act No. XCI. of 2021 on the National Data Asset, the National Data Asset Management Agency was established in its new form to set up and operate the National Open Data Portal to support the publication of open data. The National Data Asset Council's annual reports are expected to encourage less active players to join the open data sharing ecosystem.;;;;10
25a;yes;The National Data Asset Management Agency is in partnership with the key public sector actors for open data sharing, and is constantly adding new actors to its existing network. The conclusion of agreements with most organisations ensures long-term cooperation and open data publication on the National Open Data Portal.;;;;15
25b;yes;"Of course, there are web applications - mostly based on public data - that work with real-time data which are presented on digital maps. Several organisations publish open data in geospatial format, including: Lechner Knowledge Centre: National Geospatial Map - https://lechnerkozpont.hu/cikk/nemzeti-terinformatikai-alapterkep-hianypotlo-webes-szolgaltatas
Hungarian Office for Mining and Geology - https://mbfsz.gov.hu/en
MÁV-START Railway Passenger transporter Ltd. aslo operate a real-time data based website called Vonatinfó, it gives real-time information on every train's location, where are they at the moment. http://vonatinfo.mav-start.hu/

Response to Reviewer 2:
The National Data Asset Management Agency contributes to the creation of data analyses that process and analyze data in real-time using APIs. The National Data Asset Management Agency itself produces such analyses for the National Open Data Portal and, based on commissions, also assists other organizations in generating similar analyses.
In Hungary, real-time data publishing is provided with the current functionality of the National Open Data Portal.";;For this question, please describe the activities undertaken to assist/support holders of real-time data with publishing.;;10
25c;No;"There are web applications - mostly based on public data - that work with real-time data and most of them function as digital maps. Several organisations publish open data in geospatial format, including: Lechner Knowledge Centre: National Geospatial Map, Hungarian Office for Mining and Geology.
https://nta.lechnerkozpont.hu/
https://map.mbfsz.gov.hu/

Response to Reviewer 2:

The National Data Asset Management Agency contributes to the creation of data analyses that process and analyze data in real-time using APIs. The National Data Asset Management Agency itself produces such analyses for the National Open Data Portal and, based on commissions, also assists other organizations in generating similar analyses.
In Hungary, real-time data publishing is provided with the current functionality of the National Open Data Portal.";;For this question, please describe the activities undertaken to assist/support holders of geo-spatial data with publishing.;;0
25d;yes;"Yes, the Hungarian Public Road Nonprofit Ltd. Allows citizen to become data providers.
https://napportal.kozut.hu/en/#/registration";;;;10
26a;yes;"The National University of Public Service provides education and trainging programmes for civil servants in data science.
There is a Data Science major at the Faculty of Informatics of the University of Debrecen. https://inf.unideb.hu/en/data-science-msc-0
There is a Data Science major at the Technical Informatics Faculty of Pannon University. https://mik.uni-pannon.hu/en/

Response to Reviewer 2:

Yes, the mentioned tranining programmes are also available to civil servants who can earn certification. As a result of the training, civil servants graduate from the university with such background knowledge.
Besides, as part of the Recovery and Resilience Facility) (RRF) project, e-learning and curriculum-based training are being developed for civil servants. This initiative aims to facilitate data-driven decision-making, including data visualizations and data analyses, in collaboration with the National University of Public Service.";;"Is support provided for civil servants to pursue data science majors at these Universities? If not, 26b should probably be marked ""no"" ( there is no connection to the fact that the universities offer programmes if civil servants cannot access these courses).

Otherwise, in 26b you can comment on whether the National University of Public Services issues formal certifications.";;15
26b;yes;At the University of Debrecen and Pannon University students get a degree.;;;;10
27a;yes, >9;"The Digital Success Programme holds several events anually in the digitalization subject, they are promoting open data in way.
https://digitalisjoletprogram.hu/hu/rendezvenyek
One of them is the Digital Public Administration Summit (DPAS). 
https://digitalisjoletprogram.hu/hu/hirek/digital-public-administration-summit-a-digitalizacio-nem-valasztas-kerdese

The Infotér Association organises professional events regularly to promote open data and the government's infocommunication policy plays a key role in these conferences. The last Infoparlament conference took place on the 9th June 2022 where the last round-table discussion was dedicated to data centric topics: https://infoparlament.infoter.eu/?page=program

https://infoter.hu/rendezvenyek
https://infoparlament.infoter.eu/

Almost all of the universities concerned hold regular hackathons, courses, conferences meet-ups to promote open data and open data literacy. 
University of Technology and Economics of Budapest https://www.bme.hu/esemenyek and https://www.bme.hu/hirek/20230428/Milyen_jovo_var_rank_a_ChatGPT_es_a_chatbotok_vilagban
Semmelweis University https://semmelweis.hu/emk/2023/04/13/ime-adatvezerelt-egeszseg-es-kiberbiztonsag-konferencia/
Eötvös Loránd University Faculty of Informatics https://www.elte.hu/content/manufactoring-konferencia-az-elte-n.t.27096";;;;20
27b;a mix of the above;"Events related to Open Data are mainly organised by associaciations as Infotér Nonprofit Limited Company and the government launched Digital Success Nonprofit Limited Company. 
e.g. Digital Public Administration Summit (DPAS)";;;;N/A
D2;;;;;;440
D2.1;;;;;;140
28;yes;"The definition of open dat re-use can be found in Act No. LXIII. of 2012 on the re-use of public data 4.§ points 8-9. It is also included in the National Open Data Portal's disclaimer, it containes the list of glossary: https://kozadatportal.hu/disclaimers 

Response to Reviewer 2: 

Translated definition of open data reuse: 
8. reuse: the use of public data or public cultural data for a commercial or non-commercial purpose that is outside the original goal for which the data were produced, as defined by the law imposing the performance of the public task within the framework of the performance of the public task;
9. making available for reuse purposes: providing access to the requester for public data or cultural public data that allows the requested data to be reused by the requester, including, in particular, the one-time or periodic transfer of data on data carriers or electronically, providing direct access to the database containing the data, and any other access method that does not conflict with any other legislation, as agreed upon by the public sector body and the requester in the reuse agreement;";;For completeness, please also write the (translated) defintiion here.;;10
29;Yes, there is a strong focus;"Data re-use is considered as one of the most important facilitator in restarting the economy after the crisis caused by the pandemic. The adopted Hungarian AI Strategy has a dedicated pillar and dedicated actions on data economy and data re-use. Within the framework of the AI Strategy, the National Data Asset Management Agency has been estabished as the governmental engine of the re-use of open data in Hungary.
The following acts support our observation: 
At national level there are several public bodies involved in monitoring the re-use of public data, including the National Data Asset Management Agency, the National Data Asset Council. The National Open Data Portal, which is operated by the National Data Asset Management Agency, provides a platform for data re-use nationwide. This is mandated by Act No. XCI. of 2021 on the National Data Asset  and it's implementing regulation, and the Act No. LXIII. of 2012 on the re-use of public data.
The Chapter 4.4 of the White Paper On National Data Policy contains indicators and direct acts related to the observation of the level of the re-use of open data. 
URL: https://www.magyary.hu/wp-content/uploads/2019/09/Adatpolitikai_feher_konyv_201608.pdf

To sum up, at national level there is a strong institutional and legal framework supporting the observation the level of the re-use of open data in Hungary.";;;;15
30;yes;"After the National Data Asset Management Agency has been established, one of the main purposes of the Agency is to promote and facilitate the re-use of open data. In doing so, the Agency leads the development of Hungary's National Open Data Portal, where the number of views and downloads on the portal and analytics data shows the level of re-use of the country's open data.
The XCI Act of 2021 on National Data Asset (National Data Asset Act) and its implementing decree, the Government Decree 607/2021 (XI. 5.) on certain detailed rules related to the use of national data assets define the data analysis, data provision and information service tasks of the National Data Asset Management Agency. To perform these tasks, the National Data Asset Management Agency Limited Liability Company was established, which is responsible for the development and implementation of the general principles of national data asset management, the operation of the National Public Data Portal, the creation and maintenance of the public data register and the inventory of national data asset, while contributing to the fulfilment of the requirements under Act LXII of 2012 on the re-use of public data (Public Data Act).
URL: https://net.jogtar.hu/jogszabaly?docid=a2100091.tv
https://net.jogtar.hu/jogszabaly?docid=A2100607.KOR
https://net.jogtar.hu/jogszabaly?docid=a1200063.tv
https://kozadatportal.hu/dataset/";;;;20
31;yes;"The partners of National Data Asset Management Agency with a cooperation agreement are obliged to do so. Futhermore based on the Act No. XCI. of 2021 on the National Data Asset along with the National Open Data Portal we are planning to develop data management awareness, and after that there will be more detailed directions for it.
URL: https://net.jogtar.hu/jogszabaly?docid=a2100091.tv
https://kozadatportal.hu/";;;;20
32;yes;"The National Data Asset Management Agency has already begun to indentify the institutions holding high-value datasets. After identification we collescted the status information on how each is dealing with the implementing regulation (EU) 2023/138, also we are trying to help them by drawing their attention to the obligations set out in the implementing regulation.
The main challanges are to map which HVD category belongs to which state body, and to make the parties understand and concerned to start acting on time so that they can meet the deadline.";;;;15
33;yes;"The Chapter 3.1.2 of the White Paper on the National Data Policy of Hungary summerizes the social and economical advantage, impact and importance of open data. 
URL: https://www.magyary.hu/wp-content/uploads/2019/09/Adatpolitikai_feher_konyv_201608-1_EN_20161121.pdf
There is no exact definition of the impact of open data, but the document contains a list and examples about the impact, such as: 

""The accessibility to public sector data and the services re-using public sector data have a significant impact of improving competitiveness, attracting capital as well as leverage leading to increasing employment and tax income.""

""Removing the barriers of re-use gives a boost to a new sector - the data sector - that increases employment and produces tax income.""

""Re-use services satisfy important social needs what increases social welfare""";;;;20
34;no;;;;;0
35;yes;"We can provide the following examples to such studies:
Administrative data assets, data management and open data written by Anna Orbán. The aim of the study is to familiarise the reader with the strategic goals and expectations of EU and national data policy, the tasks related to their implementation and the most important terms of the topic, especially in the public sector. https://nkerepo.uni-nke.hu/xmlui/bitstream/handle/123456789/15909/732_Informatikai_rendszerek_kozszolgalatban_02_orban.pdf?sequence=4

Research Challenges of Open Government Data written by Csaba Csáki and Andrea Kő. Using recent literature and case studies, this study reviews the typical areas of research on open government data and suggests research questions that can not only advance the field of open government data reuse, but also guide domestic researchers towards successful international adoption. http://unipub.lib.uni-corvinus.hu/3631/1/VT_2018-0708p32.pdf

Mapping domestic freedom of information practices and improving their effectiveness (KÖFOP-2.2.6-VEKOP-18-2019-00001) conducted by National Authority for Data Protection and Freedom of Information. The presented project will support in particular the exploration of the situation and mapping of practices in the field of information publishing in Hungary by carrying out 4 pieces of targeted group specific analytical research. https://www.naih.hu/kofop-2-2-6-vekop-18-2019-00001/altalanos-tajekoztato

These studies are assessing the impact of open data used in the government workflow while imphasing the need and advances of open government data. The impact and mesurement of impact is strongly expressed in the study called Mapping domestic freedom of information practices and improving their effectiveness (KÖFOP-2.2.6-VEKOP-18-2019-00001). The advances of open government data are highly explicit in the study called 'Research Challenges of Open Government Data' written by Csaba Csáki and Andrea Kő.";;;;25
