ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
65;yes;This feature is available in the process of adding the dataset. ;;;;10
66a;no;;The guidelines for this question expect more than a general email address. Is there any other contact mechanism on the website?;;;0
66b;yes;"Under each dataset there is a ""discussion"" feature. Example: https://data.gov.rs/sr/datasets/3-6-1-stopa-smrtnosti-usled-povreda-u-drumskom-saobratshaju/";;;;10
66c;no;;;;;0
67;yes;Until the end of 2020, the news and information was available on the National Open Data Portal (https://data.gov.rs/sr/posts/), but with the launch of the Open Data Hub, news were moved to that address: https://hub.data.gov.rs/la/novosti/;;;;10
68;no ;;;;;0
69a;yes;"Through the Open Data Hub (connected to the National Open Data Portal) users are encouraged to connect and request data (right to data is regulated with the Law on eGovernment). Instructions are described in the Open Data Guide which is available on the Open Data Hub (https://data.gov.rs/_themes/govrs/doc/vodic-kroz-otvorene-podatke_cirilica.pdf), page 80 We don't have ""Request data"" button, as data can be requested from multiple sources, so it is not clear who would be responsible if such requests would come to one address (e.g. Open Data Portal).";Please provide the URL to this feature/page where the instructions are described;;x;10
69b;monthly;N/A;;;;N/A
69c;no;;;;;0
70a;yes;Open Data team monitors this in coordination with the data stewards from the public administration through the regular meetings of the Open Data Working Group (each institution is asked to share whether they've received requests for data);Please describe how this monitoring is conduced (ie, the process/procedure in place);;;10
70b;few datasets;N/A;;;;4
71;yes;"Under each dataset there is a ""discussion"" feature. Example: https://data.gov.rs/sr/datasets/3-6-1-stopa-smrtnosti-usled-povreda-u-drumskom-saobratshaju/";;;;10
72;yes;https://data.gov.rs/sr/reuses/;;;;10
73;yes;https://data.gov.rs/sr/reuses/platforma-otvoreni-budzheti/#used-datasets Used datasets are listed;;;;10
74;yes;This feature is available upon signing in. In the list of the use cases, there are many of those added by the users: https://data.gov.rs/sr/reuses/;;;;10
75;yes;"https://data.gov.rs/sr/datasets/15-3-1-udeo-degradiranog-zemljishta-u-ukupnim-kopnenim-povrshinama/ Preview is available once the user clicks on the ""eye"" button";;;;10
76;no;;;;;0
77;yes;High value datasets are featured on the main front page of the National Open Data Portal.;;;;20
D3.2;;;;;;145
78;yes;N/A;;;;10
79;yes;Matomo analytics, Google Analytics;;;;15
80a;yes;Insights on the most popular datasets, and insights (need to better tag datasets, raising the quality of metadata, overall UI approach) feeding the portal update in the process.;;;;10
80b;yes;Web analytics, and meetings with the Open Data Community;;;;10
81a;a bit of everything, no clear dominant group;N/A;;;;10
81b;yes, entirely;;;;;10
82;see answer box;Average number of unique visitors per month is 59.040,00 fore the period April 2022 - April 2023.;;;;10
83;see answer box;Around 5%.;;;;N/A
84;yes;Most common keywords are air, population, education, and housing (for the period from January 2023 until May 2023);;;;10
85;yes;N/A;;;;10
86;See answer box;1 = mobility data, 2= environment data, 3 = agrar data, 4 = public spending data, 5 =  health;;;;10
87;see answer box;1 - number of all registered agricultural farms / active farms, 2 - Data on traffic accidents, 3 - Address register, 4 - The timetable of public city transport in the territory of the city of Valjevo, 5 - Register of housing communities (for the period from January 2023 until May 2023);;;;10
88;yes;ITE provides support to the data publishers to provide better metadata, which contributes to the discoverability of the content. Additionaly, in the process od data publishing, there is a tool that measures the quality of metadata. ;;;;10
89;yes;;;;;10
90a;yes;N/A;;;;10
90b;see answer box;Almost the half of it. ;;;;N/A
D3.3;;;;;;80
91;approximately half of the public sector data providers;The reasons behind are the combination of more than one: low awareness, governance aspects…;;;;8
92a;yes, or all public sector data providers already publish data;N/A;;;;10
92b;yes, or all public sector data providers already publish data;The Office for IT and eGovernment offers technical and other expert support to data providers wishing to publish open data, and organize targeted trainings and meeting sessions. ;;;;10
93a;Yes;There are several portals in the ownership of big data publishers: http://data.sepa.gov.rs/, https://opendata.stat.gov.rs/odata/, https://opendata.stat.gov.rs/odatasdgun/, https://data.poverenik.rs/, https://opendata.geosrbija.rs/loginopendata?next=%2F, https://opendata.mpn.gov.rs/ Additionaly, there is one local open data portal, for the city of Kragujevac: https://www.data.kragujevac.rs/;;;;N/A
93b;yes;;;;;10
93c;the majority of datasets;;;;;12
94a;yes;https://data.gov.rs/sr/datasets/kontsentratsije-polena-u-vazdukhu-api/, https://data.gov.rs/sr/datasets/kvalitet-vazduha/;;;;10
94b;1-10%;N/A;;;;N/A
95;yes;The section is not separate, but non-official data can be published and marked with different badges (as non-official data). ;;;;10
96;yes;Serbian of Environmental Protection, Republic Geodata Agency, Statistics Office of the Republic of Serbia, Agency for Medicines and Medical Devices, Ministry of Education, Commissioner for Access to Information and Personal Data Protection, and great number of LSGs. ;;;;10
97;no;;;;;0
D3.4;;;;;;120
98;yes;The National Open Data Portal is managed by the Office for IT and eGovernment (by the Regulation on Open Data Portal, Official Gazzete 104/2018), hence ensuring sustainability. http://www.pravno-informacioni-sistem.rs/SlGlasnikPortal/eli/rep/sgrs/vlada/uredba/2018/104/4/reg;Please add the URL to the Official Gazzete 104/2018;;;30
99;no;;;;;0
100;yes;The portal itself does not have an accounts, but instead accounts of the Office for IT and eGovernment are used for this purposes. For example on Twitter: https://twitter.com/search?q=%23opendatawednesdays&src=typed_query;Could you please provide  examples (eg URLs) that show that the Office for IT and eGovernment are active on behalf of the national portal;;;10
101;yes;The last promo activity which is currently being implemented is the Digital expedition in various LSGs in Serbia, which among other content, promotes open data. ;;;;15
102;yes;The portal is based on the open uData platform: https://github.com/opendatateam/udata;;;;10
103;no;;;;;0
104a;yes;The platform uData is being improved continiously by the French Open Data team, and the Serbian portal follows these updates and improvements. Additionaly, review and improvements are based on the user's needs and feedback. ;;;;15
104b;annually;N/A;;;;N/A
104c;yes;Feedback from dedicated trainings for open data portal users is taken into account. ;;;;10
105a;yes;Dashboard for the local level datasets: https://app.powerbi.com/view?r=eyJrIjoiMzIzZGRmMTUtYWNmYi00ODFiLTlkNzktZGY3ZjllZjA0YjIyIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection4f901c371aea6dfeb859, Dashboard for the all datasets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection Dashboard for the national open data sets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true;;;;15
105b;yes;Monitoring is implemented for the following aspects: format, quality, description, frequency of the update, etc. This information is shared with the data providers, with recommendations for improvement. ;;;;15
D4;;;;;;455
D4.1;;;;;;106
106;yes;The data publishers chooses the frequency of the metadata update, upon the publishing process, which enables the publisher and the user to follow the update schedule. ;;;;20
107;30-49%;N/A;;;;6
108;within one day;All datasets availabe on the National Open Data Portal. ;;;;40
109;the majority of datasets;N/A;;;;20
110;Not Applicable;;;;;20
D4.2;;;;;;145
111a;yes;Monitoring is done by two dashboards. Dashboard for the local level datasets: https://app.powerbi.com/view?r=eyJrIjoiMzIzZGRmMTUtYWNmYi00ODFiLTlkNzktZGY3ZjllZjA0YjIyIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection4f901c371aea6dfeb859, Dashboard for the all datasets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection These dashboards include monitoring of the metadata quality.;Please confirm that this dashboard also includes metadata quality;;;20
111b;no;;;;;0
112;yes;https://data.gov.rs/sr/terms/;;;;20
113;no;Serbia licence is based on CC licence, and it is described in the Law on eGovernment, and the separate page of the National Open Data Portal: https://data.gov.rs/sr/terms/;;;;10
114;yes, own licences;It is mandatory, prescribed by the law.;;;;10
115;>90%;N/A;;;;20
116;increased, or already >90%;N/A;;;;10
117;1-4;N/A;;;;10
118;yes;This feature is availabe to publishers in the process of adding new dataset. Access to this feature is available only to signed up publishers during the process of adding the new dataset, so URL can not be provided. They are offered guidelines on metadata, tags, timeliness, openess, and there is a tool which evaluates their data set following these features. We could provide screenshots if it helps. ;Please provide a URL to the guidelines or tools provided to data providers to improve the quality of their data publication;;;15
119a;yes;At once quarterly, events and/or trainings are organized in order to incentivise data providers to release open data sets. ;;;;15
119b;yes;Office for IT and eGovernment gives advise and support to data publishers to publish high-qualtiy metadata (but the quality level remains within the publisher). Advise and support is provided through 1 on 1 consultations, trainings, workshops, etc.;Please describe the activities or mechanisms (ie systems/procedures) in place to incentivise the publication of high-quality metadata. The current answer about advice and support is too high-level.;;;15
D4.3;;;;;;79
120;no ;;;;;0
121;>90%;;;;;25
122a;71-90%;;;;;17
122b;71-90%;;;;;17
123;no ;;;;;0
124a;no ;N/A;;;;0
124b;I don't know;;;;;0
125a;>90%;N/A;;;;20
125b;0 %;N/A;;;;0
D4.4;;;;;;125
126;no ;;;;;0
127;yes;Standards for quality are promoted, especially in cases of highly standardized data (e.g. local expenditure plans). For example, when standard for local budgets was developed, it was sent to all local self-governments in order to use it in case of open data release of their local budget. Also, on trainings, 1 on 1 consultations, open data team always recommends standards recognized in the world, like GTFS for public transport open data, OCDS for public procurement open data, etc. Additionaly, accent is always put on accuracy, consistency, timeliness, completeness and credibility, rather than just quantity.;Please elaborate further on how/what activities you conduct to promote higher quality data from providers;;;30
128a;>90%;N/A;;;;20
128b;>90%;N/A;;;;25
128c;>90%;N/A;;;;25
128d;31-50%;N/A;;;;10
128e;<10%;N/A;;;;0
129;yes;Monitoring is done by two dashboards. Dashboard for the local level datasets: https://app.powerbi.com/view?r=eyJrIjoiMzIzZGRmMTUtYWNmYi00ODFiLTlkNzktZGY3ZjllZjA0YjIyIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection4f901c371aea6dfeb859, Dashboard for the all datasets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection   These dashboards offer review of each data publisher and quality of their data in terms of metadata, licence specification, format (whether machine readable or no), date when the data resource is published and updated, etc.;Please describe how these dashboard monitor improvements in quality of deployment;;;15
