ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
5;yes;"Establish measures for:
o Amendments in the existing legal framework (APIA and relative Ordinance);
o Appoint responsible persons (data officers) from each public body for opening and monitoring the usage of their own data;
o Support public bodies to define their data which to be provided in an open machine readable format;
o Issue guidelines for defining the structure and content of datasets and metadata;
o Motivate public bodies to prioritize datasets and to publish in maximum details high value datasets;
o Develop a channel of communication between public bodies and re-users;
o Increase citizens’ awareness;
o Initiate activities to explore the opinion of the potential users of the open data portal and promote the portal and priority datasets;
o Create a forum/working group with all stakeholders in open data process to engage data community
o Create mechanism for benchmarking of data openness and maturity on national level;
o Conduct a pilot project for cooperation among institutions for measuring the re-use;
o Take action to ensure that consumers are confident about the timeliness of the information by introducing mandatory binding of categories of information in the list within the meaning of Article 15a p.3 of APIA with active links to the place of their publication;
o Develop and validate internal rules / procedures for the maintenance and operation of the Open Data Portal

The updated National eGovernment Strategy ensures the implementation of the current European principles of e-government, introduced at national level, aincluding open data, and builds on the implementation of the objectives after 2018. This Strategy serves as a framework on the basis of which the policy strategies will be created by the relevant administrative bodies and their administrations. The Roadmap for its implementation has also been updated, taking into account the progress made in the implementation of the priorities set so far, as well as the agreements, partnerships and opportunities reached by the administration and its partners for further actions.";;;;25
6a;no;;;Please clarify which measures pertain to real-time/dynamic data;;0
6b;yes;"Referring to EU high value datasets, the publication and access to geospatial datasets will be greatly enhanced. 
A National Spatial Data Portal providing Spatial Data Services to national and European users is in operation since 2021. The Portal is linked to the European Geo-spatial Portal. It provides public assess to sharing interoparable spatial data, in full compliance with the INSPIRE Directive. 
https://inspire.egov.bg/
National Updated eGovernment Strategy 2019-2025 - https://e-gov.bg/wps/wcm/connect/e-gov.bg-18083/1506d64e-0f16-4954-ba0b-dfd77ae58184/%D0%A1%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F+%D0%B7%D0%B0+%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D0%B5+%D0%BD%D0%B0+%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D1%82%D0%BE+%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+2019-2025.pdf?MOD=AJPERES&CVID=nyx-ndJ&useDefaultText=0&useDefaultDesc=0
The development of the National Spatial Data Portal is listed among the priority measures in the Strategy.";;;;15
6c;yes;"The measures related to the national open data portal aim to stimulate the publication and access to citizen-generated data. The portal allows anyone to post data regardless of whether they are a citizen or an organization. There is a separation in the designation of data from official sources (ie public sector organisations) and data from citizens. However the guidelines, publication process and tools are the same whether the data provider is a ministry or a journalist, activist, student. 
Enhancing the contribution of citizen science and citizen-generated data is also supported by the Research, Innovation and Digitization for Smart Transformation Programme.";;;;15
6d;yes;"According to the national policy, all open government data has to be published via data.egov.bg. This ensures the discoverability and reusability of data.
The National Open Data Portal is the single point and meeting place between administrations, organizations (including research, business and government) and citizens interested in opening up public information and developing modern data-based services. Coordination of open data activities is carried out by the Electronic Identification and Data Unit in the Ministry of e-Government to facilitate interaction with the various target audiences. It ensures compliance with European standards and ensures the possibility of synchronizing national data with those at the European level.
All data which is published on the National Open Data Portal (data.egov.bg) is discloverable on European Data Portal (data.europa.eu).";;Please confirm in your answer if the datasets from the national data portal are discoverable on data.europa.eu;;10
7;yes;"Each public sector body shall annually plan the phased publication on the Internet in an open format of the data sets and resources it maintains, access to which it is free.  The executive authorities shall include in the annual activity objectives of the relevant administration under Article 33a of the Administration Act aims to ensure the phased publication on the Internet of the data and resources included in the Lists of annual priority data sets.

The open data principles are embedded in the National Updated eGovernment Strategy 2019-2025 - https://egov.government.bg/wps/portal/ministry-meu/strategies-policies/strategic-documents
The Strategy provides for:
- the implementation of a Registry reform, which clearly provides for open data;
- decreasing the use of unstructured data;  
obligatory compliance with the open data principle (data generated by the public sector shall be in an open 
-machine-readable format, allowing for their reuse)

https://egov.government.bg/wps/portal/ministry-meu/ministry/meu.regulations
The policy has been included in the Access to Public Information Act, the Ordinance on the standard terms and conditions for public sector information reuse and its publishing in open format, which contains specific provisions regarding publishing and reuse of public information in open format and in Decisions of the Council os Ministers approving the List of data sets by priority areas to be published in open format annually. The Act and the Ordinance settle the provisions regarding the right of access to public information, as well as the reuse of the public sector information. 
Pursuant the Electronic Government Act the Ministry of e-Government (MEG)  issues methodical guidelines and supports the administrations in defining the structure and contents of the datasets to be published on the Open Data Portal of the Republic of Bulgaria under the Access to Public Information Act.

Digital Bulgaria 2025, Roadmap and Reports:
https://egov.government.bg/wps/portal/ministry-meu/digital.transformation/itis-national-strategic-documents/np-digital-bulgaria-2025";;;;15
8;no;;;Please clarify the measures that suport reuse by the private sector;;0
9a;yes;"According to Art. 15a. from Access to public information act 
Publication on the Internet
Each head of an administrative structure as per Article 15 Paragraph (1) shall make public on an annual basis a list of the categories of information publishable on the Internet regarding the areas of operation of the relevant administration as well as the formats in which such information is accessible.
Examples:
https://data.egov.bg/organisation/datasets/resourceView/1b86508d-0135-40f4-a046-530ea4f6965c

The maintenance team annually monitors and reports on the publication of open data by central, municipal and district administrations. An annual report for each of the administrations is made through the progress report.
https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-activities/opendata-reports
https://iisda.government.bg/annual_reports
https://www.strategy.bg/Publications/View.aspx?lang=bg-BG&Id=81";;;;15
9b;yes;"They included part of information like legislative acts, organogams and other information is public information but is not public  sector information for re-use.Indeed the provision of public sector information to a public sector body in connection with the implementation of the powers or functions thereof shall not constitute re-use within the meaning given by the Access to Public Information  Act.The list of categories of information in Internet contains both types of information.
https://www.navet.government.bg/bg/media/Spisyk_po_ZDOI_NAPOO.pdf
https://www.riosv-ruse.org/dialog/aktualen-spisak-na-kategoriite-informatziya
https://e-gov.bg/wps/portal/agency/about-us/administration-service/info-citizens/public-access-info";;The answer refers to public information, but this is still open data. Do these data inventories also include information about closed data?;;10
10a;yes;N/A;"Kindy fill in the column ""Publications of HCD in machine-readable formats via APIs"" in the table below. This column was hidden in the original questionnaire. Sorry.";;;20
10b;yes, other measures;"In 2021-2023 the focus is on identification of High Value Dataset LIst based on the Sixth Priority Categories at EU level.We worked actively to identify datasets in every category, checking for legislation and/or technical barriers at nation level hindering their publication and we facilitated the publication process. The Open Data team conducts regular meetings with the stakeholders, especially the public sector bodies in order to support the prioritisation of datasets to be published in open format. Based on that, as well as on the surveys previously conducted, we cooperate with the stakeholders to finalise the lists of priority datasets. 

Based on the above, we included  the identified top 2 datasets with high priority in the country in the next Decision of the Council of Ministers in 2022, adopted on pursuant APIA art. 15b (3), according to which “The Council of Ministers shall annually, on the proposal of the Minister of Electronic Governance, adopt a list of data sets to be published in open format on the Internet”.";;;;5
10c;yes;A working group has been established in connection with the implementation of the tasks set out in it, arising from the obligations under Regulation (EU) No. 2022/868 on a European framework for data management and amending Regulation (EU) 2018/1724, and the Implementing Regulation ( EU) No. 2023/138 of the Commission of 21 December 2022 to determine a list of specific high-value data sets and the terms and conditions for their publication and reuse. A questionnaire was prepared and sent to the competent organizations, aiming to support and facilitate the work of fulfilling the obligations in the two regulations. Based on its feedback, an analysis will be made of the degree of readiness of the published data and of the existing challenges.;;;;15
11a;yes;N/A;;;;15
11a.1;Yes;"Ministry of environment and water is currently preparing a  strategy, which will an emphasis on the European Green Deal.
The Ministry of e-Government is also actively involved in the Green Deal policy, through initiatives of the European Commission such as Destination Earth.";;;0;
11a.2;Yes;The pandemic has demonstrated the growing importance of digitalisation for all aspects of the economy, society and government. It also reaffirmed the need to build high-speed digital connectivity and harness the potential of data by removing barriers to data sharing. This complex environment has shown that artificial intelligence and robotics can provide many solutions to improve healthcare. Undoubtedly, the benefits of e-education and training and their social effect have been proven.;;;0;
11a.3;No;;;;0;
11a.4;No;;;;0;
11a.5;No;;;;0;
11a.6;Yes;"One of the major principles in the updated eGovernment Strategy 2019-2025 is openness and transparency: public administrations should share information and data between themselves and enable citizens and businesses to access control and correct their own data; enable users to monitor administrative processes that involve them; engage with and open up to stakeholders (such as businesses, researchers and non-profit organisations) in the design and delivery of services.
In full consideration of this principle, the vision of the Strategy for 2025 foresees the introduction of digital tools for civil involvement as a means to establish a modern citisen-oriented administration.";;;0;
11b;no;;;;;N/A
D1.2;;;;;;170
12;yes;"Ministry of e-Government is such structure in the country. The Open Data Team acts as a National Open Data Policy Coordinator and a Global National Open Data Portal Administrator. It is part of the Strategic e-Government Planning Department, e-Government Policies Directorate. 
There are Data Officers in every administration (according to the Access to Public Information Act), Working Groups, informal Open Data Forum Group, National Open Data Portal, public consultations and good national coordination policy.";;;;30
13;top-down;"A centralized approach is chosen because it helps the efficient implementation of the open data policy. It allows Ministry of e-Government to track difficulties encountered by data publishers and data users which leads to a faster improvement throughout the received feedback from data users.
Strong central coordination is used for creating basic administrative capacity in the leading administration in conducting the open data policy.
As a result from coordinated and joint work led by the MEG, only a key expert from each administration in involved in the open data processing of the respective public body. This will reduce the administrative burden in other administrations.
Public bodies use a single person of contact regarding open data in the MEG.";;;;N/A
14;yes, most initiatives;"The public organizactions on central, local, and regional level are involved in working groups on concrete open data topics under Ministry of e-Government. 
There are regular annual trainings, events and personal assistance in the initial process of publication of the data for new data officers. Mainly regional and local structures participated in them.
";;;;15
15;few public bodies;;;;;5
16;yes;"https://egov.government.bg/wps/portal/ministry-meu/ministry/administration
https://egov.government.bg/wps/wcm/connect/egov.government.bg-2818/aacd997f-f78d-4401-92da-4a262ae8da99/meu-structure-2022-06-big.jpg?MOD=AJPERES&CVID=o60b.GJ
https://egov.government.bg/wps/wcm/connect/egov.government.bg-2818/5959face-990e-47f6-8b1a-fb3768bc6c50/%D0%A3%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%2B%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%BD%D0%B8%D0%BA%2B%D0%9C%D0%95%D0%A3.docx?MOD=AJPERES&CVID=o5xyEjI
https://iisda.government.bg/ras/adm_structures/ministry_organigram/3453

https://data.egov.bg/kontakti?section=2&item=2";;;;20
17a;yes;https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/legislation/opendata-legal-national/;;;;20
17b;yes;"There is a regular exchange of knowledge between the two fully engaged experts with more than 7 years of experience in the team and some partly engaged experts for the activities regarding the National Open Data Policy (incuding National and European Legislation and Policy, Coordination, Working Groups, Initiativies like trainings; events; promotion; technical and metodological documents; questionnaires and reports) and National Open Data Portal (including updating technical specifications, proposals for development, administering and updating the content, creating new sections, granting access rights and roles, verifying data and metadata, supporting data officers and administrators from public sector organisations in the process of data publication and  communicating regulary with the technical team for out-of-warranty technical support of the portal.There are monthly requests and reports between techical team of the portal and open data team in MEG before every payment.";;;;20
18;yes;"Pursuant to Article 8, paragraph 3 of the Ordinance on the standard terms and conditions for public sector information reuse and its publishing in open format the heads of public sector bodies designate officials - administrators of profiles (Data Officers)  who upload the data for the organization concerned and publish the information of the Open Data Portal. This is a version of the role of “data officer” in the public sector bodies. A draft ordinance is prepared, where we clarify the duties of the data officer and the term “administrator of profile” is to be replaced with “data officers”.
The governance model also includes working group activities, online meetings/communication between administrators of profiles and state for: reports with questionnaires addressed to administrators of profiles; feedback, problems and communication via emails; online support from the main administrator of the National Open Data Portal.
https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/legislation/opendata-legal-national/";;;;20
19;yes;here is regular communication via phone, email, online meetings, regular trainings etc. All data officers are part of a natinal open data network coordinated by the open data team. The contact database is kept accurate and up-to-date. Furthermore, each organization is legally obliged to submit timely information about any changes of the designated data officers.;;;;20
20;yes;"A cooperation agreement with the GATE Institute has been signed: https://data.egov.bg/news/view/51
A regular exhange of knowledge is also transferred within the Working group on transposing the Open Data Directive, which is comprised by experts from the public sector bodies, the academia, business, NGO's and citizens.";;;;20
D1.3;;;;;;142
21;yes;"o Each year, since the Directive 37/2013/EU was implemented in the national legislative framework, the Council of Ministers adopts action plans for gradual opening of the numerous datasets in prioritised fields. This action plans are in the form of a Decision of the Council of Ministers, which includes also the list of datasets to be published in the current year by the public bodies. So far, the adopted decisions are as follows: Decision No. 103 of the Council of Ministers (CoM)dated 17 February 2015 on approving the List of data sets by priority area to be published in open format;
o Decision  No. 214 of the Council of Ministers dated 25 March 2016 on approving the List of data sets by priority area to be published in open format;
o Decision No. 897 of the Council of Ministers dated 21 October 2016 on amending and supplementing  of Decision No. 214 of the CoM dated 25 March 2016
o Decision No. 436 of the Council of Ministers of 04 August 2017 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
o Decision No. 54 of the Council of Ministers of 01 February 2019 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 435 of the Council of Ministers of 03 July 2020 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 567 of the Council of Ministers of 30 July 2021 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
Decision No. 406 of the Council of Ministers of 23 June 2022 on the adoption of a List of data sets by priority area to be published in open format on the Open Data Portal
https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/legislation/opendata-legal-national/";;;;20
22a;yes;"There are annual reports to track progress of data publication against these plans. Each administration fulfill online form for its progress which form is verified from national open data team. We monitor if: 1. the administration has published new datasets in open machine-readable format for the relevant year; 2. Datasets are included in annual priority lists or are published proactively by the administrations; 3. Datasets are included in an approved schedule for publishing; 4. Datasets are published within the deadline, with delay or are not published at all.
Annual Progress Reports on implementation of Decisions of the Council of Ministers are published on 
https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/monitoring-and-reporting/opendata-reports/";;;;15
22b;satisfactory;"Annual Progress Reports on implementation of Decisions of the Council of Ministers are published on https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-activities/opendata-report.
The State of the Administration Reports https://iisda.government.bg/annual_reports";;;;N/A
23a;yes;"In accordance with the current legal framework in Bulgaria and through the Law on Access to Public Information, information from the public sector is provided for reuse free of charge or after payment of a fee, which cannot exceed the material costs of reproducing and providing the information. There are certain exceptions to this principle.
The processes used to identify Public Sector Organizations that charge data fees beyond marginal costs are a result of data requests received from interested parties.
The data department team analyzes the processes of pricing and payment of the data above the marginal costs, identifies the high value data according to the competence of the relevant administration, which should be published in an open machine-readable format on the Portal. A connection is established between the data holders, the interested parties requesting the data and the data department as a mediator, and meetings are organized to establish the details of the method of providing the data and the legal grounds for their provision at the present time.
Once meetings are organized between the relevant departments or working groups are formed, the purpose of which is to review the legal basis for the creation, maintenance and dissemination of the relevant data sets. The relevant regulations and documents defining the tariffs and fees are reviewed and, after assessing their importance and significance for users, a decision is made to provide the data with free access or up to marginal costs.
As a result, they are included in the annual list of data sets by priority areas, approved by a Ministerial Council Decision. The responsible administrations, for their part, should change their legal grounds for collecting fees for those included in the list of data approved by the decision of the Council of Ministers.";;;;15
23b;the majority of datasets;N/A;;;;12
23c;increased, or already all datasets;N/A;;;;10
24a;N/A;1. Multilinguism 2. Metadata structure 3. DCAT-AP implementation;;;;N/A
24b;yes;Activities have started for the introduction of properly structured metadata. Work is underway to implement EC software for translation for at least one other language, which can be achieved via a new project.;;;;10
25a;yes;"In the Ordinance on the general requirements for information systems, registers and electronic administrative services to the Electronic Government Act the use of API interfaces for automated presentation of data sets in open form on the Open Data Portal for all developed/upgraded information systems and registers is a mandatory requirement. 
https://data.egov.bg/document/view/1
https://data.egov.bg/document/view/6
In connection with the requirements for data officers, instructions are provided, assistance is provided in the publication of data and training is carried out for the newly appointed employees who perform the functions of data officers under the Access to Public Information Act.
The data courses at the Institute for Public Administration (https://www.ipa.government.bg/) in connection with the annual training proposals for civil servants from central, regional and local authorities. The catalog for 2023 is published at https://www.ipa.government.bg/bg/catalogue. A preliminary analysis of the needs for training in the country in 2023-2024 has been carried out. It includes courses related to data sources, collection and analysis of data and information in the development and monitoring of
open data policies, open data regulatory framework and policy, practical aspects of data management, storage and sharing, statistical literacy - easy access to quality data, fundamentals in creating an organizational data management framework, database analysis and visualization etc.";;Please clarify how you assist data providers. The current answers seem to mention only the requirements that must be followed.;;15
25b;no;;;Please highlight the activities you perform to assist in putting the decisions to publish real-time data into action;;0
25c;no;;;The answer seems to relate to data literacy and skills. Instead, please answer how you assist publishers of geo-spatial data.;;0
25d;no;;;;;0
26a;yes;"The Institute of Public Administration organized different trainings to increase capacity of the civil cervants https://data.egov.bg/organisation/dataset/c920d804-aa2a-4919-a968-35fe36605648

In the period from June 2021 to May 2022 there are the following trainings: 
Analysis and Visualisation of Databases -435 trainees.
Practical work with open data - upgrading training-114 trainees.
Open data in management. Quality and impact of open data. - 39 trainees.
High value datasets - 106 trainees.
Protection of personal data in a digital environment - 1033 trainees.
Information and network security in support of public administration reforms - 199 trainees.
E-Government - 371 trainees.
Interoperability and information security - 123 trainees.";;;;15
26b;yes;"https://www.ipa.government.bg/bg/misiya-viziya-i-strategicheski-celi#
The Institute of Public Administration (IPA) was established under the Civil Servants Act in 2000. It is a structure of the Council of Ministers of the Republic of Bulgaria and is the leading institution for training of civil servants.IPA has right to certify them.";;;;10
27a;yes, >9;"OpenFest 2022
https://www.openfest.org/2022/en/
https://www.youtube.com/watch?v=mVbbP6vs2yU&list=PLzUxAJX9n5vqK6pffYBy-qSLx8zyXA9A-
Open Data Conference 2022
https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-events
Datathon 2022
https://www.datasciencesociety.net/datathon_nft/
Different Meetings&Workshops online and on place 
GIS Day Conference 2022
http://esribulgaria.com/
Annual International Science Conference Space, Ecology, Safety 2022
http://www.space.bas.bg/SES/
8th International Conference on Cartography and GIS
https://cartography-gis.com/
https://cartography-gis.com/archives/2802
Annual Big Data Forum 2022
https://gate-ai.eu/en/category/events/
World Methrology Day 2023
http://bim.government.bg/bg/novini

Datathon 2023
https://www.nsi.bg/datathon2023/
Event for funding companies and scientific organizations from the European Space Agency
https://www.mig.government.bg/vsichki-novini/ministar-pulev-sthe-otkrie-sabitie-za-finansirane-na-firmi-i-nauchni-organizaczii-ot-evropejskata-kosmicheska-agencziya/";;;;20
27b;a mix of the above;"GATE Institute, Sofia University 
Institute of Public Administration
Ministry of e-Government
Data Science Society
Open Projects Foundation
Bulgarian Academy of Science
Sofia University St.Kliment Ohridski
Technical University Sofia
ESRI Bulgaria";;;;N/A
D2;;;;;;405
D2.1;;;;;;105
28;yes;"Open data is the public information collected, created and maintained by public sector organizations and published in an open machine-readable format (CSV, RDF, XML, JSON, etc.), allowing re-use for commercial or non-commercial purposes.
Reuse of public sector information is the use also for commercial or non-commercial purposes other than the original purpose for which it was created within the powers or functions of a public sector organization. The provision of public sector information to a public sector organization in connection with the exercise of its powers or functions is not reuse within the meaning of Access to Public Information Act. (Article 2a, APIA).

https://e-gov.bg/wps/portal/agency/home/data/data";;;;10
29;yes, but the focus is limited;"https://bulgaria.representation.ec.europa.eu/novini-i-sbitiya/novini-0/novata-programa-nauchni-izsledvaniya-inovacii-i-digitalizaciya-za-inteligentna-transformaciya-beshe-2023-04-06_bg
https://strategy.bg/PublicConsultations/View.aspx?lang=bg-BG&Id=6993

In Bulgaria, there is an interest in the open data policy at the national level and to examine the level of re-use. Program ""Research, Innovation and Digitization for Intelligent Transformation"" (PNIIDIT) meets the strategic needs and priorities of Bulgaria for accelerated economic development through investments in the development of scientific research, scientific infrastructure, innovation and smart industry and the rapid entry of digital technologies into the economy and society. The program will support the unfolding of the potential of the data, which will lead to including supporting the introduction of the assessment methodology in the field of open data. Under PNIIDIT, a network of 12 European digital and information hubs will be built by applying the so-called synergistic European approach. Hubs are a key component of the innovation ecosystem and infrastructure by region, as their activity is directly aimed at helping SMEs and supporting the digital and innovation capacity of enterprises in key areas such as high-performance computing, artificial intelligence, cyber security and others.
The program will also support the digital transformation of the public sector and the deployment of the potential of data in strategic economic areas and spheres of public interest. Data spaces as part of the European data strategy are one of the tools for creating a single data market in the EU and hence in Bulgaria, in which data from different sectors - public institutions, private entities and citizens are used under the same, equal conditions and thereby promoting the development of innovation, growth and competitiveness. The creation of data spaces will support knowledge and technology transfer and create ecosystem linkages between stakeholders.";;;;5
30;yes;"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.";;;;20
31;yes;"The Network of Open Data Liaison Officers is a network of representatives of all Bulgarian public authorities, coordinated by the National Open Data Team. The Network of Liaison Officers meets periodically to discuss the promotion and monitoring of open data within their organizations and with stakeholders. Such an event was held in June in Pazardzhik, where Institute of Public Administration provided training together with the National Open Data Team
The National Open Data Team also uses this network to send information to all public bodies, such as information about events, training, new portal features and support. The members of this network are also the points of contact for specific inquiries about the reuse of data published by their organization, ensuring that requests and questions are responsive.
Regular open data training is also available to all public sector bodies, which includes the importance of re-using open data and the impact and how to measure re-use.";;in addition to the initiative by certain ministeries, do general incentives exist to encourage other ministeries to monitor their reuse;;20
32;yes;"1) Upgrade the ODP - Enhancing the portal with functionality for a separate category of high-value datasets; 2) Acceleration of work for WG for faster implementation of the Regulation (EU) 2023/138;";;;;15
33;yes;"https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/opendata-additionalinfo/
https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-additionalinfo
The impact of open data covers the activities carried out to monitor and measure the reuse of open data as a result of reuse in political, social, environmental and economic aspects. The impact leads to increased transparency, accountability, effectiveness and efficiency of government, the inclusion of marginalized groups, raising awareness and can help address a range of issues in different areas.";;Please also provide the definition in the answer;;20
34;no;;;;;0
35;no;;;The Global Data Barometer is now older than 1 year. We are also more interested in a country-focused study. As a global benchmark, the Global Data Barometer covers all the countries included in ODM.;;0
36;yes;"We actively collaborate with civil society within the Open Government Partnership Initiative. For the fourth plan of the initiative, a working group was created by decree of the Council of Ministers with specific activities, deadlines, partners and a controlling organization. Any activity must be in cooperation among government structures and civil society. A Coordination Council with control functions was established with the relevant Deputy Prime Minister as chairman and relevant government structures' representatives as members.

We actively work with NGOs (for example GATE Institute), Sofia University
https://data.egov.bg/news/view/63
https://data.egov.bg/news/view/51
The institution and the GATE Institute will join forces to build new models of interaction between higher education and state administration, says the cooperation agreement recently concluded between the two countries.

We actively collaborate with civil society in the framework of the Initiative

Initially, the cooperation will focus on knowledge exchange and data sharing in the field of open and spatial data, development and development of a geospatial reference architecture for interoperability and a technological spatial platform in the infrastructure of the administration.
 Participation of government and non-governmental organizations in joint working groups:
 Access to Information Program
https://www.aip-bg.org/
Society for the Earth
https://www.zazemiata.org/ 
NGO Links
http://www.ngolinks.eu/";;;;15
D2.2;;;;;;100
37;yes;N/A;;;;40
37.1;Yes;Google Analytics;;;0;
37.2;Yes;"Mattomo
https://analytics.egov.bg/index.php?module=CoreHome&action=index&idSite=3&period=day&date=today#?period=day&date=today&category=Dashboard_Dashboard&subcategory=1&idSite=3";;;0;
37.3;No;;;;;
37.4;Yes;"Ministry of Education and Science https://data.egov.bg/news/view/54; National Statistical Institute https://nsi.bg/en";;;0;
37.5;No;;;;0;
38;yes;N/A;;;;40
38.1;No;;;;0;
38.2;Yes;"https://web.mon.bg/bg/100999
Ministry of Education Open Data Search Survey";;;0;
38.3;No;;;;0;
39a;yes;"Each administration, according to Art. 15 of the Access to Public Information Act, prepares an annual report on the received applications for access to public information and for the reuse of information from the public sector, which also includes data on the refusals made and the reasons for this. The annual report is part of the annual reports under Art. 62, para. 1 of the Administration and Summary Information Act is published in the annual report of IISDA.
One section of the Council of Ministers report examines the implementation of the obligations of state institutions following the Access to Public Information Act (APIA) to adopt internal rules for work under the Access to Public Information Act, to publish certain categories of information on their websites and to provide explanatory information on the exercise of the right of access to information by citizens and legal entities.
An element of this part of the analysis is the data on the preferred form of obtaining the requested public information. The re-use summary section in the report is under development. results will be visible in next year report. 
https://www.strategy.bg/Publications/View.aspx?lang=bg-BG&Id=81
https://ariisda.government.bg/AdmReports/ReportingPeriods/QuestionnairePreview
https://www.aip-bg.org/";;;;20
39b;No;;;Please clarify if you have a systemic way of classifying the reuse cases such a labelling/organising reuse cases by topic area;;0
D2.3;;;;;;200
D2.3a;;;;;;60
