ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
6b;yes;The amendment of the Free Access to Information Act No. 106/1999 Sb. empowers the public bodies to publish geo-spatial data as open data (free of charge, machine readable, via API) in accordance with the EU Directive 2019/1024 and the Implementing Regulations 2023/138. Moreover, the objective 5.11 of the Information Conception fosters the development and operation of information systems managing geo-spatial data with the further development of geo-spatial information as open data.;;;;15
6c;no;;;;;0
6d;yes;The National Open Data Portal created in accordance with Information Conception of the Czech Republic and legislatively enforced by the Act No. 106/1999 Coll., directly and automatically sends all metadata to the European Data Portal, aforementioned types of data included. For the process see: https://docs.google.com/presentation/d/1PtaZCXN3VBlAgXdeE6y4-qjPP3aPGJHs3Re6wI84jFc/edit#slide=id.ge280a34ec0_0_6 (slide 20). Regarding the geospatial and dynamic data, open data providers are, in accordance with the metadata standards, obliged to describe the format of data and key words to ensure their discoverability at the Portal. Citizen-generated data are not part of the Czech National Open Data Portal, therefore are not automatically sent to the European Data Portal.;;;;10
7;yes;The Information Conception of the Czech Republic fosters the existence of the Public Data Fund. The Public Data Fund should provide guaranteed open data (in the first phase the code lists). To support the re-use of data in the Public Data Fund, a notification hub will be created, which will send notifications of data changes. Due to new obligations related to fulfillment the base Register of Rights and Duties, the data users will have an overview which public data are collected following the agendas and gain the link to the dataset in the National Open Data Catalog. See Goal  5.10 of the Conception at https://archi.gov.cz/en:ikcr#sub-objective_510develop_open_data_and_public_data_and_public_services or https://archi.gov.cz/en:nap:verejny_datovy_fond.;;;;15
8;yes;"The Information Conception of the Czech Republic fosters the existence of the Public Data Fund. The Public Data Fund should provide guaranteed open data (in the first phase the code lists). Due to new obligations related to fulfillment the base register of rights and duties, the data users will have an overview which public data are collected following the agendas and gain the link to the dataset in the National Open Data Catalog. See Goal  5.10 of the Conception at https://archi.gov.cz/en:ikcr#sub-objective_510develop_open_data_and_public_data_and_public_services or https://archi.gov.cz/en:nap:verejny_datovy_fond 
Moreover, the amendment to the Act No. 106/1999 introduces the so-called standard conditions of use, which must be respected by obliged entities when providing information (in open data format included). These are defined in § 4a as conditions that are ""objective, reasonable, non-discriminatory, non-exclusive and do not limit the method or purpose of subsequent use of the information provided"". Therefore, obliged entities cannot limit further use of data and information to non-commercial use only and should support the reuse by the private sector in any possible way.";;;;15
9a;yes;In the Czech Republic there is an inventory called The Register of Rights and Duties - a register that provides a basic overview of the agendas carried out by public authorities and the related data. According to the Act No. 111/2009 Coll., public authorities are obliged to identify what data in agenda is classified and to distinguish public and non-public data. A new methodology for defining data in the agenda has been developed in 2022/2023, according to which organisations should proceed. The objective 3.04 of the Information Conception is aimed at improving, updating and validating the content of the Register.;;;;15
9b;yes;"According to the Act No. 111/2009 Coll., public authorities are obliged to identify what data in agenda is classified, it means public as well as non-public data. Only public data are supposed to be open by default and published in the National Open Data Portal (Catalog). 
In addition, the Data Management Act (transposition of Chapter 2 of the DGA) is currently being drafted and includes an obligation to establish an inventory list of all available public sector data sources. It is assumed that this list will be directly linked to the inventory called the Register of Rights and Duties (see 9a).";;;;10
10a;yes;N/A;"Kindy fill in the column ""Publications of HCD in machine-readable formats via APIs"" in the table below. This column was hidden in the original questionnaire. Sorry.";;;20
10b;yes, other measures;"In autumn 2021 the National Open Data Team distributed a questionnaire to 300 open data users from different fields as part of the analysis needed for the new open data communication strategy. Some of the questions were specifically dedicated to their HVDs preferences. The materials the strategy is based on will be disponible online to the public once the strategy is finalized here: data.gov.cz/kodi.
In addition, an analysis focused on the identification of HVDs, their connection to national law, evaluation to what extent these are already published and who are the responsible entities was carried out. This analysis is publicly available and comments can be sent. See C1V6 at data.gov.cz/kodi.";;;;5
10c;yes;The responsible authorities have identified the datasets that must be published as HVDs and whether they are already available in the National Open Data Catalog. They are ready for their labeling as HVDs. To complete the process, we are waiting for the promised guidelines from the European Commission, which aim to adjust the metadata standards in accordance with the HVDs.;;;;15
11a;yes;N/A;;;;15
11a.1;Yes;The data about clima and environment are part of the HVDs and their publication as open data is part of the duties arising from the amendment of the Act No. 106/1999 Coll. Moreover, one of the partial objectives of the Information Conception of the Czech Republic is specifically dedicated to the environmental open data - see the objective 5.10 here https://www.digitalnicesko.cz/informacni-koncepce-cr or https://archi.gov.cz/en:ikcr.;;;0;
11a.2;Yes;One of the partial objectives of the Information Conception of the Czech Republic is specifically dedicated to the evaluation of high schools and universities using data form the Interconnected Data Fund (open data included) - see 5.10. Moreover, the objective 1.5  specifically defines the necessity to develop the National Open Data Portal to enahnace quantity and especially the quality of the content of published open data as the key to building advanced services leading to a knowledge-based society.;;;0;
11a.3;No;;;;0;
11a.4;No;;;;0;
11a.5;No;;;;0;
11a.6;Yes;"The principle P4 of the Information Conception of the Czech Republic called Openness  and Transparency specifically enhances that public authorities have to share information and data with each other and must
give citizens and businesses access to control, it must allow users to monitor the administrative processes that take place and must involve stakeholders in the design and delivery of services
(for example companies, researchers and non-profit organizations) and work with them.";;;0;
11b;Yes;Several partial objectives from the main objective 1.5 of the Information Conception are focused on the process of creation of common standards - called Open Formal Norms - for open data publishing to ensure interoperability of open data. See https://data.gov.cz/ofn/. In addition, by amendment to Act No. 106/1999 Coll., Open Formal Norms became mandatory - in the event that an Open Formal Norm exists for a given topic of the data set, the publishing entity is obliged to follow the data standard.;;;;N/A
D1.2;;;;;;170
12;yes;The National Open Data Coordinator is the main lead of Open Data Working Group which operates under the Council of Government for Information Society (government advisory and coordination body for reforms of digitisation of Czech public administration). The group consists of almost 30 Open Data Coordinators from ministries and other Czech public bodies. Open data providers held consultations with different types of stakeholders by themselves. According to the results from the questionnaire on the state and progress of open data that is every year sent out from the National Open Data Team to the open data providers, 41 (of a total of 56 that participated in the questionnaire) held regular consultations with different types of stakeholders. Moreover, private and civic sector are usually involved through specific consultations as for example HVDs (Škoda Auto Digilab, Geobusiness , ICT Operator or T-mobile ČR were consulted regarding HVDs issue on January 2020) or COVID-19 data (in March and May 2021 public authority UZIS organized 2 consultations for all the mentioned groups of relevant stakeholders).;;;;30
13;top-down;At the beginning of the process of data opening, a bottom-up approach worked in the Czech Republic - a few providers decided to open data in a good quality as a result of small local iniciatives. Subsequently, a public body (the National Open Data Team) was created within the hybrid governance model to assist these providers, but still without support of legislation. Currently, the data opening takes place within the top-down model, where the obligation to open data is anchored by the principle of open data by default, and all affected entities must participate in the process, cooperate with the National Open Data Team and publish open data in the National Open Data Catalog.;;;;N/A
14;yes, most initiatives;By most initiatives we mean all initiatives we know of (unfortunately there is currently no legislation forcing regional or local bodies to inform us about their open data initiatives and there is more than 6000 of them). The activities of the National Open Data Team (consultations, trainings, technical support, networking, e-learning, participation in the Working Group, data quality evaluation, promotion of activities to the public etc.) are open both to national ad local/regional initiatives. In 2022, for example, extensive support was provided to municipalities and regions, which had to comply with the new obligation to publish open data of official boards. For all activities see data.gov.cz. In addition the National Open Data Team regularly visits regional conferences and seminars to inform about obbligations and supporting activities.;;;;15
15;few public bodies;"There is currently more than 6000 of municipalities in the Czech Republic. Thinking of this number, there is only few public bodies participating on data opening process. However, with Act. 261/2021 Coll. the obligation publish open data of offcial boards for all municipalities with extended powers and regional municipalities (219 of data providers) came into force. When it comes to open data initiatives there are several of them on regional/local level. For example:
Brno - https://data.brno.cz/    
Hradec Králové Region - https://www.datakhk.cz/
Prague - https://www.pragozor.cz/";;;;5
16;yes;The National Open Data Coordinator is the main lead of Open Data Working Group which operates under the Council of Government for Information Society (government advisory and coordination body for reforms of digitisation of Czech public administration). The functioning of the Council of Government for Information Society is available online on the website of the Government (see https://www.vlada.cz/cz/ppov/rvis/rada-vlady-pro-informacni-spolecnost-198607/). The description of functioning and resposible persons (Open Data Team leader included) is part of the Annual Report of the Council available here: https://www.vlada.cz/cz/ppov/rvpis/vyrocni_zpravy/.;;;;20
17a;yes;The up-to date information about the reposabilities, working approach, activities and strategies of the National Open Data Team is  part of the respective Annual Reports on the State of Open Data available on the data.gov.cz - https://data.gov.cz/výroční-zprávy/.;;;;20
17b;yes;The team maintaining the national portal is an integral part of the National Open Data Team.;;;;20
18;yes;First of all, for the process of opening data in a public body, a public body has to appoint an open data chief officer (coordinator/officer/steward) who is in charge of open data implementation. The open data officer prepares with the cooperation of public servants an internal directive, which set the roles of data stewards, data officers, and head of institution in order to ensure the process of opening data smoothly. The main task is to prepare an open data publication list (plan) with selected datasets with identified risks and benefits along with a time framework for publication. You can see more about the process and roles within the institution open data management in our Czech national guidelines on the National Open Data Portal – See https://opendata.gov.cz/standardy:vytvoreni-publikacniho-planu. ;;;;20
19;yes;The National Open Data Coordinator is the main lead of Open Data Working Group which operates under the Council of Government for Information Society (government advisory and coordination body for reforms of digitisation of Czech public administration). The group consists of almost 30 Open Data Coordinators from ministries and other Czech public bodies. Meetings are held every three months. Information about the working of the group are available in the respective Annual Reports of the State of Open Data here: https://data.gov.cz/výroční-zprávy/. Moreover, the National Open Data team and open data providers publish articles on the Open Data Portal. Experience and good practice are shared in this way. See https://data.gov.cz/články/;;;;20
20;yes;There are several regular/annual events dedicated to the exchange of experineces between public sector and open data re-users. Open Data Expo organized by the civil sector oragnisation OSF Prague (https://osf.cz/open-data-expo-2022/), the annual conference of the National Open Data Team (https://opendata.gov.cz/edu:konference:start) or the open data hackathon organized by public sector organisations (https://www.hackujstat.cz/). Moreover, public body UZIS annualy organizes webinar/conference about open health data (https://nzis-open.uzis.cz/) for public bodies, journalists, academics, civil society and busines.;;;;20
D1.3;;;;;;175
21;yes;One of the main tasks of the public body open data coordinators is to prepare an open data publication list (plan) with selected datasets with identified risks and benefits along with a time framework for publication. You can see more about the process and roles within the institution open data management in our Czech national guidelines on the National Open Data Portal – See https://opendata.gov.cz/standardy:vytvoreni-publikacniho-planu. ;;;;20
22a;yes;At the level of public bodies, there are monitoring activities of the National Open Data Team, especially through the Working Group and the data quality and data accessibility measurements at the Portal (see the respective Annual Reports of the State of Open Data here: https://data.gov.cz/výroční-zprávy/). At the level of the overall implementation of the Information Conception (and Digital Czechia programme), there are Implementation Reports published to monitor the fulfillment of objectives (see: https://www.mvcr.cz/webpm/clanek/rada-vlady-pro-informacni-spolecnost.aspx?q=Y2hudW09Ng%3d%3d) .;;;;15
22b;neutral;Almost all public authorities fulfill open data obligations arising from legislation. However, without legislative support, there are only a few bodies that take their own initiatives based on open data users demand.;;;;N/A
23a;yes;In the case that public authorities charge unjustified fees for data that users believe should be publicly available, these requirements can be reviewed by a court that assesses the legitimacy of both parties' requests. However, by the Act No. 106/1999 Coll., all open data is published free of charge.;;;;15
23b;all datasets;N/A;;;;15
23c;increased, or already all datasets;N/A;;;;10
24a;N/A;"1. Missing strong political leadership both at the level of the government and at the level of individual public officies.
2. Insuffucient overview of what data public bodies collect to carry out respective agendas and their inadequate description.
3. Lack of personal and financial capacities at the level of the National Open Data Team and at the level of public bodies.";;;;N/A
24b;yes;"1. The Government appointed in december 2021 prepared a digital transformation plan that aims to unify digitization leadership of the Czech Republic and improve the fulfillment of the objectives of the Information Conception, data agenda included (see https://www.hlidacstatu.cz/data/Detail/veklep/ALBSCF9EW8D).
2. The National Open Data Team in the cooperation with the Department of Chief Architect at the Digital and Information Agency prepared the specific methodology for defining the data in respective agendas of public bodies based on semantic vocabularies and semantic modeling. From September 2022 a several trainings for public authorities took place (https://data.gov.cz/vzdělávání/prezenční/#modelování-významu-dat-ve-veřejné-správě).
3. One of the expected results of the digital transformation (see activity 1) is an increase in personal capacities. Regarding finantial capacities, the National Recovery and Resilience Plan which is currently in the implementation process, provides the new action plan with particular investments and reforms related to the open data. Moreover, one of the goals of the new Digital and Information Agency is to provide more capacities for several digitization activities across public authorities.";;;;10
25a;yes;"The National Open Data Team provides several activities to introduce open data policy into all public bodies. :
- trainings for civil servants (https://data.gov.cz/vzdělávání/prezenční/)
- webinars ( https://data.gov.cz/vzdělávání/on-line/)
- online materials and e-learning (https://opendata.gov.cz/standardy:start; https://data.gov.cz/vzdělávání/e-learning/)
- and consultations.
In 2022 42 trainings for public official were organized, 960 persons participated in the learning activities and 27 consultations were provided.";;;;15
25b;yes;In addition to personal and online consultations, e-learning focused on specific technical aspects of data publishing (dynamic data included) is available (see https://data.gov.cz/vzdělávání/e-learning/technické-aspekty-otevřených-dat/).;;;;10
25c;yes;In addition to personal and online consultations, e-learning focused of specific technical aspects of data publishing (geo-spatial data included) is available (see https://data.gov.cz/vzdělávání/e-learning/technické-aspekty-otevřených-dat/).;;;;10
25d;yes;All educational activities are open also to organisations focused on the publications of citizen-generated data. Moreover, there are guidelines on how to open data, how to choose the correct licence, how to take care of personal data etc. See thttps://opendata.gov.cz/start.;;;;10
26a;yes;All members of the Open Data Working Group are supposed to participate in the educational activities of the National Open Data Team. Their participation is regularly (every three months) monitored by the Team and reported in the Annual Reports on the State of Open Data published online (https://data.gov.cz/výroční-zprávy/).  ;;;;15
26b;yes;After succesfully completing the training activity or passing test legated to the respective e-learning lessons, participants will receive a certificate.  ;;;;10
27a;yes, >9;For the complete list see the Annual Report on the State of Open Data, chapter 6.2.3. here https://data.gov.cz/přílohy/výroční-zprávy/Výroční%20zpráva%20o%20stavu%20otevřených%20dat%20v%20České%20republice%202021.pdf. The Annual Report for the year 2022 will be available in June 2023.;;;;20
27b;a mix of the above;See Q 27a;;;;N/A
D2;;;;;;600
D2.1;;;;;;170
28;yes;According to the documentation attached to the amendment to the Act No. 106/1999 Coll. re-use can be defined as the development of applications and services based on open data that are machine readable, with available metadata and legal openness. See https://www.psp.cz/sqw/text/tiskt.sqw?O=9&CT=222&CT1=0.;;;;10
29;Yes, there is a strong focus;Many public bodies participate in hackathons or organise them to support re-use and find out the use of their data. Some public bodies also monitor the results of various competitions, track the number of accesses and downloads of individual datasets on their websites. Some open data providers collect feedback directly from data users. The National Open Data Team regularly monitors these data providers´ activities and publish the information about them in the Annual Report about the State of Open Data that is published on the Portal (see https://data.gov.cz/výroční-zprávy/). Moreover, in 2022, the results of the data users research was launched to identify e.g. which data users use most frequently, what motivates them to use data, or as an assessment of the format and quality of data, was published on the Portal (see https://data.gov.cz/kodi/).;;;;15
30;yes;"In 2022 the National Open Data Team prepared an analysis for identification the level of the re-use of open data as a part of the analysis of the open data impact in the Czech Republic. There were at least 69 applications, portals and services based on open data identified. Moreover, according to the questionnaire sent out to all open data providers in December 2022, 15 (of a total of 56 that participated
in the questionnaire) providers regularly monitor the re-use of their open data. Results are published in the respective Annual Reports on the State of Open Data in the National Open Data Portal (https://data.gov.cz/výroční-zprávy/).";;;;20
31;yes;"The National Open Data Team strongly encourage all public bodies to monitor the re-use of the data. Monitoring is required primarily for the Open Data Working Group members that subsequently have to report the results to the National Open Data Team through annual questionnaire about the state of open data in the Czech Republic. The results are available through the respective Annual Reports on the State of Open Data here: https://data.gov.cz/výroční-zprávy/.
";;;;20
32;yes;As already mentioned last year, the Methodology for developing an analysis of the impact of open data in the Czech Republic (measuring the level of re-use including) will be updated in accordance with the EC Implementig Regulation of HVDs. The methodology is updated annually to maintain its accurancy in accordance with changes in the open data environment. Moreover, as part of the ongoing development of the catalog and the portal, an interface is being created for the publication of a list of reuse examples, including their connection to the source datasets, HVDs included.;;;;15
33;yes;"The definition of the impact of open data is described in the Methodology for Developing an Analysis of the Impact of Open Data in the Czech Republic. The document was prepared as one of the objectives of the project KODI financed from the Operational Programme Employment and is published online https://data.gov.cz/kodi/. 
Impact of open data - Changes of the established ways of behavior and attitudes in the society through the values and services created on the basis of open data and their gradual implementation into the life of the society.";;;;20
34;yes;The methodology is based on an indirect approach that is based on the identification of the value of open data across the whole of Czech society and takes into account various aspects such as the quality of open data, the existence of applications, data enrichment or benefits for providers. ;;;;30
35;yes;In accordance with the methodology (see Q 34) an analysis was conducted in 2022/2023 to better understand the open data impact in the past year. The National Open Data Team worked on the evaluation of the analysis and results interpretation. Final results are published here: https://data.gov.cz/kodi/ (see Objective C3V11). Since 2017, a study of the impacts of open data in the Czech Republic has been carried out every year. However, the methodology was updated in 2021 and now provides a more comprehensive impact assessment.;;;;25
36;yes;The collaboration between the government and the academia is embodied in the KODI project led by the National Open Dat Team and financed from the Operational Programme Employment where the majority of the team comes from the academic sector (ex. Faculty of Mathematics and Physics at the Charles University, Faculty of Law at the Masaryk University, or the Prague University of Economics and Business). All objectives of the project are available o the Portal:  (see Objective C3V11). Moreover there is a regular cooperation between the National Open Data Team and the NGO OSF Prague at the programme Our State, Our Data (see https://osf.cz/programy/ziva-demokracie/nas-stat-nase-data/) that supports the open data re-use in different projects and activities across the civil society in the Czech Republic.;;;;15
D2.2;;;;;;110
37;yes;N/A;;;;40
37.1;Yes;According to the survey (see Surveys) among providers this activity is carried out for example by the City of Bohumín, Czech Social Security Administration, Czech Trade Inspection Authority  or the Ministry of the Finance. The results of the survey will be published in the Annual Report on the State of Open Data in August June 2023.;;;0;
37.2;Yes;According to the survey (see Surveys) among providers this activity is carried out for example by the Ministry of the Health, the Czech Statistical Office, the Czech Social Security Administration, the Czech Telecomunication Office.;;;0;
37.3;Yes;The National Open Data Team carried out a survey among open data providers as a part of the open data impact measurement and the preparation of the Annual Report on the State of Open Data.;;;;
37.4;Yes;According to the survey (see Surveys) among providers this activity is carried out by at least 22 data providers (out of a total of 56 respondets) for example the City of Brno, the City of Děčín, the Energy Regulatory Office, the Ministry of Defense or teh Czech School Inspection.;;;0;
37.5;No;;;;0;
38;yes;N/A;;;;40
38.1;Yes;The National Open Data Team regularly participates at the events organized by the NGO OSF Prague, Prague ICT Operator or Digital and Inforation Agency itself called Open Data Beer/Lime to better uderstand users´needs with an objective to connect open data users and providers. The Czech Statistical Office organized session with data journalists working with election open data (see https://www.volby.cz/opendata/opendata.htm). ;;;0;
38.2;Yes;The National Open Data Team collects the users´feedback at the Twitter that was identified as a main social media instruments for communication with open data users. ;;;0;
38.3;No;;;;0;
39a;yes;The National Open Data Team from the Digital and Information Agency every year carries out a survey among open data providers as a part of the open data impact measurement and the preparation of the Annual Report on the State of Open Data to monitor the re-use cases. Moreover, as shown from the regular annual survey between data providers, almost 10 providers (from 56 respondents) gather re-use cases or directly participate in the development of applications or portals working with their data.;;;;20
39b;yes;The National Open Data Team from the Digital and Information Agency in the open data impact measurement classifies the re-use cases into the following categories: Information providing, New services and products,  Media portals and Others. ;;;;10
D2.3;;;;;;320
D2.3a;;;;;;80
40;yes;The impact of open data as a way to ensure principles of open government (opennes, transparency and activity monitoring and effectiveness) is taken into account by the impact study carried out in accordance with the Methodology for developing an analysis of the impact of open data in the Czech Republic. The methodology was updated in 2020 and now provides a more comprehensive impact assessment. The results of the study for the 2022 year are available online here: https://data.gov.cz/kodi/. However, thanks to the ongoing study, we have collected the re-use examples, see below.;;;;20
41;yes;"The Czech School Inspection Authority uses its own data for the operation of the www.vzdelavanivdatech.cz portal, which gives added value to its data and allows it to be used across the entire office and affected entities, since not every policy official can process raw data.
Portal Hlídač Státu operates the service called Usual prices of ICT works based on open data. The service is the most extensive price analysis of ICT services on the Czech market. Knowing the bidder's usual price level as well as competitors' previous bid prices will allow public subjects to choose the best price in the field of providing effective and efficient ICT services.
Last but not least, the Czech Telecommunication Office uses own open data to foster efficiency and effectiveness ot their services. For example hrough open data CTO control operating system for economic and property management - they use data to carry out logic checks that cannot be done by system itself (they check weather the invoice was not paid before its delivery date etc.) and subsequently the relevant department do the remedy. CTO open data are also used by the users to control for example the validity of their individual authorisation for amateur service stations. When they are not able to find themselves on the list, they inform CTO. Thanks to this they discovered several shortcomings in the control processes.";;;;15
42;yes;"The Voting data from the City of Brno are used in application hlasování.Brno (see https://kod.brno.cz/hlasovani/about). Voting details are displayed in clear visualizations along with other useful data. Important information about the operation and management of the city of Brno was made available to citizens in an accessible and comprehensible form before the municipal elections 2022, so that they could make an informed decision.
The Seznam Zprávy portal compiles an overview of the attendance of legislators from official parliamentary data and draws attention to the frequency of their absences when enforcing important laws. see https://www.seznamzpravy.cz/clanek/fakta-jak-pracuji-poslanci-babis-stale-nepritomen-vondracek-rebeluje-216214).
Hlídač státu using the data from the Register of Contracts draws attention to irregularities in spending public resources. See https://www.hlidacstatu.cz/.";;;;15
43;yes;"https://psychiatrie.uzis.cz/ is an information service for the field of mental health care in the Czech Republic and integrates information and  data on health care providers. It contains reference data and indicators of the quality of the mental health care system as a whole and basic parameters and data on inpatient and outpatient care, which are subsequently used when setting the overall policy in the field of mental health.
The City of Děčín uses newly published data on crime from the Police of the Czech Republic for internal analysis of the level of crime in the city and subsequent setting of processes for its suppression.
The Czech School Inspection Authority used its data for making a big analysis of conditions, course and results of education that led to the changes in policy of the Ministry of Education, Youth and Sports, for example when solving the problem of inequalities in education, which are significantly caused by different socio-economic characteristics and backgrounds of pupils and individual schools. This is significantly related to the issue of catchment areas, which individual municipalities must establish by decree for their elementary schools. Data are available at https://www.vzdelavanivdatech.cz/. 
";;;;15
44;yes;"The City of Prague open data available through data platform Golemio are used by public officials to make better decisions and thus create a greater impact on the quality of life of thousands of people. See https://golemio.cz/. For example data from the Ministry of Interior about numbers of persons granted residence permits in connection with the war in Ukraine are being used for the comparison of kindergarten and primary school capacities with the number of Ukrainian refugees and decision about the future distribution of the refugees across the city/country (see https://golemio.cz/data/ukrajina). 
Another example is the usage of bicycle transport data in the Cities of Prague and Brno. On the basis of data on the movements of cyclists, it is possible to make decisions about infrastructure modifications, e.g. the construction of bike racks, cycle lanes, and create reasonable rules for bikesharing operators.";;;;15
D2.3b;;;;;;80
45;yes;The social impact of open data is taken into account by the impact study carried out in accordance with the Methodology for developing an analysis of the impact of open data in the Czech Republic. The methodology was updated in 2020 and now provides a more comprehensive impact assessment. The results of the study for the 2022 year are available online here: https://data.gov.cz/kodi/. However, thanks to the ongoing study, we have collected the re-use examples, see below.;;;;20
