ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
38.1;Yes;Several departments liaise with their re-users in order to understand their needs and how best to meet them. For example the Ministry of Transport meets regularly with re-users and researchers of their data and have formed partnerships with certain research centres. Similar activities are carried out by the Labour Inspection Department, the Met Department, DLS,  the Water Development Department, the Nicosia Municipality, etc.;;;0;
38.2;No;;;;0;
38.3;Yes;Data requests offer the opportunity for departments to link with their re-users and better understand their needs. Large providers utilise this opportunity to talk and better understand their customers.;;;0;
39a;yes;"The mechanism is oulined in the latest Impact Survey conducted in 2021 and inlcudes a number of activities that aim to identify and gather re-use cases:
(a) Annual Desktop Study to identify re-use cases
(b) Form to Submit apps and re-use cases in order to showcase on data portals
(c) Interviews with main re-users
(d) Social Media Groups that encourage the showcasing of re-use cases";;;;20
39b;yes;"Different Public Bodies may classify re-use cases using different methods. The ""official"" suggested way of classifying re-use cases (outlined in the ""Open Data Impact Assessment Methodology Handbook"") is by field of impact (ie.Political, Enviromental, Social, Economic)
https://bit.ly/39nOBYG";;;;10
D2.3;;;;;;320
D2.3a;;;;;;80
40;yes;"The latest Cyprus Open Data Impact Study has found that:
(a) 79% of organisations and companies that took part in the study stated that open data have a very possitive or possitive impact on the quality of services offered by the state
(b) 70% of organisations and companies that took part in the study stated that open data have a very possitive or possitive impact on the interaction between the state and the citizens 
(c) 53% of organisations and companies that took part in the study stated that open data have a very possitive or possitive impact on the efficienct of the public sector
(d) 89% of organisations and companies that took part in the study stated that open data have a very possitive or possitive on the trasparecy of the public sector
(e) 46% of organisations and companies that took part in the study stated that open data have a positive or very possitive impact on the goverment decision-making capacity

https://bit.ly/3QjyTOM (see chapter 5)";Please provide URLs in support of your answer. ;;;20
41;yes;"The latest Open Data Impact Study, has found that open data has an ""Exceptionally Positive"" impact on the quality of services offered by the state, while the the impact on the areas of efficiency and effectiveness of government was assessed as ""Positive"".  79% of organisations and companies that took part in the study (N=80) stated that open data have a very possitive or possitive impact on the quality of services offered by the state. At the same time 53% of organisations and companies that took part in the study stated that open data have a very possitive or possitive impact on the efficienct of the public sector.
URL: https://bit.ly/3QjyTOM (see chapter 5)

(i) Pame App: The Pame App allows bus passengers to plan their journeys when using Cyprus Public Transport. The app gives passengers real time information on buses and their arrival at each bus stop. Passengers can also browse an interactive bus map, access route information, route maps and other information.
URL: https://www.publictransport.com.cy/cms/page/mobile-app-information
Related Dataset: https://bit.ly/3ATNdacThe 
(iIi) Pame App: The Pame App allows bus passengers to plan their journeys when using Cyprus Public Transport. The app gives passengers real time information on buses and their arrival at each bus stop. Passengers can also browse an interactive bus map, access route information, route maps and other information.
URL: https://www.publictransport.com.cy/cms/page/mobile-app-information
Related Dataset: https://bit.ly/3ATNdac

(ii) Fix Cyprus App: FixCyprus is a mobile application to report problems in the road network infrastructure affecting road safety in Cyprus. The app was developed by the Department of Public Works in collaboration with KOIOS Research and Innovation Centre and allows every citizen, once registered, to create reports accompanied by a photo, location, and comments, which highlights problems in the road network infrastructure related to road safety. These reports may concern damages, vandalism and other risks to infrastructures related to the road network. After a report is created, it is automatically forwarded to the corresponding district office of the Public Works Department (PWD) based on the geographic location. The app utilises geospatial open data. URL: https://play.google.com/store/apps/details?id=com.gnosis.crowdsource

(iii) “GNOSIS” platform is an integrated Geographic Information System that collects, stores, analyzes, and presents all data related to the Cyprus road network (such as road network topology, speed limits, signs, etc.), aiming to become a useful tool for the optimal management of data and decision making by the Department of Public Works on the Cyprus road network.The GNOSIS platform utilises open data from the Lands and Surveys Department and the Department of Public Works.
URL: https://t.ly/azer     https://bit.ly/3tAH13A
Related Datasets: https://t.ly/CUcM  https://t.ly/S7yZ";;;;15
42;yes;"The latest Open Data Impact Study, has found that open data has an ""Exceptionally Positive"" impact on transparecy and accountability of public services.
Examples of re-use cases are:

(i) eProcurement is publicly available platform run by the Treasury Department that manages government tenders. The Treasury Department published data the outcome of each tender on the National Open Data Portal in order to allow public scrutiny. URL: https://bit.ly/44wducr

(ii) NomosPlatform: is an online platform developed the by the startup Zenox Public Affairs and Vouliwatch group that provides information about the parliament activities, and focuses on the bills submitted and voted into laws. Through the Nomoplatform platform, the citizens have access to complete facts regarding the pending bills and bill proposals in the Parliament. In addition the  which utilises open data on MPs’ asset and funds-source declaration and allow users to access each MP's decleration. The platform, which is accessible at no cost, is widely available to the public, so that the average citizen can freely observe the state of pending legislation.
URL: https://www.nomoplatform.cy/
Related dataset: URL: https://t.ly/ORmK

(iii) Politica.io: is an innovative political analysis tool and interactive application developed by a Cyprus based start-up using open data. The application is tailored for Web, Mobile and TV and utilised open data from the Lands Surveys Department and the Elections Service to enable graphic visualisation of election results. 
URL: https://politica.io/
Datasets: Collection of datasets for election results, Administrative boundaries 

UPDATE 29/08/23
In the original answer we provided 3 use cases that show case how open data was used to create online platforms that enhance the transparency of government decsions ,legislative framework and election resullts. In all 3 cases private initiative used open data and added value to it by either creating visualisations or tools that easily provide a better understanding to the everyday people.";Please provide evidence for your statement, e.g., an example of use case that shows the positive impact of open data for governmental transparency. ;;;15
43;yes;"(i) The Cyprus Recovery Resilience Plan 2021-2026 is a horizontal Public Policy Reform Plan that covers the period 2021-2026. The plan makes extensive use of open statistical data on economy, education, etc. as an evidence base for the formulation of reform policies and for the prioritisation of reform measures. URL: https://bit.ly/3OfjMEk
(ii) The Strategic Plan of the Ministry of Labour 2023-2025 utilises labour marker data as its evidence base in order to formulate its policies on labour issues. https://bit.ly/44nItY9
(iii) The Strategic Framework of Fiscal Policy of the Ministry of Finance uses statistics on unemployment, GDP growth, public spending, etc. as the evidence base upon which the fiscal policies outlined in the report are based. URL: https://bit.ly/3xkgt7K

In all 3 cases government open data in used by Public Service Bodies as eveidence base that informs and guides their policy formulation process. This resulted in better decision making and policy formulation that was easier to pass through the parliament.";Please provide evidence for your statement, e.g., an example of use case that shows the positive impact of open data on policy-making.;;;15
44;yes;"The latest Open Data Impact Study, has found that open data has a ""Positive"" impact on decision-making processes.

Examples of such re-use cases:

(i) The Ministry of Health management of the Covid-19 pandemic was massively based on data regarding new cases, deaths, hospilsations and ICU capity, collected by the Epidemiological Surveilance Unit
(ii) The Ministry of Interior utilises data on immigration, asylum seekers, etc in order to formulate the government immigration policies
(iii) The Public Administration and Personnel Department utilizes data from payroll, treasury and spending statistics and employment in the public service statistics in order to analyse and report on the impact of proposed payscale restructuring, pay and condition changes, etc.
(iv) The Ministry of Finance utilises National Accounts statistical data in order to monitor the economy and formulate its micro and macro-economic policies.";;;;15
D2.3b;;;;;;80
45;yes;"The latest Cyprus Open Data Impact Study has found that 46% of organisations and companies that took part in the study (80% of those that answered the question) stated that open data have a possitive impact on the inclusion of marginalised social groups.
The results conserning the various groups were slightly higher for the inclusion of the elderly and immigrants.

https://bit.ly/3QjyTOM (see chapter 6)";;;;20
