ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
51;yes;"Flemish institute is collecting and publishing data on the GBIF biodiversity platform (https://oscibio.inbo.be/datasets/), which in turn helps researchers to monitor the current state of biodiversity.

Interregional air quality center (IRCELINE) is actively using open sensor data to monitor air quality (https://www.irceline.be/nl/luchtkwaliteit/emissies/IIR2022.pdf)";;the GBIF biodiversity platform is a means to make open data more accessible but is not a reuse case;;15
52;yes;"Companies like AnyWays are using open data to offer better mobility services to companies and public administrations to reduce travel time and promote greener options https://www.anyways.eu/blog/2022-09-14-gipod

Regions also provide locations of public charging stations as open data to promote the switch from ICE to EV (https://www.vlaanderen.be/lokale-besturen-en-publieke-laadinfrastructuur)

Walloon Region has the ""Wallonie-en-poche"" apps which combines various open data sources into 1 app for citizens, e.g. for finding bike-sharing services https://www.youtube.com/watch?v=7Svvcnr_WQI";;;;15
53;yes;The FutureProofed Platform uses closed and open data sources to help municipalities and companies to create a climate plan (https://www.futureproofed.com/cities/benefits);;;;15
54;No;In Walloon Region energy operator ORES is publishing open data (https://www.ores.be/open-data);;"Publishing open data is not an example of reuse; reuse is what people do with the data that is made available";;0
D2.3d;;;;;;0
55;I don't know;;;;;0
56;I don't know;;;;;0
57;I don't know;;;;;0
58;I don't know;;;;;0
D3;;;;;;550
D3.1;;;;;;198
59;yes;https://data.gov.be;;;;20
60;yes;N/A;;;;10
61;yes;N/A;;;;10
62a;yes;N/A;;;;10
62b;yes;N/A;;;;10
63;yes;Linked Data Fragments:  https://data.gov.be/en/api-rss;;;;10
64;yes;Information on Linked Data Fragments and client tools to use LDF on same page  https://data.gov.be/fr/api-rss;;;;10
65;yes;"Response to reviewer: Part of metadata (dcat:accessURL or dcat:landingPage) supplied by providers, e.g ""Details"" link on https://data.gov.be/en/node/14929";;Please provide a URL example;;10
66a;yes;https://data.gov.be/fr/contact;;;;10
66b;yes;Response to reviewer: Comment button under dataset, e.g. https://data.gov.be/en/node/14398;;Please provide a URL example;;10
66c;no;;;;;0
67;yes;https://data.gov.be/fr/news;;;;10
68;yes;https://data.gov.be/en/rss.xml;;;;10
69a;yes;https://data.gov.be/fr/contact  (Dataset Request);;;;10
69b;weekly;N/A;;;;N/A
69c;no;;;;;0
70a;yes;Follow-up via mail;;;;10
70b;approximately half of the datasets;N/A;;;;8
71;yes;Public chat room: https://app.element.io/#/room/#data.gov.be:matrix.org;;;;10
72;yes;https://data.gov.be/fr/search/apps;;;;10
73;yes;https://data.gov.be/nl/app/berekening-huurindex;;;;10
74;yes;https://data.gov.be/fr/contact  (New app);;;;10
75;no;;;;;0
76;no;;;;;0
77;no;;;;;0
D3.2;;;;;;135
78;yes;N/A;;;;10
79;yes;Matomo;;;;15
80a;yes;Documentation / info section should be presented more prominently (should be in next version of portal);;;;10
80b;yes;Web analytics to check most / least used sections;;;;10
81a;a bit of everything, no clear dominant group;;;;;10
81b;yes, entirely;;;;;10
82;see answer box;8560 on the data.gov.be,  at least 25.000 if all other portals are taken into account;;;;10
83;see answer box;about 30%;;;;N/A
84;yes;"Monitor keywords, looks like searches are very diverse (generic words like ""statistics"" are somewhat common, but no clear ""winner"")";;;;10
85;yes;N/A;;;;10
86;see answer box;1 = Population, 2 = Economy/Finance, 3=  Energy, 4 = Transport, 5 = Health;;;;10
87;see answer box;1 = Certified building contractors, 2 = Database not-for-profits and companies, 3 = Family Names, 4 = Real Estate Index , 5 = Consumer Price index;;;;10
88;yes;Improve quality of metadata provided by harvested sources (eg better mappings of themes, publishers…);;;;10
89;yes;;;;;10
90a;no ;N/A;;;;0
90b;I don't know;;;;;N/A
D3.3;;;;;;87
91;the majority of public sector data providers;Other sites/portals ar harvested as much as possible, regardless the API they provide (or not);;;;12
92a;yes, or all public sector data providers already publish data;;;;;10
92b;yes, or all public sector data providers already publish data;Additional sources harvested by the data.gov.be portal after contacting the administrations and helping them to improve metadata;;;;10
93a;yes;See list on https://data.gov.be/fr/autres-portails;;;;N/A
93b;yes;;;;;10
93c;all datasets;;;;;15
94a;yes;Elia (electricity grid) provides near-realtime and realtime data, e.g https://data.gov.be/en/dataset/ods057;;;;10
94b;1-10%;;;;;N/A
95;yes;Faceted search has option to search on datasets of companies and NPOs, https://data.gov.be/nl/search/datasets?f%5B0%5D=im_field_publisher%3A181;;;;10
96;yes;https://data.gov.be/fr/autres-portails;;;;10
97;no;;;;;0
D3.4;;;;;;130
98;yes;https://data.gov.be/fr/gestion-et-continuite;;;;30
99;yes;;;;;10
100;yes;Not a separate one, but coworkers check twitter for mentions of open data or data.gov.be, and statistics office does have a separate Twitter account;;;;10
101;yes;Participate in OpenBelgium open data conference + 1-to-1 meetings with (small) companies, data dives;;;;15
102;yes;"https://github.com/Fedict/dcattools for backend tools, WCMS front-end is using Drupal distribution ""openfed"" https://www.drupal.org/project/openfed";;;;10
103;no;;;;;0
104a;yes;"Response to reviewer: Improvement of mappings in back-end tool, see also https://github.com/Fedict/dcattools/issues/121
Every 6 months there is a full review of all the mappings based on the results of the validator. In between there can be smaller fixes and enhancements which are listed on github.
In addition, new potential sources (other portals) are identified and contacted for being harvested (or checked if they are already been harvested by regional portals)";;"Please describe the process.

2022 Answer:
""Every 6 months or so, the metadata mappings are reviewed based on the results of the validator, 
then either the source or the portals then improves the mappings and/or provide additional metadata.
In addition, new potential sources (other portals) are identified and contacted for being harvested (or checked if they are already been harvested by regional portals)""";;15
104b;bi-annually;;;;;N/A
104c;yes;To some extent: we have an annual chat with various users during Openbelgium, though currently we are somewhat limited to the functions available on the standard platform beging used to host data.gov.be, but for instance the (Matrix) chat was added based on such feedback ;;;;10
105a;yes;Response to reviewer: Yes distribution accross categories and file formats is part of metadata quality reports , see e.g. bottom half of https://github.com/Fedict/dcat/blob/master/mqa/biodiversity/report-dcatap2.html (or as rendered HTML https://htmlpreview.github.io/?https://github.com/Fedict/dcat/blob/master/mqa/biodiversity/report-dcatap2.html);;Are these publicly available at a URL?;;15
105b;yes;Response to reviewer: Yes, it allows data provider to check missing metadata / incorrect mappings. Improving the metadata makes the datasets easier to find;;Missing answer. Please explain how the monitoring enables improvements to the performance of the portal;;15
D4;;;;;;456
D4.1;;;;;;60
106;yes;Automated harvesting of various portals and sites;;;;20
107;100 %;;;;;20
108;within one week;Mainly (population/economy) statistics and regional geo-data;;;;15
109;few datasets;;;;;5
110;no;;;;;0
D4.2;;;;;;142
111a;yes;SHACL validator (https://github.com/Fedict/shaclvalidator) using a mix of the DCAT-AP and the Belgian profile ;;;;20
111b;yes;Not on the portal itself, but as part on the github repository: ;;;;15
112;yes;Links to legislation describing the fallback mechanism for picking a license https://data.gov.be/fr/licences;;;;20
113;not applicable;Not on a national level (though the Flanders Region has their own license framework, and some federal administrations have their own (old) license but are considering (or per law have to) switching to CC;;;;10
114;yes, CC licences;At the federal level the Creative Commons Licenses are to be used, or in exceptional cases other tailored licenses (but not as a separate suite of licenses);;;;10
115;71-90%;;;;;15
116;remained the same;;;;;5
117;>10;;;;;2
118;yes;https://data.gov.be/nl/info-faq Open Data Checklist;;;;15
119a;yes;E.g. internal presentation for federal data managers on open data (https://data.gov.be/fr/presentations), a tailored event for spokespersons to explain what open data is and how it can be used by e.g. data journalists (encouraging them to publish more machine-readable data complementary to annual reports etc). See also https://www.linkedin.com/feed/update/urn:li:activity:7057715491078828032/;;;;15
119b;yes;Regular review of metadata-mappings (eg https://github.com/Fedict/dcattools/issues/121) from data sources using other metadata formats (INSPIRE, CKAN…);;;;15
D4.3;;;;;;159
120;yes;Link to SEMIC in FAQ https://data.gov.be/fr/faq/quest-ce-que-le-dcat-dcat-ap;;;;25
121;>90%;;;;;25
122a;71-90%;;;;;17
122b;<10%;;;;;5
123;yes;"Response to reviewer: See https://github.com/belgif/inspire-dcat, 1) it was created to make mappings of INSPIRE metadata of geo portals to DCAT easier, 2) ""formal"" mapping from INSPIRE XML to metadata, language tags are mandatory on all literals";;Please also (1) outline the reasons for this decision and (2) outline the main differences;;5
124a;yes;;;;;25
124b;see answer box;Site-specific or missing categories instead of DCAT-AP categories, missing contact points, literals instead of URI for data formats;;;;15
125a;71-90%;;;;;17
125b;>90%;;;;;25
D4.4;;;;;;95
126;No;Response to reviewer: data.gov.be does not use a model;;What does https://data.gov.be use?;;0
127;yes;"Training on data modelling in general (not limited to open data): https://github.com/belgif/review/tree/master/Training, and thematic working group on semantic exhange of data https://github.com/belgif/thematic
Similar initiatives at regiona level , eg during Meemoo bootcamp on (linked) open cultural data: https://meemoo.be/nl/vormingen-en-events/bootcamp-open-culturele-data-2023-6e-editie";;;;30
128a;>90%;;;;;20
128b;>90%;;;;;25
128c;71-90%;;;;;20
128d;<10%;;;;;0
128e;<10%;;;;;0
129;no ;;;;;0
