ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
5;yes;"the 2023-2025 National Action Plan for the implementation of the Open Government Partnership aims to develop new commitments in areas such as:
● anti-corruption & beneficial owners;
● access to justice;
● digital transformation and innovation;
● fiscal transparency;
● public services;
● inclusiveness;
● the right to information, consultation and regulatory impact assessment;
● open parliament.                                                                                                                                                                                                                            
 Anti-corruption. Awareness and education for anti-corruption mechanisms are two areas provided in the Cross-Cutting Strategy Anti-Corruption, 2015-2023 and its action plans. Specifically, measures are provided in the function of raising awareness and education of the general public on the consequences of corruption, promoting the public and increasing confidence in anti -corruption mechanisms, as well as increasing civil society involvement in these initiatives. The measures provided in the ISAC 2015-2020 and the Action Plan in force of 2020-2023 have influenced the creation of a climate of cooperation between the public and public institutions. Qualitative and efficient mechanisms for prevention and awareness of corruption have been created, there is good cooperation but more frequency is required.
The Ministry of Justice has a communication and visibility strategy, and an annual action plan with activities and initiatives with CSOs and interest groups. Annual, regular editions of the Week of Integrity since 2020, a close collaboration with business, the CSO and the Academy are good evidence but also to be replicated throughout the year. Continuing work by intensifying efforts to raise public awareness and education will create appropriate conditions for a society aware of the danger of corruption and with high confidence in public institutions, improving the public perception of corruption, not only by Local and regional and international organizations such as Transparency International.                                                                                                                                                                                                            Access to Justice: This component has found wide scope by being materialized and strongly related to the
implementation of the justice reform, the Crosscutting Justice Strategy (CSJS), the Crosscutting Strategy for Juvenile Justice (CSJJ), the Strategy for Public Legal Education(SPLE), and other measures taken by the Government in fulfillment of its mission
for an open, transparent and accountable governance/policy. With the initiation of the Justice Reform, a deep reform that is affecting in its entirety every element of the current justice system, a reformation of the legal aid system was also initiated, offering a new spirit, in sync with the requirements and legislation of the European Union and as a facilitating mechanism used to increase access to justice for groups who do not have the financial means to pay legal fees to the bodies/courts and at the same time to enable legal
counseling or protection. Free legal aid programs aim to bring the justice system closer to the needs of citizens. For this reason, this component is focused on providing effective but also accessible and affordable legal remedies for solving problems.                                          Fiscal Transparency: The public finance management reform continues to be a priority of the Albanian government not only as one of the preconditions for accession to the European Union under public administration reform (PAR), but also as part of the Open Government Partnership aims at supporting a more developed economy with better services to citizens. Satisfactory progress in the implementation of reforms to improve public financial management. Referring to the 2021 SIGMA monitoring report1, the overall trajectory for Albania in PFM is upwards, from 2.8 in 2017 to 3.3 in 2021, and is above the regional average of 3.1. Compared to the regional average, performance is similar or stronger in each indicator in the PFM domain, except for the functioning of internal audit (IA). Most pronounced is the strong performance in the domains of public procurement and the foundations for the functioning of Financial Management Control (FMC), IA and external audit.                                                                                                                                        PROMOTION OF DIGITAL TRANSFORMATION AND INNOVATION: E-Albania acts as a front-end point for government institutions to deliver their services, thusoperating as a one stop single access point to citizens on obtaining online government services,
as well as information on public services 24/7. By offering more than 1200 electronic services, the portal has improved the accessibility of information about public services, the level of public awareness about the procedures of public service delivery, and has most importantly acted as a robust catalyst in decreasing queues in public agencies’ receptions, reducing
corruption and bureaucracy, providing citizen equality, decreasing service obtainment time and promoting government transparency.
All of 1227 e-services offered on the portal are dedicated to a wide range of users, from unemployed citizens, drivers, property owners, pupils, the elderly, Albanians living abroad, businesses, civic employees etc. These services are also classified in categories (health,
economy, education, etc.) and are also searchable through the search bar.
===ORIGINAL====
The OGP 2023-2025 Action Plan consists of 4 components:
•	Component I: Anticorruption: innovating new solutions and ensuring compliance with international norms
•	Component II: Digital Governance
•	Component III: Access to justice. Access to justice is defined as the ability of people to seek and obtain a remedy through formal or informal institutions of justice for grievances
•	Component IV: Fiscal - Transaparency; Openness across the budget and fiscal cycle";Please provide a more detailed description of the main measures described by the action plan, as it relates to the open data field. ;;;25
6a;No;"The policy measures some categories of information to be made public by public authorities.

 Milestone 1: Increasing the number of datasets accessible through the open data portal.Our main goal is to have a lot of different data available on our open data portal. We're finding and sharing all sorts of information about different things. This helps many people, like researchers, government workers, business owners, and regular people, find the information they need. We're teaming up with different parts of the government and organizations to make sure we're always getting new and useful data. By doing this, we want our portal to be the best place to find lots of different information.
Milestone 2: Raising awareness and promoting usage through multiple communication channels.At the same time, we know that having data available is important, but it's also important that people know about it and know how to use it. We're using many different ways to tell people about the data we have. We're using social media, online classes, workshops, and information campaigns to reach different groups of people. We want everyone to know what they can do with the data we share and how it can help them. We also want people to tell us what they think so we can make the data even better.
In short, we're taking these two steps to make sure more people can get data easily and use it to make informed decisions. We want to help create a world where everyone can understand and use important information.";Please provide a more detailed description of what these measures/actions are that incentivise the publication of and access to real-time or dynamic data?;Thank you for the updated answer. However, there is no mention of activities specific to dynamic data. E.g. are there measure around APIs, which is impotrnat to make such data available;;0
6b;yes;"http://opendata.gov.al/?item=rajone-policie

The measures are related to milestone 1:  Increasing the number of datasets accessible through the open data portal. The State Police for example publishes data on the police stations. Furthermore, all line ministries were officially asked to coordinate the identification of open data of their dependent institutions and the publication of this data to the opendata.gov.al portal. The institution responsible for geospacial data in Albania is ASIG, which publishes this data to https://geoportal.asig.gov.al/                                                                 Respond to Reviewer 2:                                         ASIG's  strategy is to establish an infrastructure, providing support to a high-quality and stable environmental development, coupled with economic growth, through efficient services, fulfilling the needs and demands of the public and private sectors, as well as citizens at large. The strategy presents a framework within which detailed policies can develop to ensure wide use of geoinformation to avoid duplicated effort and reduce administrative burden.";In addition to the URL you provide, please also describe measures/actions to incentivise publication of geo-spatial data.;Thank you for the updated answer. But please clarify further how this will lead to more geo-spatial data becoming available. Incentivising is about encouraging holders of geo-spatial data to publish more and better quality data.;;15
6c;No;"Open data on the usage of the e-Albania Governmental Portal (https://opendata.gov.al - category of ""e-Albania"")

The statistics come from the e-Albania portal which is the e-Gov portal for the provision of public services electronically. In Albania, 95% of public services are provided online only and the answer is received electronically from the service-providing institution, electronically sealed or signed;
The data refer to the period January 2022 – December 2022, as following:.
No of e-sealed documents downloaded in January - December 2022: 6,599,243 
No of registered users in January - December 2022:   428,543 
Actually, there are more than 2,800,000 registered users on the e-Albania portal.
No of e-services uses in January - December 2022: 15,847,288        
No of e-signed documents exchanged between public administration employees on behalf of the citizens during January – December 2022 (via the e-Signed Documents Circulation System, as explained in the previous report): 48,681
The total number of downloaded e-sealed documents since its implementation in September 2017 until December 2022 is over 23 million.";Please provide a more detailed description of what these measures/actions are that incentivise the publication of and access to citizen-generated data.;"Citizen-generated data refers to data created by citizens (see ""Guide to Answering""). Do you have measures to incentivise citizens to publish their own data or incentivise access to such data?";;0
6d;no;;;;;0
7;no;Open data is not used by the public sector.;;;;0
8;yes;"It aims to promote the reuse of data by businesses, startups, private academia etc.

The Open Data portal will increase interested parties' access to the ability to download data.
Better usage of the data by interested stakeholders
To increase the usability of the Open Data portal, various activities shall be encouraged, such as
the:
 1. The involvement of academy and researchers
 2. Trainings delivered to public administration
 3. The involvement of start-ups and businesses";Please describe briefly more concrete measures taken to support reuse of open data by the private sector.;;;15
9a;yes;"The data inventory is kept by each public body in accordance with the Law 10325, dated 23,09,2010 ""On state databases""";;;;15
9b;yes;This law defines the basic rules for the creation, administration of state databases and the interaction between them, to ensure their effective use, for public interests and services, by any interested entity.;;;;10
10a;not applicable ;N/A;;;;0
10b;yes, regular consultations;N/A;;;;10
10c;not applicable;"By focusing on the implementation of Regulation (EU) 2023/138 and what is considered high-value datasets, the Republic of Albania has corresponding institutions that hold this data. Starting with the Institute of Statistics (INSTAT) which, based on its Law No. 17, dated 05.04.2018 ""On Official Statistics,"" provides clarification on the institutions that produce official data/statistics and uses them for calculating statistical indicators. INSTAT sets the standards for the data and relevant metadata. Additionally, the institution that contains data consedered high-value-datasets based on Directive 2019/1024/EU is the State Authority for Geospatial Information (ASIG), which includes data on geographical information, buildings, orthoimagery, hydrography, production and industrial facilities, transport networks, water, administrative units, and more. The information can be found at the following link: https://geoportal.asig.gov.al/en/data/metadata";;;;15
11a;not applicable;N/A;;;;15
11a.1;N/A;;;;0;
11a.2;N/A;"Albania's transformational progress has accelerated towards full digitalization of public services with the Government of Albania giving priority to expanding the provision of public services to increasingly facilitate online distribution where the Government of Albania is determined to return institutions to the service of fully focused on the citizens and has fully focused its attention on the transformation of physical counters into electronic ones. The national e-Government-portal, e-Albania, is the only point of contact which acts as a main platform for government institutions to provide their services and thus operates as a consequence the only point of access for citizens 24/7. The portal, which currently offers 1227 e-services, is connected to the Government Interoperability Platform which is the basic and essential architecture that allows the interaction between 58 electronic systems of public institutions. The e-Albania portal enables citizens to remember only one portal connection for finding public services on the Internet through an easily accessible interface that provides quality and fast electronic services for citizens and businesses.
Adding automatic data to the open data portal and access to Open Data Readiness as Open Data Readiness. This commitment will improve scale up the volume and quality of open data available on the Government’s open data portal. Several public bodies are actively engaged with the initiative, but more engagement is required to bring other public bodies on board to make their data available as open data. Greater promotion of the portal amongst potential users is also required. This commitment will make available new data from additional public institutions, as well as develop strategies to improve citizens understanding of the use and application of the Open Data Portal and increase accessibility to citizens. 
Identification of proactive life-events and implementation of at least 1 life event in e-Albania in the E-Albania government portal. Life events are events that have a significant impact in a citizen’s/stakeholder’s life and that warrant government awareness or involvement. A life event may be the birth of a child, change in employment status, a serious injury or illness, a home purchase, a crime, a natural disaster, or pursuit of a college education. this commitment will aim at designing new functionalities for improved service provision, user experience and interface. That includes re-organization by life events and pro-activity of services. The proactive electronic public services will respond to life events requiring minimal bureaucracy. Through proactive and life event-based services, this commitment will help public services to directly reach out to people instead of waiting for them to come to the government.";;;0;
11a.3;N/A;;;;0;
11a.4;N/A;;;;0;
11a.5;N/A;;;;0;
11a.6;N/A;;;;0;
11b;not applicable;;;;;N/A
D1.2;;;;;;155
12;yes;"This process started as an initiative of the National Coordinator for OGP in the Prime Minister’s Office and will continue to be led by the Minister of State for Standards and Services, as the responsible coordination structure for the Open Government Partnership in cooperation with the relevant institutions/structures of OGP 2023-2025. Line ministries and central institutions take measures to pursue the objectives of the National Plan for Open Government, its implementation and monitoring, in accordance with the standards of the Global Initiative for Open Government.
The committee is co- chaired by the Minister of State for Service Standards as National Coordinator for OGP and from representatives of members of non-profit organizations. NAIS, as the technical agency in charge of developing the opendata.gov.al portal, is also part of the committee.";;;;30
13;hybrid;The open data strategy and implementation is in high-level led by the Minister of State for Standarts and Services, which monitors all institutions resposible for OGP and open data, according the national OGP Plan. In technical terms, the National Agency of Information Society is the technical and implementing institution of the opendata.gov.al portal, which centralizes the way open data is gathered and published. The institutions are owners of the data and they are responsible for approving the publication of their data on the portal.;;;;N/A
14;yes, all initiatives;"The PMO ensures guidance to all stakeholders in achieving their objectives in the national OGP plan.

 By coordinating efforts, offering strategic direction, and providing technical guidance, the PMO empowers communities to share and utilize data effectively. ";Please add more specific examples of the support provided to local and regional initiatives. ;;;20
15;few public bodies;Some municipalities have their own opendata initiatives and data published;;;;5
16;yes;"https://ogp.gov.al/artikull/takimi-i-komitetit-shumepalesh-11112022

ORDER No. 145, date 20.12.2021 ON THE ESTABLISHMENT AND FUNCTIONING OF THE MULTIRATERAL COMMITTEE ON OPEN GOVERNANCE PARTNERSHIP https://ogp.gov.al/uploads/2022/12/UKM_Nr_145_Dt_20_12_2021.pdf                                                                                                                    
ORDER 177, Date 28.10.2022. The order of Prime Minister to restructure the governance and its operating model on OGP.  https://ogp.gov.al/uploads/2022/12/UKM_Nr_177_Dt_28_1_2022.pdf                                                                                                         
 Letter from Minister of State for Standards and Services directed to the commitee, for the changes of ORDER 177, Date 28.10.2022 by the Prime Minister. https://ogp.gov.al/uploads/2022/12/Shkrese_nr_6493_prot_date_22_11_2022_Mbi_procesin_e_hartimit_te_Planit_Kombetar_per_PQH.pdf";Please indicate in which of the documents listed at this URL contains information on the governance structure and operating model.;;;20
17a;yes;"https://ogp.gov.al/artikull/takimi-i-komitetit-shumepalesh-11112022

https://ogp.gov.al/uploads/2022/12/Order%20OM_Nr%20145_dt%2020%2012%202021_on%20OGP%20Commite_eng.pdf                                  
 Accessing this link, will direct you to the Prime Minister order according to the creation and responsibilities of the Open Data Team.";Please indicate in which of the documents listed at this URL contains information on the responsibilities of the open data team.;;;20
17b;yes;"Embedded within this operational framework is the presence of a dedicated maintenance company, entrusted with the pivotal task of upholding the optimal performance and seamless operation of the portal. This distinct maintenance entity operates under a well-defined Service Level Agreement (SLA) that delineates the specific parameters and standards by which its responsibilities are executed. It is important to underscore that this maintenance company's role is distinctly separate from that of the open data team, indicating a deliberate separation of duties. While the open data team remains primarily engrossed in the tasks associated with dataset curation, publication, and engagement, the maintenance company assumes the critical responsibility of safeguarding the portal's technical robustness, ensuring its sustained functionality, and providing essential technical support when required.
===
The National Agency of Information Society, as the implementing authority of the opendata.gov.al portal has apppointed contact persons who communicate regularely with other institutions' contact persons to ensure the increase of the datasets number. On the other hand, the agency is in close collaboration with the Prime Minister's Office which leads the process in high level, concludes the annual reports oand other documentation n OGP which are published to the opendata.gov.al. The communication is mainly electronic and there are also in-person meetings happening, which usually gather the whole OGP inter-institutional team, sharing information and experience on the implementation of the OGP plan.";Please indicate the specific interaction between the national open data team and the team maintaining the national portal (these might also be the same teams depending on your structure). The answer provided for Q17b can be used for Q18.;;;20
18;yes;"For central level coordination of key institutions and management of the entire process, the IPMG of GG&PA works with Thematic Groups (ThG) that are inter-ministerial working groups established in order to coordinate and monitor reforms and related actions in a particular subsector within the ""broad-based"" sector covered by IPMG.";;;;20
19;yes;"The National Agency of Information Society coordinates with all points of contacts from the public institution on the publication of their open data to the portal. Furthermore, beginning in 2023, we will start conducting an Open Data Readiness Assessment and an inventory of datasets in line ministries, by supporting the publishing of data by selected line ministries on the Open Data Portal (select institutions that have relevant ICT systems for publishing data and that agree to publish)
The Open Data Portal will be upgraded for usability and interface.  We will work on equipping the Open Data portal with the data and functionalities to use the latest innovations in Data Collection, Data Analysis, Data Projection and Data Outreach (such as gaming, visualization, linking to social media, and so on), to make it more accessible and user-friendly.
On the promotion of the usage, communications and outreach to increase usage of Open Data to encourage economic activities (academic, business, data analytics start-ups) and increased accountability will be performed.";;;;20
20;no;;;;;0
D1.3;;;;;;102
21;yes;"NAIS worked during 2018 for the implementation of two open access portals: http://opendata.gov.al/ and http://ogp.gov.al/. Until now, the portal provides open data in the fields of health, treasury, budget, customs, education, business and much more, and NAIS is constantly working on the exposure of other data. There was a publication plan for the open data already published on the portal. It is foreseen to be defined again after the open data readiness assessment which will be done in 2024.
We do not possess a publicly available URL for the data publication plans";Please add a URL that links to the publication plan;;;20
22a;yes;Annual reports on OGP plan monitoring;;;;15
22b;satisfactory;There are 20 institutions publishing data on the portal, some of which are published automatically via webservices from the electronic systems of the public administration, ensuring data accuracy.;;;;N/A
23a;I don't know; We want to emphasize that all the data accessible through our portal comes at no expense whatsoever. It's also worth noting that there exist institutions that do provide data openly but for a fee, and it's important to highlight that these particular datasets are not present within our portal's offerings.;;;;0
23b;the majority of datasets;N/A;"In Q23a, you answer ""I don't know"". How do you know the proportion of data sets made free-of-charge if there is no process to check if data are charged above the marginal cost?";;;12
23c;no change;N/A;;;;5
24a;N/A;Some institutions are not willing to collaborate so this is the main Organisational challenge that we are facing for the moment. More promotion needs to be made to ensure visibility of the portal and raise awareness of its existence. Another challenge is the quality and availability of data. Some government agencies may be reluctant to share data due to concerns about data privacy and security, and there may be inconsistencies in data quality across different agencies.;;;;N/A
24b;yes;Persistent reminders via email or during meetings have been made.;;;;10
25a;yes;Periodic e-mails have been sent. Data is either needed manually, if an electronic system is not in place to ensure triggering of data via webservices, or via webservices. In the first case, the institution only needs to provide the data in the right format to NAIS via email, and it is NAIS which publishes this data later to the portal. In the second case, technical assistance is ensured at all times.;;;;15
25b;No;"The existing Government Gateway, established by NAIS, is a major technical support to enable communication among all institutions to maximize the automation of the government data disclosure process. Some of the open data published on the Open Data portal are automatically published from the electronic systems of state institutions, through dedicated web-services that expose the data to the portal.

They can be downloaded into various formats like CSV, HTML, JSON, xlx (Excel file), XML etc. The response to reviewer 2: Certainly. For instance, the inclusion of real-time and dynamic data in the portal through the Public Consultation is advantageous for both parties involved. It aids the Public Consultation in making informed decisions, while also enabling institutions to respond and take appropriate actions effectively. 
====
http://opendata.gov.al/thesari/veprimet-e-thesarit-sipas-ministrive/filter?DataEkzekutimit=2022-6 - Based on the Council of Ministers Decision No. 673, dated 22.11.2017, the National Agency of Information Society is the primary institution in terms of digitalization of public administration and public services offered to citizens and businesses. On the implementation of this decision NAIS has invested and is currently working on building new systems, the digitization of physical archives, increasing the number of systems connected to the Governmental Interoperability Platform, the exchange of data between them, improving electronic services of the e-Albania governmental portal, physical infrastructure, capacity building dedicated to electronic archives, as well as equipping all actors with digital signatures / seal in order to anticipate and involve all steps and links in this process. NAIS is also the state owner of the systems under the Council of Ministers responsibility, but the owner of the data are the institutions themselves. In this regard, NAIS works with them to define the open data that could be published automatically from their electronic systems and technically makes sure the webservices exposing the data are established.";Please be more specific about the activities assisting the publication of real-time and/or dynamic data.;Thank you for the additional information. Please confirm if this initiative has a specific benefit for real-time/dynamic data holders to publish their data;;0
25c;No;"This will be done in 2023, after the open data readiness assessment to be conducted.

Law no. 45, dated 06/22/2023 ""On the ratification of the loan agreement between the Republic of Albania and the International Bank for Reconstruction and Development for ""Improving Equal Access to high standard public services through the GovTech operation""                                                                                                                  Five institutions will be chosen for the dataset inventory and publishing based on the ODRA, which will be finished in Year 1 of the Program's implementation.
The institutions leading the creation of the six LEs—the Ministries of Education and Sports, Health and Social Protection, Finance and Economy, and the Interior—are most likely among those with significant untapped datasets and high levels of public service spending.
The five institutions will report to AKSHI on their inventories of data and the data published.
AKSHI will submit ODRA to the World Bank.      Response to Reviewer 2: The benefit is the coordination and publication of geo-spatial data into a single portal, by developing better policies and also the economic-social aspects.";Can you support this further? Eg URL to policy/legistlation that states that such activties are planned. In general, we can consider only activities that are currently in place.;Thank you for the additional information. Please confirm if this initiative has a specific benefit for geo-spatial data holders to publish their data;;0
25d;no;;;;;0
26a;yes;The Albanian School of Public Administration provides various trainings in regards to topics of interest for the public administration, including data. The trainings are conducted by public administration officers in charge of the topic or people from academia, public sector etc.;;;;15
26b;yes;ASPA (Albanian School of Public Administration) is always cooperating with all institutions or civil society organizations that want to offer training programs in accordance with their quality standards. Their certification attests that the training program is fully compliant with their standarts, which are constantly updated and upgraded to the needs of public administration.;;;;10
27a;no;;;;;0
27b;national public bodies;The leader of the open data process is the Prime Minister's Office. They are responsible for drafting and monitoring the OGP plan, including public consultations. For an overview of stakeholder feedback and how it was incorporated into the plan please see the following summary reports https://ogp.gov.al/uploads/2020/12/20201230111516_4_en_summary_consultation_feedback_overview.pdf;;;;N/A
D2;;;;;;105
D2.1;;;;;;50
28;yes;"Decision of the Council of Ministers no. 147, dated 18.2.2015 ""On the approval of the policy document for the implementation of open public data and the creation of an open data portal"" includes all the re-use of open data definitions
Page 1291 of the document: The final objective is that at the end of the 2014-2016 period, we will have open, qualitative, standardized, reliable and reusable data published on the portal www.opendata.gov.al for: - Legislation and draft legal acts; - On the government's budget and expenses; - On statistics; - On business registration; - On the performance of the education system; - On health; system performance

Page 1295: For the provision of data in the open data format according to international standards, work will be done with all institutions for the gradual implementation within the next four years of the following standards for the open data format defined in NAIS' regulation. Data are considered ""open"", if they are published in a way that complies with the following principles:
...
- The data must be reusable.";;;;10
29;yes, but the focus is limited;"It has been difficult up until now to observe the level of re-use. This is foreseen to be part of the open data readiness assessment to be conducted in 2023.

It's noteworthy that we didn't implement a monitoring mechanism or actively reach out to potential users like startups and academics to inquire about their use of datasets. This prevented us from gathering feedback on whether these users accessed fee-based datasets elsewhere. This absence of feedback hindered our understanding of whether there was a demand for incorporating such datasets into our free repository, limiting our dataset curation strategy. Establishing a more robust engagement framework could have enriched our content and better addressed various user needs.";Please specify what the limited focus has been to observe the reuse of open data (that is specific activities or efforts);;;5
30;no;;;;;0
31;I don't know;;;;;0
32;not applicable;This is foreseen to be part of the open data readiness assessment to be conducted in 2023.;;;;15
33;yes;"Open Data impact: Enabling increased data accessibility opens doors for expanding research through the utilization and generation of new insights from openly available data. It amplifies the prominence of one's research endeavors. By actively sharing and promptly analyzing data, productivity is heightened, and more efficient workflows are established. This accessibility empowers any individual to replicate and validate experiments. It elevates researcher accountability while curbing instances of academic dishonesty. Furthermore, it streamlines interdisciplinary research efforts, nurturing partnerships among scholars. Optimal data reutilization is achieved by opting for formats that facilitate effective data extraction.
===
The OGP Plan 2023-2025
                 https://ogp.gov.al/uploads/2022/12/Order%20OM_Nr%20145_dt%2020%2012%202021_on%20OGP%20Commite_eng.pdf

Commitment 4 Specific Objective: Expansion and increased accessibility of the Open Data Portal to increase transparency
Open data strengthens the governance of and trust in the public institutions, reinforces governments’ obligation to respect the rule of law, and provides a transparent and accountable foundation to improve decision-making and enhance the provision of public services";"Please include the definition of ""open data impact"" as stated in the OGP Plan";;;20
34;no;;;;;0
35;I don't know;;;;;0
36;I don't know;;;;;0
D2.2;;;;;;40
37;yes;N/A;;;;40
37.1;No;;;;0;
37.2;No;;;;0;
37.3;No;;;;;
37.4;No;;;;0;
37.5;Yes;Based on its broad sphere of action, as well as the existing human capacity expertise available, NAIS has created and also manages TechSpace, carrying responsibility to establish creative environments, design support programs and develop startups. TechSpace is dedicated to education on technology, innovation and entrepreneurship, developing activities, training, counseling and mentoring to encourage startups to develop and guide aspirants to develop projects on ICT. Techspace actively promotes the open data portal and advocates for the use of open data in the various activities it conducts in collaboration with startups and registered young individuals at this hub. The organization strongly encourages and motivates these aspiring entrepreneurs and talented youth to leverage the wealth of available open data for developing diverse applications that can drive innovation and societal progress. By emphasizing the importance of open data and its potential for creating valuable solutions for startups, Techspace aims to foster a culture of data-driven decision-making and empower the next generation to harness the power of information for their entepreneual endeavors.;;;0;
38;No;N/A;;;;0
38.1;No;;;;0;
38.2;No;;;;0;
38.3;No;;;;0;
39a;I don't know;;;;;0
39b;no;;;;;0
D2.3;;;;;;15
D2.3a;;;;;;15
40;I don't know;;;;;0
41;yes;The publication of open data related to e-government enables the government to be more transparent to the public regarding the usage and delivery of public services online. Albania provides 95 per cent of public services online-only.;;;;15
42;I don't know;;;;;0
43;I don't know;;;;;0
44;no;;;;;0
D2.3b;;;;;;0
45;I don't know;;;;;0
46;no;;;;;0
47;I don't know;;;;;0
48;I don't know;;;;;0
49;I don't know;;;;;0
D2.3b;;;;;;0
50;no;;;;;0
51;no;;;;;0
52;I don't know;;;;;0
53;I don't know;;;;;0
54;I don't know;;;;;0
D2.3d;;;;;;0
55;I don't know;;;;;0
56;I don't know;;;;;0
57;I don't know;;;;;0
58;I don't know;;;;;0
D3;;;;;;353
D3.1;;;;;;120
59;yes;http://opendata.gov.al/ and http://ogp.gov.al/;;;;20
60;yes;N/A;;;;10
61;yes;N/A;;;;10
62a;yes;N/A;;;;10
62b;yes;N/A;;;;10
63;no;;;;;0
64;no;;;;;0
65;yes;"http://opendata.gov.al/en?item=regjistri-i-borxhit

Only government institutions can share materials. These institutions give their users the option to manually upload datasets to the portal (meaning they don't come in automatically). These users can not only add materials to the portal but also create links to access the materials.";Please explain how users can provide content for the portal. This is unclear from the current URL.;;;10
66a;yes;http://opendata.gov.al?item=kontakt;;;;10
66b;no;;;;;0
66c;no;;;;;0
67;no;;;;;0
68;no ;;;;;0
69a;no;;;;;0
69b;Select answer for Q69b;N/A;;;;N/A
69c;no;;;;;0
70a;no;;;;;0
70b;Select answer for Q70b;N/A;;;;0
71;no;;;;;0
72;no;;;;;0
73;no;;;;;0
74;no;;;;;0
75;yes;http://opendata.gov.al/lista-e-barnave-te-rimbursueshme;;;;10
76;yes;https://opendata.gov.al/?item=rajone-policie;Better URL: https://opendata.gov.al/rajone-policie/map;;;10
77;Not Applicable;"Beginning in 2024, we will start conducting an Open Data Readiness Assessment and an inventory of datasets in line ministries, by supporting the publishing of data by selected line ministries on the Open Data Portal (select institutions that have relevant ICT systems for publishing data and that agree to publish)
The Open Data Portal will be upgraded for usability and interface.  We will work on equipping the Open Data portal with the data and functionalities to use the latest innovations in Data Collection, Data Analysis, Data Projection and Data Outreach (such as gaming, visualization, linking to social media, and so on), to make it more accessible and user-friendly.
On the promotion of the usage, communications and outreach to increase usage of Open Data to encourage economic activities (academic, business, data analytics start-ups) and increased accountability will be performed.";;;;20
D3.2;;;;;;125
78;yes;N/A;;;;10
79;yes;"Backend reports
C#, Javascript, ";What tools/software do you use to create these backend reports?;;;15
80a;yes;We are measuring the number of visits to specific sections in the portal, the no of downloads for each dataset etc. This enables us to understand the types of datasets the users are more interested about;;;;10
80b;no;;;;;0
81a;a bit of everything, no clear dominant group;N/A;;;;10
