ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
19;yes;"In accordance with its competence in the field of data, the MEPRD cooperates with the EC, incl. OECD working groups.
Example: My calendar
8th Meeting of the OECD Expert Group on Open Government Data: https://meetoecd1.zoom.us/w/99577297106?tk=QRSLcmo6_YOUTkYN-lWt5Nkcb4YS9Wj1JkjnnzIs2pM.DQMAAAAXL0T40hZ6cGE0T1ZQaVF4U2pnNmVwZWhiT0xRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA&pwd=bGx0R1ZORjZBdWxXaGdyVkcwSXdEQT09;
My calendar
DG CNECT high-value dataset study – Webinar #3";;Thank you. Do you perhaps have some supporting materials (e.g. meeting agendas or URLs to news items) that you could share here?;;20
20;yes;"Latvian Open data portal has a form at each data set where users can ask questions and give recommendations to data publishers. NGO organized events and discussions are supported by the experts form MEPRD and other institutions:
https://www.lata.org.lv/konference-2022 
https://www.vzd.gov.lv/lv/diskusijas-improvizacija-ar-atvertiem-datiem-pievienota-vertiba-uznemejdarbibai-ieraksts
https://www.facebook.com/watch/live/?ref=watch_permalink&v=3398255757164157";;;;20
D1.3;;;;;;132
21;yes;"Informative statement on implementation of the ""Open by Default Principe"". According to the statement, public sector institutions - who are the data owners mentioned in Annex one - have to open their respective data and publish them on the Open Data Portal. Additionally, the Ministry of Environmental Protection and Regional Development, in partnership with other public sector institutions, has to publish and update a list of datasets that would be suitable for opening in the future. 
https://tapportals.mk.gov.lv/legal_acts/3de4c46f-cb23-410d-ac48-220d2ddd3a6f
The information report referred to in the reply and the Annex thereto provide that the authorities listed in the Annex to open the identified datasets between now and the end of 2024.";;;;20
22a;yes;On 7 July 2021, the Cabinet of Ministers approved the Digital Transformation Guidelines for 2021–2027 (DTP), currently work going to develop a DTP implementation plan and monitoring model. The implementation of the actions set in Latvian Open data strategy and other policy documents are controlled by State Chancellery and State Audit Office, MEPRD is set as there responsible institution for policy planning and coordination.;;;;15
22b;satisfactory;Institutions are striving to publish more and better open data and are paying close attention to its quality.;;;;N/A
23a;yes;"In Latvia, the procedure for payment for the provision of information, as well as the paid services and their amount, is determined by the Cabinet of Ministers Regulation of 21 November 2006 No 940 ""Price List of Paid Services Provided by Public Administration Institutions"".
In the case of Latvia, institutions are obliged to receive approval of their price lists from the Ministry of Finance. After the price lists are approved by the Ministry of Finance, institutions submit price lists for approval to the Cabinet of Ministers. 
Please note that the institutions develop their price lists of paid services in accordance with the Cabinet of Ministers Regulation No 333 of 3 May 2011 ""Procedure for planning and accounting of revenues from paid services and expenses related to the provision of these services, as well as the methodology for determining the pricing of paid services and the procedure for approving the pricing"".";;;;15
23b;the majority of datasets;N/A;;;;12
23c;no change;N/A;;;;5
24a;N/A;"1. institutions market data that is not open by default; 2. Public administration doesn't have sufficient knowledge about open data and their publication; 3. Public administration and local governments don't have the planned budget.";;;;N/A
24b;yes;Institutions are educated about open data during meetings and funding is sought to convert existing data into open data formats.;;;;10
25a;yes;"Both legal and technical support is provided. 

Update August
Phone calls are received if users need legal assistance, and emails are sent to atbalsts@vraa.gov.lv for technical problems. Please see added file to the e-mail.";Could you kindly elaborate a bit further with examples of the type of legal and technical support provided for data providers;;;15
25b;yes;"Both legal and technical support is provided. We point out that close cooperation has been established with the institutions to promote the portal. Latvian Open data strategy and guidelines https://data.gov.lv/lv/publicetajiem 

Update August
The technical support are the same way like i mentioned above.
In response to your question, I would just like to add that our technical team is responsive and provides immediate support to any data holder including for real-time/dynamic data holders.";Could you kindly elaborate a bit further with examples of the type of legal and technical support provided for publishers of dynamic/real-time data;Thank you for the clarification. Out of interest, is there anything additional you do specifically for real-time/dynamic data holders, such as activities around APIs, etc.? ;;10
25c;Yes;Geospatial data holders are provided with both technical and legal support in the publication process. ;Could you kindly elaborate a bit further with examples of the type of legal and technical support provided for publishers of geospatial data (eg in 2022 it was mentions that data from the geoportal is automatically transferred to INSPIRE);Thank you for the clarification. Out of interest, is there anything additional you do specifically for geospatial data holders?;;10
25d;No;"We are currently working on the implementation of the Data Governance Act
It should be noted that the Open Data team stands ready to provide any kind of support should such a request come from the private sector. In the absence of such a request, we assume that assistance is being provided.";Please provide more specific examples of activities regarding the publication of citizen-generated data;"Thank you for the reply. However, I do not understand what is meant by ""Please see above example about places where people can enjoy free time.""";;0
26a;No;"Discussions are currently underway on video and face-to-face training. This training will cover what open data is, how to create it in a machine-readable format, what high value datasets are, etc. 

Update August
In addition, we receive calls from new staff in other institutions who need clarification.

Not yet.";Is there any update on these discussions to add?;To clarify, is there a training plan current in place? In general, we can consider only activties that are currently implemented.;;0
26b;No;A certificate will be issued for the training.;;;;0
27a;yes, >9;"https://www.lata.org.lv/skolas-2022?lang=en; https://www.youtube.com/watch?v=BFiF8KOjLco; https://innovation.vidzeme.lv/lv/pasakumi/2022-02-22/valsts-zemes-dienesta-atvertie-dati-biznesa-uzsaksanai-un-attistibai.html 
https://www.facebook.com/watch/?v=952471135440818";;;;20
27b;civil society/universities/non-profit;Latvian Open Technology association with Ministry of Environmental Protection and Regional Development, State Land Service.;;;;N/A
D2;;;;;;350
D2.1;;;;;;145
28;yes;The following term is used in Freedom of Information Law: https://likumi.lv/ta/en/en/id/50601-freedom-of-information-law;;;;10
29;Yes, there is a strong focus;There is such an interest that will result in an option on the Portal that will allow you to see how often and what data is being re-used.;;;;15
30;yes;Monitoring the visits and downloads of the data sets. (each dataset can have individual report in Google Analytics, there is no general URL);;;;20
31;yes;"One of the most active re-users is SIA Jāņa Sēta, which uses the data to produce maps and links cartographic and geospatial data with information technology: https://www.kartes.lv/lv/

Update August
It should be noted that the institutions are currently improving the publication of data within their remit to make it more user-friendly and easier to re-use. For the time being, it is not possible to see more than the statistics for each dataset, but there are plans to develop re-use at a different level in the future by inviting institutions to share re-use targets and other types of information.";Please describe activities or incentives in place to encourage public bodies to monitor reuse of their data. The current example of the most active reuse does not sufficiently answer the question.;;;20
32;yes;Planned in the same order as in the reply to question 30.;;;;15
33;yes;"Various aspects of the impact of open data are described in Latvian Open data strategy http://tap.mk.gov.lv/doc/2019_08/VARAM_info_zin_dati_1308.1376.docx  
Page 16, section 3.1., page 24, section 5.1.1., page 27, section 5.2.1. 

August Update
Data availability will also contribute to data impact indicators as well as to data quality: direct feedback from data re-users will contribute to data quality and, indirectly, to feedback on the relevance of data usability and use to societal needs, in the diversity of products offered by companies";In addition to the URL, please provide a summary of the definition ;;;20
34;yes;"The “open by default” guidelines (https://data.gov.lv/lv/publicetajiem)
Key points:
open and accessible public administrtaion; information about the work and services of public administration in a way that is easily accessible and understandable to the public; reducing corruption; the public is given the opportunity to analyse data; new products, services and research can be developed from data.";;;;30
35;No;"The University of Latvia (hereinafter - LU) offers Open Data e-Learning (unfortunately, to see the programme description in more detail you need to register at the link: https://estudijas.lu.lv/login/index.php). Also, the PhD thesis ""Defining and assessing data quality"" was defended at the Faculty of Computer Science (https://dspace.lu.lv/dspace/bitstream/handle/7/50456/298-74796-Nikiforova_Anastasija_an11093.pdf?sequence=1&isAllowed=y).
 Also at LU, a document has been prepared which provides an introduction to open data and contains tips and pointers to additional information that can help organisations to implement open data (http://opendata.lumii.lv/vadlinijas/1.0/).  

August Update
https://eprasmes.lv/training-offer/atverto-datu-ietekmes-novertesana/";The examples seem to provide education to instituions (guidelines, tips, e-Learnings). Please provide examples of studies specifically on open data impact.;thank you for the additional information. However, the new URL directs to a page explaining how to conduct an assessment (suitable for Q34) and not an example of a conducted assessment. The PhD thesis does not seem to relate to the study of open data impact.;;0
36;yes;In cooperation with Rigas Technical University, we propose research topics for students, including topics related to open data.  Papildus mums ir sadarbība ar NVO. ;;;;15
D2.2;;;;;;80
37;yes;N/A;;;;40
37.1;No;;;;0;
37.2;No;;;;0;
37.3;No;;;;;
37.4;Yes;"The State Land Service is in regular contact with re-users
";;;0;
37.5;Yes;"There are re-users who share information about the quality of the data and make suggestions for improvement, as well as about the re-use process.
";;;0;
38;yes;N/A;;;;40
38.1;No;;;;0;
38.2;No;;;;0;
38.3;Yes;"Open data workshops, with private sector and public sector representatives sharing their experiences (LATA, State Land Service).
";;;0;
39a;no;;;;;0
39b;no;;;;;0
D2.3;;;;;;125
D2.3a;;;;;;60
40;No;"The 5th Open Government Partnership (OGP) action plan (https://www.vestnesis.lv/op/2022/31.7) includes initiative to evaluate opening data sets that increase political openness and transparency. While creating the OGP action plan the NGO’s that monitor and research political openness where included as partners, their recommendations created the list of data sets to be open to increase political transparency.

August Update
We have invited the institutions to respond to questions on progress in opening datasets, including an assessment of the open data policy to date:
https://forms.office.com/e/ZhV0iMagmK.";Are there any outcomes from the evaluations that you can share?;Thank you for the update. In general, we can consider only activities that are currently implemented and not those planned. This question is interested in information on the impact of open data such as from systematic research studies, impact assessments, etc.  If this type of information is available, please describe it.;;0
41;yes;"Data set “Public persons and institutions” https://data.gov.lv/dati/lv/dataset/public-persons-institutions that is being re-used by public bodies, for example, the data set is re-used by official correspondence ( e-address) information system (https://bvkb.gov.lv/sites/default/files/e_adrese_seminars_resoram_varam_final.pdf) and other systems)
Since January 2020 process the service delivery of Register of enterprises has been transformed from restricted to open environment where everyone can search and use all the Enterprise register data https://info.ur.gov.lv/#/data-search";;;;15
42;yes;"Research on Parliament votes
https://delna.lv/lv/2020/05/28/butiski-pieaug-to-deputatu-skaits-kas-nebalso-atturos/ 
Report “Open Data and Political Integrity in the Nordic Region”
https://delna.lv/en/2019/11/26/new-publication-open-data-and-political-integrity-in-the-nordic-region/";;;;15
43;yes;Data is used as an evidence in all policy areas, for example administrative and territorial reform http://www.varam.gov.lv/lat/administrativi_teritoriala_reforma/ was based on statistics https://data.gov.lv/dati/lv/dataset?organization=csb ;;;;15
44;Yes;"During the COVID-19 pandemic government decisions were based on data https://data.gov.lv/dati/lv/dataset/covid-19   https://data.gov.lv/dati/lv/dataset/covid19-vakcinacijas
https://data.gov.lv/dati/lv/dataset/zemes-kadastrala-uzmerisana-par-valsts-budzeta-lidzekliem";;Thank you for this example. Are there possible more recent examples of open data having an impact on decision-making processes?;;15
D2.3b;;;;;;15
45;No;"Available in:  health https://data.gov.lv/dati/lv/dataset?groups=veseliba and education https://data.gov.lv/dati/lv/dataset?groups=izglitiba-un-sports
https://data.gov.lv/dati/lv/dataset/veselibas-statistikas-datubaze

August Update
Social experts are able to crystallise social problems by analysing available data

I can't give you the exact datasets, but we know that students and pupils use the datasets available on the Portal. For example, last year's Cultural Data Hackathon and Idea Generator for Students 2022: https://www.lata.org.lv/skolas-2022";In addition to the URLs provided. please describe how the data demonstrates impact on social challenges;Thank you for the additional information. However, this question is interested in information on the impact of open data such as from systematic research studies, impact assessments, etc.  If this type of information is available, please describe it.;;0
46;no;;;;;0
47;yes;"Projects like Comeback Latvia  https://youtu.be/rVdrnvvXIDA?t=1973 and Sprīdītis CLUB https://youtu.be/35GEeZOyKuk?t=1519 
have used open data (https://data.gov.lv/dati/lv/dataset/bat and many others)  to visualize and categorize data needed to choose the housing.";;;;15
48;No;"One of the good examples that illustrates the value of data and data analytics in the Latvian public sector was data sharing from different sectors to analyse the spread of the COVID-19 virus that was organized as coordinated activity by State Chancellery, Ministry of Economics, Cross-Sectoral Coordination Centre and the Central Statistical Bureau. 
This allowed responsible authorities to use this data to make data-based decisions in the process of planning preventative measures to limit the spread of the virus. An important enabler for development of data economy is availability of open data, Latvian data sharing infrastructure, open data portal [1], and a strong national statistics authority the Central Statistical Bureau.";;Do you have the URLs to build on these cases?;;0
49;no;;;;;0
D2.3c;;;;;;30
50;No;"INPIRE data: https://www.varam.gov.lv/lv/zinojumi-tsk-petijumi-klimata-politikas-joma 

August Update
Environmental experts analyse the available data to assess whether impacts on environmental problems can be assessed.

Unfortunately, I cannot provide the following information.";In addition to the URL provided, please describe how the data demonstrates impact on environmental challenges;Thank you for the additional information. However, this question is interested in information on the impact of open data such as from systematic research studies, impact assessments, etc. If this type of information is available, please describe it.;;0
51;yes;"The free app for monitoring air quality in Riga was launched:
 https://www.lsm.lv/raksts/dzive--stils/vide-un-dzivnieki/bezmaksas-mobila-lietotne-zinos-par-gaisa-kvalitates-izmainam-riga.a269461/";;;;15
52;yes;"https://data.gov.lv/dati/lv/dataset/skiroviegli location of the sorting containers
Some cities publish data that can be used to plan environmental-friendly transport systems and tourism. 
Data about pedestrians and traffic for Valmiera city bridge.
https://data.gov.lv/dati/lv/dataset/dati-par-gajeju-un-velosipedistu-kustibu 
https://www.valmiera.lv/lv/jaunumi/pasvaldibas_zinas/23402_pieejama_informacija_par_automasinu_plusmu_merijumiem_valmiera
Vides SOS, an app that combines open data and tools to report waste, pollution or other environmental hazards.
http://www.videssos.lv/
http://www.vvd.gov.lv/jaunumi/2020/04/butiski-palielinas-vides-piegruzosana-vvd-aicina-pasvaldibas-kopigi-ci?id=1158";;Vides SOS apprears to be a reuse case;;15
53;no;;;;;0
54;no;;;;;0
D2.3d;;;;;;20
55;No;"https://data.gov.lv/dati/lv/dataset/publisko-iepirkumu-pazinojumi  open procurement data included in data services of Lursoft
https://blog.lursoft.lv/2019/11/14/lursoft-izzinas-tagad-ieklauti-ari-iub-rezultatu-pazinojumi;
Designing lobbying regulation in Latvia
https://delna.lv/wp-content/uploads/2021/06/LV_Designing_lobbying_regulation_in_Latvia_final.pdf

August Update
Experts in each area analyse the economic impact of open data within their field 

I can share a study: Using open data to fight corruption: https://delna.lv/lv/2018/11/22/jauna-publikacija-dati-un-korupcijas-mazinasana-latvija-zviedrija-un-somija/";In addition to the URL provided, please describe how the data demonstrates economic impact;Thank you for the additional information. However, this question is interested in information on the impact of open data such as from systematic research studies, impact assessments, etc. If this type of information is available, please describe it.;;0
56;I don't know;;;;;0
57;yes;A digital twin of the capital (https://replay.lsm.lv/lv/ieraksts/ltv/270751/top-galvaspilsetas-digitalais-dvinis), a digital twin for the development of tourism competitiveness and complementarity (https://latgale.travel/lrta/), is in the process. In addition, robotics and digital twin days are organised in Latvia (https://www.edi.lv/robotikas-un-digitalo-dvinu-diena-latvija-edi/) to explore the possibilities of digital and automated technologies that can improve a company's daily internal business processes.;;;;20
58;I don't know;;;;;0
D3;;;;;;567
D3.1;;;;;;235
59;yes;https://data.gov.lv/lv;;;;20
60;yes;N/A;;;;10
61;yes;N/A;;;;10
62a;yes;N/A;;;;10
62b;yes;N/A;;;;10
63;yes;https://data.gov.lv/dati/lv/dataset/pakalpju-piekluves-statistika;;;;10
64;yes;https://data.gov.lv/lv/publicetajiem;;;;10
65;yes;"Users have the possibility to send their suggestions for the development of the Portal or other information to the e-mail address provided on the Portal, both for a specific dataset and for the Portal as a whole.

August Update
Yes: https://data.gov.lv/dati/lv/dataset/latviesu-tradicionalais-un-paplasinatais-kalendarvardu-saraksts
";The functionlity of a general mailbox is a bit generic. Do you have an example of a dataset that you edited/enhanced based on user-submitted content? Or a post on the portal that specifically invites users to submit content for the portal?;;;10
66a;yes;In this section the portal user has the possibility to ask a question and make a comment - https://data.gov.lv/lv/buj.  ;;;;10
66b;yes;Under each dataset there is an option for users to contact the publishers of the dataset individually. See example: https://data.gov.lv/dati/lv/dataset/eadrese;;;;10
66c;No;"https://data.gov.lv/lv (Balso par datu kopām)

August Update
There are no such specific functions in the portal. However, if we look at it another way, the more popular dataset on the portal is considered to be the one with the larger view. These are the three most viewed datasets on the portal: 
1. Information about Saeima sittings: https://data.gov.lv/dati/lv/dataset/saeimas-sedes;
2. Schedule of the annual state technical inspection of tractor equipment and its trailers (planned): https://data.gov.lv/dati/lv/dataset/traktortehnikas-un-tas-piekabju-ikgadejas-valsts-tehniskas-apskates-grafiki-planotas;
3. Companies register: https://data.gov.lv/dati/lv/dataset/uz.";This functionality (which looks nifty!) seems more like a way to request new data sets (see Q69a)). This question, however, relates to the ability to rate specific data sets already available on the portal. Does the portal have a mechanism to do this?;;;0
67;No;"https://data.gov.lv/dati/lv/dataset?q= ) On the right-hand side you will find the search options and by clicking the Sort by button you can search for the most popular datasets that have undergone changes. 

August Update
The portal will have an option to show the dataset that has just been uploaded, and an option to show when the dataset has been updated.";In addition to the ability to sort datasets by popularity, does the portal have any editorial (news) features about open data topics?;;;0
68;no ;"At the moment there is no such feature, but discussions have taken place with the Portal's maintainer about adding a new feature: notifying (notifying) users when new datasets are available on the Portal.
";;;;0
69a;yes;https://data.gov.lv/lv/iesaki-datu-kopu;;;;10
69b;weekly;N/A;;;;N/A
69c;yes;"Adrešu reģistrs: https://data.gov.lv/dati/lv/dataset?q=adre%C5%A1u+re%C4%A3istrs&sort=score+desc%2C+metadata_modified+desc;
sabiedriskā transporta saraksti: https://data.gov.lv/dati/lv/dataset?q=Sabiedrisk%C4%81+transporta+saraksti&sort=score+desc%2C+metadata_modified+desc;
svētku dienas: https://data.gov.lv/dati/lv/dataset?q=Sv%C4%93tku+dienas&sort=score+desc%2C+metadata_modified+desc

August Update
https://data.gov.lv/lv/iesaki-datu-kopu  
In Portal is an opportunity to vote for datasets, as well as the number of votes being represented.";Please explain how these links relate to transparency of data requests and their progress (eg seeing previous requests and avoiding duplication of requests);;;10
70a;yes;"The team monitors the publication of requested data and reports on publication plans, as well as communication with dataset holders.

August update
The requests are considered when regular reports of data publishing plans are created.";Please elaborate further on how the monitoring is conducted (for example, what specifically is reported on?);;;10
70b;all datasets;N/A;;;;15
71;yes;"
In the future, the Portal will have a Forum section for users. For the time being, users can send their questions to the Twitter (https://twitter.com/datagovlv) account or by sending them to the gmail account: data.gov.lv@gmail.com. As well as to other means of communication available on the Portal.

";;;;10
72;yes;https://data.gov.lv/lv/piemeri This section is planned to be expanded and improved.;;;;10
73;yes;https://data.gov.lv/lv/piemeri the name of the dataset is below the picture.;;;;10
74;yes;"Users can send their examples of open data use to the address provided on the Portal.

Update August
https://data.gov.lv/lv/piemeri";Is there a clear invitation on the portal for users to submit their use cases?;Submission are done via email but these are explicly solicited on the portal;;10
75;yes;the portal offers a preview function for tabular data. For example, see this dataset: https://data.gov.lv/dati/lv/dataset/latvijas-iedzivotaju-skaits-pasvaldibas/resource/77cba010-0284-4dd9-91a2-0f41bd401089;;;;10
76;yes;"https://data.gov.lv/dati/lv/dataset/adreses-inspire/resource/d218d5dc-b08c-4d24-baab-f524a8b21d52

August Update
https://data.gov.lv/dati/lv/dataset/vides-piesrojuma-zioanas-vienbas-troksnis-inspire-wms";"I get an error message that ""This resource does not currently have a view"" // ""Šim resursam pašreiz vēl nav izveidots skats."" Could you please provide another example?";Here is an example: https://data.gov.lv/dati/lv/dataset/latviesu-tradicionalais-un-paplasinatais-kalendarvardu-saraksts/resource/4ab7ce2a-f81f-48e6-9004-ad6a4cd80cd8;;10
