ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
49;Select answer for Q49;Yes I think when students do reasearch they are exposed to the importance of interoperability acros government.;Please provide specific examples of reuse cases;;;0
D2.3c;;;;;;0
50;Select answer for Q50;The ERA publishes temperature, sea and air quality measures that newspapers occassionally report on.;This question is interested in studies/data on the impact created by open data relating to environmental challenges (eg results of impact assessements). Examples of reuse cases are suitable for Q51-Q54.;;;0
51;Select answer for Q51;Yes Air and Sea quality outliers are usually reported by the media raising awareness;Please provide links to support these reuse cases;;;0
52;Select answer for Q52;Yes Air and Sea quality outliers are usually reported by the media raising awareness;Please provide links to support these reuse cases;;;0
53;I don't know;;;;;0
54;I don't know;;;;;0
D2.3d;;;;;;0
55;I don't know;;;;;0
56;I don't know;;;;;0
57;I don't know;;;;;0
58;I don't know;;;;;0
D3;;;;;;330
D3.1;;;;;;100
59;Yes;open.data.gov.mt;;;;20
60;Yes;N/A;;;;10
61;Yes;N/A;;;;10
62a;No;N/A;;;;0
62b;Yes;N/A;;;;10
63;No;;;;;0
64;Select answer for Q64;data.gov.mt/swagger/swagger_Countries.json;The current link does not seem to direct to human-readable documentation.;;;0
65;Yes;admin.data.gov.mt allow users to maintain their Registers and their meta data, including links to their own APIs;;;;10
66a;Yes;https://admin.data.gov.mt/contactus.html;;;;10
66b;Yes;https://admin.data.gov.mt/contactus.html;The contact form has an option to link to a dataset;;;10
66c;No;;;;;0
67;Select answer for Q67;https://open.data.gov.mt/dashboard.html (Latest News);I do not see news pieces at this URL;;;0
68;Select answer for Q68;https://admin.data.gov.mt/contactus.html;This URL directs to the contact form. Does the website have the functionality to receive notifications when new data sets are published?;;;0
69a;Yes;https://admin.data.gov.mt/contactus.html;The contact form has an option to classify the message as an official request for dataset;;;10
69b;Less frequently than monthly;N/A;;;;N/A
69c;No;;;;;0
70a;Yes;Dataset requests are sent to the register owner whilst the portal administrators are kept in copy to facilitate communication.;;;;10
70b;None of the datasets;N/A;Please check this answer. In 2022, a different answer was selected.;;;0
71;No;;;;;0
72;No;;;;;0
73;No;;;;;0
74;No;;;;;0
75;Select answer for Q75;;Missing justification. Please provide a URL to an example.;;;0
76;No;;;;;0
77;Select answer for Q77;The Planning Authority is the owner of the Base Map and publishes the Inspire datasets on behalf of the data owners;Are you also undertaking activities to promote high-value datasets, in addition to the supporting of publication that you describe?;;;0
D3.2;;;;;;120
78;Yes;N/A;;;;10
79;Yes;Google analytics;;;;15
80a;Yes;Usage is monitored on an ad-hoc basis and insight is used to improve the portal;Pleas highlight some insights you gained from your last review session of user needs;;;10
80b;No;;;;;0
81a;Mostly public sector;N/A;;;;10
81b;Yes, but only partially;We would like to see more usage from third party reusers;;;;5
82;See answer box;300;;;;10
83;I don't know;;;;;N/A
84;Yes;;Please briefly describe;;;10
85;Yes;N/A;;;;10
86;See answer box;Register of registers, Person register, Organisations Register;Please provide an answer (also relates to Q85);;;10
87;See answer box;Register of Registers metadata;Please list the 5 most frequently consulted pages;;;10
88;Yes;For searches we strip things such as articles;;;;10
89;Yes;;;;;10
90a;No;N/A;"The answers in Q30 (""The NDP monitors the use of APIs requests from the portal"") and Q32 (""We will remain monitoring API usage for the HVD categorisation."") mention API analytics. Please clarify.";;;0
90b;I don't know;;;;;N/A
D3.3;;;;;;55
91;Few public sector data providers;Low awareness;;;;0
92a;Yes, or all public sector data providers already publish data;N/A;;;;10
92b;Yes, or all public sector data providers already publish data;The Data Governance Council asked Ministries to indicate if the data contained personal information and if not why is it not published as open;;;;10
93a;No;;;;;N/A
93b;Not Applicable;In Malta due to size the scope of the local governmnet is rather limited.;;;;10
93c;Not Applicable;As per previous entry;;;;15
94a;Select answer for Q94a;;Please provide URLs;;;0
94b;>30%;N/A;;;;N/A
95;No;;;;;0
96;Select answer for Q96;Yes one attribute of the organisations is a description field.;Please list the most important data providers;;;0
97;Yes;The Register of registers from which datasets are extracted has a flag that denotes if the data is open or not. All Registers are visible.;;;;10
D3.4;;;;;;55
98;Select answer for Q98;The portal is in effect a directory of all government hwld data which in our opinion is the first step to govern data.;Please comment further on how you ensure the sustainability of the national portal;;;0
99;No;;;;;0
100;No;;;;;0
101;Select answer for Q101;;Please provide an answer;;;0
102;No;;;;;0
103;No;;;;;0
104a;Yes;Feedback is reviewed on a yearly basis and used to prioritise enhancements;;;;15
104b;Annually;N/A;;;;N/A
104c;Yes;User feedback in taken in consideration when prioritising new updates;If possible, please elaborate further on the review process;;;10
105a;Yes;The portal includes a dashboard with items such as Publishers and Datasets;Please provide a URL to this feature;;;15
105b;Yes;The dashboard information is used to determine open data availability progress;;;;15
D4;;;;;;437
D4.1;;;;;;110
106;Yes;Data owners are encouraged through the Data Government Council to maintain their meta data published on the portal.;;;;20
107;<30%;N/A;;;;0
108;Within one day;Usually the source API is updated by the data owner and subsequently the meta data is updated on the portal;;;;40
109;All datasets;N/A;;;;30
110;Yes;The majority of HVDs are already made compliant for publishing e,g, as per Inspire, etc. Our major challenge is that some data included manual intervention to compile in a compliant fashion while the real time requirements in some Annexes means it needs to be automated. Data owners\publishers are evaluating weather the API is built ontop of  the existing manual intervention data layer or at source as encouraged by our National Data Strategy obviously keeping in mind the deadline.;;;;20
D4.2;;;;;;135
111a;Yes;We check for the last updated attribute and non populated attributes;Please elaborate further on your process to monitor metadata quality;;;20
111b;Select answer for Q111b;https://open.data.gov.mt/metaData.html?field=register&id=32309 (quality level indicator);"As I understand, data sets have an attribute ""Quality Level Indicator"". In addition, do you have a consolidated dataset of the quality level of data across the national portal?";;;0
112;Yes;By default Open Data is published as CC4. eg. https://open.data.gov.mt/search_all.html?id=18922&key=Subordinates;Do you have a guideline document that explains this to data providers?;;;20
113;Yes;We are eveluating licencing for 2 areas. One for open datasets that include persons such as 'Warant Holders' whilst the other is for data that is pruchased from third parties. For this reason we are currently not classiying this data as 'Open Data' although it is published on the owner's website;;;;0
114;Yes, CC licences;;;;;10
115;>90%;N/A;;;;20
116;Increased, or already >90%;N/A;;;;10
117;1-4;N/A;;;;10
118;Yes;The Register of Registers are monitored for completeness. Datasets by default inherit the Register'd attributes from which they are extracted. --> Yes we are building standardised building blocks such as the Register of Register module, authentication module, authorisation module and various administrative registers;Please provide a URL to the guidelines/tools that improve data quality.;;;15
119a;Yes;One of the attributes is a link to the API and only if this is present their data can be made visible on the portal.;;;;15
119b;Yes;Meta data is monitored for completeness and last updated;;;;15
D4.3;;;;;;102
120;Select answer for Q120;When we liaise with data providers we incentivise alignment to international/EU standards as per National Data Strategy.;Please provide examples of this documentation;;;0
121;31-50%;Our first priority is to encourage owners to publish their data as Open Data irespec=tive of its interoperability;;;;10
122a;31-50%;As per previous response;;;;11
122b;>90%;;;;;20
123;No;;;;;0
124a;Yes;N/A;;;;25
124b;See answer box;Data legacy issues, insufficient motivation to issue register data in interoperable formats on both data provider and consumer sides.;;;;15
125a;10-30%;N/A;;;;8
125b;31-50%;N/A;;;;13
D4.4;;;;;;90
126;Yes;Both are included in the National Data Strategy;;;;15
127;Yes;5 Star Open data categorisation is one of the attributes in the Register of Registers --> Yes we are building standardised building blocks such as the Register of Register module, authentication module, authorisation module and various administrative registers;"Please describe the activities you undertake to help data providers follow your quality model. The 2022 answer was:

""When prospective Publishers approach us we usually discuss the metadata attributes.""";;;30
128a;10-30%;N/A;;;;5
128b;10-30%;N/A;;;;5
128c;10-30%;N/A;;;;5
128d;51-70%;N/A;;;;15
128e;51-70%;N/A;;;;15
129;Select answer for Q129;This is one of the atributes we monitor on the Register of registers;Please describe how you monitor improvements in the quality of open data deployment.;;;0
