ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
8;yes;"""Data as a resource"" is largely dedicated to the subject . Chapter 5 - Public data as a resource for the business sector contains concrete measures.  https://www.regjeringen.no/no/dokumenter/meld.-st.-22-20202021/id2841118/?ch=5#kap5

""One digital public sector"" states that The public sector shall share data when it can and protect data when it must. Open public data shall be made available for reuse for developing new services and value creation in the business sector https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=4

""Sharing of industrial data"" Chapter 8 deals with sharing from the public sector to the private sector. Among other things, the expert group recommends a larger investigation. https://www.regjeringen.no/id2916456/?ch=8";;;;15
9a;yes;"The strategy ""One digital public sector"" states that public agencies must keep track of what data they have, where they are located, and how they can be used: https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=4

The Framework for Information Management specifies that each organisation should create and maintain a data inventory https://www.digdir.no/informasjonsforvaltning/rammeverk-informasjonsforvaltning/2118. Some examples of organisations with very good inventories are The Norwegian Labour and Welfare Administration, The company register, Stavanger Municipality, The tax Authorities.

The national guidance for information management https://data.norge.no/guide/veileder-orden-i-eget-hus/ states:
""Den enkelte virksomhet skal ha oversikt over hvilke data den håndterer, hva dataene betyr, hva de brukes til, hvilke prosesser de inngår i, og hvem som kan bruke dem (informasjonsforvaltning).""

Unofficial translation is as follows 
""Each organisation must have an overview over which data they manage, what the data means, what it is being used for, which processes they are involved in, and who can use them"".

The digitalisation circular  https://www.regjeringen.no/id2952701/
obliges all state enterprises to register the national data catalogue. Unofficial translation: ""The company must register data sets in the Common Data Catalog (data.norge.no). This must be done as a minimum when the company changes or establishes services, including establishing new ones, or upgrading existing professional systems or digital services.""";;;;15
9b;yes;"The digitalisation circular applies to all types of data, and each public sector state organisation has to create and share its total inventory  https://www.regjeringen.no/id2952701/

""Den enkelte virksomhet skal ha tilstrekkelig oversikt over hvilke data den håndterer. [...] Virksomheten skal registere datasett i Felles datakatalog(data.norge.no). [...] Virksomheter som registerer/synliggjør datasett, må klargjøre forutsetningene for å dele datasettet med andre virksomheter.""

Unofficial translation is as follows 
""The individual company (public) must have a sufficient overview of what data it handles. [...] The company must register data sets in the National Data Catalog (data.norge.no).[...] Companies that register/make data sets visible must clarify the prerequisites for sharing the data set with other companies.""

The national portal:
https://data.norge.no/datasets";;;;10
10a;Not Applicable;N/A;;;;20
10b;not applicable;;;;;10
10c;not applicable;;;;;15
11a;not applicable;N/A;;;;15
11a.1;N/A;;;;0;
11a.2;N/A;;;;0;
11a.3;N/A;;;;0;
11a.4;N/A;;;;0;
11a.5;N/A;;;;0;
11a.6;N/A;;;;0;
11b;not applicable;;;;;N/A
D1.2;;;;;;140
12;yes;Several governance structures exist for different data sharing areas. The governance structures consist of various stakeholders from the state, local and private sector. ;;;;30
13;hybrid;We have a number of national top down initiatives such as guidelines, governance, laws etc. This is coupled with a strategy of encouraging bottom up initiatives, smart cities being a very good example here. ;;;;N/A
14;yes, most initiatives;Norway is a small country with a relatively small open data community in comparison with larger countries. Either we coordinate initiatives at national level or we advise.  At the very least we know about the vast majority of initiatives which are happening.;;;;15
15;the majority of public bodies;;;;;15
16;yes;"https://www.digdir.no/digitalisering-og-samordning/sentralt-styringsdokument-prosjekt-deling-av-data/2598
https://www.digdir.no/digitalisering-og-samordning/mandat-skate/1261";;;;20
17a;no;;;;;0
17b;yes;"The people with data sharing as their main task and the team responsible for the portal are all employed by the same agency and have a close dialogue.

To reach out to a wider network of professionals we have ""Arena for data sharing and information management"" weekly: https://www.digdir.no/informasjonsforvaltning/faglig-arena-datadeling-og-informasjonsforvaltning/2120
We also answer questions in the online community: https://datalandsbyen.norge.no/
Example: publisher with question on update frequency in data portal: https://datalandsbyen.norge.no/topic/192/hva-er-oppdateringsfrekvensen-for-publisering-i-fdk/4";;;;20
18;no;;;;;0
19;yes;"To reach out to a wider network of professionals we have ""Arena for data sharing and information management"" weekly: https://www.digdir.no/informasjonsforvaltning/faglig-arena-datadeling-og-informasjonsforvaltning/2120

The Norwegian Digitalisation Agency is in continuous dialogue with data professionals across the private, public and civil sectors.
One of the channels is the online forum: https://datalandsbyen.norge.no/

Datajegeren (The data hunter) is a service that will help users find and get data, and contribute to the dialogue with data providers, including the dialogue with various ""open data officers"" roles
https://datafabrikken.norge.no/finn-data/datajegeren
https://datafabrikken.norge.no/nyheter/datafabrikken-lanserer-datajegeren-15";;;;20
20;yes;"Norwegian Digitalisation Agency is together with Digital Norway building the ""data factory"" to improve the private sector's access to data. Communication with reusers is a key feature of the data factory.  https://digitalnorway.com/prosjekter/datafabrikk/

We have regular meatings about different aspects of datasharing
https://www.digdir.no/digdir/arrangementsoversikt/692?field_end_date_value=2&field_global_taxonomy_target_id=293&field_course_type_target_id=All&field_start_date_value=2022

Online forum launched in 2021: https://datalandsbyen.norge.no/";;;;20
D1.3;;;;;;157
21;yes;"Strategic Cooperation Council for the Public Sector (SKATE), organized by the Norwegian Digitalisation Agency, has decided on the process for publication to data.norge.no and has agreed on a publication strategy https://www.digdir.no/digitalisering-og-samordning/skate/1259

We have guidelines for publishing data:
https://www.regjeringen.no/no/dokumenter/retningslinjer-ved-tilgjengeliggjoring-av-offentlige-data/id2536870/";;;;20
22a;yes;"Norway has an action plan for follow-up of ""One digital public sector"" where data sharing is one of the main priorities. Re-prioritization is carried out continuously in dialogue with data owners and with data re-users. Data needs are obtained via interaction arenas (described earlier), the National Resource Center for data sharing, Datafabrikken or at direct requests from data users. In addition, public bodies at various levels have their own user groups where data needs are raised. 

We have established:
- National resource center for data sharing
- National toolbox for data sharing
- The Data factory
- Community for the national portal

As part of the management dialogue between the ministries and the agencies, any deviations from the allocation letter and the digitilisation circular are discussed. Deviations from the digitilisation circular shall be entered in the annual report to the agencies

As part of the data portal, we have an overview of companies that have published data sets. An overview of government bodies that have not published data sets is under development. https://github.com/Informasjonsforvaltning/behov/issues/755";;;;15
22b;unsatisfactory;Norway has challenges in getting data providers to make their data sets available and described in the data portal. It is mainly the largest data providers that publish openly.;;;;N/A
23a;yes;"A study of the Norwegian data economy has been carried out over the past year. The purpose of the study has been to identify key challenges and opportunities related to the public sector's role and tasks that manage and provide public data for further use. The issue of charching for data above marignal cost are discussed, and some measures are proposed. https://www.regjeringen.no/contentassets/cb9240c57f8b4c5cb916e86ebee32ecb/rapport-utredning-av-dataokonomien-i-offentlig-sektor-ak-l80868.pdf 

A public committee has been appointed and has been tasked with putting forward proposals for a more comprehensive regulation for the use of public information (data). The purpose is to ensure business, researchers and civil society access to public information in a way that allows it to be used in new contexts, create new services and provide increased value creation. Funding models for data are part of the assignment. https://www.regjeringen.no/id2926740/";;;;15
23b;the majority of datasets;N/A;;;;12
23c;no change;N/A;;;;5
24a;N/A;The three biggest challenges are management and organizational issues, legal issues and expertise when it comes to utilizing data.;;;;N/A
24b;Yes;"A working group has been established to investigate where the responsibility for important data may be placed, and which overarching principles should apply so that it becomes easier to use data from the public sector. As a follw up  to the strategy ""Ine Digital Public Sector"" a national resource centre for sharing data has been established, with expertise in the relationship between law, technology, business and administrative processes as a learning environment and a knowledge repository for the entire public sector. Furthermore, we have measures that apply to offer effective legal advice for data providers, including an open online forum for guidance. We also have Datafabrikken, which is a project aimed at small and medium-sized companies, where the purpose is to help them to utilize the data.";;;;10
25a;yes;The Open Data Portal Team offers guidance to a number of companies that want to make data available. It is common for the team to get involved in their projects and consult them step by step. Furthermore, we have a national framework for information management that is openly available, as well as an open online forum where everyone can ask questions about the process.;;;;15
25b;yes;"An active API working group for public sector providers to give support and share knowledge.  Norways’ API catalogue is  established. 
A standardized way to describe APIs is in the Norwegian Digitalisation Agency's roadmap for information management";;;;10
25c;yes;A National Geodata Strategy has been established, which is supplemented by an action plan and a National Geodata Council. https://www.geonorge.no/Geodataarbeid/nasjonal-geodatastrategi/;;;;10
25d;yes;Here are some examples. We have the species database (https://www.artsdatabanken.no/), where species observations in nature are collected from volunteers. This data is made available and used for purposes such as environmental protection and research. There is also a Recreational Fishing app (https://www.fiskeridir.no/Fritidsfiske/Meld-tapt-og-funnen-reiskap) from the Norwegian Directorate of Fisheries, where residents can report missing gear to reduce marine litter.;;;;10
26a;yes;"The Norwegian Directorate for ICT and Joint Services in Higher Education & Research (unit.no) has together with Digital Norway launched a digital learning platform, which also covers data and related topics: https://digitalnorway.com/laeringsportalen-handler-om-a-fa-alle-med/
Courses are also available on https://datafabrikken.norge.no/kurs

The government also collaborates with digital norway, which has a number of courses adapted to the private sector. https://digitalnorway.com/prosjekter/eu/

Some agencies have their own learning platform, for example The Norwegian Agency for Public and Financial Management (DFØ) https://laeringsplattformen.difi.no/kurs-kategori/digitalisering-og-ikt

We also have a number of guides and training materials, for example:
Guide to ""order in your own house"" https://data.norge.no/guide/veileder-orden-i-eget-hus/

The municipalities have their own tools https://www.ks.no/fagomrader/digitalisering/felleslosninger/digiorden/";;;;15
26b;no;;;;;0
27a;yes, >9;"Annual hackatons, conferences etc. orcestrated from the central government has since 2017 been replaced by sectoral/local iniativs and selforganising groups. The central government gives support if needed.

Examples:
https://datalandsbyen.norge.no/topic/127/open-data-challenge-10-03-2022
https://datalandsbyen.norge.no/topic/167/open-data-hackathon
https://datalandsbyen.norge.no/topic/182/cassini-hackathon-for-f%C3%B8rste-gang-i-norge
https://datalandsbyen.norge.no/topic/253/bergen-by-hack-for-studenter


Dataforeningen BI & A.
https://www.meetup.com/dnd-bi-analytics-oslo/

Slekt og data
https://www.slektogdata.no/nb/slektsforskerdagen-2022

The Munin Conference on Scholarly Publishing
https://site.uit.no/muninconf/

Digitalisation conference https://www.digdir.no/digitaliseringskonferansen/digitaliseringskonferansen/1172

Many hackathons and similar events are also listed in the calendar in the online community: 
https://datalandsbyen.norge.no/category/3/m%C3%B8ter-og-arrangementer";;;;20
27b;a mix of the above;Hackaton Norge, Norwegian Digitalisation Agency, University of Oslo, Smartcities: Norway, Hack4Health;;;;N/A
D2;;;;;;525
D2.1;;;;;;150
28;yes;"""Å gjøre data tilgjengelig for viderebruk handler om å gi næringsliv, forskere og sivilsamfunn tilgang til åpne data som offentlig forvaltning har, på en slik måte at de lett kan brukes i nye sammenhenger av både mennesker og maskiner. "" Definition from https://www.regjeringen.no/no/tema/statlig-forvaltning/ikt-politikk/viderebruk-av-offentlig-informasjon/id2343341/

Unofficial translation:
Making data accessible for re-use is about giving businesses, scientists and civil society access to open data that the public administration possess, in such a way that they are easily applicable in new contexts by both humans and machines.";;;;10
29;Yes, there is a strong focus;"The government has set up a public committee to propose a more comprehensive regulation for the reuse of data: https://www.regjeringen.no/no/dokumentarkiv/regjeringen-solberg/aktuelt-regjeringen-solberg/kmd/pressemeldinger/2021/utvalg-for-en-helhetlig-regulering-av-viderebruk-av-offentlig-informasjon/id2874012/

The government has recently carried out an investigation into the data economy in Norway, which includes the level of reuse and messures to increase reuse: https://www.regjeringen.no/no/aktuelt/rapport-om-dataokonomien-i-offentlig-sektor/id2918649/

The Norwegian government has commissioned the Norwegian Digitalisation Agency to develop a methologhy for measuring impact of reuse. The method is implemented in 2023 and the first result are ready in august 2023.

The Norwegian Digitalisation Agency has carried out an external survey of existing methods for measuring the: Value and effect of data sharing - https://www.digdir.no/3925

The government has asked the Norwegian Digitalization Agency to carry out measurements and report on the number of new datasets in the data portal (data.norge.no): https://www.regjeringen.no/contentassets/7f9b178a808649dfad4bc4ae2401ae07/2023_tildelingsbrev-2023-digdir.pdf

""Data as a resource "", deals in its entirety with value creation using data as a resource: https://www.regjeringen.no/en/dokumenter/meld.-st.-22-20202021/id2841118/";;;;15
30;yes;"The Norwegian Digitalisation Agency has implemented a methologhy for measuring impact of reuse. The first result are ready in august 2023 (no links available). In addition, the national portal provides crowdsourced examples of reuse: https://datalandsbyen.norge.no/category/2/gode-eksempler-p%C3%A5-bruk . These are also automatically linked to the datasets in use, and integrated with the dataset catalog. Example: https://data.norge.no/datasets/68d08f28-a16d-4fab-a953-ed4ab08ce2e2 

In the data portal, the number of published datasets and the number of new ones are used as a measure of data reuse in the public sector. A new service catalog with a link to datasets is envisaged as a possible future indicator.";;;;20
31;no ;;;;;0
32;Not Applicable;;;;;15
33;yes;"""Data as a resource"", focuses on the impact of sharing data between public and private sector. The policy emphasize how data may have be an economic resource and contribute to economic growth and creating new activities. 
https://www.regjeringen.no/no/dokumenter/meld.-st.-22-20202021/id2841118/?ch=1

A framework has also been developed to measure impact. The framework is now in a testing phase. Impact is defined as socio-economic value + private economic value: https://www.digdir.no/media/3339/download (p. 17).";;;;20
34;yes;"The Norwegian Digitalisation Agency has developed and implemented a methologhy for measuring impact of reuse in the private sector. The first result are ready in august 2023 (no links available).

A framework has also been developed to measure impact. The framework is now in a testing phase. Impact is defined as socio-economic value + private economic value: https://www.digdir.no/media/3339/download (p. 17).

The Institute of Transport Economics (Transportøkonomisk institutt, TØI) is national institution for transport research and development.  The Institute recently conducted a study where open science methodology was used. Norway is still assessing whether this is a suitable method. The analyzes so far indicate that the method is not suitable for measuring impact of data reuse. The method used is The futures wheel: https://en.wikipedia.org/wiki/Futures_wheel
https://www.toi.no/english/?lang=en_GB";;;;30
35;yes;The government has recently carried out an investigation into the data economy in Norway, which includes the level of reuse and messures to increase reuse (14/06/2022): https://www.regjeringen.no/no/aktuelt/rapport-om-dataokonomien-i-offentlig-sektor/id2918649/;;;;25
36;yes;"The Norwegian Language Bank. In order to develop high-quality language technology for Norwegian big datasets with Norwegian speech and text are needed. Språkbanken, the Language Bank, at the National Library of Norway, provides such datasets. The resources are aimed at companies that develop language technology software, as well as language researchers and students, and all the resources we create are available online and have an open-source license. 

Nemonoor is a national center for artificial intelligence (AI) consisting of 8 Norwegian companies with broad expertise in AI: https://www.nemonoor.no/om-oss";;;;15
D2.2;;;;;;110
37;yes;N/A;;;;40
37.1;No;;;;0;
37.2;No;;;;0;
37.3;Yes;The Norwegian Digitalisation Agency together with Statistics Norway has developed questions about the reuse of public data for the survey ICT usage in enterprises. The sample was drawn from all enterprises with at least ten employees in the Central Register of Establishments and Enterprises. There are about 5,000 enterprises in the sample.;;;;
37.4;No;;;;0;
37.5;Yes;"The Norwegian Digitalisation Agency is in constant contact with users. We also have open weekly meetings about data sharing ""Arena for data sharing and information management"" https://www.digdir.no/informasjonsforvaltning/faglig-arena-datadeling-og-informasjonsforvaltning/2120

Our national data catalog has a new beta for services and events.
The services are linked to specific data sets: https://data.norge.no/public-services/d5d0c07c-c14f-3741-9aa3-126960958cf0

One of our departments has tested a new framework to investigate how their own data is used and what value it provides in external value chains. One of the methods that has been used is a survey. See the framework here: https://www.digdir.no/media/3339/download";;;0;
38;yes;N/A;;;;40
38.1;Yes;"The Norwegian Digitalisation Agency is in constant contact with users. We also have open weekly meetings about data sharing ""Arena for data sharing and information management"" https://www.digdir.no/informasjonsforvaltning/faglig-arena-datadeling-og-informasjonsforvaltning/2120

All users can use https://datalandsbyen.norge.no/, which is monitored by the portal team and other professionals";;;0;
38.2;No;;;;0;
38.3;Yes;"Datajegeren (The data hunter) is a service that will help users find data and contribute to the dialogue with data providers, including the dialogue with various ""open data officers"" roles
https://datafabrikken.norge.no/finn-data/datajegeren


The Norwegian Digitalisation Agency  together with Statistics Norway has developed questions about the reuse of public data for the survey ICT usage in enterprises. The sample was drawn from all enterprises with at least ten employees in the Central Register of Establishments and Enterprises. There are about 5,000 enterprises in the sample.

Several sectors have their own initiatives and measure the use of datasets within their sector. Some examples are: https://www.barentswatch.no/ and https://www.geonorge.no/.

Datafabrikken has a special responsibility for the contact with small to medium sized private business.

Several sectors are also investigating the use of data and measures to increase data sharing. This example is from the environmental sector: https://www.menon.no/wp-content/uploads/2021-153-Hovedrapport-KVU-Fremtidens-miljodata.pdf

Comment-section launched in the national data portal. Example: https://data.norge.no/datasets/68d08f28-a16d-4fab-a953-ed4ab08ce2e2
News-post about comment section:
https://datalandsbyen.norge.no/topic/163/kommentarfelt-i-data-norge-no";;;0;
39a;yes;Reusers can choose to describe their re-use/product on the community-pages in the national data portal. Datasets mentioned here will be fed back as metadata in the dataset-catalog. Example: https://data.norge.no/datasets/288aa74c-e3d3-492e-9ede-e71503b3bfd9;;;;20
39b;yes;Relations between descriptions of reuse  and  the datasets in the dataset catalog, makes it is possible to use the dataset theme taxonomy ;;;;10
D2.3;;;;;;265
D2.3a;;;;;;80
40;yes;"Norway does not have a general report on the effects of open data on governmental challenges. Use of data and analyzes of effects are largely linked to use cases, and essentially the data used is a mixture of open data and data with restrictions. A recent report (2022) concludes that measuring effects and gains from a single data set, especially into services, is difficult and that there are few feasible methods.

We have several reports relating to the effect of various use cases. For the example used in the answer, the White Paper on Readily Available and Accessible (Open) Marine Geospatial Information can be referred to. 

In 2020, an assessment was made of the societal benefit of BarentsWatch. In the report presented, it is concluded that they fulfill an important societal need. Furthermore, the report points out that measuring the usefulness of information sharing is demanding as it is not the information itself, but the use of it that possibly creates value for society. Of benefit to society, the following are highlighted:
• Cost savings in the public sector
• Increased profit for business
• Reduced environmental costs
• Reduced accident costs
• Reduced crime (increased safety)
• Increased trust

Within different sectors there are several different reports and analyses. Examples:
• Faster response time with geographical analysis (planning of ambulance services): https://geodata.no/bransjer/raskere-responstid-med-geografisk-analyse
• The value of free map and property data: https://www.regjeringen.no/globalassets/upload/kmd/plan/verdien-av-gratis-kart-og-eiendomsdata.pdf
•The environmental sector is characterized by extensive data collection activities and monitoring of the environment and natural resources, as a basis for decisions and trade-offs between different considerations. The Norwegian Environment Agency, in its capacity as the national coordinator for environmental data, has conducted a systematic review of opportunities and challenges for increased use of environmental data. A key aspect is  environmental data as a basis for decision-making: https://www.menon.no/wp-content/uploads/2021-153-Hovedrapport-KVU-Fremtidens-miljodata.pdf
• Value and effect of data sharing: https://www.digdir.no/datadeling/verdi-og-effekt-av-datadeling-en-kartlegging-av-norske-virksomheters-praksis/3925";;;;20
41;yes;"All invoicing has better quality due to the company register and the possibility for correct information about companies and public bodies. (https://data.norge.no/datasets/5a5374c3-c6a7-49f8-b9cc-0a9e48c1acd7)  data and Company register ( https://data.norge.no/datasets/68d08f28-a16d-4fab-a953-ed4ab08ce2e2)

Kompensasjonsordningen:
https://kompensasjonsordning.brreg.no/en
https://data.norge.no/dataservices/08a05ace-5b69-3d58-8849-da30918d3259
https://data.norge.no/datasets/7aa53892-ef52-33d5-8dd6-f46044be37db";;;;15
42;yes;"There are several transparency services based on open data
https://statsregnskapet.dfo.no/   -->  https://data.norge.no/datasets/cb6767c3-81ac-4dd5-a0c2-a78f9902a2c4
https://einnsyn.no/sok
https://www.regjeringen.no/no/aktuelt/einnsyn/id604997/

https://statsregnskapet.no/ (Stat accounts) is an application that provides an overview of actual income and expenses in addition to an overview of changes in the capital balance in the Norwegian state. All data used can also be downloaded: https://statsregnskapet.dfo.no/last-ned. In the application, it is possible to see details for a single ministry or a single agency.

https://einnsyn.no is a system developed to be a common access solution for state, municipal and county bodies. This will contribute to more openness and access in the administration, and will make it easier for users to find information about public case processing. Postal journals (correspondence registers) from state, municipal and county bodies are published on eInnsyn, along with information about meetings and committees of such bodies. The goal is to make it easier to search what may be perceived as complex and inaccessible. eInnsyn a service that anyone can use to search for information related to the public sector.
 See also https://einnsyn.no/informasjon/om-oss";;;;15
43;yes;"Ensuring that oil drilling is planned outside protected areas is based on open data: https://kartkatalog.miljodirektoratet.no/Dataset/Details/702   

In Norway, there is a debate about where to drill for oil. Open data contributes to policy formulation.  See also: https://www.npolar.no/en/themes/the-marginal-ice-zone/";;If possible, other than providing the example, could you also elaborate on how and what kind of impact the use of open data has on policy-making?;;15
44;yes;"The national statistics bank is freely and openly available and utilised by many organisations in their decision making processes. https://data.norge.no/datasets/e74957b7-d052-4d93-9afb-4a2fce65882f

""The national statistics bank is used for various purposes. One example is The Technical Calculation Committee for Income Settlements.""The Technical Calculation Committee for Income Settlements uses statistical data in several ways in its work:

Analysis of Economic Trends: They use statistical data to analyze economic trends, including inflation, wage development, employment, and other economic indicators. This provides them with a picture of the current economic situation.

Reference Data: Statistical data serve as reference data to compare current income levels and working conditions with previous years. This helps them assess changes over time.

Modeling and Forecasts: They can use statistical models to create forecasts for future economic conditions, including wage growth, price inflation, and other economic variables. This is important for planning income settlements.

Insight into Sectors: Statistical data provide insight into various sectors of the economy, such as industry, services, the public sector, etc. This allows them to assess how changes in income settlements will affect different parts of the economy.

Comparisons with Other Countries: They can also compare Norwegian data with statistics from other countries to assess how competitive wage and working conditions are compared to international standards.

The Norwegian Public Roads Administration collects a lot of data about road, environment, weather and so on. This data is used extensively when planning traffic, environmental and fiscal policy or measures. Most of the data is open. https://data.norge.no/organizations/971032081
https://dataut.vegvesen.no/
https://transportportal.atlas.vegvesen.no/en/gen/about/

The same applies to The Norwegian Mapping Authority https://data.norge.no/organizations/971040238";;If possible, other than providing the examples, could you also elaborate on how and what kind of impact the use of open data has on decision-making processes?;;15
D2.3b;;;;;;65
