ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
6b;yes;"Geo-spatial data are currently addressed in varios level of detail via following national strategy/policy documents:
  1. Strategy of digital transformation of Slovakia (https://www.mirri.gov.sk/wp-content/uploads/2019/10/SDT-English-Version-FINAL.pdf)
   2. National concept of computerization of public administration (https://www.mirri.gov.sk/sekcie/informatizacia/narodna-koncepcia-informatizacie-verejnej-spravy-nikvs/index.html)
   3. National spatial information infrastructure act (transposing INSPIRE Directive) (https://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2010/3/20160501)
   INSPIRE and environmental geospatial agenda is implemented and coordinated by the Ministry of Environment of the Slovak republic (MoE) with the contribution of domain thematic geospatial data stakeholders. Considering the recent developments in connection to the Open Data and High value datasets policy impact, new strategy is foreseen to be prepared in synegies with open data based on outcomes of the ESPUS project (https://inspire.gov.sk/projekty/espus), particularly considering Methodological framework for effective management and monitoring of spatial data and services (inspire.gov.sk/media/docs/en_53_Metodicky_ramec.pdf)
Important incentive is coordination effort of MoE with the Ministry of Investments, Regional Development and Informatization of the Slovak Republic.";;;;15
6c;no;;;;;0
6d;yes;Yes, by implementing DCAT-AP and increasement of metadata quality. ;;;;10
7;yes;"Indirectly via implementing policy of Reference Registries (e.g. Register of adressess, Register of physical persons, Register of legal entities, etc.) that are considered as sources of ""ulttimate truth"" and are integrated into IT systems of responsible bodies to provide government services to the citizens in accordance with ""one time, last time"" principle. Also, multiple open calls ""Data Management of public administration"" support activities aiming to develop use cases on open data by governmental or public administration organization https://www.mirri.gov.sk/projekty/projekty-esif/operacny-program-integrovana-infrastruktura/prioritna-os-7-informacna-spolocnost/vyzvania-a-vyzvy/vyzva-c-opii-2021-7-15-dop/index.html";;;;15
8;yes;"Yes, one of the main goal of the Strategic priority of open data  is to release the economic potential of open government data. It expects establishment of a strong open data industry in IT technologies, e.g. data analyses, innovative startups. https://www.mirri.gov.sk/wp-content/uploads/2018/10/SP_Otvorene_udaje_schvalena-2.pdf Measures are e.g.  focus on publishing the most requested datasets by public, ideally via API, to support re-use of open data in commercial/noncommercial solutions, to increase quality of open data, publication of open data via API, accessibility of open data in english language. Additionally, since 2020, Governmental organization and public administration has an access to financial resources within Operational Program Integrated Infrastructure that provides founding for individual IT projects that aim to accomplish strategic goals of the government in the IT segment. Multiple open calls ""Data Management of public administration"" aim to support accessibility of open data , ***HVD, the most requested datasets by public*** that are considered as datasets with high potential to be re-used. https://www.mirri.gov.sk/projekty/projekty-esif/operacny-program-integrovana-infrastruktura/prioritna-os-7-informacna-spolocnost/vyzvania-a-vyzvy/vyzva-c-opii-2021-7-15-dop/index.html";;;;15
9a;yes;"Yes, Obligation to create, maintance and publish data inventory is based on the Resolution of the Slovak government no. 347/2017, more information available here https://datalab.digital/verejna-sprava/otvorene-udaje-verejnej-spravy/informacia-k-plneniu-ulohy-b18/ ; htps://www.slovensko.sk/_img/CMS4/strategia_otvorene_udaje.pdf Responsible bodies are organization of the central government.";;;;15
9b;yes;"Data inventory has to contain also records on datasets that cannot be published with the reason why (e.g. Privacy and personal data protection, Commercial confidentiality; 
Statistical confidentiality; National security, defence, and public security; Intellectual property. ) Data Unit at MIRRI has created a model structure of data inventory and published it online https://datalab.digital/wp-content/uploads/Inventar_otvorenych_udajov.ods with additional description https://datalab.digital/verejna-sprava/otvorene-udaje-verejnej-spravy/informacia-k-plneniu-ulohy-b18/  Methodology for data inventories https://www.mirri.gov.sk/wp-content/uploads/2018/10/Dodatok-c.-1-k-Metodickemu-pokynu-k-Vynosu-o-standardoch-552014-ilovepdf-compressed.pdf";;;;10
10a;yes;N/A;"Kindy fill in the column ""Publications of HCD in machine-readable formats via APIs"" in the table below. This column was hidden in the original questionnaire. Sorry.";;;20
10b;yes, other measures;We prepared document which includes description of standardisation of the metadata and data for each domain. It will simplify the stakeholders' view of the implementation of European legislation. The part of the document is  roadmap for the implementation of the HVD concept, together with a description of the risks. The roadmap also includes the definition of the scope for a PoC to validate the approach for the relevant phase on a case-by-case basis. We also prepare Methodology for measure of open data impact and reuse which has tools for mapping and measuring impact of HVD, including consultations with open data reusers.;;;;5
10c;yes;We are in the process of implementation of new DCAT standard, which contains atribut HVD, we will use trhis atribute to denote datasets as high-value in new portal which should be launched by the end of 2023.;;;;15
11a;yes;N/A;;;;15
11a.1;Yes;The strategy aims on publishing high-value datasets including enviromental.;;;0;
11a.2;Yes;The strategy aims on increasing value of open data, supporting digital market and digital economy by publishing most requested datasets.;;;0;
11a.3;No;;;;0;
11a.4;No;;;;0;
11a.5;No;;;;0;
11a.6;No;;;;0;
11b;yes;Using open data in public administration.;;;;N/A
D1.2;;;;;;180
12;yes;Council of the Government of the Slovak Republic for Digitization of Public Administration and the digital single market was established as an advisory body to government of the Slovak republic with participation of representative of public, private and nongovernmental sector. Within this plaform, Strategic priority Open data, National Strategy for informatization of the public administration 2021, etc. we consulted. Data Unit also search feedback for regulations, strategies, projects, standards in open data official working group - Better Data, Municipalities, and via unofficial working groups as Open data, Data Stewards, etc. Each working group is mixed from the whole of sectors. Records from consultations within working groups are at Data Unit YB channel https://www.youtube.com/channel/UCF-rmyKJ9pE49CP8-rUi4mQ/playlists;;;;30
13;hybrid;There are inititives from providers, local municipalities, NGOs and also from national open data team.;;;;N/A
14;yes, all initiatives;"Yes, in many ways: 1) Access to funding of IT projects aiming to support open data release at regional and municipality level (Operational Program Integrated Infrastructure , Multiple open calls """"Data Management of public administration"""". The list of approved projects here (among them also municipalities and self-governing region) https://metais.vicepremier.gov.sk/cilist/Projekt?page=1&count=20&filter%5BglobalSearch%5D=%257B%2522attributes%2522%253A%255B%257B%2522name%2522%253A%2522EA_Profil_Projekt_status%2522%252C%2522filterValue%2522%253A%255B%257B%2522value%2522%253A%2522c_stav_projektu_6%2522%252C%2522equality%2522%253A%2522EQUAL%2522%257D%255D%257D%252C%257B%2522name%2522%253A%2522Gen_Profil_nazov%2522%252C%2522filterValue%2522%253A%255B%257B%2522value%2522%253A%2522Mana%25C5%25BEment%2520%25C3%25BAdajov%2522%252C%2522equality%2522%253A%2522FULLTEXT%2522%257D%255D%257D%255D%252C%2522metaAttributes%2522%253A%257B%257D%257D   2) Engagement of the representatives of municipalities, self-governing regions into working groups (consultations, co-creations of strategic policies, standards, technical requirements on new open data portal etc.) 3) Guideliness - how to publish open data at opendata.gov.sk 4) Trainings - Data Unit organized several trainings open also to the representatives of municipalities and self-governing regions: list available here https://datalab.community/events/?tribe_paged=1&tribe_event_display=list&tribe-bar-date=2020-01-01 5) Technical infrustructure - municipalities, self-governing regions can use data.gov.sk not only to register but also to store their datasets, if they do not have own solution";;;;20
15;Approximately half of the public bodies;"Following self-governing regions and municipalities are providing open data: 
Bratislava,https://opendata.bratislava.sk/ 
Prešovský samosprávny kraj,https://www.po-kraj.sk/sk/open-data/; https://geopresovregion.sk/
Košický samosprávny kraj,https://www.geoportalksk.sk/
Prešov,https://egov.presov.sk/
Žilina,https://egov.zilina.sk/ 
Košice,https://opendata.kosice.sk/ 
Malacky,https://egov.malacky.sk/
Hlohovec,https://egov.hlohovec.sk/ 
Trnava,https://egov.trnava.sk/ 
Skalica,https://klient.skalica.sk/
Nitra,https://klient.nitra.sk/
Banská Bystrica,https://egov.banskabystrica.sk/ 
Trenčín,https://trencin.sk/samosprava/transparentny-trencin/opendata-trencin/ 
Humenné,https://egov.humenne.sk
Jaslovské Bohunice,https://smart.jaslovske-bohunice.sk/ 
Levice,https://egov.levice.sk/ 
Modra,https://egov.modra.sk/ 
Martin,https://egov.martin.sk/
Rožňava,https://egov.roznava.sk/
Pezinok,https://egov.pezinok.sk/ 
Kežmarok,https://egov.kezmarok.sk/ 
Bratislavský samosprávny kraj,https://bratislavskykraj.sk/opendata/
Poprad,https://egov.poprad.sk/
Nitriansky samosprávny kraj,https://data.gov.sk/en/organization/1019b3a2-3a12-4b4e-9f5d-46df67a0080d There are approx. 3000 regional public bodies in Slovakia (vast majority are small villages) From cities, approx. half of public bodies publish open data: https://www.alvaria.sk/hodnotenie-mestskych-otvorenych-dat/";;;;10
16;yes;Yes, operating model of National Open data Coordinator is available here: https://datalab.digital/legislativa/pravna-uprava-postavenia-datoveho-kuratora/, Contact persons for national open data team is available here: https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=77333045;;;;20
17a;yes;https://datalab.digital/legislativa/pravna-uprava-postavenia-datoveho-kuratora/;;;;20
17b;yes;Responsible for maintaing the national portal is National Agency for Net an Electronic Services (NASES) which participates on Better data - Open Data working group meetins. There is also cooperation connected to building new national open data portal which should be launched by the end of 2023. https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=82019424;;;;20
18;yes;Resolution of the Government of the Slovak republic no. 346/2017 defined obligation for the ministries to appoint the position of Data stewards (curator) in organizations. Actual list of data stewards is available at data.gov.sk as open data https://data.gov.sk/dataset/datovi-kuratori-2022-11-02 . Within mentioned Resolution, recommended job description for data stewards has been introduced and its publicly available here https://datalab.digital/dq/datovi-kuratori/  Additionally, data Unit is currently working on the Act on data that defines (updates, extent) role and obligations of Data stewards. Draft of Act on data is still in legislation process. Data stewards are met on a regular bases within dedicated working group and are in touch with open data team to resolve ad hoc issues. https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101824241 They keep track of the obligations in area of open data and are guided how to accomplished them.;;;;20
19;yes;"Data stewards are met with open data team and the chief data officier on a regular bases within dedicated working group ""Open Data Stewards"" and are in touch with open data team to resolve ad hoc issues. Records from the working groups here https://www.youtube.com/watch?v=ZEWAidS9d98&list=PL-gI2XViBFbme-xS0l4HmCWkGi9mrEbvP";;;;20
20;yes;"Yes, there are few mixed working groups dedicated to regular knowledge exchange: Official - Better Data, Municipalities; Unofficial - Open data, Data Stewards. In general, there are even more working groups at MIRRI in IT segment. ";;;;20
D1.3;;;;;;160
21;yes;Resolution of the Government of the Slovak republic no. 346/2017 defined obligation for the ministries to create their open data publication plans https://www.slovensko.sk/_img/CMS4/strategia_otvorene_udaje.pdf (see p. 48, 17-19);;;;20
22a;yes;Regular monitoring via working groups. Some of the open data policies/strategies set up KPIs to enable monitoring (e.g. Strategic priority of Open data);;;;15
22b;neutral;Data Unit - national open data team needs compliance from public bodies, not all public bodies have dedicated data stewards or they are too busy with other tasks.;;;;N/A
23a;yes;According to Freedom of Information Act (https://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2000/211/ § 21) all information shall be available free of charge, only marginal cost can be charged (such as cost of copying, cost of technical mediums or postal costs). Every public body shall have its own directive on providing information according to act and on charged fees. (f.e. Ministry of Finance - https://www.mfsr.sk/sk/verejnost/informacny-servis/poskytovanie-informacii/smernica-zabezpeceni-slobodneho-pristupu-k-informaciam-podmienkach-mf-sr/, https://www.mfsr.sk/sk/verejnost/informacny-servis/poskytovanie-informacii/sadzobnik-spravnych-poplatkov/, marginal cost are not charged if less than 6,64 EUR). If any unjustified fees are charged, these requirements can be reviewed by a court.;;;;15
23b;all datasets;N/A;;;;15
23c;increased, or already all datasets;N/A;;;;10
24a;N/A;1) The lack of human resources and capacities to publish data 2) the low level of impact (or lack of evidence on impact), 3) outdated open data portal that does not meet actual technical requirements.;;;;N/A
24b;yes;"1) Strategy of informatization of the public administration 2021 contains a commitment to provide methological, technical, educational support to public bodies and make available re-usable technical solutions that will help them to publish data (e.g. OSS tools); 2) National OGP Action plan 2022-23 contains commitment for MIRRI and Plenipotentiary for development of the civil society to propose methodology how to measure and map impact of releasing/re-using open data on different segment of society (economy, political environment, inclusion of marginalized groups, environment, etc.) and to provide pilot impact mapping/measuring This activities already strarted in late 2022, there are workshops with data experts and data stewards on different topics connected with open data impact. https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829238  3) MIRRI is currenly implemention national IT project financed by ESIF called ""Open Data 2.0"" with the aim to develop new open data portal that fullfil actual technical requirements (DCAT-AP, automatized measuring of metadata quality, interactiv tools for users, metadata validation, harvesting, etc.)";;;;10
25a;yes;Data Unit at MIRRI provides on demand consultations to public bodies hot to publish open data, provides guidelines, examples of good/bad practices,  data model structures at opendata.gov.sk. Addionally, a few trainings for public bodies has been organized (data quality, business rules, open data minimum, sparql endpoint) and regular knowledge-exchange within working groups are taken (WG as Better Data, Open data, Data stewards, etc.) Methodology portal was considerably improved and now contains lot of information for data providers (https://wiki.vicepremier.gov.sk/display/opendata).;;;;15
25b;yes;There is guidance on Methodology portal for providers how publish different data formats including API. https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=77338628;;;;10
25c;yes;Agenda of geospatial data publication is supported by MoE in connection to the responsibility for INSPIRE directive implementation. Within this, MoE organizes workshops, conferences, trainings for geospatial publishers, issue technical guides, coordinates interministries working group on implementation of geospatial data with the aim to support publication of geo data at https://rpi.gov.sk/client/map/#map=-378374.06625/-1233729.73125/2/EPSG:102067 Suppporting link:  https://inspiresr.sazp.sk/clanky In 2022 they organized many trainings and workshops: https://inspire.gov.sk/podujatia;;;;10
25d;no;;;;;0
26a;yes;There is series of trainings for public servants available on Youtube: https://www.youtube.com/@datovakancelaria7258 Last trainings are: How use SPARQL endpoint, Publishing minimum for central government bodies, Data quality, Training for administrators of national open data portal. Some of the trainings are in the process: https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101822636;;;;15
26b;yes;After succesfully completing the training activity participants will receive a certificate.  ;;;;10
27a;yes, 6-9;MIRRI organized 2 hackathons focused on Senior citizens and Fight against disinformation: https://www.hacknime.to/ City of Košice organized 3 hackathons focused on Help for ukrainian refugees, Improving quality of life and Mobility&Housing https://kosice2.sk/novinky/category/hackathony/ DEKK Institute organized hackathon focused on citizens values: https://dekk.sk/sk/hackathon/ Conference Open Data in Czechoslovakia: https://www.youtube.com/watch?v=OKtEoR1vg_4;;;;15
27b;a mix of the above;MIRRI, local governments (Košice, Prešov), NGOs (Alvaria, Slovensko.Digital, DEKK, Utopia);;;;N/A
D2;;;;;;590
D2.1;;;;;;170
28;yes;"There is not the one and strict definition of the term ""open data re-use"" but  re-use is mentioned in each strategic document in area of open data. Mostly, it refers to the activities when open data are creatively used by NGO, private sector, universities to create innovatiove solutions (app, analysis, software) for citizens that generate addtional value on sector data. Re-use is also connected with benefits such as transparency, efficiency and innovations.   https://www.mirri.gov.sk/wp-content/uploads/2018/10/SP_Otvorene_udaje_schvalena-2.pdf";;;;10
29;Yes, there is a strong focus;Approved National OGP Action plan 2022-23 contains commitment for MIRRI and Plenipotentiary for development of the civil society to propose methodology how to measure and map impact of releasing/re-using open data on different segment of society (economy, political environment, inclusion of marginalized groups, environment) and conduct a pilot mapping/measuring. Additionally, new open data portal aiming to integrate analytical tools to track better what data are most valuable for users. Activities concering open data impact and reuse stared in november 2022, several workshops with data stewards and experts were organized, workshops are focused on different areas, first and second workshop were focused on what we need to know on users of open data and how measure reuse. On every workshop there are guests who present  different reuse cases (for example Transparency International Slovakia, UVOSTAT, Dnes dýcham) https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829238 Methodology for measure of open data impact and reuse is in draft version, to be complete in June 2023. Methodology implement several activities, including interviews with data reusers, systematic way of collecting reuse cases, etc.  https://wiki.vicepremier.gov.sk/download/attachments/101829221/metodika_26042023.docx?version=2&modificationDate=1683203213927&api=v2;;;;15
30;yes;Registration of open data use cases at https://data.gov.sk/apps, workshops mentioned in Q.29.;;;;20
31;yes;Workshops mentioned in Q.29 - data stewards are consulted before workshop to identify open data reuse in their area of interest. New methodology on open data impact also counts with data stewards on public bodies as source of information and monitoring on open data reuse.;;;;20
32;yes;Yes, analytical tools will be implemented on new open data portal to track usage of HVD and what topics are the most popular. Additionally, topic on usage and publishing HVD will be incorporated into annual Analysis of publishing datasets on data.gov.sk We had several  meetings with members of public body administration to introduce HVD topic including monitoring.;;;;15
33;yes;Methodology for measure of open data impact and reuse was published in August 2023 (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829221&preview=/101829221/134155049/metodika_dopad_otvorenych_dat_final.docx)*. Methodology implement several activities, including interviews with data reusers, systematic way of collecting reuse cases, etc. Methodology of open data impact contains this definition: Based on these analyses, under the impact of open data we understand the positive impacts on various areas of society, which are associated with the processing of open data in the form of analyses, applications, dashboards, maps, visualizations and other products that have a positive impact on society, e.g. by increasing awareness and information about important topics, positive economic effects, increasing efficiency, transparency, accountability, etc. *updated;Has there been an update on this draft version?;;;20
34;yes;Methodology for measure of open data impact and reuse was published in August 2023 (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829221&preview=/101829221/134155049/metodika_dopad_otvorenych_dat_final.docx)*. Methodology implement several activities, including interviews with data reusers, systematic way of collecting reuse cases, etc. *updated;Has there been an update on this draft version?;;;30
35;yes;There is study on economic vale of open data conducted by KMPG for MIRRI in 2023. Study uses methodology from EDP study on economic impact of open data and applies it to Slovakia: https://data.europa.eu/sites/default/files/the-economic-impact-of-open-data.pdf According to the study, size of data market is estimated to 1,4 mld. EUR in 2023 and number of employees indirectly and directly connected with open data to be 7 127 in 2023.;;;;25
36;yes;NGO Alvaria focus is on creating impact (via projects on universities, schools, creating use cases, newsletters, meetings of Open Data Sieť), MIRRI participates in this activities. MIRRI and Alvaria are also connected via contracting employee of Alvaria for MIRRI. NGO Slovensko.Digital runs forum where everyone can ask community for open data, inform on use cases or ask questions how to get data for their project. https://platforma.slovensko.digital/ National Open Data team members are also present on this forum.;;;;15
D2.2;;;;;;100
37;yes;N/A;;;;40
37.1;Yes;Office of Pleninpotentiary of Slovak government for the development of the covil society creates annual Report on the state of open data which is based of analytics data (number of users, number of downloads, etc.);;;0;
37.2;No;;;;0;
37.3;No;;;;;
37.4;Yes;Open Data Impact series of workshops. (see Q.29);;;0;
37.5;No;;;;0;
38;Yes;N/A;;;;40
38.1;Yes;There is informal working group Open data at MIRRI that consists also from members of civil society, business and other data professionals. Via this meetings, Data Unit gathers feedback from data users on specific topics. ;;;0;
38.2;No;;;;0;
38.3;Yes;Annual survey on the most requested datasets and API among data users is made by Pleninpotentiary of Slovak government for the development of the covil society in cooperation with Data Unit at MIRRI (since 2015) Data Unit communicates open data topic at platforma.slovensko.digital that is well-known discussion forum where IT proffesionals with the interest in data and e-government meet. There is a specific thread dedicated to the development of the new open data portal - every important milestone is consulted https://platforma.slovensko.digital/t/dennik-np-opendata-2-0/7933?page=2 Information about opportunity to engage into consultations dedicated to the specificationof technical and non technical requirements on new open data portal has been published at data.gov.sk. Open Data Impact series of workshops. (see Q.29);;;0;
39a;Yes;Reuse cases is gathered throught national open data portal (data.gov.sk) and workshops on open data impact (see Q.29).;;;;20
39b;No;;;;;0
D2.3;;;;;;320
D2.3a;;;;;;80
40;yes;Impact will by monitored in accordance wih Methodology for measure of open data impact and reuse which has tools for mapping and measuring impact (interviews, gathering reuses, metrics, etc.). Methodology for measure of open data impact and reuse was published in August 2023 (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829221&preview=/101829221/134155049/metodika_dopad_otvorenych_dat_final.docx)*. Some inputs are available from series of workshops on open data impact (via Jamboard and discussion) Workshop n. 4 https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829238. Information on impact are available from presentations of data reusers (https://wiki.vicepremier.gov.sk/download/attachments/101829238/PPT_TIS%5B22739%5D.pptx?version=1&modificationDate=1683275779177&api=v2 - slides 7,9,11,12, https://wiki.vicepremier.gov.sk/download/attachments/101829238/uvostat.pptx?version=1&modificationDate=1683275741427&api=v2 - slides 6-13)* *updated Response to reviewer: Public office tend to copy NGO data project, because it is well designed (judical decisions). Data are used by academy, students, attorneys, journalists, public. There are 100 different referers who refer to public procurement data (UVOSTAT): media, public offices, NGOs, cities, self-governing regions, private companies;Has there been an update on this draft version? Are there any measurements/data available on the impact of open data relating to governmental challenges?;Thank you for the updated answer. Could you kindly summarise the intermediate results of the study?;;20
41;yes;"1) Uvostat.sk - portal that analyses open data on public procurement of the central government bodies, government companies and institution. By analysing and visualisation of data, public purchases are more transparent and understandable (the most successful companies (contractors), the """"biggest"""" government buyers and the scope of missbehavior is limited.  https://uvostat.sk/topstatistiky Uvostat makes also various type of analyses about efficiency of public spending/ or potential biases based on the data on public procurements https://uvostat.sk/blog Project is operated by volunteer, programator and activist Miroslav Babič. )
2) www.Zindex.sk is a tool for analysing public procurement  data. Based on data, it measures how transparently and efficient  particular contracting authority has acted. Zindex compares individual contracting authority and gives them feedback - where they thrive and where they have reserves. It analyses public procurements of contral government organizations, self-governing regions and other public administration bodies. Based on evaluation, it creates various rankings https://www.zindex.sk/category/detail/KRAJ/11/";;;;15
42;yes;"1) The project otvorenesudy.sk (The open courts) by Transparency international Slovakia. The Open Courts project is a contribution to improving the debate on the Slovak judiciary in three ways: improves the availability of data on the activities and performance of courts and judges, interconnects this data and allows comparison, it does so in an targeted manner - at the level of individual judges and courts."" Via analyses of open data, Transparency was able to identify family connection among juries (possible conflict of interest) , quality of judicial decisions by appeal, speed, etc. Project contributes to the ongoing judicial reform. 2) Uvostat - see above, 3) Zindex - see above.";;;;15
43;yes;Banská Bystrica self governing region used open data widely in analysis and data bases for Plan of economic and social developent for 2022-2030 https://www.bbsk.sk/phsr-bbsk-2022-2030 Data base: https://old.bbsk.sk/%C3%9Arad/Organiza%C4%8Dn%C3%A9jednotky%C3%9AraduBBSK/Oddeleniestrat%C3%A9gi%C3%ADaanal%C3%BDz/Integrovan%C3%A1%C3%BAzemn%C3%A1strat%C3%A9giaBBSKnaroky2021-2027/D%C3%A1tov%C3%A9podklady.aspx;;;;15
44;yes;According to information gathered from Finstat, several tens of public bodies use Finstat (www.finstat.sk) services for its daily operations and decision-making (checking supliers, gathering information on companies, market research, financial data from financial statements processing etc.). Response to reviewer: No specific uses has been researched yet. Response to reviewer: One of ministries used Finstat data during covid-19 pandemy to estimate impact on companies and setting up covid help scheme (we cannot name specific ministry because it is trade secret). One of analytical units (https://www.mfsr.sk/sk/financie/hodnota-za-peniaze/analyticke-jednotky/prehlad/) use Finstat data for their financial analyses (we cannot name specific unit because it is trade secret).;;For this question,  please provide specific reuse case example with impact on government decision-making;;15
D2.3b;;;;;;80
45;yes;Impact will by monitored in accordance wih Methodology for measure of open data impact and reuse which has tools for mapping and measuring impact (interviews, gathering reuses, metrics, etc.). Methodology for measure of open data impact and reuse was published in August 2023 (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829221&preview=/101829221/134155049/metodika_dopad_otvorenych_dat_final.docx).* Some inputs are available from series of workshops on open data impact (via Jamboard and discussion). Workshop n. 3 https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101829238 Information on impact are available from presentation of Roma Atlas: https://wiki.vicepremier.gov.sk/download/attachments/101829238/Atlas_prezentacia.pptx?version=1&modificationDate=1678799380283&api=v2 - slides 12-13* *updated Response to reviewer: Data from Atlas are used for different purposes: setting national policies, using european funds, evaluation of the impact of policies;Has there been an update on this draft version? Are there any measurements/data available on the impact of open data relating to social challenges?;Thank you for the updated answer. Could you kindly summarise the intermediate results of the study?;;20
