Tabelle 1
country_code;country_name;country_group;question_id;cross_year_id;question;dimension;indicator;response;decision;awarded_score;max_score;explanation;
SK;Slovakia;eu27;P10-b;P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";policy_dimension;policy_framework;yes;confirm;20;20;"Data inventory has to contain also records on datasets that cannot be published with the reason why (e.g. Privacy and personal data protection, Commercial confidentiality; 
Statistical confidentiality; National security, defence, and public security; Intellectual property. ) Data Unit at MIRRI has created a model structure of data inventory and published it online https://datalab.digital/wp-content/uploads/Inventar_otvorenych_udajov.ods with additional description https://datalab.digital/verejna-sprava/otvorene-udaje-verejnej-spravy/informacia-k-plneniu-ulohy-b18/  Methodology for data inventories https://www.mirri.gov.sk/wp-content/uploads/2018/10/Dodatok-c.-1-k-Metodickemu-pokynu-k-Vynosu-o-standardoch-552014-ilovepdf-compressed.pdf
";
SK;Slovakia;eu27;P11;P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";policy_dimension;policy_framework;yes;complement;40;40;"2025:
We prepared DCAT_AP_SK standard which is in accordance with DCAT_HVD. 
https://htmlpreview.github.io/?https://github.com/slovak-egov/centralny-model-udajov/blob/develop/tbox/national/dcat-ap-sk/index.html 
Our central portal data.slovensko.sk use SparqlEndPoint for harvesting  a local portal. We provide information regarding HVD datasets on our methology portal. https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20056861/7.+HVD+-+Datasety+s+vysokou+hodnotou
2024:
We prepared DCAT_AP_SK standard which is in accordance with DCAT_HVD. 
https://htmlpreview.github.io/?https://github.com/slovak-egov/centralny-model-udajov/blob/develop/tbox/national/dcat-ap-sk/index.html 
Our central portal data.slovensko.sk use SparqlEndPoint for harvesting  a local portal. We provide information regarding HVD datasets on our methology portal. https://wiki.vicepremier.gov.sk/display/opendata/7.+HVD+-+Datasety+s+vysokou+hodnotou
";
SK;Slovakia;eu27;P12;P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";policy_dimension;policy_framework;yes;complement;20;20;"2025:
Local catalogs of institutions that process datasets metadata according to the DCAT_HVD standard have been created.
2024:
National portal has a funkcionality to denote a HVD datasets.";
SK;Slovakia;eu27;P13;P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";policy_dimension;policy_governance;yes;complement;40;40;"2025:
yes, Data unit at Ministry of investments, regional development and infomatization of Slovak republic holds regural working group https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20057068/12.+Pracovn+skupiny+pre+otvoren+daje Members of working group are national open data team, data stewards or officers from public offices (including local self governments) and experts (including NGO). Memebers are not officially appointed but rather added to mailing list.  All working groups meetings are online and recordings are published on Youtube. It is not determined how often should meetings occur, typically there are at least 3 meetings per year. Agenda is set by the national open data team. This working group also provides feedback to important documents (methodologies, analyses, call for proposals)
2024:
yes, Data unit at Ministry of investments, regional development and infomatization of Slovak republic holds regural working group https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101824241 Members of working group are national open data team, data stewards or officers from public offices (including local self governments) and experts (including NGO). Memebers are not officially appointed but rather added to mailing list.  All working groups meetings are online and recordings are published on Youtube. It is not determined how often should meetings occur, typically there are at least 3 meetings per year. Agenda is set by the national open data team. This working group also provides feedback to important documents (methodologies, analyses, call for proposals)";
SK;Slovakia;eu27;P14;P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";policy_dimension;policy_governance;hybrid;confirm;0;0;There are inititives from providers, local municipalities, NGOs and also from national open data team.;
SK;Slovakia;eu27;P15;P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";policy_dimension;policy_governance;yes;confirm;20;20;Local data stewards and officers are members of working group mentioned in P13. They can create local catalogs, which can be harvested on national open data portal (https://data.slovensko.sk/lokalne-katalogy). They can also use funds from Data Management proposals for financing their open data publication (https://mirri.gov.sk/projekty/projekty-esif/operacny-program-integrovana-infrastruktura/prioritna-os-7-informacna-spolocnost/vyzvania-a-vyzvy/vyzva-c-opii-2021-7-15-dop/). We also help them with our Publication Minimum initiative (set of recommended datasets which they can publish with defined structures) https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=67152323. They can also use fast grants (Recovery plan) to organize hackathons  (https://www.planobnovy.sk/aktuality/mirri-zverejnilo-novu-vyzvu-na-hackathony/).;
SK;Slovakia;eu27;P16;P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";policy_dimension;policy_governance;approximately half of the public bodies;complement;10;20;"2025:
Publishers on national portal: cities Myjava, Vranov nad Topľou, Stará Turá, Tvrdošín, Tstená, Komárno, Senica, Svidník, Trebišov, Liptovský Mikuláš, Levoča, Trnava, Levice, Nové mesto nad Váhom, Banská Bystrica, Kežmarok, Prešov, Zvolen, Bratislava, regions Trnava self-governing region, Prešov self-governing region, Nitra self-governing region
2024:
Following self-governing regions and municipalities are providing open data: 
Bratislava,https://opendata.bratislava.sk/ 
Prešovský samosprávny kraj,https://www.po-kraj.sk/sk/open-data/; https://geopresovregion.sk/
Košický samosprávny kraj,https://www.geoportalksk.sk/
Prešov,https://egov.presov.sk/
Žilina,https://egov.zilina.sk/ 
Košice,https://opendata.kosice.sk/ 
Malacky,https://egov.malacky.sk/
Hlohovec,https://egov.hlohovec.sk/ 
Trnava,https://egov.trnava.sk/ 
Skalica,https://klient.skalica.sk/
Nitra,https://klient.nitra.sk/
Banská Bystrica,https://egov.banskabystrica.sk/ 
Trenčín,https://trencin.sk/samosprava/transparentny-trencin/opendata-trencin/ 
Humenné,https://egov.humenne.sk
Jaslovské Bohunice,https://smart.jaslovske-bohunice.sk/ 
Levice,https://egov.levice.sk/ 
Modra,https://egov.modra.sk/ 
Martin,https://egov.martin.sk/
Rožňava,https://egov.roznava.sk/
Pezinok,https://egov.pezinok.sk/ 
Kežmarok,https://egov.kezmarok.sk/ 
Bratislavský samosprávny kraj,https://bratislavskykraj.sk/opendata/
Poprad,https://egov.poprad.sk/
Nitriansky samosprávny kraj,https://data.gov.sk/en/organization/1019b3a2-3a12-4b4e-9f5d-46df67a0080d There are approx. 3000 regional public bodies in Slovakia (vast majority are small villages) From cities, approx. half of public bodies publish open data: https://www.alvaria.sk/hodnotenie-mestskych-otvorenych-dat/";
SK;Slovakia;eu27;P17;P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";policy_dimension;policy_governance;yes;complement;20;20;"2025:
https://mirri.gov.sk/wp-content/uploads/2024/12/OP-MIRRI_v-zneni-Dodatku-c.-3_1.1.2025_web.pdf, page 93 (Organisational structure of Ministry of Investments, Regional Development and Informatization of the Slovak Republic)
2024:
https://datalab.digital/legislativa/pravna-uprava-postavenia-datoveho-kuratora/";
SK;Slovakia;eu27;P18;P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";policy_dimension;policy_governance;yes;complement;20;20;"2025:
Since January 2024, national open data team (MIRRI) is responsible for maintaining and development of national open data portal. 
2024:
Since January 2024, national open data team (MIRRI) is responsible for maintaining and development of national open data portal. This may change in the future.";
SK;Slovakia;eu27;P19;P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";policy_dimension;policy_governance;yes;complement;20;20;"2025:
Resolution of the Government of the Slovak republic no. 346/2017 defined obligation for the ministries to appoint the position of Data stewards (curator) in organizations. List of data stewards is available at data.slovensko.sk as open data https://data.gov.sk/dataset/datovi-kuratori-2022-11-02 . Within mentioned Resolution, recommended job description for data stewards has been introduced and its publicly available here https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20054044/Z+kladn+inform+cie+pre+d+tov+ch+kur+torov  Additionally Data stewards are met on a regular bases within dedicated working group and are in touch with open data team to resolve ad hoc issues.https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20057068/12.+Pracovn+skupiny+pre+otvoren+daje They keep track of the obligations in area of open data and are guided how to accomplished them. 
2024:
Resolution of the Government of the Slovak republic no. 346/2017 defined obligation for the ministries to appoint the position of Data stewards (curator) in organizations. Actual list of data stewards is available at data.gov.sk as open data https://data.gov.sk/dataset/datovi-kuratori-2022-11-02 . Within mentioned Resolution, recommended job description for data stewards has been introduced and its publicly available here https://datalab.digital/dq/datovi-kuratori/  Additionally Data stewards are met on a regular bases within dedicated working group and are in touch with open data team to resolve ad hoc issues. https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101824241 They keep track of the obligations in area of open data and are guided how to accomplished them. ";
SK;Slovakia;eu27;P20;P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";policy_dimension;policy_governance;yes;complement;20;20;"2025:
Data stewards are met with open data team and the chief data officier on a regular bases within dedicated working group ""Open Data Stewards"" and are in touch with open data team to resolve ad hoc issues. Records from the working group meetings are published on Youtube: https://www.youtube.com/@datovakancelaria7258/search?query=pracovn%C3%A1%20skupina
2024:
Data stewards are met with open data team and the chief data officier on a regular bases within dedicated working group ""Open Data Stewards"" and are in touch with open data team to resolve ad hoc issues. Records from the working groups here https://www.youtube.com/watch?v=ZEWAidS9d98&list=PL-gI2XViBFbme-xS0l4HmCWkGi9mrEbvP";
SK;Slovakia;eu27;P21;P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";policy_dimension;policy_governance;yes;complement;20;20;"2025:
In October and November 2023, national open data team distributed questionairre on open data impact and use to selected reusers - NGO, academia, businesses. Their answers are used in Open Data impact report (2024). This assessment for 2025 is ongoing.
2024:
In October and November 2023, national open data team distributed questionairre on open data impact and use to reusers - NGO,academia, businesses. Their answers are used in Open Data impact report (2024).";
SK;Slovakia;eu27;P22;P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";policy_dimension;policy_implementation;yes;confirm;20;20;Resolution of the Government of the Slovak republic no. 346/2017 defined obligation for the ministries to create their open data publication plans https://www.slovensko.sk/_img/CMS4/strategia_otvorene_udaje.pdf (see p. 48, 17-19);
SK;Slovakia;eu27;P23;P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";policy_dimension;policy_implementation;yes;confirm;20;20;Regular monitoring via working groups. Some of the open data policies/strategies set up KPIs to enable monitoring (e.g. Strategic priority of Open data);
SK;Slovakia;eu27;P24;P24;"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";policy_dimension;policy_implementation;yes;confirm;20;20;"yes, there are updates every few years, 2016, 2021, ...    On the basis of § 9 par. 1 letter a) Act 95/2019 on information technologies in public administration is the Ministry of investments, reg. development and informatization obligate to update and submit National Strategy of the informatization of the public administration to Government of Slovakia. The material is commented by professional working groups and in the interdepartmental comment procedure. Inputs to the strategy are generated by state administration bodies, local governments, the third sector, and an important input are planned international strategies and projects.
";
SK;Slovakia;eu27;P25;P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";policy_dimension;policy_implementation;yes;complement;20;20;"2025:
Slovak parliament adopted amendment of Freedom of Information Act which allowed public bodies to charge if extremely extensive information search is needed. This amendment was stopped by Constitutional court in March 2025.
2024:
According to Freedom of Information Act (https://www.slov-lex.sk/pravne-predpisy/SK/ZZ/2000/211/ § 21) all information shall be available free of charge, only marginal cost can be charged (such as cost of copying, cost of technical mediums or postal costs). Every public body shall have its own directive on providing information according to act and on charged fees. (f.e. Ministry of Finance - https://www.mfsr.sk/sk/verejnost/informacny-servis/poskytovanie-informacii/smernica-zabezpeceni-slobodneho-pristupu-k-informaciam-podmienkach-mf-sr/, https://www.mfsr.sk/sk/verejnost/informacny-servis/poskytovanie-informacii/sadzobnik-spravnych-poplatkov/, marginal cost are not charged if less than 6,64 EUR). If any unjustified fees are charged, these requirements can be reviewed by a court.";
SK;Slovakia;eu27;P26-a;P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";policy_dimension;policy_implementation;n/a;change;0;0;1) The lack of human resources and capacities to publish data 2) the low level of impact (or lack of evidence on impact), 3) quality of published datasets;
SK;Slovakia;eu27;P26-b;P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specify what is hampering finding a strategic approach to solve these challenges.";policy_dimension;policy_implementation;yes;change;0;0;1) Strategy of informatization of the public administration 2021 contains a commitment to provide methological, technical, educational support to public bodies 2) We created Impact methodlogy, Open Data impact report, we communicate with reusers, national portal contains new tools to share application, give request, comment and like datasets 3) Guidelines for quality, reports, meetings with providers, metadata quality page (https://data.slovensko.sk/kvalita-metadat), SPARQL, icons indicating quality problems;
SK;Slovakia;eu27;P27;P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";policy_dimension;policy_implementation;yes;complement;20;20;"2025:
Trainings (https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20054256/Bezplatn+kolenia+pre+otvoren+daje, last training was focused on HVD and data services), working groups (P13), methodology portal (https://slovak-egov.atlassian.net/wiki/spaces/opendata/overview?homepageId=20054027), individual meetings with open data stewards and officers, there are mainly focused on quality of published datasets (https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20054520/Merania+kvality+otvoren+ch+dajov, last meeting was with National Forest Centre)
2024:
trainings (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101822636, last training was focused on interoperability - knowledge graphs, semantic interoperability), working groups (P13), methodology portal (https://wiki.vicepremier.gov.sk/display/opendata), individual meetings with open data stewards and officers, there are mainly focused on quality of published datasets (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=101838399, last meeting was with Ministry of Economy)";
SK;Slovakia;eu27;P28;P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";policy_dimension;policy_implementation;yes;complement;20;20;"2025:
There is series of trainings for public servants available on Youtube: https://www.youtube.com/@datovakancelaria7258 Since May 2023, there was 9 trainings organized.
2024:
There is series of trainings for public servants available on Youtube: https://www.youtube.com/@datovakancelaria7258 Since May 2023, there was 7 trainings organized.";
SK;Slovakia;eu27;P29;P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";policy_dimension;policy_implementation;yes, >9;complement;20;20;"2025:
1) Hackathons - 8 events from September 2024 https://hacknime.to/ 2) Qgis User conference - https://inspire.gov.sk/podujatie/qgis-user-conference-2024 3) Inšpirujme sa conference (https://inspire.gov.sk/podujatie/inspirujme-sa-2024, collaboration with Czech republic)
2024:
Trnava self governing region organised training for its around 300 employees, Ministry of environment organised 1 conference (https://inspire.gov.sk/podujatia/historia#Konferencie)  a 1 workshop (https://inspire.gov.sk/podujatia/historia#Workshopy), City of Prešov with MIRRI organised Digital twin hackathon (https://www.hacknime.to/digitalne-dvojca-mesta-presov/), Košice self governing region organised conference EastGIS (https://www.geoportalksk.sk/home/konferencia-eastgis-2023-potencial-vyuzitia-gis-pre-regionalny-rozvoj/), The Office of the Plenipotentiary for the Development of the Civil Society with MIRRI organized workshop collecting reuqests for open data (https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=134160141) NGO Alvaria organized 12 workshop for high school students on open data and visualisation (https://www.alvaria.sk/realizovali-sme-projekt-spoznaj-otvorene-data-urceny-pre-stredne-skoly/)";
SK;Slovakia;eu27;PT1;PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";portal_dimension;portal_features;yes;confirm;20;20;yes, data.slovensko.sk;
SK;Slovakia;eu27;PT2;PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";portal_dimension;portal_features;n/a;confirm;0;0;DCAT, SPARQL, Linked Pipes;
SK;Slovakia;eu27;PT3;PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";portal_dimension;portal_features;yes;confirm;10;10;https://data.slovensko.sk/api/sparql?query= API is provided via SPARQL request, no additional API is available.;
SK;Slovakia;eu27;PT4;PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";portal_dimension;portal_features;yes;confirm;10;10;yes, data.slovensko.sk/sparql;
SK;Slovakia;eu27;PT5;PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";portal_dimension;portal_features;yes;complement;10;10;"2025:
Technical support on the main page, https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20054419/Poskytuje+port+l+data.slovensko.sk+API+na+strojov+z+skavanie+otvoren+ch+dajov
2024:
Technical support on the main page, https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=155320435";
SK;Slovakia;eu27;PT6;PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";portal_dimension;portal_features;yes;complement;10;10;"2025:
Technical support on the main page, https://slovak-egov.atlassian.net/wiki/spaces/opendata/pages/20054363/D+tov+dotazy+na+NKOD

https://data.slovensko.sk/sparql
2024:
Technical support on the main page, https://wiki.vicepremier.gov.sk/pages/viewpage.action?pageId=155320433";
SK;Slovakia;eu27;PT7;PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.  ";portal_dimension;portal_features;yes;confirm;10;10;Any organization with eID can register on national open data portal as publisher. This includes NGOs, companies, universities, etc. There are 2 ways of registration new publisher - statutary officer can registrate new publisher via simple form or administrators of national open data portal. Users can be invited by administrator of publisher or administrators of national open data portal. Users need eID to login into portal.;
SK;Slovakia;eu27;PT8;PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";portal_dimension;portal_features;yes;confirm;10;10;Technical support on the main page, e-mail contact opendata@mirri.gov.sk;
