P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Not Applicable;;;;;;;
;1.2 Governance of open data;;;;;;;;;;;
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;MINISTRY OF STATE FOR PUBLIC ADMINISTRATION AND ANTI-CORRUPTION. It is the government structure to which the competence for gathering the group/open data stakeholders for open governance has passed.;;;;;;
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";hybrid;The open data strategy and implementation is in high-level led by the Minister of State for Standarts and Services, which monitors all institutions resposible for OGP and open data, according the national OGP Plan. In technical terms, the National Agency of Information Society is the technical and implementing institution of the opendata.gov.al portal, which centralizes the way open data is gathered and published. The institutions are owners of the data and they are responsible for approving the publication of their data on the portal.;Confirm;;;;;;;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;No;During the meetings held and those scheduled for the future, the emphasis on national-level support for enhancing outcomes related to open data has been consistently highlighted.;;;;;;
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";few public bodies;Some municipalities have their own opendata initiatives and data published;Confirm;;;;;;;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;"https://ogp.gov.al/artikull/takimi-i-komitetit-shumepalesh-11112022

https://ogp.gov.al/uploads/2022/12/Order%20OM_Nr%20145_dt%2020%2012%202021_on%20OGP%20Commite_eng.pdf                                  
 Accessing this link, will direct you to the Prime Minister order according to the creation and responsibilities of the Open Data Team.";Confirm;;;;;;;;
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Embedded within this operational framework is the presence of a dedicated maintenance company, entrusted with the pivotal task of upholding the optimal performance and seamless operation of the portal. This distinct maintenance entity operates under a well-defined Service Level Agreement (SLA) that delineates the specific parameters and standards by which its responsibilities are executed. It is important to underscore that this maintenance company's role is distinctly separate from that of the open data team, indicating a deliberate separation of duties. While the open data team remains primarily engrossed in the tasks associated with dataset curation, publication, and engagement, the maintenance company assumes the critical responsibility of safeguarding the portal's technical robustness, ensuring its sustained functionality, and providing essential technical support when required.
===
The National Agency of Information Society, as the implementing authority of the opendata.gov.al portal has apppointed contact persons who communicate regularely with other institutions' contact persons to ensure the increase of the datasets number. On the other hand, the agency is in close collaboration with the Prime Minister's Office which leads the process in high level, concludes the annual reports oand other documentation n OGP which are published to the opendata.gov.al. The communication is mainly electronic and there are also in-person meetings happening, which usually gather the whole OGP inter-institutional team, sharing information and experience on the implementation of the OGP plan.";Confirm;;;;;;;;
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;"For central level coordination of key institutions and management of the entire process, the IPMG of GG&PA works with Thematic Groups (ThG) that are inter-ministerial working groups established in order to coordinate and monitor reforms and related actions in a particular subsector within the ""broad-based"" sector covered by IPMG.";Confirm;;;;;;;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"The National Agency of Information Society coordinates with all points of contacts from the public institution on the publication of their open data to the portal. Furthermore, beginning in 2023, we will start conducting an Open Data Readiness Assessment and an inventory of datasets in line ministries, by supporting the publishing of data by selected line ministries on the Open Data Portal (select institutions that have relevant ICT systems for publishing data and that agree to publish)
The Open Data Portal will be upgraded for usability and interface.  We will work on equipping the Open Data portal with the data and functionalities to use the latest innovations in Data Collection, Data Analysis, Data Projection and Data Outreach (such as gaming, visualization, linking to social media, and so on), to make it more accessible and user-friendly.
On the promotion of the usage, communications and outreach to increase usage of Open Data to encourage economic activities (academic, business, data analytics start-ups) and increased accountability will be performed.";Confirm;;;;;;;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";no;;Confirm;;;;;;;;
;1.3 Open data implementation;;;;;;;;;;;
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"NAIS worked during 2018 for the implementation of two open access portals: http://opendata.gov.al/ and http://ogp.gov.al/. Until now, the portal provides open data in the fields of health, treasury, budget, customs, education, business and much more, and NAIS is constantly working on the exposure of other data. There was a publication plan for the open data already published on the portal. It is foreseen to be defined again after the open data readiness assessment which will be done in 2024.
We do not possess a publicly available URL for the data publication plans";Confirm;;;;;;;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;Annual reports on OGP plan monitoring;Confirm;;;;;;;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;"Albania has approved Law no. 33/2022 ""On open data and reuse of public sector information"", which is partially aligned with Directive (EU) 2019/1024 of the European Parliament and of the Council, dated June 2, 2019 ""On open data and reuse of public sector information"". This law entered into force on 29.04.2023.                           
The strategy is revised every two years, incorporating the latest action plan contributed by various ministries and institutions. The Ministry of Public Administration and Anticorruption is responsible for coordinating with all the ministries and institutions involved in the strategy to provide the most recent updates.";;;;;;
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";I don't know; We want to emphasize that all the data accessible through our portal comes at no expense whatsoever. It's also worth noting that there exist institutions that do provide data openly but for a fee, and it's important to highlight that these particular datasets are not present within our portal's offerings.;Change;Yes;"Law no. 33/2022 ""On open data and reuse of public sector information"" in Article 10 ""Cost of reuse"" provides that:
1. Reuse of documents, as a rule, is offered free of charge.
2. Reuse of documents may be made against a fee to cover additional costs for reasons of reproduction, provision of distribution of documents, for anonymization of personal data, as well as for measures taken to protect trade secret information.
3. Exceptions to the provision of documents free of charge:
a) public sector bodies, which, according to the special legislation for their operation, provide income to cover a significant part of the costs related to the performance of their public duties;
b) libraries, including university libraries, museums and archives;
c) public enterprises.
 4. The income from providing and allowing the reuse of documents cannot be higher than the administrative cost for the collection, production, reproduction, distribution and storage of data, and, in cases where it is applicable, the anonymization of personal data and measures taken to protect trade secret information.
5. For each case where the fee is applied, the methodology, measure and use of the fee must be determined by a decision of the Council of Ministers. The public sector body that applies fees for the right of reuse makes it public on its website, as well as on the unique government open data portal.
Article 17 ""Reuse of specific sets of high value data"" point 4 provides:
4. By decision of the Council of Ministers, public sector bodies may be exempted from the obligation to provide high-value data free of charge for a period not longer than 2 years, in the event that their free provision will had a substantial impact on the budget of these bodies.
From the monitoring carried out so far by the Commissioner for the Right to Information, it results that only some public sector bodies have approved costs for the data they provide. This is provided for in their specific legislation, which must be adapted to the provisions of the law on open data.";;;;;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;Some institutions are not willing to collaborate so this is the main Organisational challenge that we are facing for the moment. More promotion needs to be made to ensure visibility of the portal and raise awareness of its existence. Another challenge is the quality and availability of data. Some government agencies may be reluctant to share data due to concerns about data privacy and security, and there may be inconsistencies in data quality across different agencies.;Confirm;N/A;;;;;;;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;Persistent reminders via email or during meetings have been made.;Confirm;;;;;;;;
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;"This will be part of the project with the World Bank more specifically the points below:                              1.Produce an Inventory of datasets of all line ministries able to support the publishing of data on the Open Data Portal. This will also include clear recommendations, based on agreed criteria, for 5 priority ministries (including their dependent institutions)to publish datasets on the Open Data Portal (Disbursement-Linked Indicator 6 and Intermediate Results Indicator for Year 2 of the PforR implementation); The list of ministries may change during implementation. The list of ministries may change at the discretion of the contracting authority. All parties that will be involved in this contract are expected to respect any such changes should they occur.

2.Provide guidance to priority ministries (including their dependent institutions) on the selection of the appropriate and relevant standard licenses for their open datasets, as defined by the sub legal acts of Law 33/2022. This will facilitate informed decision-making in selecting the most relevant standard licenses and serve as a valuable resource, empowering institutions to navigate the complex landscape of open data licensing effectively.";;;;;;
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;The Albanian School of Public Administration provides various trainings in regards to topics of interest for the public administration, including data. The trainings are conducted by public administration officers in charge of the topic or people from academia, public sector etc.;Confirm;;;;;;;;
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";no;;Confirm;;;;;;;;
