P8;"Does the national strategy/policy outline measures to support the reuse of open data by the public sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"STRATEGY:
- The Programme of the Government includes the chapter “Open Data” stating: „<...> 18. We undertake to make open data a key element in Government decision-making and communication. We will seek to make it serve as the basis in judging the necessity for decisions, in proposing decision mechanisms and in measuring outcomes. Where possible, the Government will make and interpret decisions based on open data <…>”.
- The Government Programme’s implementation plan provides the following action - To integrate data of the existing state information systems, realizing their opening and sandboxes, ensuring centralized data necessary for making decisions, efficient exchange between institutions, and creating a mechanism for anonymization and interconnection of data (deadline – 3rd Quarter 2024)
- Also, Open Government initiative contains measures that promote concepts for data-driven government, policy-making and decision-making 
https://www.opengovpartnership.org/countries/lithuania
https://www.opengovpartnership.org/wp-content/uploads/2021/06/Lithuania_Action-Plan_2021-2023_EN.pdf 

All institutions are required to re-use existing data from official registers and we are trying to deduplicate open data by rating if a data field comes from another dataset [1]. All open data are published as a single API service [2] to make re-use of data as easy as possible.

[1] https://atviriduomenys.readthedocs.io/dsa/level.html
[2] https://get.data.gov.lt/

PROJECTS:
 - In order to speed up the process of data opening in state institutions, strengthen strategic management processes and data literacy, the Government Chancellery performes a project  financed with the funds of the European Union. Employees of the public sector participate in the dedicated trainings. During the implementation of the project, in April and May of 2022, a survey of employees of the ministries and the Government Chancellery was conducted. During it, it was requested to self-assess the knowledge and abilities of open data and its use. The results of the survey showed that a large part of the respondents are not yet sufficiently familiar with open data management, and rate their knowledge and abilities as average. For this purpose, the Government Chancellery acquired open data management practical skills training services. The training that took place in the fall 2022 provided practical skills in open data management. Around 75 employees of the Government Office and ministries participated in these trainings.
https://www.delfi.lt/uzsakomasis-turinys/aktualijos/vyriausybes-kanceliarija-siekia-sparciau-tobulinti-atviru-duomenu-valdyma-90667525
https://www.delfi.lt/uzsakomasis-turinys/premium/duomenu-ir-atviru-duomenu-valdymas-dalis-viesojo-sektoriaus-specialistu-kompetenciju-92395709";Complement;;"STRATEGY:
- The Programme of the Government includes the chapter “Open Data” stating: „<...> 18. We undertake to make open data a key element in Government decision-making and communication. We will seek to make it serve as the basis in judging the necessity for decisions, in proposing decision mechanisms and in measuring outcomes. Where possible, the Government will make and interpret decisions based on open data <…>”.
- The Government Programme’s implementation plan provides the following action - To integrate data of the existing state information systems, realizing their opening and sandboxes, ensuring centralized data necessary for making decisions, efficient exchange between institutions, and creating a mechanism for anonymization and interconnection of data (deadline – 3rd Quarter 2024)
- Also, Open Government initiative contains measures that promote concepts for data-driven government, policy-making and decision-making 
https://www.opengovpartnership.org/countries/lithuania
https://www.opengovpartnership.org/wp-content/uploads/2023/09/Lithuania_Action-Plan_2023-2025_December_EN.pdf 

All institutions are required to re-use existing data from official registers and we are trying to deduplicate open data by rating if a data field comes from another dataset [1]. All open data are published as a single API service [2] to make re-use of data as easy as possible.

[1] https://atviriduomenys.readthedocs.io/dsa/level.html
[2] https://get.data.gov.lt/

PROJECTS:
 - In order to speed up the process of data opening in state institutions, strengthen strategic management processes and data literacy and data use in public sector, the Government Chancellery performed a project  financed with the funds of the European Union. Employees of the public sector participated in the dedicated trainings. During the implementation of the project, in April and May of 2022, a survey of employees of the ministries and the Government Chancellery was conducted. During it, it was requested to self-assess the knowledge and abilities of open data and its use. The results of the survey showed that a large part of the respondents are not yet sufficiently familiar with open data management, and rate their knowledge and abilities as average. For this purpose, the Government Chancellery acquired open data management practical skills training services. The training that took place in the fall 2022 provided practical skills in open data management. Around 75 employees of the Government Office and ministries participated in these trainings.
https://www.delfi.lt/uzsakomasis-turinys/aktualijos/vyriausybes-kanceliarija-siekia-sparciau-tobulinti-atviru-duomenu-valdyma-90667525
https://www.delfi.lt/uzsakomasis-turinys/premium/duomenu-ir-atviru-duomenu-valdymas-dalis-viesojo-sektoriaus-specialistu-kompetenciju-92395709";;;;;;
P9;"Does the national strategy/policy outline measures to support the reuse of open data by the private sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"POLICY:
The Regulations of the Lithuanian open data portal sets conditions for opening data and managing requests on this portal. The Lithuanian open data portal https://data.gov.lt/ allows businesses and the public to conveniently receive and use data managed by public sector institutions on a one-stop basis. It is envisaged that data not published on this portal will be mandatory to open if such a request from data user is received and such data is not confidential. The responsible institution has to answer the requester within 5 working days from the date of submission of the request, what decision has been taken regarding the opening and submission of the requested data to the portal. The essence is simpler and faster communication between business and public sector data holders, as all communication takes place on the portal itself, without the need to write separate requests or inquiries. The business is able to request the missing data directly on the portal, if it cannot be found here. 

PRACTICE:
All data is provided in an easy to use and flexible API servcie [1], where all data are normalized, linked together and provided in various formats. Also we periodically do demos [2] with examples, how data can be used and interpreted. We do demos with experts of a field were data comes from.
[1] https://get.data.gov.lt/
[2] https://www.youtube.com/watch?v=JQ9nFFHpipI&list=PLtptnWie_iVvLbVihFZIvcErEZz4_Vc08

PROJECTS:
Additional funding for empowering the use of open data is planned under EU Structural Funds investments for the period 2021-2027. The project aims to encourage the use of open data by businesses so that demand-driven data from public authorities are used to develop innovative solutions and digital services. Accordingly, the following activities are formulated in the project: 
•	Performance of joint public-private initiatives for the use of open data (show-case of use examples);
•	Business investments in the development of new innovative solutions using open data;
•	Business investments in the development of new digital services using open data;
The activities for the implementation of the measure are performed for the period 2021-2027. Funding is planned to be allocated through a call for proposals, with a joint call for proposals for all three of the above activities.

Generally, Lithuanian legislation does not oblige private businesses to open data, but also does not prohibit it. Business representatives can use all learning material and data opening tools, and some of them open data sets on their own initiative and publish them on the Lithuanian Open Data Portal - https://data.gov.lt/dataset/automatizuotu-buitiniu-vartotoju-valandiniai-duomenys-agreguoti-pagal-regiona.";Complement;;"""POLICY:
The Regulations of the Lithuanian open data portal sets conditions for opening data and managing requests on this portal. The Lithuanian open data portal https://data.gov.lt/ allows businesses and the public to conveniently receive and use data managed by public sector institutions on a one-stop basis. It is envisaged that data not published on this portal will be mandatory to open if such a request from data user is received and such data is not confidential. The responsible institution has to answer the requester within 5 working days from the date of submission of the request, what decision has been taken regarding the opening and submission of the requested data to the portal. The essence is simpler and faster communication between business and public sector data holders, as all communication takes place on the portal itself, without the need to write separate requests or inquiries. The business is able to request the missing data directly on the portal, if it cannot be found here. 

PRACTICE:
All data is provided in an easy to use and flexible API servcie [1], where all data are normalized, linked together and provided in various formats. Also we periodically do demos [2] with examples, how data can be used and interpreted. We do demos with experts of a field were data comes from.
[1] https://get.data.gov.lt/
[2] https://www.youtube.com/watch?v=JQ9nFFHpipI&list=PLtptnWie_iVvLbVihFZIvcErEZz4_Vc08

PROJECTS:
Additional funding for empowering the use of open data is planned under EU Structural Funds investments for the period 2021-2027. The project aims to encourage the use of open data by businesses so that demand-driven data from public authorities are used to develop innovative solutions and digital services. Accordingly, the following activities are formulated in the project: 
•	Performance of joint public-private initiatives for the use of open data (show-case of use examples);
•	Business investments in the development of new innovative solutions using open data;
•	Business investments in the development of new digital services using open data;
The activities for the implementation of the measure are performed for the period 2021-2027. Funding is planned to be allocated through a call for proposals, with a joint call for proposals for all three of the above activities. First call „Use of open data“ was published in 11.2023-04.2024, funding – 6 000 000 EUR. There were received 99 applications from private sector. These applications are beeing ranked and in the begining of 2024 autumn will be signed contacts.

Generally, Lithuanian legislation does not oblige private businesses to open data, but also does not prohibit it. Business representatives can use all learning material and data opening tools, and some of them open data sets on their own initiative and publish them on the Lithuanian Open Data Portal - https://data.gov.lt/dataset/automatizuotu-buitiniu-vartotoju-valandiniai-duomenys-agreguoti-pagal-regiona.""";;;;;;
P10-a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

For Explanation:
* If yes, please briefly specify.";yes;"POLICY:
The legal amendments address obligations on opening relevant data and seek to increase reuse of publicly funded information and to bring the legislative framework up to date with the advances in digital technologies. The Law on the Right to Receive Information and Reuse of Data (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/77d2b640dd6711eb866fe2e083228059?positionInSearchResults=0&searchModelUUID=cc1dc85c-32fd-4295-a64c-b3ba508bc7fe) establishes Data opening model which obliges institutions to inventory their data to know what data are owned by the State and open data on user demand (Article 15 of the Law). ";Confirm;;;;;;;;
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"PROJECTS:
 - In the begining of 2023, the State Data Agency started performing a project ""Integration of state data into the Data lake"" financed from the Recovery and Resilience Facility plan. Until 2026 summer, all the most important data managed by the state will be inventoried and integrated into a common data lake - the State Data Management Information System (VDV IS). In this space, data is managed from the beginning - its collection - to the end - use for legitimate purposes and opening in the Lithuanian open data portal. More than 18.7 million euros have been earmarked for this purpose.
https://eimin.lrv.lt/lt/naujienos/1-mlrd-lietuvos-ekonomikai-valstybes-duomenu-integracijai-i-duomenu-ezera-beveik-19-mln-euru
https://www.stat.gov.lt/projektas-valstybes-informaciniu-istekliu-integravimas-i-duomenu-ezera

POLICY:
 - It is decided that the State Data Agency will permorm functions as competent body under Article 7 of DGA to assist the public sector institutions which grant or refuse access for the re-use of certain categories of protected data. Currently, the project of legal act authorizing the State Data Agency to act as a competent body is under preparation.";Complement;;"PROJECTS:
 - Since the begining of 2023, the State Data Agency has been performing a project ""Integration of state data into the Data lake"" financed from the Recovery and Resilience Facility plan. Until 2026 summer, all the most important data managed by the state will be inventoried and integrated into a common data lake - the State Data Management Information System (VDV IS). In this space, data is managed from the beginning - its collection - to the end - use for legitimate purposes and opening in the Lithuanian open data portal. More than 18.7 million euros have been earmarked for this purpose.
https://eimin.lrv.lt/lt/naujienos/1-mlrd-lietuvos-ekonomikai-valstybes-duomenu-integracijai-i-duomenu-ezera-beveik-19-mln-euru
https://www.stat.gov.lt/projektas-valstybes-informaciniu-istekliu-integravimas-i-duomenu-ezera

POLICY:
 - The Governement resolution confirmed that the State Data Agency was appointed as the competent authority under Article 7 of DGA to assist the public sector institutions which grant or refuse access for the re-use of certain categories of protected data (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/01106654590311ee8e3cc6ee348ebf6d?positionInSearchResults=16&searchModelUUID=b7458ac9-1946-4098-aeb1-39c07692931e). Currently, the draft of Law on the Reuse of Protected Data, Data intermediation and Data Alruism Activity (the law implements the Data Governance Act) is subbmitted to the Parliament (https://e-seimas.lrs.lt/portal/legalAct/lt/TAP/2d0986d00c2f11ef8e4be9fad87afa59?positionInSearchResults=2&searchModelUUID=b7458ac9-1946-4098-aeb1-39c07692931e). The draft of law establishes the powers and functions of the competent authority, the procedure for calculating and paying compensation, the procedure for compensation of damages.";;;;;;
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;"Lithuania pays a lot of attention for implementing regulation (EU) 2023/138. High-value datasets are opened in priority order by the State Data Agency during the project, which is funded by recovery and resilience plan for Lithuania. In the middle of 2024 May we have already opened more 200 high-value datasets in all categories of regulation (EU) 2023/138. The most of all datasets are pablished in national open data portal (https://data.gov.lt/datasets/?selected_facets=groups_exact%3A1). In the new version of the open data portal, the possibility to assign a data set to a high-value data group or its separate subgroup is implemented. Some datasets of Geospatial and Earth observation and environment are opened and available in the Lithuanian spatial information portal (https://www.geoportal.lt/geoportal/en/web/en). All  Lithuanian opened datasets, including high-value data, are available in data.europe.eu, too.
The Ministry of Economy and Innovation seeks that all Lithuanian opened data will be available in national open data portal and data.europe.eu.";;;;;;
;Categories of high-value datasets;Answers  2024;;Degree of progress (from 1 to 5);;;;;;;;
;;Organisational progress;Legal progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;;;;
;;Setting up new roles and workflows;Addressing legal barriers;Identification and inventory of high-value datasets;Publication of high-value datasets in machine-readable formats via APIs;Publication of high-value datasets as bulk download, where relevant;Standardised means to structure, describe, access high-value datasets;Ensuring metadata availability and quality;;;;
P11-a;Geospatial;5;5;5;5;5;5;5;;;;
P11-b;Earth observation and environment;5;5;5;5;5;5;5;;;;
P11-c;Meteorological;5;5;5;5;5;5;5;;;;
P11-d;Statistics;5;5;5;5;5;5;5;;;;
P11-e;Companies and company ownership;5;5;5;5;5;5;5;;;;
P11-f;Mobility;5;5;5;5;5;5;5;;;;
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"The latest version of the National Open Data Portal includes a feature that allows datasets to be categorized (tagged) as high-value data. In Lithuanian, high-value data is referred to as ""didelės vertės duomenys"" (abbreviated ""DVD"").

Efforts were made to identify preexisting high-value datasets and publish them in the National Open Data Portal under the category DVD:
https://data.gov.lt/datasets/?selected_facets=groups_exact%3A1.";;;;;;
;1.2 Governance of open data;;;;;;;;;;;
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;"POLICY:
Requirement for communication with stakeholders (data users) is set in Description of data opening procedure approved by the Minister of Economy and Innovation (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr). All communication between data users and institutions takes place on Portal publicly (please see Articles 8.5 and 9).

Since September 2022, the Ministry of Economy and Innovation together with Information Society Development Committee and State Data Agency have launched an initiative ""Open Data Club"" inviting the data opening coordinators of all ministries to the periodical meetings. The purpose of such meetings is to share experiences and challenges in opening the data of ministries and their subordinate institutions as well as to meet with stakeholders. 
https://www.linkedin.com/posts/information-society-development-committee_%C4%AFvyko-viii-asis-ekonomikos-ir-inovacij%C5%B3-ministerija-activity-7193618486386966528--kLi?utm_source=share&utm_medium=member_desktop
https://www.linkedin.com/posts/lietuvos-statistika-statistics-lithuania_eimin-eimin-atviruduomenuportalas-activity-7156612009336156161-y_gN?utm_source=share&utm_medium=member_desktop
https://www.facebook.com/ekonomikosministerija/posts/pfbid0XvPWCLJ8gERYj1RV85wdR3c9u8qEkrHhw7AF84Smo81ZsSGybfUSDbV2o7hwuzG1l 
https://data.gov.lt/news/31
https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1
https://www.facebook.com/ekonomikosministerija/posts/pfbid02kkSFmtQWEALHA4hMzGSjLYpXj9KKy72bKDZ1MVrUSX7RS8picKXTeds8wDx3VCCwl
https://www.linkedin.com/posts/lina-giedraitien%C4%97-90a3a74a_opendata-collaboration-redcarpet-activity-7062851263012466688-XZi0?utm_source=share&utm_medium=member_desktop";;;;;;
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";hybrid;"BODIES:
•	The Ministry of the Economy and Innovation is the main actor in charge of open data policy making including the following activities: 1) preparation of legal acts setting up principles and processes in the field of open data, 2) construction of financial measures for data opening and promotion of the use of open data (RRF reform, EU Structural Funds investments for the period 2021-2027, the state budget), 3) providing political messages on open data, 4) work with stakeholders, 5) coordination of Data opening coordinators network activities (Open Data club), 6) international cooperation, etc.
https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1
•	Information Society Development Committee is a body under the Ministry of Economy and Innovation, which is in charge of implementing open data policy including the following activities: 1) maintenance and development of the Lithuanian open data portal, 2) performing a project during which till September 2023 more than 500 new high-demand datasets from 50 public sector institutions will be opened, 3) administrative and technical consultations and help for institutions on data opening process, 4) promotion of open data, 5) cooperation with institutions’ Data opening coordinators and open data users, 6) ensuring the opening of the requested data, 7) analysis of the impact of open data, etc. 
https://ivpk.lrv.lt/lt/veiklos-sritys-1/duomenu-atverimo-koordinavimas
•	State Data Agency is responsible for a centralized data opening scheme. Data sets of state institutions are processed and opened centrally through the State Data Management Information System managed by the Agency, which ensures standardized anonymization and quality of data. 
•	In addition, all public bodies are obliged to appoint a person responsible for organizing the opening of the authority’s data, the “Open data Coordinator”. The assigned coordinator has to ensure the process of opening of data, its supervision and compliance with the requirements laid down in the legislation.  

Under the Model for opening data (https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1) all institutions are obliged to open data on user demand registered at the Portal as well as on their own decision. In case there is no data opened on the Portal, Users are encouraged to register their request here https://data.gov.lt/requests/submitted. Institutions are obliged to open data on User demand and all communication related to open data goes through the Lithuanian open data portal and is publicly visible under the updated law’s provisions. 
Ministry of Economy and Innovation and Information Society Development Committee are responsible for promoting the Model for opening data and encouraging institutions to open data as well as data Users to register their needs at the Portal this way obliging institutions to open most valuable data.
";Complement;;"BODIES:
•	The Ministry of the Economy and Innovation is the main actor in charge of open data policy making including the following activities: 1) preparation of legal acts setting up principles and processes in the field of open data, 2) construction of financial measures for data opening and promotion of the use of open data (RRF reform, EU Structural Funds investments for the period 2021-2027, the state budget), 3) providing political messages on open data, 4) work with stakeholders, 5) coordination of Data opening coordinators network activities (Open Data club), 6) international cooperation, etc.
https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1
•	Information Society Development Committee is a body under the Ministry of Economy and Innovation, which is in charge of implementing open data policy including the following activities: 1) maintenance and development of the Lithuanian open data portal, 2) performed a project where 560 new high-demand datasets from 50 public sector institutions were opened, 3) administrative and technical consultations and help for institutions on data opening process, 4) promotion of open data, 5) cooperation with institutions’ Data opening coordinators and open data users, 6) ensuring the opening of the requested data, 7) analysis of the impact of open data, etc. 
https://ivpk.lrv.lt/lt/veiklos-sritys-1/duomenu-atverimo-koordinavimas
•	State Data Agency is responsible for a centralized data opening scheme. Data sets of state institutions are processed and opened centrally through the State Data Management Information System managed by the Agency, which ensures standardized anonymization and quality of data (https://duomenys.stat.gov.lt/atviri-duomenys/). Furhermore, the State Data Agency was appointed as the competent authority under Article 7 of DGA to assist the public sector institutions which grant or refuse access for the re-use of certain categories of protected data (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/01106654590311ee8e3cc6ee348ebf6d?positionInSearchResults=16&searchModelUUID=b7458ac9-1946-4098-aeb1-39c07692931e).
•	In addition, all public bodies are obliged to appoint a person responsible for organizing the opening of the authority’s data, the “Open data Coordinator”. The assigned coordinator has to ensure the process of opening of data, its supervision and compliance with the requirements laid down in the legislation.  

Under the Model for opening data (https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1) all institutions are obliged to open data on user demand registered at the Portal as well as on their own decision. In case there is no data opened on the Portal, Users are encouraged to register their request here https://data.gov.lt/requests/submitted. Institutions are obliged to open data on User demand and all communication related to open data goes through the Lithuanian open data portal and is publicly visible under the updated law’s provisions. 
Ministry of Economy and Innovation and Information Society Development Committee are responsible for promoting the Model for opening data and encouraging institutions to open data as well as data Users to register their needs at the Portal this way obliging institutions to open most valuable data.";;;;;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Yes;"Under new Model for opening data (https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1) established in 2021, all institutions are obliged to open data on user demand registered at the Portal as well as on their own decision. In case there is no data opened on the Portal, Users are encouraged to register their request here https://data.gov.lt/requests/submitted. Institutions are obliged to open data on User demand and all communication related to open data goes through the Lithuanian open data portal and is publicly visible under the updated law’s provisions. 
Ministry of Economy and Innovation and Information Society Development Committee are responsible for promoting the Model for opening data and encouraging institutions to open data as well as data Users to register their needs at the Portal this way obliging institutions to open most valuable data.
During a project „Strengthening Results Oriented Management Capacities“  it was prepared and distributed  newsletters with a separate section containing current affairs and news about open data (https://lrv.lt/lt/vyriausybes-kanceliarija-1/apie-lrvk/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/naujienlaiskiai/). These newsletters were distributed to regional municipalities that they would be informed about national and international  progress in open data.";;;;;;
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";approximately half of the public bodies;;Complement;Approximately half of the public bodies;"Ministry of Economy and Innovation and Information Society Development Committee are responsible for promoting the Model for opening data and encouraging institutions to open data as well as data Users to register their needs at the Portal this way obliging institutions to open most valuable data.
Furthermore, the State Data Agency has been performing a project ""Integration of state data into the Data lake"" financed from the Recovery and Resilience Facility plan. Until 2026 summer, all the most important data managed by the state will be inventoried and integrated into a common data lake - the State Data Management Information System (VDV IS). In this space, data is managed from the beginning - its collection - to the end - use for legitimate purposes and opening in the Lithuanian open data portal.
https://eimin.lrv.lt/lt/naujienos/1-mlrd-lietuvos-ekonomikai-valstybes-duomenu-integracijai-i-duomenu-ezera-beveik-19-mln-euru
https://www.stat.gov.lt/projektas-valstybes-informaciniu-istekliu-integravimas-i-duomenu-ezera";;;;;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;"Description of data opening procedure approved by the Minister of Economy and Innovation determines the responsabilities of competent authorities in the field of open data. Please see paragraphs 3, 4, 5.
https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr
https://eimin.lrv.lt/lt/naujienos/viesojo-sektoriaus-duomenu-atverimo-procesas-bus-bendras-ir-aiskus

Contacts of competent authorities are published here - https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1";Complement;;During a project „Strengthening Results Oriented Management Capacities“  it was prepared and distributed  newsletters with a separate section containing current affairs and news about open data (https://lrv.lt/lt/vyriausybes-kanceliarija-1/apie-lrvk/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/naujienlaiskiai/). These newsletters were distributed to regional municipalities that they would be informed about national and international  progress in open data.;;;;;;
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"National open data team consists of 3 main actors: 1) the Lithuanian Ministry of the Economy and Innovation, which is responsible for open data policy making and construction of financial measures, 2) Information Society Development Committee which is responsible for implementing open data policy and maintenance of the Lithuanian open data portal, 3) State Data Agency, which is responsible for a centralized data opening scheme and standardized anonymization of data. 
In conclusion, open data is a horizontal area where activities (including daily communication, exchanging  of knowledge) of responsible policy making and policy implementing authorities go hand in hand in order to reach target audience and set goals.

""Open Data Club"" is an initiative connecting 3 main actors and additionaly including the data opening coordinators of all ministries to discuss relevant topics and exchange experiences in the field of open data: 
https://www.facebook.com/ekonomikosministerija/posts/pfbid0XvPWCLJ8gERYj1RV85wdR3c9u8qEkrHhw7AF84Smo81ZsSGybfUSDbV2o7hwuzG1l 
https://data.gov.lt/news/31
https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1
https://www.facebook.com/ekonomikosministerija/posts/pfbid02kkSFmtQWEALHA4hMzGSjLYpXj9KKy72bKDZ1MVrUSX7RS8picKXTeds8wDx3VCCwl
https://www.linkedin.com/posts/lina-giedraitien%C4%97-90a3a74a_opendata-collaboration-redcarpet-activity-7062851263012466688-XZi0?utm_source=share&utm_medium=member_desktop";Complement;;"National open data team consists of 3 main actors: 1) the Lithuanian Ministry of the Economy and Innovation, which is responsible for open data policy making and construction of financial measures, 2) Information Society Development Committee which is responsible for implementing open data policy and maintenance of the Lithuanian open data portal, 3) State Data Agency, which is responsible for a centralized data opening scheme and standardized anonymization of data. 
In conclusion, open data is a horizontal area where activities (including daily communication, exchanging  of knowledge) of responsible policy making and policy implementing authorities go hand in hand in order to reach target audience and set goals.

""Open Data Club"""" is an initiative connecting 3 main actors and additionaly including the data opening coordinators of all ministries, and institutions subordinate to and accountable to them,  to discuss relevant topics and exchange experiences in the field of open data: 
https://www.linkedin.com/posts/information-society-development-committee_%C4%AFvyko-viii-asis-ekonomikos-ir-inovacij%C5%B3-ministerija-activity-7193618486386966528--kLi?utm_source=share&utm_medium=member_desktop
https://www.linkedin.com/posts/lietuvos-statistika-statistics-lithuania_eimin-eimin-atviruduomenuportalas-activity-7156612009336156161-y_gN?utm_source=share&utm_medium=member_desktop
https://www.facebook.com/ekonomikosministerija/posts/pfbid0XvPWCLJ8gERYj1RV85wdR3c9u8qEkrHhw7AF84Smo81ZsSGybfUSDbV2o7hwuzG1l 
https://data.gov.lt/news/31
https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1
https://www.facebook.com/ekonomikosministerija/posts/pfbid02kkSFmtQWEALHA4hMzGSjLYpXj9KKy72bKDZ1MVrUSX7RS8picKXTeds8wDx3VCCwl
https://www.linkedin.com/posts/lina-giedraitien%C4%97-90a3a74a_opendata-collaboration-redcarpet-activity-7062851263012466688-XZi0?utm_source=share&utm_medium=member_desktop""";;;;;;
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;"POLICY:
According to Article 7(1)(2)(3) of Description of data opening procedure approved by the Minister of Economy and Innovation 01/04/2022, (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr), all public bodies are obliged to appoint a person responsible for organising the opening of the authority’s data, the ‘Data Opening Coordinator’. The designated coordinator has to ensure that the process of opening data is carried out, together with its supervision and compliance with the requirements laid down in the legislation.";Complement;;"POLICY:
According to Article 7(1)(2)(3) of Description of data opening procedure approved by the Minister of Economy and Innovation 01/04/2022, (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr), all public bodies are obliged to appoint a person responsible for organising the opening of the authority’s data, the ‘Data Opening Coordinator’. The designated coordinator has to ensure that the process of opening data is carried out, together with its supervision and compliance with the requirements laid down in the legislation.
According to the Law of the Republic of Lithuania on State Information Resources Management (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/TAIS.415499/asr):
- State Digitization Commissioner simultaneously performs the functions of the Ministry's Institutional Digitization Commissioner and assists the Minister in formulating political provisions, setting priorities and making decisions regarding the need to ensure the reuse of data and changes in its legal regulation (article 13 (3));
- Institutional Digitization Officer together with the person or persons responsible for the organization of data reuse, specified in the description of the procedure for data preparation and publication for reuse, approved by the minister, ensures the reuse of data (article 14 (3));
- Data Management Commissioner together with the person or persons responsible for organizing data reuse, organizes data reuse, monitors and analyzes data reuse processes, provides the data manager with the results of the monitoring and proposals for the necessary decisions on data reuse issues (article 15 (2)).";;;;;;
