P8;"Does the national strategy/policy outline measures to support the reuse of open data by the public sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"**Plan de relance**

As previously mentioned, within the framework of the Next Generation EU recovery plan (France Relance), the Government set up [a grant for public administrations that want to develop the use of data in public decision-making and performance](https://france-relance.transformation.gouv.fr/96c0-developper-lutilisation-de-la-donnee-dans-vot). Such grants will fund projects focused on data-driven government (data visualisation and decision-making support tools), opening and circulation of data, improving data quality. Project leaders are encouraged to support the opening of data and the reuse of open data within the project.

**Prime Ministerial circular on data policy**

In his april 2021 circular (https://www.legifrance.gouv.fr/circulaire/id/45162), Prime Minister Jean Castex reiterated the need for public administrations to strive for open data circulation and re-use. One of the roles of the ministerial CDOs is to animate the ecosystem of re-users of their ministries’ data.

**Ministerial data roadmaps**

The aforementioned ministerial roadmaps on data, algorithms, and source codes (https://www.data.gouv.fr/fr/datasets/feuilles-de-route-ministerielles-sur-la-politique-de-la-donnee-des-algorithmes-et-des-codes-sources/) focus also on how to incentivise and support (open) data re-use within the respective ministries and agencies. For example, in the roadmap of the Ministry of Ecological Transition, a full section is dedicated on how to improve data quality to encourage reuse, and on how to use data for policy-making. The roadmap of the Ministry of Culture includes training measures for senior decision-makers on data-driven management.

**Raising awareness among public officials on the issue of data exploitation**

Chiefs Data Officers and Open Data Officers have been appointed in different ministries and operators. For these two categories of public servants, workshops are organised regularly (once or twice a quarter) to raise their awareness and train them on the question of data reuse (case studies, presentations of tools etc.). For example, a ""data driven policy"" workshop was organised during a seminar organised for the chief data officers. The objective of this workshop was to think collaboratively on how the chief data officer of each ministry could influence the development and implementation of public policies by reusing data. Examples are also given in the chief data officer report.

**At the local level**

The central government has also been fully committed to promote greater re-use of open government data by the public sector at the local level, through a partnership with [OpenDataFrance] (https://www.opendatafrance.net/), an association whose mission is to support local authorities on opening their data. OpenDataFrance has developed a service offer adapted to each territory (awareness, training, etc.) and provides resources to help local communities implement an open data strategy. The State subsidises OpenDataFrance’s actions and Etalab closely works with the association, namely on the promotion of open data re-use at a local level. Thus, their action encourages greater re-use of open government data by the local public sector.

**Etalab Inventory**
In the fall of 2021, the Etalab team inventoried projects based on the reuse of Public Data Service (PDS) reference data. This inventory highlights the large amount of open data reuse by public persons and encourages them to continue developing more projects based on open data reuse.
The dataset categorizes usage examples by issue, sector topic, type of impact, and type of public reuser.

(https://www.data.gouv.fr/fr/datasets/exemples-dexploitation-des-donnees-de-reference-du-service-public-de-la-donnee-spd/)

**The creation of Datalab**

Thanks to the solid foundation of public data in France, the Interministerial Digital Directorate has recently been provided with new resources to support the ambition of fostering the reuse of data in the public sector and encouraging the emergence of impactful projects. Within this directorate, the ""datalab"", an incubator for data-related projects within the DINUM, has been specially created to accelerate public sector projects based in part on the reuse of open data.

(https://www.numerique.gouv.fr/espace-presse/stanislas-guerini-guichet-10-millions-deuros-projets-exploiter-donnees-publiques/)

**The implementation of a data-dedicated funding window**

In the same way, the Interministerial Digital Directorate officially launched in January 2023 a data-dedicated funding window, amounting to 10 million of euros, to co-finance projects around data in the ministries in order to fully exploite public datas as a simplification lever.

(https://www.numerique.gouv.fr/services/guichet-financement-exploitation-valorisation-des-donnees/)";Complement;;"The circulation between administration is a strong focus of France Strategy including open and restricted data. It has an important place of the pre-cited roadmap : https://www.info.gouv.fr/france-nation-verte/a-proposfeuille-de-route-numerique-donnees. Also the Sharing of Private Data for Public Interest is becoming more important.

Implementing the mechanism for accessing private data of public interest

A first mention of the concept of ""private data of public interest"" was introduced in the Digital Republic Law. It has been little used due to a lack of specifics and constraints. However, the release of certain data held by private legal entities can sometimes serve the public interest.

For example, such data can enable more effective management of sectoral public policies, better inform citizens, or improve scientific research. This is particularly true for mobility data from navigation assistants, which are necessary for better understanding, monitoring, modeling, and forecasting mobility needs. This allows local authorities to finely improve road infrastructure or public transport lines.

European work on ""Business-to-Government data sharing"" allows for the consideration of an evolution in these mechanisms.";;;;;;
P9;"Does the national strategy/policy outline measures to support the reuse of open data by the private sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"France follows a “Government as a platform” approach in order to develop its digital services for both public and private actors. The overall (open) data policy and the subsequent strategy documents have been written by taking into account the needs of both the public and the private sector. This is why the law allows for commercial reuse of open data, and the Open Licence 2.0 adopted by the government reiterates this principle.

The ministerial roadmaps also look at how to promote data re-use by the private sector.

For example, the roadmap of the Ministry of Ecological Transition includes a section on “Sharing data through public-private cooperation”. Quoting the roadmap, “The use of data by the private sector is a vector of value for citizens or the community as a whole and improves the effectiveness of public action”. Five actions are put forward to support re-use by private actors.

The importance of open data re-use by private actors is underlined also in the final report of the Open Data Mission led by MP Éric Bothorel, with a specific focus on the national company registry (base SIRENE) and land value data (demandes de valeurs foncières, DVF).";Confirm;;;;;;;;
P10-a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

For Explanation:
* If yes, please briefly specify.";yes;"**Legal framework**

According to the code on relations between the public and the administration (Article L312-1-1) (https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000033205512/), public actors (and private actors who carry out a public service mission) have to publish in open data the inventory of administrative documents that they produce as part of their public service missions. For example, the Ministry of the Economy has the ""Répertoire des Informations Publiques des Ministères Economiques et Financiers"", which consists of the official publications produced by the departments of the economic and financial ministries, including date that must be opened and data that must not. (https://www.economie.gouv.fr/cedef/repertoire-des-informations-publiques).

**Prime Ministerial circular on data policy**

In his april 2021 circular (https://www.legifrance.gouv.fr/circulaire/id/45162), Prime Minister Jean Castex ordered to each Ministry to develop a data strategy roadmap. Such roadmaps will list the objectives related to steering, opening, circulation, and sharing of data. The Prime Minister also asked ministries to reference open data on the national portal data.gouv.fr. Within this framework, Ministries are drafting data inventories in order to comply with the Government objectives.

**Tech.gouv strategy on inventories :**

[Tech.gouv](https://www.numerique.gouv.fr/publications/tech-gouv-strategie-et-feuille-de-route-2019-2021/), the interministerial programme for digital transformation, has created a new mission called “Data”. One of the objectives of this mission is to create a platform for data exchange between administrations. The first step of this project is to mandate ministries to conduct an inventory of the data produced. Data circulation cannot take place without a clear knowledge of the available datasets. An interdepartmental inventory is being developed to give administrations greater visibility on the data produced at a national level. This work is carried out in collaboration with the relevant contacts of each administration.

**Etalab’s work on inventories :**

- **Producers assistance:**

Etalab collaborates with chief data officers and open data officers of each ministry to help them carry out the inventory of the data within their scope. Workshops are organized to identify the key variables of the different inventories. Several ministries, such as the Ministry of Economy, Ministry of Culture, Ministry of Agriculture, Ministry of the Army, are starting to work on their respective data inventories. Ministerial staff from the Ministry of Ecological Transition and the Ministry of the Sea directly asked Etalab to assist them with the collaboration of other stakeholders in the technical development of the inventory.

- **Inventory pages**

For some subjects we gather all relevant datasets on a single page on the national portal : an example on elections data is available here (https://www.data.gouv.fr/fr/pages/donnees-des-elections/). We found that it fosters data discoverability and reuse since it is possible to give more context on the datasets and link between them.

- **The data.gouv.fr catalog**

**In April 2023, nearly 45 000 datasets are referenced on data.gouv.fr**. This figure may seem dizzying for re-users who wish to discover the public data offer of data.gouv.fr. In order to provide better visibility of the published data sets, the team has provided the [data catalog of data.gouv.fr](https://www.data.gouv.fr/en/datasets/catalogue-des-donnees-de-data-gouv-fr/) in open data since June 2019. This dataset provides information on the list of datasets, resources, reuse, organizations, tags, harvesters, and discussions published on data.gouv.fr.

- **Specific inventories**

In order to focus our efforts to make more data available in an open format, Etalab has realised some inventories for specific themes: health, labour, housing, key geo-spatial reference data, COVID-19, etc. (https://www.data.gouv.fr/fr/pages/thematiques-a-la-une/). These inventories, which are available in open data, list all open and closed data sources for the specific themes, for all actors involved in the field. The aim is to help us prioritise which data should be available as open data. **These specific inventories can also be used to highlight the importance of certain data according to current events. For example, in the face of a European and global energy crisis, the national portal (http://data.gouv.fr/) has undertaken to reference the main datasets related to the ""energy"" theme available.**

(https://www.data.gouv.fr/fr/pages/donnees-energie/)

- **Interministerial catalogation tool**

In order to help ministries and public sector organisation realise a data inventory, Etalab is currently developing a tool that will allow organisations to create an inventory, manage it, publish it in open data. (https://catalogue.data.gouv.fr/)
The source code is available on GitHub (https://github.com/etalab/catalogage-donnees).";Complement;;We plan to use data.gouv.fr as the data inventory for all public bodies (open and restricted data) starting this summer hopefully : https://www.data.gouv.fr/fr/pages/roadmap/;;;;;;
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"As pointed out in the previous answer, public actors (and private actors who carry out a public service mission) have to publish in open data the inventory of administrative documents that they produce as part of their public service missions. This includes data that cannot be published as open data.

Ministries are working on data inventories in order to list all data within their perimeter. These inventories are based on metadata, and will include data that cannot be published as open data. Inventories themselves will be published as open data.

The interministerial catalogation tool will allow users to flag whether each dataset is available as open data (providing a link to the dataset on data.gouv.fr), whether it can be opened but is not yet available, or whether it cannot be published as open data.

The French strategy for data belonging to public bodies that cannot be published as open data is to make them available via API to authorised organisations (“droit d’en connaître”). The catalogue [api.gouv.fr](https://api.gouv.fr/) showcase both open and closed APIs. The roadmap of the API portal is totally transparent [https://api.gouv.fr/feuille-de-route](https://api.gouv.fr/feuille-de-route). In order to facilitate the management of data access authorizations, Etalab developed a tool called DataPass [https://datapass.api.gouv.fr/](https://datapass.api.gouv.fr/).

**Following the adoption of the 3DS law previously mentioned, the role assumed by the [catalogue.data.gouv.fr](http://catalogue.data.gouv.fr) platform is inevitably going to grow. Indeed, this catalog will also serve as a valuable tool in the context of exchanges between administrations, now strongly encouraged through incentives to use APIs with this new law.**";Confirm;;;;;;;;
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;Yes, it is progressing well. All datasets won't be available on data.gouv.fr by the 9th of June but they are already open and available. Our main focus in now on harvesting different data plateforms. The HVD directive accelerated the process. ;;;;;;
;Categories of high-value datasets;Answers  2024;;Degree of progress (from 1 to 5);;;;;;;;
;;Organisational progress;Legal progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;;;;
;;Setting up new roles and workflows;Addressing legal barriers;Identification and inventory of high-value datasets;Publication of high-value datasets in machine-readable formats via APIs;Publication of high-value datasets as bulk download, where relevant;Standardised means to structure, describe, access high-value datasets;Ensuring metadata availability and quality;;;;
P11-a;Geospatial;4;5;5;4;4;4;4;;;;
P11-b;Earth observation and environment;4;5;4;3;4;4;4;;;;
P11-c;Meteorological;5;5;5;5;5;4;5;;;;
P11-d;Statistics;5;5;5;4;4;5;5;;;;
P11-e;Companies and company ownership;5;5;5;3;4;4;4;;;;
P11-f;Mobility;3;5;5;4;4;4;4;;;;
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;We added a tag on relevant datasets (all are not on the plateform yet due to harvesting challenges) https://www.data.gouv.fr/fr/datasets/?tag=hvd;;;;;;
;1.2 Governance of open data;;;;;;;;;;;
