P8;"Does the national strategy/policy outline measures to support the reuse of open data by the public sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"A central policy of the Open Data Unit is to support the development of open data as a core element in the public sector and to ensure there is a critical mass of public servants with adequate data skills to use and develop public sector data for the provision of government services, support of evidence-based decision-making and transparancy and trust in the government. Regular meetings, webinars and information dissemination are central to achieving this.
A key objective of the Open Data Strategy is to develop a data driven culture across the Public Service with a lifecycle approach taken to data management and publication of data in open format becoming a matter of routine.
Action 3.8 
Use Open Data to support analytics internally in order to improve evidence based decision-making (in developing and implementing public policy).
Action 5.2
Provide training for relevant staff in public bodies: general Open Data training, data management, technical and operational as appropriate (through draw down from training framework or by other means such as qualified Open Data ‘train the trainers’). Consider opportunities for the pooling of resources by public bodies in this regard.

THe Governemnt's Gigital Strategy issued in February 2022 underlines the importance of good data governance and maximising the re-use of data.https://www.gov.ie/en/press-release/3a922-online-launch-of-harnessing-digital-the-digital-ireland-framework/";Complement;;"Under Pillar 1 od the Open Data Strategy 2023-2027, the Publishers Pillar, we outline that the true value of data can only be fully realised when it is fit for purpose, recorded in standardised formats on modern, future-proof systems and held in a condition that means it is findable, accessible, interoperable and reusable.By improving the quality of the data, we can use it more effectively, and drive better insights and outcomes from its use.

The action items under this goal include:
1. Mapping and indexing public services data sets to be easily 
discoverable and compliant with standard open formats and licences.
2. Facilitating increased publication of relevant data not currently 
available to align with stakeholders’ data needs.
3. Ensuring timely and consistent upload frequency for published data 
sets.
4. Demonstrating the value and impact of Open Data and identifying 
success indicators to provide evidence on the business case for 
increased Open Data use.
5. Promoting real-time use of Open Data in government bodies to 
enhance fully transparent decision-making. Educating a critical mass 
of public servants on effective data management strategies is central 
to the delivery of this goal.
6. Using best practice feedback insights to learn from and refine the 
quality and range of data published. 
7. Ensuring the publication of high-quality and high-value datasets by 
building a community of practice through stakeholder engagement, 
training and support.
8. Promoting greater clarity among publishers and potential publishers 
on what data they should make available as Open Data.

Under Pillar 2 of the Open Data Strategy 2023-2027, the Platform Pillar, one of the over arching goals is ""Encouraging Reuse"". As outlined in the strategy, we want Open Data that is 
appropriately accessible, mobile and reusable.
For data to have the most effective impact, it 
needs to be appropriately accessible, mobile and reusable. That means encouraging better 
coordination, access to and sharing of data of 
appropriate quality. The EU Open Data Maturity Report scored the Irish Open Data portal 100% in both portal usage and sustainability and the goal for the next 5 years is to ensure data provision builds on the success achieved thus far.

The action items under this goal include:
1. Updating our Open Data platform to deliver better searches, graphics 
and an improved personalisation of experience through effective 
stakeholder collaboration and feedback loops.
2. Providing publishers with quality insight reports on data use building 
sector-specific knowledge on the uptake and use of valued datasets. 
3. Strengthening our governance frameworks to meet high standards in 
privacy, security and ethics to enhance trust in our systems.
4. Developing the capacity and capability of our Open Data ecosystem 
through stakeholder events, funding and creating opportunities for 
networking across sectors.
5. Raising recognition of the value and impact Open Data offers, to 
align and secure the resources needed to realise its full potential 
for organisations and communities. Supporting the network of 
Open Data Liaison Officers to do this on the ground in their own 
organisations is essential.
6. Sharing best practice learning from international partners and 
research communities to improve and innovate our Open Data 
platform and ecosystem.

In our strategy, we also outline what our Open Data Principles and Values are. One of them is that our Open Data ""Adheres to the FAIR Principles"" meaning it is Findable, Accessible, Interoperable and Reusable. 

The Open Data Strategy also commits to fostering a cultue of data training. One of our commitments of Stakeholder Engagement is for ""Public Bodies to continue to engage in the Open Data Initiative, and to ensure that Open Data is embedded in their knowledge management and efficiency and 
effectiveness management process"" Open Data Training that is offered for civil servants can be seen here https://data.gov.ie/blog/open-data-training.";;;;;;
P9;"Does the national strategy/policy outline measures to support the reuse of open data by the private sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"Theme 4 of the Open Data Strategy specifies the supports to be put in place to encourage business usre in the reuse of open data.  These are set out at 4.1.1 to 4.1.6 and incude encouraging business to:
develop business strategies to exploit open data and develop products and services to improve quality of life and create jobs.
Identify data domains to be released whaere potential economic benefits may be delivered.
Build analyticsand usage capacity.
Consider ways to support SMEs and start-ups to use open data.";Complement;;"Under Pillar 1 od the Open Data Strategy 2023-2027, the Publishers Pillar, we outline that the true value of data can only be fully realised when it is fit for purpose, recorded in standardised formats on modern, future-proof systems and held in a condition that means it is findable, accessible, interoperable and reusable.By improving the quality of the data, we can use it more effectively, and drive better insights and outcomes from its use.

The action items under this goal include:
1. Mapping and indexing public services data sets to be easily 
discoverable and compliant with standard open formats and licences.
2. Facilitating increased publication of relevant data not currently 
available to align with stakeholders’ data needs.
3. Ensuring timely and consistent upload frequency for published data 
sets.
4. Demonstrating the value and impact of Open Data and identifying 
success indicators to provide evidence on the business case for 
increased Open Data use.
5. Promoting real-time use of Open Data in government bodies to 
enhance fully transparent decision-making. Educating a critical mass 
of public servants on effective data management strategies is central 
to the delivery of this goal.
6. Using best practice feedback insights to learn from and refine the 
quality and range of data published. 
7. Ensuring the publication of high-quality and high-value datasets by 
building a community of practice through stakeholder engagement, 
training and support.
8. Promoting greater clarity among publishers and potential publishers 
on what data they should make available as Open Data.

Under Pillar 2 of the Open Data Strategy 2023-2027, the Platform Pillar, one of the over arching goals is ""Encouraging Reuse"". As outlined in the strategy, we want Open Data that is 
appropriately accessible, mobile and reusable.
For data to have the most effective impact, it 
needs to be appropriately accessible, mobile and reusable. That means encouraging better 
coordination, access to and sharing of data of 
appropriate quality. The EU Open Data Maturity Report scored the Irish Open Data portal 100% in both portal usage and sustainability and the goal for the next 5 years is to ensure data provision builds on the success achieved thus far.

The action items under this goal include:
1. Updating our Open Data platform to deliver better searches, graphics 
and an improved personalisation of experience through effective 
stakeholder collaboration and feedback loops.
2. Providing publishers with quality insight reports on data use building 
sector-specific knowledge on the uptake and use of valued datasets. 
3. Strengthening our governance frameworks to meet high standards in 
privacy, security and ethics to enhance trust in our systems.
4. Developing the capacity and capability of our Open Data ecosystem 
through stakeholder events, funding and creating opportunities for 
networking across sectors.
5. Raising recognition of the value and impact Open Data offers, to 
align and secure the resources needed to realise its full potential 
for organisations and communities. Supporting the network of 
Open Data Liaison Officers to do this on the ground in their own 
organisations is essential.
6. Sharing best practice learning from international partners and 
research communities to improve and innovate our Open Data 
platform and ecosystem.

In our strategy, we also outline what our Open Data Principles and Values are. One of them is that our Open Data ""Adheres to the FAIR Principles"" meaning it is Findable, Accessible, Interoperable and Reusable. 

For the private sector in particular, one of our commitments under Stakeholder Engagement is for "" The Business Community 
to engage with public bodies to demonstrate use cases, to identify datasets with commercial potential, and to take maximum commercial advantage of the 
datasets available""

In Appendix 2 we outline how ""Opening up governmental data for reuse can have major benefits for citizens, 
businesses, and society and for the 
governments themselves: 
• New businesses can be built on the 
back of this data: Data is an essential 
raw material for a wide range of new 
information products and services, 
which build on new possibilities 
to analyse and visualise data from 
different sources. Facilitating reuse of 
this raw data will create jobs and thus 
stimulate growth""

Our annual Open Data Engagement Fund also heaviliy promotes Data Reuse. A project called ""Smart Location Analysis"" is a great example of reuse of open data by the private sector for the benefit of SME's. It can be seen here https://data.gov.ie/blog/focus-on-the-open-data-engagement-fund
Examples of winners from both the Public and Private Sector can be seen here:
 https://data.gov.ie/blog/open-data-engagement-fund-winners-2023-2024 and at 
";;;;;;
P10-a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

For Explanation:
* If yes, please briefly specify.";yes;"The national policy strongly supports a data inventory of publicly held data, both open data and non-open data.The Data Sharing and Governanc Act will provide the framework within which public bodies can efficiently share data (https://www.irishstatutebook.ie/eli/2019/act/5/enacted/en/html) and the public service catalogue has already started to provide a comprehensive list of all public datasets (https://datacatalogue.gov.ie/)
Theme 2 of the national Open Data Strategy aims to broaden the scopeand improve the quality, quantity and range of open data being released by public bodies. Action 2.2 requires all public bodies to carry out a data audit and to make the results public.
The Public Service Data Strategy 2019-2023 established a public service wide data catalogue and further requires PBs to complete a data audit and for all datasets to be recorded on the public data services catalogue.
The Technical Services Framework for Open Data and Data Management Services provides a simplified procurement process for easy access to data audit services.";Confirm;;;;;;;;
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"The Open Data Strategy requires public bodies to conduct data audits.   In doing so Public Bodies are encouraged to conduct full data audits and to mark datasets as open or not open. A full audit is encouraged as an organisation should know and record what data it holds, whether personal or non personal.
The Public Services Data Catalogue requires public bodies to record datasets they hold.  It includes both open and non open datasets. The Catalogue is designed to help people find and understand what data the public service holds, why it holds that data and what it is used for - across the Public Service e.g. (https://datacatalogue.gov.ie/dataset/?q=&business_data_flag=true)";Confirm;;;;;;;;
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;Yes, Ireland is applying Implementing Regulation (EU) 2023/138 on high-value datasets. Ireland's progress on implementing Regulation (EU) 2023/138 is on track. There have been discussions and cases regarding specific datasets identified as high-value under the regulation. Government departments are actively examining the regulation and its implications for data availability.;;;;;;
;Categories of high-value datasets;Answers  2024;;Degree of progress (from 1 to 5);;;;;;;;
;;Organisational progress;Legal progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;Technical progress ;;;;
;;Setting up new roles and workflows;Addressing legal barriers;Identification and inventory of high-value datasets;Publication of high-value datasets in machine-readable formats via APIs;Publication of high-value datasets as bulk download, where relevant;Standardised means to structure, describe, access high-value datasets;Ensuring metadata availability and quality;;;;
P11-a;Geospatial;3;3;3;2;3;3;4;;;;
P11-b;Earth observation and environment;3;3;4;2;3;3;5;;;;
P11-c;Meteorological;3;3;4;3;2;3;3;;;;
P11-d;Statistics;3;3;5;5;5;3;5;;;;
P11-e;Companies and company ownership;3;3;5;4;4;3;5;;;;
P11-f;Mobility;3;3;3;3;3;3;3;;;;
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;Yes, most relevant public bodies in Ireland have denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets. They can do this when adding a dataset on data.gov.ie, where the upload process specifies the metadata description if this dataset is a HVD, it then gets tagged on data.gov.ie as a HVD. For example, see the metadata description to the following dataset by the Department of Justice: https://data.gov.ie/dataset/domestic-residence-permissions-applications-and-decisions-year-and-nationality . For statistical data, the CSO in Ireland is automatically tagging HVDs to have a HVD identifier in the output that is harvested. By doing this, we can add an identifier in the output so we can automatically mark those datasets on the portal using the field we added recently for HVDs. There is a legal question over some HVD datasets particular to Ireland. for example, the IP of the postcode dataset is partially owned by a private sector company and so cannot be published as open data at this time. we are actively seeking a legal and organisational resolution to this to bring it into full public ownership.;;;;;;
;1.2 Governance of open data;;;;;;;;;;;
