;4.2 Measuring reuse;;;;;;;;;;;;;;;;;;
I8;"Have any public bodies in your country launched or performed any activities in the past year to understand which and how (open) datasets are reused?

For Explanation:
* If yes, which of the following activities?
* Multiple answers are possible.";yes;N/A;Change;Yes;N/A;;;;;;;;;;;;;
;Type of activity;Answer 2023;Explanation 2023;Confirm, change or complement answer/explanation from 2023;New answer (optional);New explanation (optional);;;;;;;;;;;;;
I8-a;Automated feedback mechanisms tracking users´ access to datasets;new question;new question;Change;Yes;"Google Analytics tools and own analytics module are also used to monitor the activity on the portal in the real time, in the retrospective and for the whole time of functioning of portal. Statistics are displayed at https://data.gov.ua/stats2/common
number of data sets published - https://data.gov.ua/dataset  
the distribution across categories - https://data.gov.ua/group 
number of visitors - https://data.gov.ua/stats2/common
changed over time - https://data.gov.ua/stats2/common
Statistic provide information about number of datasets, dynamic of publication, most popular tags and keywords, most popular groups and datasets and also frequency of datasets updates
Also each datasets has its own statistical information displayed on dataset page.";;;;;;;;;;;;;
I8-b;Surveys;new question;new question;Change;Yes;"In January 2024, a survey of users of the Unified State Web Portal of Open Data was conducted to determine the needs of data users https://docs.google.com/forms/d/e/1FAIpQLScwiBCSqO3Byx8fcZlpujEbrm3DWYeuiMyd9YfyBrC2wpb4ew/viewform.
https://docs.google.com/forms/d/e/1FAIpQLSdXGQ11Jrx9zvBU_X_7BYVENqKRBgdf0WyxndbRy5zL6-TMLg/viewform - the survey for data users is conducted to determine the priorities of the Ministry of Digital Transformation in the field of Open Data and planning the operation of the Data+ communication platform.
During the research on the role of Open Data in the transition to a circular and low-carbon economy, researchers took into account business needs through surveys to develop standards for 16 datasets. https://diia.data.gov.ua/news/opublikovano-doslidzennya-roli-vidkritix-danix-u-perexodi-do-cirkulyarnoyi-ta-nizkovuglecevoyi-ekonomiki. 
During the preparing of the Open Data development strategy for 2025-2027, a survey of stakeholders was conducted: https://docs.google.com/document/d/1l_V8V8pJi_3MMbx5KEbb6Gg-RIR0CYaJLcOJX0OwJ9o/edit.
Between 5.2 and 7 million Ukrainians use services based on open state data every month — that's 17-23% of Ukrainian Internet users. The corresponding assessment was carried out by experts of the Office of Effective Regulation of BRDO. https://brdo.com.ua/top/do-7-mln-ukrayintsiv-shhomisyatsya-korystuyutsya-servisamy-na-osnovi-vidkrytyh-derzhavnyh-danyh/
Researches on the reuse of data in various fields are conducted. Relevant stakeholder surveys were conducted when writing all these studies:
https://tapas.org.ua/wp-content/uploads/2021/09/Open-Data-Impact-Report-Energy-Sector.pdf,
https://tapas.org.ua/wp-content/uploads/2021/01/OD-Research-DABI_ed.pdf,
https://tapas.org.ua/wp-content/uploads/2021/01/Open-data-impact-road-sector.pdf,
https://tapas.org.ua/wp-content/uploads/2021/01/Healthcare-OD-impact-study_ed.pdf,
https://tapas.org.ua/wp-content/uploads/2021/03/Ecology-OD-Impact-Study.pdf,
https://tapas.org.ua/wp-content/uploads/2021/07/Open-Data-Impact-Report-Financial-Transparency.pdf,
https://tapas.org.ua/wp-content/uploads/2021/01/Impact-OD-Research-Business.pdf,
https://tapas.org.ua/wp-content/uploads/2021/05/Open-Data-Impact-Report_Municipalities-1.pdf,
https://tapas.org.ua/wp-content/uploads/2021/08/Open-Data-Impact-Report-Forestry.pdf.";;;;;;;;;;;;;
I8-c;Interviews/workshops with reusers;new question;new question;Change;Yes;"On May 29, 2024, an event ""Open data: the path to transparency and accountability"" was held, at which an effective dialogue between data users and data providers took place, in particular in the fields of ecology, energy, and transparent business conduct. On this event The Data+ communication platform was presented. Within the framework of the operation of Data+, regular meetings are held with stakeholders in the field: the Ministry of Digital Transformation of Ukraine, the Ombudsman of Ukraine, data providers, experts, civil society, etc. The first meeting of participants of this platform will take place at the end of June 2024. https://www.facebook.com/share/p/dLsKweKw8m12TPhT/?  
The Ministry of Digital Transformation of Ukraine constantly organizes events for communication with reusers, for example, regarding the role of Open Data in the transition to a low-carbon and circular economy, gender component in Open Data of Ukraine, compliance of European legislation with Ukrainian legislation: https://www.youtube.com/watch?v=IhmgQL0GiY0&t=2253s, https://www.youtube.com/watch?v=imjO_E2yycg, https://www.facebook.com/share/p/gSgLZ9PSMYj27kei/?";;;;;;;;;;;;;
I8-d;Other;new question;new question;Change;Yes;"In June 2023, the competition ""Open Data. Unbroken"" together with OSCE was organized. https://www.openunbroken.org/. Winners: ""Where's the shelter?"" — a chatbot for finding the nearest bomb shelter in Ukraine. https://shelteruabot.com/. ""VPO Nazar"" is a chatbot to help internally displaced persons integrate into a new environment https://citybot.pro/vpo. ""Plant Varieties"" is an information aggregator that brings together resources such as Plant Varieties and Controlled Pesticides https://agrarii-razom.com.ua/. 
Also in November 2023 the competition ""Open Datathon reUkraine"" together with TAPAS project was organized https://datathon.data.gov.ua/. Among the winners of the competition is the service for providing access to public registers for citizens and businesses ""Opendatabot"" https://opendatabot.ua/, the solution for finding barrier-free locations ""Dostupno!"" from the Ukrainian Center for Social Data https://dostupno.ua/mapa-dostupnosti/, chatbot ""I'll be a mother"" from the ""Liky Kontrol"" team https://chats.viber.com/iwillbemother_bot, a system of dashboards with analytics from the Clarity Project — Clarity Hromada https://clarity-project.info/hromada.
In addition ""Open Data Hackathon"" with support of DTA project is running now. More than 230 applications for participation received. https://www.opendatatech.org/hackathon. 
In addition, increasing the level of competence in the field of Open Data is one of the priority directions of the Open Data community.
The portal also has the function ""Offer a data set"": https://diia.data.gov.ua/join";;;;;;;;;;;;;
I9;"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of Open Data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.";Yes;N/A;Change;Yes;N/A;;;;;;;;;;;;;
;Type of activity;Answer 2023;Explanation 2023;Confirm, change or complement answer/explanation from 2023;New answer (optional);New explanation (optional);;;;;;;;;;;;;
I9-a;Regular feedback sessions with portal users ;new question;new question;Change;Yes;"The portal provides a feedback form in which users can leave messages and suggestions for the administrator and the portal holder: https://data.gov.ua/feedback.
In January 2024, a survey of users of the Unified State Web Portal of Open Data was conducted to determine the needs of data users https://docs.google.com/forms/d/e/1FAIpQLScwiBCSqO3Byx8fcZlpujEbrm3DWYeuiMyd9YfyBrC2wpb4ew/viewform.
https://docs.google.com/forms/d/e/1FAIpQLSdXGQ11Jrx9zvBU_X_7BYVENqKRBgdf0WyxndbRy5zL6-TMLg/viewform - the survey for data users is conducted to determine the priorities of the Ministry of Digital Transformation in the field of Open Data and planning the operation of the Data+ communication platform.";;;;;;;;;;;;;
I9-b;Social media sentiment analysis ;new question;new question;Change;Yes;"The Ministry of Digital Transformation of Ukraine actively researches sentiments in social networks, in particular by responding to the comments of users on the Ministry's social media pages: https://www.facebook.com/mintsyfra?locale=uk_UA, https://x.com/mintsyfra, https://www.instagram.com/mintsyfra.official/, https://web.telegram.org/a/#-1001211257735.
The employees of the Ministry definitely take these comments into account in the implementation of the Open Data policy.";;;;;;;;;;;;;
I9-c;Other;new question;new question;Change;Yes;During the carrying out of information audits, the conduct of which is mandatory for all data providers, state and local self-government bodies hold consultations with the public to study the needs and interest of data users.;;;;;;;;;;;;;
I10;"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen? ";yes;"In Ukraine, the basis for confirming the case of reuse of a data set is a software product (application) that uses data sets in its work.  Ministry of Digital Transformation maintains a complete list of all applications/visualizations/dashboards and analytical panels in a special section of the Open Data Competence Center Diia.Open Data.
The developers themselves submit their product for publication, it is necessary to specify the datasets used in the product. After the inspection,  Ministry either approves and publishes such a product, or returns the application to the developer for revision.";Confirm;;;;;;;;;;;;;;;
I11;"Are there any public bodies in your country that have developed a systematic ways of classifying the gathered reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: According to which categories are reuse cases classified (e.g. by policy field)?";yes;"Ministry of Digital transformation has developed a comprehensive model to classify Open Data re-use cases.
1. Classification by scope (Competitive Intelligence, Transport, Health, Environment, Real Estate and Urban Development, Government Transparency and Accountability, Anti-Corruption, Jurisprudence)
2. By product type based on Open Data (information-analytical systems, decision support systems, visualizations, chatbots, mobile applications, analytical research)";Confirm;;;;;;;;;;;;;;;
;4.3 Created impact;;;;;;;;;;;;;;;;;;
;4.3a Governmental impact;;;;;;;;;;;;;;;;;;
I12;"Is any data on the impact created by Open Data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of Open Data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";yes;"Monitoring of the exercise of powers by deputies of local self-government. According to the latest study Social and anti-corruption impact of Open Data on local comunities (part 2) https://tapas.org.ua/wp-content/uploads/2022/07/OD_municipalities_part-2.pdf residents' understanding of the duties of deputies of local councils creates more opportunities for solving community problems, as there is no room for manipulation, instead there is a field for discussions and cooperation. Dataset ""Data on deputies of local councils, including contact details and reception schedule"" allows citizens to find out the following information: biographical data, phone number, e-mail address, pages in social networks, faction name and position in it, standing committee name and position in it, etc. Disclosure of data about MPs with reception schedule and contact information, as well as the results of MP activity can significantly simplify the processes of activity monitoring and feedback. Information collected in one place and presented in a convenient form increases the accountability of representatives in power to their constituents. ""Analytics of deputy activity"" is a service that provides the publication of projects, adopted decisions, the course of voting and analytics of the work of council deputies. Hosted on the Drohobych Smart City platform, it was launched on May 14, 2021. The system contains a created profile of each deputy with detailed information on voting statistics, proposed projects and amendments, and affiliation to factions. This helps the residents to be aware of the votes and not to allow the deputies to mislead the residents about the projects implemented in the city.";Complement;;"Monitoring of the exercise of powers by deputies of local self-government. According to the 3 parts of study on social and anti-corruption impact of Open Data on local comunities  residents' understanding of the duties of deputies of local councils creates more opportunities for solving community problems, as there is no room for manipulation, instead there is a field for discussions and cooperation. https://tapas.org.ua/wp-content/uploads/2021/05/Open-Data-Impact-Report_Municipalities-1.pdf, 
https://tapas.org.ua/wp-content/uploads/2022/07/OD_municipalities_part-2.pdf, https://tapas.org.ua/all-uk/news-uk/vidkryti-dani-munitsypalitetiv-ta-ikhnij-antykoruptsijnyj-ta-sotsialnyj-vplyv-tretia-chastyna-doslidzhennia-mintsyfry/.   
Dataset ""Data on deputies of local councils, including contact details and reception schedule"" allows citizens to find out the following information: biographical data, phone number, e-mail address, pages in social networks, faction name and position in it, standing committee name and position in it, etc. Disclosure of data about MPs with reception schedule and contact information, as well as the results of MP activity can significantly simplify the processes of activity monitoring and feedback. Information collected in one place and presented in a convenient form increases the accountability of representatives in power to their constituents. ""Analytics of deputy activity"" is a service that provides the publication of projects, adopted decisions, the course of voting and analytics of the work of council deputies. Hosted on the Drohobych Smart City platform, it was launched on May 14, 2021. The system contains a created profile of each deputy with detailed information on voting statistics, proposed projects and amendments, and affiliation to factions. This helps the residents to be aware of the votes and not to allow the deputies to mislead the residents about the projects implemented in the city. https://drohobych-rada.golos.net.ua/
In addition, research was conducted in the area of ";;;;;;;;;;;;;
I13;"Is the use of Open Data in your country having an impact on the efficiency and effectiveness of the government (at any level) in delivering public services? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open data has an impact on the effectiveness of public service provision, particularly in the areas of state supervision and control. This is evidenced by the results of the study: https://tapas.org.ua/wp-content/uploads/2021/06/Open-Data-Impact-Report-State-Supervision-and-Control.pdf
State authorities create analytical materials, dashboards based on Open Data: https://edata.e-health.gov.ua/e-data/dashboard (used Open Datasets: https://data.gov.ua/en/dataset/3fcbfe9e-7cec-4f69-b9ca-be49daae2369, https://data.gov.ua/en/dataset/e7f426b5-7fe2-4fee-a991-b7d0d9113710, https://data.gov.ua/en/dataset/6da6e500-e3c0-4a6a-9cb1-764582b531ee, https://data.gov.ua/en/dataset/a1d554df-be4b-4d3f-8063-dd0db4d83ff5), https://mof.gov.ua/uk/the-reform-of-education (used Open Dataset: https://data.gov.ua/dataset/c4e270ef-c566-47f6-9239-a3cb77a9b0ce).
The creation of such analytical materials informs the publicity about the effectiveness of the delivering of public services and, accordingly, increases the level of transparency and openness of bodies to civil society.
Lviv City Council created a bot that provides information and answers to the most common questions of citizens: https://city-helper.com/.
In this service datasets from https://opendata.city-adm.lviv.ua/ are used.
The ""City Panel"" project is an open platform with indicators from various spheres of city life. The goal of the project is to create an opportunity for the public to have unhindered access to the main indicators of the city's development in a convenient format. https://dashboard.city-adm.lviv.ua/. In this service datasets from https://opendata.city-adm.lviv.ua/ are used.";;;;;;;;;;;;;
I14;"Is the use of Open Data in your country having an impact on transparency and accountability of public administrations?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"State authorities create analytical materials, dashboards based on Open Data: https://edata.e-health.gov.ua/e-data/dashboard (used Open Datasets: https://data.gov.ua/en/dataset/3fcbfe9e-7cec-4f69-b9ca-be49daae2369, https://data.gov.ua/en/dataset/e7f426b5-7fe2-4fee-a991-b7d0d9113710, https://data.gov.ua/en/dataset/6da6e500-e3c0-4a6a-9cb1-764582b531ee, https://data.gov.ua/en/dataset/a1d554df-be4b-4d3f-8063-dd0db4d83ff5), https://mof.gov.ua/uk/the-reform-of-education (used Open Dataset: https://data.gov.ua/dataset/c4e270ef-c566-47f6-9239-a3cb77a9b0ce).
The creation of such analytical materials informs the publicity about the effectiveness of the delivering of public services and, accordingly, increases the level of transparency and openness of bodies to civil society.
Clarity Hromada is a system of dashboards with analytical data that helps track key indicators of communities: budget spending, economic activity, demographics, reconstruction. Users can filter data by indicators, rate and compare communities among themselves. Information on the Clarity Hromada platform is constantly updated from the Unified State Portal of Open Data, so the indicators are always up-to-date. https://clarity-project.info/hromada. Used sourses: https://clarity-project.info/hromada/about.
Clarity Project - a service based on Open Data that allows you to search for public procurement, find and display
information about bidders and the connections between them, monitor purchases, customers or participants and, accordingly, identify potential corruption risks. Link to used sources of information: https://clarity-project.info/about.
Data journalism is also developed in Ukraine. A number of publications use publicized government data to write anti-corruption investigations and other journalistic materials. Such publications are: https://texty.org.ua/, https://bihus.info/, https://nashigroshi.org/. Examples of materials based on Open Data: https://datalogy.texty.org.ua/lost/ (dataset used: https://data.gov.ua/dataset/470196d3-4e7a-46b0-8c0c-883b74ac65f0), https: //datalogy.texty.org.ua/education/  (datasets used: https://registry.edbo.gov.ua/opendata/universities/, https://registry.edbo.gov.ua/opendata/entrant/, https://registry.edbo.gov.ua/opendata/educators/, https://registry.edbo.gov.ua/opendata/staff).
In March, 2024 with the support of the TAPAS project, Data Driven Journalism was implemented - free training for journalists and journalism teachers who want to improve their skills in data journalism and data visualization. https://journalism-course.data.gov.ua/ 
YouControl, Opendatabot, Liga Contr Agent and Vkursi.Pro services are functioning for checking potential contractors and helping to avoid financial losses, fraud and default by potential contractors.
https://youcontrol.com.ua/ (used sourses: https://youcontrol.com.ua/sources/), https://opendatabot.ua/ (used sourses: https://opendatabot.ua/open/api), https://ca.ligazakon.net/search (used sourses: https://ca.ligazakon.net/about), https://vkursi.pro/ (used API of state registers: https://vkursi.pro/apivkursi).    
In addition, with the support of the TAPAS project, three studies on the anti-corruption and social impact of Open Data of local self-government were conducted: https://tapas.org.ua/wp-content/uploads/2021/05/Open-Data-Impact- Report_Municipalities-1.pdf, https://tapas.org.ua/wp-content/uploads/2022/07/OD_municipalities_part-2.pdf, https://tapas.org.ua/wp-content/uploads/2022/ 07/Report_Municipalities-OD_part-3.pdf.";;;;;;;;;;;;;
I15;"Is the use of Open Data in your country having an impact on policy-making processes (i.e. are public administrations making use of the data as evidence for the problem identification and policy formulation)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"On the basis of Open Data, authorities form policies in various spheres of life, examples can be viewed at the following resource: https://diia.data.gov.ua/info-center/databasedpolicy.
BOOST is a budget indicator analysis tool implemented by the Ministry of Finance of Ukraine on the openbudget.gov.ua portal, developed on the basis of the World Bank methodology. The purpose of the tool is effective use of budget funds, improvement of decision-making processes, transparency and accountability.
https://openbudget.gov.ua/analytics/incomes 
The ""Renovation Map"" service promotes the preservation and use of valuable historical buildings for the harmonious renewal of cities and community development. https://renovationmap.org/ (used dataset: https://data.gov.ua/dataset/ediniy-derzhavniy-reestr-sudovih-rishen-za-2024-rik_829).
The study ""Gender component in Open Data of Ukraine"" outlined the fact that human beings and their needs are placed at the center of state decision-making. Open data, disaggregated by gender and other social indicators, helps to obtain valuable information about the current state of rights and opportunities for women, men and their various groups, including the vulnerable, to see gender gaps and possible discrimination. Such data is an important tool for the development, implementation and monitoring of gender-responsive policies, inclusive solutions and services in various spheres of life. Analysis of data not distributed by gender, in turn, leads to erroneous conclusions and a loss of resources. Thus, this research contributes to the formation of effective policies in various areas. https://tapas.org.ua/wp-content/uploads/2023/12/OD-research_EN.pdf.  
The ""City Panel"" project is an open platform with indicators from various spheres of city life. The goal of the project is to create an opportunity for the public to have unhindered access to the main indicators of the city's development in a convenient format. https://dashboard.city-adm.lviv.ua/
The research on the role of Open Data in the transition to a circular and low-carbon economy includes an overview of the current policy of the EU and Ukraine, standards for the publication of Open Data. The rapid development of states inevitably leads to an increase in resource consumption, followed by carbon and greenhouse gas emissions, volumes of waste and pollution. New strategies can solve the challenges of time: low-carbon and circular economy. The first is aimed at reducing carbon emissions in the process of production and consumption, the second - at the regeneration of natural systems, designing a system without waste and pollution. An effective transition process to new models requires digital tools. https://diia.data.gov.ua/news/opublikovano-doslidzennya-roli-vidkritix-danix-u-perexodi-do-cirkulyarnoyi-ta-nizkovuglecevoyi-ekonomiki.";;;;;;;;;;;;;
I16;"Is the use of Open Data in your country having an impact on decision-making processes (i.e. are public administrations making use of the data as evidence to be included in their daily operations)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"The use of Open Data in Ukraine has an impact on decision-making processes. https://stat.loda.gov.ua/ - The portal of local statistics of the Lviv region allows to analyze statistical information from various spheres of life and make informed decisions.
BOOST is a budget indicator analysis tool implemented by the Ministry of Finance of Ukraine on the openbudget.gov.ua portal, developed on the basis of the World Bank methodology. The purpose of the tool is effective use of budget funds, improvement of decision-making processes, transparency and accountability.
https://openbudget.gov.ua/analytics/incomes.

The ""City Panel"" project is an open platform with indicators from various spheres of city life. The goal of the project is to create an opportunity for the public to have unhindered access to the main indicators of the city's development in a convenient format. https://dashboard.city-adm.lviv.ua/. In this service datasets from https://opendata.city-adm.lviv.ua/ are used.";;;;;;;;;;;;;
;4.3b Social impact;;;;;;;;;;;;;;;;;;
