P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Yes;"Yes, partly, we provide a digital arena for data producers and data consumers at the Swedish data portal. This includes an area for data sharing initiatives, an area for good examples etcetera. The national level also provides a shared metadata catalogue for smaller data producers. 
https://www.digg.se/kunskap-och-stod/oppna-och-delade-data/offentliga-aktorer/vagledning-om-oppna-datalagen/lamna-metadata-till-sveriges-dataportal#h-Treolikasattattlamnametadata

Also, the Swedish Association of Local Authorities and Regions has started a new network for supporting employees in municipalities and regions that work with open data. This network provides the members with contextualized information e.g. seminars that deals with how the open data law specifically applies to municipalities and regions, as well as promotes data interoperability.  
https://skr.se/skr/naringslivarbetedigitalisering/digitalisering/datadrivenutveckling/oppnadatastod/oppnadataprofessionsnatverk.80015.html";;;;;;
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";approximately half of the public bodies;"There are some bigger initiatives, as for example: 

# https://www.vgregion.se/ov/dataverkstad/
# https://www.ri.se/sv/vad-vi-gor/projekt/smart-city-lab-kommunernas-stodfunktion-for-datadriven-utveckling
# https://www.vinnova.se/p/databeredskapsverkstad/";Confirm;;;;;;;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";no;;Confirm;;;;;;;;
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Yes, the two teams (Government offices of Sweden and Agency for digital government) are working together both regarding more strategic questions e.g. having a dialogue about future government assignments or handling questions related to making prioritisations during on-going government assignments. Also, the two teams are co-hosting seminars, e.g. with civil society organisations. Moreover, the government team have been participating in the creation of digital educations that Digg (Agency for digital development) is responsible for, e.g. by recording videos about the national datastrategy and high-value datasets. ;Confirm;;;;;;;;
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;"There are no requirements outlined at a national level for the appointment of e.g. open data officers, but the National Agency for digital government (Digg) recommends the appointment of a person per organisation that is responible for the coordination and organisational specific strategies related to open data. See https://www.digg.se/kunskap-och-stod/oppna-och-delade-data/offentliga-aktorer/vagledning-for-att-tillgangliggora-information#h-Organiseraarbetetmedtillgangliggorande

Information and data stewards for data are mandatory according to legislation but this is primarly from a GDPR perspective. See https://www.imy.se/verksamhet/dataskydd/ ";Confirm;;;;;;;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Yes there is, although the ways in which is done varies depending on what government assignments are running or which networks or projects exists. At regular basis, knowledge exchange is carried out at public seminars such as ""Digg Forum"" (https://www.digg.se/kunskap-och-stod/evenemang/digg-forum), the seminars provided by NOSAD (https://nosad.se/workshops), and by discussions at the open community connected to the national dataportal (https://community.dataportal.se/).

At the moment there is active and regular exchange of knowledge between the open data team at Digg and ""open data officers"" in e.g. the following projects/government assignments: 

# A government assignment that relates to ""SKILLS"" actors and aims to increase the amount of open data from this sector.
See https://www.regeringen.se/regeringsuppdrag/2021/06/uppdrag-att-utveckla-en-sammanhallen-datainfrastruktur-for-kompetensforsorjning-och-livslangt-larande/

# The project ""National dataverkstad"" which is a stately funded project aiming to support regions and municipalities in open data sharing and use. This project is often used for proof-of-concepts related to Diggs development of recommendations, educations and other types of support, but also for identifying specific needs at local level. See https://www.vgregion.se/ov/dataverkstad/.

# The project ""Smart city lab"" which is a statly funded project driven by the research institute RISE, and which aims to support municipalities in progressing IoT use, including data sharing. This has led to the co-creation of support related to MIMs. See https://www.ri.se/sv/vad-vi-gor/projekt/smart-city-lab-kommunernas-stodfunktion-for-datadriven-utveckling";Confirm;;;;;;;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Yes, in multiple ways : 

# At the national data portals open community there is continuous and on-going discussions between open data users and open data providers. See: https://community.dataportal.se/

# NOSAD; a network established bty The employment ageny, Agency for digital government,  The Internet foundation invites to knowledge exchange through seminars, discussion forums etc.  See: https://www.nosad.se/

#Within geodata- domain we have Geodata counsil and Geodata forum for the geodata community, stakeholder that hold the regular events for access and quality to geodata  https://geoforum.se/tidigare-motesplatser 
https://www.geodata.se/om/geodataradet/

#Vinnova community for datalabs and data factories: regular networking and meetinge for knowledge exchange https://blogg.vinnova.se/

#Within Satellite data domain we have Copernicis-space data network to discuss access and re-use.  ";Complement;;"The new version of the Swedish data portal facilitates exchange of knowledge and experiences under for examle ""Data cooperation"" and ""Good examples""as well as in the discussion forum ""Community"".";;;;;;
;1.3 Open data implementation;;;;;;;;;;;
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"Yes, but depending on the open data maturity of the organisation, these publication plans can differ in extent and level of detail. Our assessment is that the municipalities (290 in Sweden), since many of them are rather small and lack resources, are those with the biggest challenges to come up with a data publication plan. We know that many organisation do have some sort of plan, however, not available online. 

The project ""Nationell dataverkstad"" (in eng. National data workshop) helps Regions and municipalities with the on-boarding process, which includes coming up with a plan for publishing data as open data. At the moment, 10 regions (including many of their municipalities) have joined the project. In Sweden we have 21 regions, so the aim of the project is to get the 11 other regions to joins during 2023. 
Link: https://www.vgregion.se/ov/dataverkstad/

For the research community, the Swedish Research Council has a data publication plan online: https://www.vr.se/uppdrag/oppen-vetenskap/oppen-tillgang-till-forskningsdata/datahanteringsplaner.html";Confirm;;;;;;;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";Yes;"UPDATED ANSWER:
This part is still valid:
""There is a structured way of monitoring the digitalisation strategy, see https://www.digg.se/analys-och-uppfoljning/publikationer/publikationer/2022-09-22-uppfoljning-av-statliga-myndigheters-digitalisering-2021 Regarding the data strategy from 2021, the Agency for digital governement is monitoring this  in connection with  supporting public organisations in their work of implementing the strategiy and in connection with the work with for example national base-data https://www.digg.se/ledning-och-samordning/ena---sveriges-digitala-infrastruktur/nationella-grunddata.""                    

The onfollowing part (se below) is, sorry to say, not relevant since Digg never recieved an assignment from the government office to deliver the action plan mentioned in the national data strategy,: ""With the new action plan 2023 this will be taken further into a structured plan and there will also be indicators for these areas which may be included in the digitalisation report.""";Complement;;"The new Swedish data portal is also monotoring metadata quality, the five star open datamodel and the Agency for digital government is also working on more visualisations of results.
https://www.dataportal.se/metadatakvalitet";;;;;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;No;"No, but the government is working on a new digitalisation strategy (Q1 2025) with a yearly activity plan and measurements which presumably will include the open data strategy.
The agency for digital government, which is responsible for the Swedish data portal is not responsible for the development of the new strategi. But when that strategy is launched we will know more about the activity plan and how it can be monitored. 

Update sept: The digitalisation strategy is currently under development and the Agency  of digital government (Digg) has supported the Government office with workshops with different stakholders but is not involved in the actual process. So, Digg cannot elaborate on the yearly activity plan.";;;;;;
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";no;;Complement;;No, but the Agency for digital government is working on a register of organisations charging  for data which will make it easier to assess charges.;;;;;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1. Finance. There are still several Agencys in Sweden charging for datasets (this is included in their instruction). Hopefully the implementation of HVD will change this. 
2. Organisation. Sweden is very decentralised organisationally and this is complicated when it comes to responsibility for datasets. 
3. Prioritisation. How to make the organisations prioritize publication of open data when the policies are mostly recommendations and not ""must-do-laws"".";Confirm;N/A;;;;;;;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"2022:
1. Connected to the implementation of HVD. 
2,3. The Agency for Digital Government is working with different activities to address these challenges for example working with one of the regions in a project on datasharing https://www.vgregion.se/dataverkstad  and collecting good examples to be published at Sveriges dataportal.
3. The Agency for Digital Government is working with a data ambassador program to raise awareness about data sharing.";Complement;;The Agency for digital government is also working on a concept for leaders to raise their awareness of data as a strategic resource and maturity as data producers. ;;;;;;
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;Yes, the Agency for digital government provides for example a shared metadata catalogue for smaller data producers and help on the Swedish data producers on how to get started, a Data ambassodors program (to train trainers in different organisations), good examples, a community etcetera;;;;;;
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"# The Agency for digital government (Digg) launced a new education program called ""Data ambassadors"" in feb 2023, aiming to provide a basic education on open data and the process for releasing data. At the moment we have about 120 registrered participants from a broad range of different public actors, e.g. municipalities, county regions, public agencies and bigger organisations that work for the public sector.
See https://www.digg.se/om-oss/nyheter/nyheter/2023-02-21-digg-lanserar-dataambassadorsprogram-for-att-stodja-arbetet-med-oppna-data

# The Swedish Authority for Privacy Protection (IMY) provides two basic courses about GDPR. In 2023 these courses are planned to run in the autumn. This year they also arranges a conference called ""Dataskyddet 50 år"" (in eng. Data protection 50 years). For both, see https://www.imy.se/om-oss/utbildningar-och-konferenser/ 

# The Swedish Civil and Contingencies Agency (MSB) provides a range of educations related to information security, among them a basic course in digital information security called DISA. See all courses in information security: https://www.msb.se/sv/utbildning--ovning/alla-utbildningar/?subject=132&sortOrder=Alphabetic

# The Agency for digital government (Digg) regularly provids information about the work and support for the digitalisation of public sector at a monthly forum called Digg Forum, e.g. information about the progress of high-value datasets and information about new guidelines related to procurement of data (see also link in question 25a). The information is recorded and can be accessed at https://www.digg.se/kunskap-och-stod/digg-play.";Confirm;;;;;;;;
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, >9;"Yes, there are events arranged by the Agency for Digital Government (Digg), as for example information about the new datalaw https://www.dataportal.se/sv/nyheter/15/digg-bjuder-in-till-informationstraffar-om-den-foreslagna-datalagen and events arranged by Network Open Sourcce and Data https://nosad.se/ 

Since Feb 2023, we also have a new education programme for employees within public sector called ""Dataambassadörsprogrammet"" (in eng. Programme for data ambassadors) that teaches the basics of open data, the most important aspect of the new open data law, as well as important aspects of the benefits of open data use. As a participant, you also gain access to educational material that can be used by the participants in their own work with spreading the word of open data in their own organisation. At the moment we have about 120 registrered participants from a broad range of different public actors, e.g. municipalities, county regions, public agencies and bigger organisations that work for the public sector. See https://www.digg.se/om-oss/nyheter/nyheter/2023-02-21-digg-lanserar-dataambassadorsprogram-for-att-stodja-arbetet-med-oppna-data";Complement;Yes, >9;"Yes there are events arranged by the Agency for digital government. They can for example be found on Digg play: https://www.digg.se/kunskap-och-stod/digg-play/arkiv-digg-play#/?

Since Feb 2023, we also have a new education programme for employees within public sector called ""Dataambassadörsprogrammet"" (in eng. Programme for data ambassadors) that teaches the basics of open data, the most important aspect of the new open data law, as well as important aspects of the benefits of open data use. As a participant, you also gain access to educational material that can be used by the participants in their own work with spreading the word of open data in their own organisation. At the moment we have about 120 registrered participants from a broad range of different public actors, e.g. municipalities, county regions, public agencies and bigger organisations that work for the public sector. See https://www.digg.se/om-oss/nyheter/nyheter/2023-02-21-digg-lanserar-dataambassadorsprogram-for-att-stodja-arbetet-med-oppna-data";;;;;;
