ID;cross_year_id;response;decision;awarded_score;max_score;explanation
PT34;PT34;yes, or all public sector data providers already publish data;confirm;20;20;"- The Competence Center for Open Data (CCOD) established a knowledge library, including different guidelines, manuals, etc. from all federal levels. (https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Vorlagen-Hilfsmittel/vorlagen-hilfsmittel_node.html) 
CCOD also offers and conducts several Workshops addressing different issues in publicating open data.

- https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload"
PT35;PT35;yes;complement;0;0;"2025:
GovData provides a list of all portals or websites provided directly by the federal states. All data found there is also accessible via the national portal.
Link list (see section: Public Administration Websites):https://www.govdata.de/informationen/open-government#websites-verwaltung

Another actively maintained (non-official) source: https://github.com/opendata-guru/data-portallist-de/blob/master/dist/opendataportals.csv
2024:
2024:
Berlin Geoportal Wasserportal, Energieatlas, Gewerbedatenatlas, Urbane Datenplattform PRISMA, digitale Plattform Stadtverkehr, there ar many portals in Berlin
2023:
A list of all data providers can be accessed as a filter list at the following link, which also includes all regional portals: https://www.govdata.de/web/guest/daten"
PT36;PT36;yes;confirm;20;20;A list of all data providers can be accessed as a filter list at the following link, which also includes all regional portals: https://www.govdata.de/web/guest/daten
PT37;PT37;the majority of datasets;confirm;15;20;"Short noted: A few, mostly regional data providers, enter their data at GovData manually 

Follow up: Thanks for the hint. We updated the column H"
PT38;PT38;yes;complement;10;10;"2025:
Only a few, but there are some examples available:
PegelOnline (water levels of rivers in Germany): https://www.govdata.de/web/guest/suchen/-/details/pegelonline
Parking guidance system in Dortmund city center (dynamic data): https://www.govdata.de/suche/daten/parkleitsystem-innenstadt-dortmund-dynamische-daten
2024:
2024:
Berlin:but a very few, not many
2023:
Yes, there are some examples available:
https://www.govdata.de/web/guest/suchen/-/details/pegelonline
https://www.govdata.de/web/guest/suchen/-/details/aktuellste-10-minutige-stationsmessungen-der-niederschlagshohe-in-deutschland"
PT39;PT39;yes;complement;20;20;"2025:
See answer to question PT7. We can no longer determine which data is official and which is non-official. There is also data that is a product of the combination of official data (cadastral data) and non-official data (OSM).

Example: https://www.govdata.de/suche/daten/osm-strassen-koln-bonn
2024:
Berlin:citizen based data such as the Radverkehrsdaten from the project ""Berlin zählt Mobilität""

GovData: See answer to question PT7. We can no longer determine which data is official and which is non-official. There is also data that is a product of the combination of official data (cadastral data) and non-official data (OSM).

Example: https://www.govdata.de/web/guest/suchen/-/details/osm-strassen-koln-bonn and https://www.govdata.de/web/guest/suchen/-/details/spw2-alkisosmb7bb8"
PT40;PT40;yes;confirm;20;20;"Berlin: yes, we have monitored the ""Cora datasets of Berlin ""berliner Kerndatensätze: https://odis-berlin.de/projekte/2023-02-kerndatens%C3%A4tze"
PT41;PT41;yes;confirm;40;40;GovData: After the project launch, the GovData portal became a product of the IT Planungsrat. Funding has been secured via an administrative agreement with all 16 federal states and the federal government. FITKO was founded as a new authority to ensure the long-term operation of all products of the German IT Planungsrats https://www.it-planungsrat.de/fileadmin/beschluesse/2021/Beschluss2021-21_FITKO_Gruendungsbeschluss.pdf When it was founded in 2020, GovData was explicitly mentioned as a product that would be taken over. Legislation stipulates the delivery of data to GovData.
PT42;PT42;yes;change;20;20;"Information on the homepage at the bottom of the page:

Mastodon: https://mastodon.social/@opendata@social.bund.de or https://social.bund.de/@opendata
LinkedIn: https://www.linkedin.com/company/govdata-de
Github/OpenCode: https://gitlab.opencode.de/fitko/govdata"
PT43;PT43;yes;complement;10;10;"2025:
We provide our source code on GitHub: https://github.com/govdataofficial and on Open CoDE (a GitLab hosted by Germany): https://gitlab.opencode.de/fitko/govdata
2024:
2024:
Berlin: =HYPERLINK(""#""; ""https://github.com/berlinonline "")
2023:
We provide our source code on GitHub: https://github.com/govdataofficial and on Open CoDE (a GitLab hosted by Germany): https://gitlab.opencode.de/fitko/govdata"
PT44;PT44;yes;change;20;20;"We provide comparable SPARQL queries. We also use the GovData Monitor to examine various characteristics of all open data portals within Germany and, in some cases, across Europe on a daily basis. For HVD, we can also view the chronological history of changes on a daily basis. https://opendata.guru/govdata/catalogs.html

Additional explanation: The national portal and the GovData Monitor at https://opendata.guru/govdata/catalogs.html are managed by the same person. Statistics on static vs. real-time data can be found, for example, here: https://opendata.guru/govdata/hvd.html. Thinking outside the box is important for our work (also in comparison with our German-speaking neighbors). Since a lot of statistical information from the EU and other national portals is included, we have not published our statistics section under the national portal's domain. If it would be helpful for this report, we can change this to make the allocation clearer."
PT45;PT45;yes;change;20;20;"Yes, the national portal uses the tool daily to measure and improve quality. Other federal portals also use these features. At HVD, the daily statistics have been important for improving EU reporting.

At https://opendata.guru/govdata/hvd.html, the distributions for all our HVD datasets are examined in more detail. For example, at the bottom of the page, there is a list of broken distribution links, which is checked daily for fixes.

Additional explanation: Through our daily measurements, we see that datasets disappear and appear daily. This allows us to identify structural problems with our portal, the harvesters, connected portals, and any other indirectly connected data portals. We can also identify the problems retrospectively. This enables us (and also other portals) to stabilize the entire open data ecosystem. If anomalies occur, we inform both directly and indirectly connected portals."
Q1;Q1;yes;confirm;20;20;The metadata is subject to a harvesting process continuously, with control of the metadata and automatic scan for duplicates.
Q2;Q2;90-99%;change;18;20;90-99%. We have an open data portal for almost every federal state in Germany. The large (but also smaller) cities operate their own open data portal. In addition, there are various thematic data portals, such as for traffic data and geodata. All these data portals are linked together in a large network or tree and harvest each other. At the end is GovData, which harvests almost all of the metadata from sub-portals. Only a small amount of data is entered directly into GovData by hand.
Q3;Q3;within one week;complement;15;40;"2025:
GovData: On average, the metadata is updated after 2 days. If metadata is changed manually directly in the GovData portal, the changes are visible immediately. If a dataset is changed in the geoportal of a city, the city harvests its geoportal, the city may be harvested by the portal of the district, which in turn is harvested by the federal state, which is harvested by GovData. This chain can result in a delay of several days when updating the data.
2024:
GovData: On average, the metadata is updated after 2 days. If metadata is changed manually directly in the GovData portal, the changes are visible immediately. If a dataset is changed in the geoportal of a city, the city harvests its geoportal, the city may be harvested by the portal of the district, which in turn is harvested by the federal state, which is harvested by GovData. This chain can result in a delay of several days when updating the data.

Follow up: confirmation"
Q4;Q4;yes;complement;20;20;"2025:
GovData: Until recently, it was not possible to mark up data series in the metadata. Therefore, data series were created as differently as possible in the past. The local sub-portals all have their own strategy for dealing with this.
But the newly adopted DCAT-AP.de metadata standard version 3.0 make it possible to mark dataset series correctly and unique. Today we do not measure this aspect because there is no standardized way and 4+ ways used to mark dataseries.
2024:
GovData: Until recently, it was not possible to mark up data series in the metadata. Therefore, data series were created as differently as possible in the past. The local sub-portals all have their own strategy for dealing with this. With the introduction of DCAT-AP.de 3.0, an example of a correct data series is planned. Based on this, we could work towards harmonization.

Follow up: Yes the new DCAT-AP.de version make it possible to mark dataset series correctly and unique. Today we do not measure this aspect because there is no standardized way and 4+ ways used to mark dataseries."
Q5;Q5;yes;complement;20;20;"2025:
We are transferred the high-value datasets award to the European data portal correctly. In order to do this successfully, we had to extend CKAN so that HVD data could be imported into a CKAN system and then exported. Our changes have been transferred to the official repo according to the open source rules. For the geodata, we had to adapt the converter of the geo-ISO data. A lengthy coordination process with and within the geo-community was necessary beforehand. Please also refer to the answer to question PT22.
2024:
Berlin: but it is not getting used as the data providers publish from other plattforms such as GENESIS Online, where there is an interface to the Govdata Portal, or they publish over the Geoportal Berlin, where there is an API to the Berlin Open Data Portal, but they do not have to indicate extra on the Berlin Portal, as it gets indicated at the Geoportal 
GovData: 
We are proud to have been the second state to correctly transfer the high-value datasets award to the European data portal. In order to do this successfully, we had to extend CKAN so that HVD data could be imported into a CKAN system and then exported. Our changes have been transferred to the official repo according to the open source rules. For the geodata, we had to adapt the converter of the geo-ISO data. A lengthy coordination process with and within the geo-community was necessary beforehand. Please also refer to the answer to question PT22."
Q6;Q6;yes;change;20;20;"In some cases, the specialist communities themselves ensure that the individual data records are compatible. Two specialist areas are cited as examples. The geodata are collected in the federal states and, thanks to established structures, they can be harmonized and offered as a common dataset for the whole of Germany. The INSPIRE specifications mean that the datasets are comparable throughout Europe. The weather data is not only compatible within Europe but is also internationally interoperable thanks to its standardization.

Additional explanation in detail:
For HVD datasets was formulated a detailed FAQ at the German level to answer most of the questions that have arisen. The technical assessment always rests with the data providers (this was also requested by them). The two strongest responses in favor of autonomous HVD data provision came from the areas addressed: The department responsible for weather data made it very clear that they have been providing internationally coordinated data and metadata for years. These even go beyond the HVD requirements. The geodesy department also pointed out ongoing coordination procedures. The INSPIRE Directive is leading to well-established data structures at the federal and state levels. There have been various rounds of coordination there, which HVD requirements go b e y o n d the INSPIRE guidelines. The corresponding coordination was documented in separate HVD FAQs (which have now been incorporated into the joint HVD FAQ on GovData)."
Q7;Q7;yes;confirm;20;20;"Broken links, monitoring of import errors, validation is being transformed according to DCAT-AP.de (https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload )
We provide a Dashboard, which provides information about the published data. While a trial period the Dashboard is only reachable for registered users.
Please contact us to join via mail at info@govdata.de."
Q8;Q8;yes;confirm;20;20;"2024:
GovData: We provide a dashboard that provides information about the published data. During a test phase, the dashboard is only accessible to registered users. The underlying data, however, can be accessed openly via our SPAQL interface.

Follow up: https://govdata.de/metadatenqualitaet/qualitaetsmerkmale This URL will be available later this month. We remove the 'accessible to registered user'
2023:
We provide a Dashboard, which provides information about the published data. While a trial period the Dashboard is only reachable for registered users. Please contact us to join via mail at info@govdata.de."
Q9;Q9;yes;complement;20;20;"2025:
GovData: We offer information on this on our information page on the provision of data on GovData https://www.govdata.de/informationen/datenbereitstellung-govdata.
There GovData refers to the self-service tool for testing DCAT-AP.de-compatible metadata. When connecting new data providers to GovData, their endpoint is extensively tested and they receive a written analysis of their metadata quality. In the course of the release of DCAT-AP.de 3.0, we will provide various examples of high-quality metadata.
2024:
Berlin: =HYPERLINK(""#""; ""https://odis-berlin.de/file-download/Vorlage_Metadaten.xlsx "")

GovData: We offer information on this on our information page on the provision of data on GovData https://www.govdata.de/web/guest/datenbereitstellungaufgovdata. There we refer to the self-service tool for testing DCAT-AP.de-compatible metadata. When we connect new data providers to GovData, their endpoint is extensively tested and they receive a written analysis of their metadata quality. In the course of the release of DCAT-AP.de 3.0, we will provide various examples of high-quality metadata."
Q10;Q10;yes;complement;20;20;"2025:
All data suppliers must provide their metadata in at least DCAT-AP.de 2.0 format. The standard itself contains specifications on the use of licenses, among other things. The conventions manual https://www.dcat-ap.de/def/dcatde/2.0/implRules/ contains 41 conventions that apply to the delivery to GovData.
2024:
Berlin: the Musterdatenkatalog of the Bertelsmann Stiftung

GovData: All data suppliers must provide their metadata in at least DCAT-AP.de 2.0 format. The standard itself contains specifications on the use of licenses, among other things. The conventions manual https://www.dcat-ap.de/def/dcatde/2.0/implRules/ contains 41 conventions that apply to the delivery to GovData."
Q11;Q11;yes;complement;20;20;"2025:
License Guideline on GovData: https://www.govdata.de/web/guest/datenbereitsteller

License guide in DCAT-AP.de: https://www.dcat-ap.de/def/licenses/
2024:
in the Open Data Verordnung we recommed mostly open licenses such as CC 0, or at least CC By 4.0

Follow up:
License Guideline on GovData: https://www.govdata.de/web/guest/datenbereitsteller
License guide in DCAT-AP.de: https://www.dcat-ap.de/def/licenses/
The Open Data Verordnung Berlin https://www.berlin.de/sen/wirtschaft/digitalisierung/open-data/verordnung/"
Q12;Q12;>90%;confirm;20;20;"GovData: >90%

Follow up: 90+% is correct"
Q13;Q13;5-10;confirm;5;20;"GovData: 5-10

Follow up: 5-10 is correct"
Q14;Q14;no;confirm;0;20;
Q15;Q15;yes;confirm;20;20;We only harvest datasources in DCAT-AP.de 2.0 or better. If not possible (INSPIRE metadata) we provide and develop own CKAN converter extension. We developed DCAT-AP.de years ago to follow the European DCAT-AP with some Germany extensions
Q16;Q16;>90%;confirm;25;25;Follow up: Thanks for the hint. As described in Q15 we follow the DCAT-AP compliance. There is no decrease. We corrected the answers
Q17;Q17;>90%;confirm;25;25;Follow up: Thanks for the hint. As described in Q15 we follow the DCAT-AP compliance. There is no decrease. We corrected the answers
Q18;Q18;71-90%;confirm;20;25;Follow up: Thanks for the hint. As described in Q15 we follow the DCAT-AP compliance. There is no decrease. We corrected the answers
Q19;Q19;yes;confirm;0;0;"2024:
Follow up: Thanks for the hint. We still have a national extension. We will release the new DCAT-AP.de 3.0 in December 2024
2023:
DCAT-AP.de is only complement to DCAT-AP, so it is completely conforming to DCAT-AP. The complement to DCAT-AP are necessary to depict German peculiarities.
https://www.dcat-ap.de/ // R2: For an exact explanation, we would have to answer the question separately.

In short, there are two legally different approaches between the CC BY 4.0 licence and the German data licence. CC BY focuses on material property law, while the German variant classifies the licensing of (official) datasets as a dedication/administrative act. This results in a different legal assessment. In addition, there are aspects from the regulations in Germany regarding general terms and conditions (GTC) in the context of civil law.

So there is a subtle legal distinction behind the data licence - a ""German peculiarity"". :-)

Nevertheless, the necessity of a national licence is currently being discussed and possibly reassessed in future."
Q20;Q20;no;confirm;0;20;GovData: No. The investigation and improvement of metadata quality is on our to-do list.
Q21;Q21;31-50%;confirm;10;25;N/A
Q22;Q22;>90%;confirm;25;25;"GovData: '>90%

Follow up: Thanks for the hint. We corrected the answer to 90+%"
Q23;Q23;yes;complement;20;20;"2025:
The Fair Principles are an central part of the quality check in the portal's dashboard. But it's also based on the 5-star model
2024:
2024:
Berlin: for finance data and for the organigramm tool
2023:
The Fair Principles are an central part of the quality check in the portal's dashboard."
Q24;Q24;yes;complement;20;20;"2025:
The metadata portal GovData offers a comprehensive FAQ on high-quality datasets as a guide and orientation tool for data providers (and users). These are referenced by other data portals (e.g., statistical portals or geodata portals).

Link: https://www.govdata.de/informationen/hochwertige-datensaetze

Another item: https://www.nqdm-projekt.de/de/downloads/leitfaden
2024:
2024:
Berlin: Barcamp Linked Open Data
2023:
Since 2021 we have the dashboard for quality control. The data providers themselves have the possibility to check their metadata quality there. Furthermore, extracts are regularly sent to the data providers with the most important quality parameters."
Q25;Q25;>90%;confirm;25;25;N/A
Q26;Q26;>90%;confirm;25;25;N/A
Q27;Q27;71-90%;confirm;20;25;N/A
Q28;Q28;51-70%;confirm;15;25;N/A
Q29;Q29;31-50%;confirm;10;25;N/A
I1;I1;yes;confirm;20;20;"Although there is no single definition, § 12a (6) EGovG regulates the re-use of open data as follows:

""The retrieval of data pursuant to the first sentence of (1) [(= § 12a (1) contains the obligation for publishing open data by federal authorities)] shall be made possible free of charge and for the unrestricted re-use of the data by any person. Retrieval of data pursuant to the first sentence of (1) should be possible at any time, without mandatory registration and without justification.""

Furthermore the open data strategy defines as follows:
""When is open government data for the purposes of this [open data]strategy?
- Authorities have collected the data themselves or have them collected by third parties;
- freely accessible on public networks,
- machine-readable,
- non-personal
- freely usable,
- No safety-related information."""
I2;I2;yes;complement;20;20;"2025:
There is no uniform, standardized process at the national level. Nevertheless, showrooms are anchored in the national metadata portal (or comparable portals of the federal states) as well as in specialist portals, which regularly present and update use cases based on open data.

National level: GovData: https://www.govdata.de/suche?q=&type=showcase

Mobilithek (specialist portal): https://mobilithek.info/blog/category/practical-example

State level:
North Rhine-Westphalia: https://open.nrw/open-data/open-data-showroom
Berlin: https://daten.berlin.de/anwendungen
2024:
Berlin: Yes, there are various methods for estimating the re-use of open data. They include the collection, tracking and publication of use cases and other monitoring mechanisms, such as:

- National level: Examples for data usage are collected via open government networking and made public as articles as well as on the CCOD website: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Use_Cases/use_cases_node.html
- The usage of CODE-DE is extensively measured and regularly evaluated.
- Regular INSPIRE-Monitoring by GDI-DE, Germany's geodata infrastructure.
- The showroom of GovData also shows some application examples: https://www.govdata.de/web/guest/showroom 

- Regional/local:
- Berlin (State): we do publish the applications that are generated by Open Data of Berlin on our Open Data Portal: https://daten.berlin.de/anwendungen
- In the state of NRW, data owners/providers and IT-Service Providers monitor downloads and Service-Use as internal data.

Hamburg:
-The governmental impact is hereby defined as the beneficial effect of the use of open data on three specific challenges faced by the government/public administrations: 1) Being efficient and effective in delivering public services; 2) Being transparent and accountable in their actions; 3) Improving their capacity to make decisions and policies."
I3;I3;yes;complement;20;20;"2025:
There is no central obligation for such activities. Nevertheless, available use cases and regular exchanges between open data stakeholders within the administration are leading to increased awareness of monitoring. There are also now initiatives in the field of open government/data governance that aim to promote the use and thus the tracking of the data provided.

Data Governance: Implementation component of the Federal Digital Strategy: https://www.it-planungsrat.de/der-it-planungsrat/strategische-schwerpunktthemen/schwerpunktthema-datennutzung
Data usage goals: https://www.it-planungsrat.de/fileadmin/it-planungsrat/der-it-planungsrat/schwerpunktthemen/250314_IT-PLR_Zielbilder_final_Datennutzung.pdf

Use Cases: see answer to question 2

Also worth mentioning here is the CCOD’s Open Data Forum, which aims to bring providers and users together and thus enables direct feedback in both directions on the use of the data: https://discourse.opencode.de/c/opendata/755
2024:
2024:
Bavaria:
- Collection of use cases with open data at https://oc.bydata.de/using/usecases

North Rhine-Westphalia: Reuse cases are pulblished in a showroom (https://open.nrw/open-data/open-data-showroom.
2023:
Berlin University Alliance promotes in objective 3, the monitoring of Open Data practices (https://www.berlin-university-alliance.de/en/commitments/research-quality/index.html)

Examples at regional level:
Berlin (State): we have our project database, where we monitor the reuse of the own published data and make it popular with our social media activities or press releases:
1) offene Haushaltsdaten: https://odis-berlin.de/projekte/haushaltsdaten/
2) Organigramm-Tool: https://odis-berlin.de/projekte/organigramme/
3) Wahlbezirke-Editor: https://odis-berlin.de/projekte/wahlbezirke/"
I4;I4;yes;change;20;20;"We have added the DCAT-AP HVD specification that indicates the HVD datasets into the technical standard DCAT-AP.de 3.0 and that allow us to indetify what data are HVD. As all the applications in the catalogue (list of applications: https://data.gov.de/suche?type=showcase) on the data portal are connected to the specific data set we can also monitor the reuse of the high-value datasets.

Additional explanation: Linking applications to the data is done manually. We have not implemented any automatic measurements for the success of the data used. Currently, we can only measure how often the detailed page on GovData for the data is accessed. However, this information is misleading for the purpose of addressing the question. Due to our federal network of metadata portals in Germany, we would need usage information from all existing open data portals, as well as API and download measurements from the data providers directly on their servers. For download statistics for apps, we cannot rely on automated information from the app stores."
I5;I5;yes;complement;20;20;"2025:
There is no one-size-fits-all definition of the impact of open data in Germany (which would, due to the constitutional division between federal level and regional level hardly be applicable to Germany): most public bodies and institutions dealing with open data have delineated what the impact of open data (can) entail from their perspective.

For instance, the overall impact of open data is described in the new Data Stategy of 2023 ""Progress through data use"", see here: https://bmdv.bund.de/SharedDocs/DE/Anlage/K/nationale-datenstrategie.pdf?__blob=publicationFile
The federal open data strategy also contains a broad definition of the objectives and impacts of open data (page 5, 6), see URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1
2024:
2024:
Berlin: Yes, but there is no one-size-fits-all definition of the impact of open data in Germany (which would, due to the constitutional division between federal level and regional level hardly be applicable to Germany): most public bodies and institutions dealing with open data have delineated what the impact of open data (can) entail from their perspective.
- For instance, the overall impact of open data is described in the new Data Stategy of 2023 ""Progress through data use"", see here: https://bmdv.bund.de/SharedDocs/DE/Anlage/K/nationale-datenstrategie.pdf?__blob=publicationFile
- The Open data Strategy also contains a broad definition of the objectives and impacts of open data (page 5, 6), see URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1
2023:
Yes, but there is no one-size-fits-all definition of the impact of open data in Germany (which would, due to the constitutional division between federal level (Bund) and regional level (Länder) as mentioned above, hardly be applicable to Germany): most public bodies and institutions dealing with open data have delineated what the impact of open data (can) entail from their perspective.
- For instance, the overall impact of open data is described in the Data Stategy (see here https://www.bundesregierung.de/resource/blob/992814/1845634/f073096a398e59573c7526feaadd43c4/datenstrategie-der-bundesregierung-download-bpa-data.pdf?download=1.
- The Open data Strategy also contains a broad definition of the objectives and impacts of open data (page 5, 6), see URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1
- Open data is a key aspect of the mFUND funding program. Innovation projects are supported financially that make their project results and research data available as open data at the latest after the project has ended. BMVI's open data portal mCLOUD (https://mcloud.de/) is the primary repository for the publication of open data for mFUND projects. The scope of the planned open data provision already plays a decisive role in the assessment of the submitted project proposals.
- A number of federal agencies have implented Open Data in all data relevant processes and in their strategic orientation (change management), e.g. BAW, BSH, DWD.
- The study  ""Kommunales Open Government. Gebrauchsanleitung für eine Utopie"" published by the  Ministry of the Interior, Building and Community moreover presents several concrete expectations of positive impact thanks to open government data (URL: https://www.bmi.bund.de/SharedDocs/downloads/DE/veroeffentlichungen/themen/moderne-verwaltung/leitfaden-modellkommune-open-govt.pdf?__blob=publicationFile&v=1) 
-  In the course of the Ministry's project ""Modellkomune Open Government"", eight impact dimensions of openness and nine expected impacts for public bodies were identified (see pp. 61 & p. 65, URL:  https://www.bmi.bund.de/SharedDocs/downloads/DE/veroeffentlichungen/themen/moderne-verwaltung/projektbericht-modellkommune-open-government.pdf?__blob=publicationFile&v=2)
- The study ""Digitales Gold"" from Berlin's ""Technologiestiftung"" outlines concrete impacts in different fields of open data application (URL: https://www.technologiestiftung-berlin.de/fileadmin/Redaktion/PDFs/Bibliothek/Studien/2014/140201_Studie_Digitales_Gold_Open_Data.pdf)"
I6;I6;yes;complement;20;20;"2025:
Different practices are currently used at the national level to measure impacts:
- Questionnaires/interviews with data-providing authorities to obtain their assessment of impacts; the results are evaluated and included in the Open Data Progress Report, which is submitted to Parliament (Bundestag) every two years. Current report:
- Occasional exchange with users: Some authorities exchange information about their data with professional users and obtain feedback.

Currently, there is no standardized procedure or process for measuring the impact of open data.
2024:
2024:
Berlin: As impact is defined in different ways, there are different methodologies used on the national level:
- On the national level, the implementation and corresponding impact of the open data law is measured through an online questionnaire and writing of a bi-annual ""Fortschrittsbericht"" (Progress report). See the first one and also the results of the mearung here: https://dip21.bundestag.de/dip21/btd/19/141/1914140.pdf
*(the second report is currently being prepared for 2024).

Finally: in its coalition agreement from 2021, the Federal Government stipulated the establishment of an independent Data Institute in Germany. One task of this institution will be in future to develop further methods.
2023:
As impact is defined in different ways (see Q33 above), there are different methodologies used on the national, regional, local and project-level. 
- On the national level, the implementation and corresponding impact of the open data law is measured through an online questionnaire and writing of a bi-annual ""Fortschrittsbericht"" (Progress report). See the first one and also the results of the mearung here: https://dip21.bundestag.de/dip21/btd/19/141/1914140.pdf
*(the second report is currently being prepared).
- The State (Land) NRW has developed a through evaluation for its overall open government strategy, which includes measuring its open-data-goals and the associated impact (URL: 
https://www-open-nrw.prod-drupal.nrw.de/system/files/media/document/file/opennrwt1web.pdf) 
- The project ""Modellkomune Open Government"" published an accompanying guidebook that specifies ""expectations"" associated with openness and concrete steps to achieve them. These are at the same time the basis for impact evaluation (URL: https://open-government-kommunen.de/goto.php?target=file_425_download&client_id=civitalis) 
- the Open Data Impact Award of the Stifterverband suggests that ""impact"" of open data in research means that the data has successfully been implemented in another societal field (creating an added value for society, openly available for a large number of users) (URL: https://www.stifterverband.org/innosci/open-data-impact-award)

Finally: in its coalition agreement from 2021, the Federal Government stipulated the establishment of an independent data institute in Germany. One task of this institution will be in future to develop further methods."
I7;I7;yes;change;20;20;"- The FU Berlin Open Access Initiative: https://www.fu-berlin.de/sites/open_access/akteure/oa-policy
- There are funding opportunities and other activities to promote research data management with the aim of making this high-quality data accessible through the FAIR principles for the benefit of science, business, and civil society.
- The mFUND program includes several projects that emerge from civil society engagement. One example is the miki project (""mobil im Kiez"", https://www.bmvi.de/SharedDocs/DE/Artikel/DG/mfund-projekte/miki.html), which aims to develop solutions for navigation and orientation for people with limited mobility, incorporating civil society engagement. In total, there are 15 mFUND projects involving civil society organizations that use and/or create open data.
- OParl is an initiative to promote the openness of parliamentary information systems at the local level in Germany, see: https://oparl.org/
- There are currently 34 so-called ""OK Labs"" nationwide, operating under the leadership of Code for Germany. These labs work with open data on a daily basis and create various projects, applications, and use cases. An overview of the labs can be found here:
https://www.codefor.de/; https://www.codefor.de/about/
An overview of the projects the labs are working on: https://www.codefor.de/projekte/"
I8;I8;yes;confirm;40;40;N/A
I8-a;I8-a;yes;confirm;0;0;"BMEL:
Dataportals within the responsibility of the Federal Ministry for Food and Agriculture, e.g. https://www.openagrar.de or https://atlas.thuenen.de count the access to datasets. However, there is no tracking of usage of the data. In some instances, for specific open data sets, users need to register: Example: The public use file of the BfR Total Diet Study ""MEAL"" is available on the BfR website. User access is registered through registration:
http://www.bfr-meal-studie.de/de/public-use-file.html

BMG:
We upload our data to the Zenodo platform und monitor the usage of the datasets we uploaded to the Zenodo platform

North Rhine Westphalia: a call-to-action on every dataset with an underliying form on the open data-portal open.nrw encourages to feedback data reuse (https://open.nrw/formular-anwendungsbeispiele)"
I8-b;I8-b;no;change;0;0;
I8-c;I8-c;yes;complement;0;0;"2025:
There are various workshops with data users, often at larger events on digital topics (e.g., the Smart Country Convention, re:publica, and many more). These cannot be listed individually.

CCOD launched the Open Data Forum for data providers and data users to gain a better understanding of the reuse of open data.

Another example: The Robert-Koch-Institut (RKI) uses Feedback-Mechanisms on GitLab to track the usage of published datasets.

The annual Open Data Days could also be cited as examples: Munich: https://open.nrw/open-data-day-muenchen-2025



2024:
Berlin: Workshops such as the AG Open Data

Schleswig-Holstein:
We organised three ""data dialogues"", for researchers, for the eocnomy and for the civil society. In these workshops we collected needs and wishes from the three different groups.

Bavaria: 2 workshop on usage of open data by civil society and start-ups in Bavaria during Open Data Day Munich"
I8-d;I8-d;yes;complement;0;0;"2025:
By launching the Open Data Forum by the CCOD, data users can directy adress feedback to public bodies. Data users can also share how open data is being used as well as sharing use cases. Link: https://discourse.opencode.de/c/opendata/755
2024:
Berlin: stakeholder workshops of the open data strategy

BMG:
We use Github Issues to interact with the community and answer to questions and get feedback frpm our community"
I9;I9;yes;confirm;40;40;N/A
I9-a;I9-a;yes;confirm;0;0;"Schleswig-Holstein: 
We have a lively digital barcamp scene. We try to offer  annual sessions on the topic of open data in all major cities. In these sessions, we collect needs and wishes.

BMG:
We hold regular workshops and seminars to further develop our products in line with demand.

Bavaria: Continuing moderated usability tests with users on the portal

BMDV:
Mobility Data Space and Mobilithek use feedback measures with portal users."
I9-b;I9-b;no;change;0;0;
I9-c;I9-c;yes;complement;0;0;"2025:
By launching the Open Data Forum by the CCOD, data users can directy adress feedback to public bodies. Data users can also share how open data is being used as well as sharing use cases. Link: https://discourse.opencode.de/c/opendata/755
2024:
N/A"
I10;I10;yes;complement;20;20;"2025:
There is no uniform, systematic process. However, use cases are generally provided by the relevant open data portals as well as on the open data forum, allowing authorities to access this information at any time.

Examples:
National Portal GovData: https://www.govdata.de/suche?type=showcase
Portal Bavaria: https://oc.bydata.de/using/usecases
Open Data Forum: https://discourse.opencode.de/c/opendata/755
2024:
2024:
Bavaria: Use Cases are collected with a possibility to report new ones at https://oc.bydata.de/using/usecases

Berlin: Prototyping of data with the ODIS

North Rhine-Westphalia: Reuse cases are published in a showroom (https://open.nrw/open-data/open-data-showroom)
2023:
e.g. at regional levels:
NRW: Research; possibility to report on the portal: https://open.nrw/open-data/showroom
Berlin: Open Data Projects are collected on this website: https://odis-berlin.de/projekte/"
