ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"National Open Data an PSI Law - Article 16 - All PSBs must prepare / maintain and update their data catalogue annually.
Please see attachment ""Policy Q9b - Data Publication Plan - PAPD""";Confirm;;
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;"With the passing of Law 143(I) of 2021, Article 21 - High-value data sets and regulations on publication and further use was added to Part VI. In the article there are provisions concerning the possession and disposal of high-value data sets as well as a reference to the cases where these provisions do not apply. Also, in the Appendix of the article there is a table with the 6 thematic categories of the High Value datasets.
The Open Data team provision of support for publishing dynamic data and HVDs. Access to Consulting Services and Technical Support (internal and external) (Actions Γ9 of the 2023-2027 Analytical Action Plan).
All Organizations and Users responsible for HVD, have been well informed and supported by Consulting Services and Technical Support for the fastest transition to the regulation (EU) 2023/138. Most of the Organizatios affected have been harminized to HVD, but there are still some large organizations with large amount of data, although the support, need more time to harmonize with the regulation."
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"The Open Data team on October 2022, had assigned to a Consulting Services Contractor the provision of support for publishing dynamic data and HVDs to Public Bodies (POs) relevant to the regulation (EU) 2023/138 on high-value datasets. The scope of the study was to analyse Public Bodies' degree of readiness, to identify the deficiencies and gaps currently present and to draw an action plan for compliance with the new regulation. The tender gave access to six (6) Public Bodies of Consulting Services and Technical Support (internal and external) (Actions Γ9 of the 2023-2027 Analytical Action Plan). The contractor together with the six (6) Public Bodies, denoted the high-value datasets that concern them. On May 2023, the contractor gave us the final report and a separate report for each of the six Public Bodies, presenting an Action Plan for compliance with the regulation.

Adoption of HVD tags through the Technical Guidelines document as an interim measure until the adoption of the new DCAT-AP
URL: https://www.data.gov.cy/en/techincal-guidelines"
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;"Open Data Liaison Officers and Private/Academic Sector Actors are engaged through the Open Data Team who ensures that their views are reflected in the Open Data Action Plan proposals to the Minister of Finance (please see organograms in strategy document).
The 2021 Open Data and Open Data and PSI Re-use Law aims, among others, to further strengthen the engagement of various open data stakeholders through the new Open Data Governance Board, where the main stakeholders groups will be represented.
The new Cyprus Open Data Law (pending before the Parliament for approval) introduces a national Open Data Governance Board where all stakeholders will be represented (government bodies, re-users organisations, universities, private sector companies, civil society organisations)."
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";top-down;Cyprus being a small country with limited resources at regional level has been employing so far a top-down approach on open data governance issues. However, from 2019 there is push for moving to a hybrid(ish) governance model with the introduction of a dedicated Open Data Governance Board where all main stakeholders are represented.The new legislation (published on November 2021) introduces the new national Open Data Governance Board.;Confirm;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Yes;Besides the centrally organised events, organised and facilitated by the Open Data Team, there are a number of Open Data Initiatives (in the form of events / hackathons, etc.) that are undertaken by semi-governmental organisations, municipalities or even private initiatives. In those cases the facilitation of those initiatives is undertaken by the organiser and the Open Data Team supports (either by promoting / sponsoring the event or by making available speakers/mentors etc).
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";not applicable;Due to the small size of the country and to the centralised government system, local and regional public bodies in the majority of times co-organise events with the Open Data Teams. For examples events that relate to GIS data are co-organised with the Department of Lands and Surveys while initiatives that relate to smart cities are co-organised with municipalities.;Confirm;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;"See page 9 of the Cyprus Open Data Strategy Document 2023-2027

URL: https://bit.ly/3Iee1Gk";Change;Yes;"See page 9 of the Cyprus Open Data Strategy Document 2023-2027
URL:
https://www.data.gov.cy/sites/default/files/%CE%91%CE%94%CE%94%20-%20%CE%A3%CF%84%CF%81%CE%B1%CF%84%CE%B7%CE%B3%CE%B9%CE%BA%CE%AE%20%CE%91%CE%BD%CE%BF%CE%B9%CE%BA%CF%84%CF%8E%CE%BD%20%CE%94%CE%B5%CE%B4%CE%BF%CE%BC%CE%AD%CE%BD%CF%89%CE%BD%202023-2027.pdf"
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Yes, on a daily basis. The people of the technical team maintaining the portal are also members of the Open Data Team.;Confirm;;
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;"Who they are:
i. Existing PSBs employees,
ii.  IT literate (not specialists),
iii. Assigned by PSBs (can be the data officers or any other employee),
iv. Trained by PAPD on Open Data and PSI re-use issues (legislation, licenses, charges, formats, etc),
v.  Given access to upload and maintain datasets on www.data.gov.cy,
vi. Form a network of Open Data and PSI contact points across government.

In Cyprus they are called Open Data Liaison Officers and their duties include:
a. Support and advise PSBs on Open Dat and PSI issues (legislation, licensing, formats, etc),
b. Identify, collect and upload PSBs’ new datasets to www.data.gov.cy ,
c. Responsible for updating  PSBs datasets,
d. Handle data requests,
e. Promote Open Data culture in their organization.";Confirm;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Even though there are no specialised workshops / events organised solely for exchanging views on open data issues between PSBs, this is achieved at national level through a number of workshops / events organised by the Open Data Team. These include:

- Open Data Days for PSBs - 
URL: i.e. https://t.ly/cAd4
- PSBs Training Workshops give the opportunity for networking and exchange of views and ideas - 
URL:  https://t.ly/kdhr
GIS Open Days: annual event/workshop/meet up for PSBs and other Stakeholders 
URL: https://bit.ly/3zikDzF, https://bit.ly/3yAkK6Y
Online Events: i.e. https://bit.ly/3mnrLDk


UPDATE 29/08/2023
URLs provided above";Change;Yes;"Even though there are no specialised workshops / events organised solely for exchanging views on open data issues between PSBs, this is achieved at national level through a number of workshops / events organised by the Open Data Team. These include:

Open Data Days for PSBs
https://www.data.gov.cy/el/node/65
PSBs Training Workshops give the opportunity for networking and exchange of views and ideas
https://www.data.gov.cy/el/node/83
GIS Open Days: annual event/workshop/meet up for PSBs and other Stakeholders
https://www.data.gov.cy/el/node/88
Online Events
https://bit.ly/3mnrLDk"""
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Joint Sector Specific Focus Groups (geodata, government vehicle fleet management data, public transport, etc).
URLs:
https://t.ly/kdhr
https://t.ly/8pii
https://t.ly/lYjh
https://t.ly/RS85
Plus, less formal communication and exchange of views with Excellence/Innovation Centres, Universities, hack community through social media or informal meet-ups.";Change;Yes;"Joint Sector Specific Focus Groups (geodata, government vehicle fleet management data, public transport, etc).
New URLS:
https://www.data.gov.cy/el/node/90
https://www.data.gov.cy/el/node/89
https://www.data.gov.cy/el/node/86
https://www.data.gov.cy/el/node/84
https://www.data.gov.cy/el/node/80
https://www.data.gov.cy/el/node/82
https://www.data.gov.cy/el/node/81
https://www.data.gov.cy/el/node/76
Plus, less formal communication and exchange of views with Excellence/Innovation Centres, Universities, hack community through social media or informal meet-ups."
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"This basic priciples of the data publications plans are outlined in article 16 of the new Open Data and PSI Law:  https://bit.ly/3Q0Vuzw 
Each Public Sector Body is required by law to develop and gradually implement its Data Publication Plan. An example of such data publication plan is attached: ""Policy Q22 - Data Publication Plan - PAPD""";Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;"It is a simple yet effective from our experience methodology, that is initiated when a PSB is invited and agrees to publish its data on the national portal. The methodology includes the following steps:
a) Assignment of Open Data Liaison Officer by PSB
b) Open Data Liaison Officer undergoes the offered training programme (session open for PSB management on a voluntary basis)
c) PSB finalises its data publication plan with the assistance of a member of the Open Data Team (template, guidelines and support provided by the Open Data Team) 
d) PSB gradually publishes data on the National Open Data Portal according to its data publication plan
e) Open Data Team members monitor the progress by comparing each PSBs data publication plan against the datasets published on its National open data portal account and “pokes” the PSB if necessary.
f) PSBs are required to update and submit their data publication plans at least every 2 years (majority do it on an annual basis) – The Open Data Team reiterates the process described in (e)";Confirm;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;"The progress of implementation of the action plan for data publication is being monitored through annual reports.
Report URL:
https://www.data.gov.cy/sites/default/files/%CE%A4%CE%B5%CE%BB%CE%B9%CE%BA%CE%AE%20%CE%88%CE%BA%CE%B8%CE%B5%CF%83%CE%B7%20%CE%A0%CF%81%CE%BF%CF%8C%CE%B4%CE%BF%CF%85%20%CE%A3%CF%84%CF%81%CE%B1%CF%84%CE%B7%CE%B3%CE%B9%CE%BA%CE%AE%CF%82%202017-2022%20-%20Final.pdf

Additionally, last strategy update in National Strategic 2023-2027 is regular annually monitoring of data by the Open Data Open Data Liason Officers.
Open Data National Strategy 2023-2027
URL:
https://www.data.gov.cy/sites/default/files/%CE%91%CE%94%CE%94%20-%20%CE%A3%CF%84%CF%81%CE%B1%CF%84%CE%B7%CE%B3%CE%B9%CE%BA%CE%AE%20%CE%91%CE%BD%CE%BF%CE%B9%CE%BA%CF%84%CF%8E%CE%BD%20%CE%94%CE%B5%CE%B4%CE%BF%CE%BC%CE%AD%CE%BD%CF%89%CE%BD%202023-2027.pdf"
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;"Even though in Cyprus charging is very rare, according to the Nationla Open Data Legislation, Public Sector Bodies that wish to charge must take prior approval from the Charging Body (article 13.4 of new Open Data Law), a Technical Committee resposible for overviewing charging issues and approving any charges.
In the cases where charges existed prior to 2015, if a PSB charges above marginal cost, then the Open DataTeam may take the issue to the Charging Body which can issue a decision for the removal of charges.";Confirm;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"(a) Available Resources to the Open Data Team
(b) Lack of management commitment in some data providers
(c) Technical Challenges in releasing data through APIs faced by small Public Sector Bodies";Confirm;N/A;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"(a) Pushing for more funding through the budgetaty process
(b)Offer short training for Management Team members
(c) Offering technical support to smaller PSBs that wish to publish data thriugh APIs/HVDs";Confirm;;
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;"Public Sector Bodies (PSBs) that wish to publish their data on the National Open Data Portal undergo our OnBoarding Process which consists of the following steps: 
a) Assignment of Open Data Liaison Officer by PSB
b) Open Data Liaison Officer undergoes the offered training programme (session open for PSB management on a voluntary basis)
c) PSB finalises its data publication plan with the assistance of a member of the Open Data Team (template, guidelines and support provided by the Open Data Team) 
d) PSB gradually publishes data on the National Open Data Portal according to its data publication plan
e) Open Data Team members monitor the progress by comparing each PSBs data publication plan against the datasets published on its National open data portal account and “pokes” the PSB if necessary.
f) PSBs are required to update and submit their data publication plans at least every 2 years (majority do it on an annual basis) – The Open Data Team reiterates the process described in (e)"
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"At the moment the programme is available only for Open Data Liaison Officers and is delivered by the Open Data Team in collaboration with the Open University of Cyprus. The programme includes modules on: 
a. Data Audits and selection of data for publication,
b. Preparing Data for Publication (Formats),
c. Licensing,
d. Data and Metadata Quality,
e. Publication Processes,
f. Releasing Data APIs.";Confirm;;
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, 6-9;"i. Digital Democracy Hackathon (April 2022) - URL: https://www.cyprusdemocracyforum.com/hackathon
ii.  KIOS GIS Event 2022 - Towards Living Maps (23 November 2022, Nicosia) - URL: https://bit.ly/42FheX0
iii. 7th Sustainable Mobility Conference (December 2022, Nicosia) - URL: https://bit.ly/3HUXB5E
iv. GIS Day 2022 - Services (data) and GIS systems in the Cyprus Public and Private Sectors - Eratosthenis Centre of Excellence event - 16 November 2022, Limassol URL: https://bit.ly/44KAWm8
v. Hackadtech Hackathon 2022 (November 2022, Limassol)  -URL: https://hackathon22.adtechholding.com/
vi. Data.Gov.Cy online Event,  (28 April 2022)- URL: https://bit.ly/3mnrLDk";Complement;;"New Events 2023:
i. 8th Sustainable Mobility Conference (September 2022) -  https://sustainablemobility.cy/en/events/%ce%b5%cf%85%cf%81%cf%89%cf%80%ce%b1%cf%8a%ce%ba%ce%ae-%ce%b5%ce%b2%ce%b4%ce%bf%ce%bc%ce%ac%ce%b4%ce%b1-%ce%ba%ce%b9%ce%bd%ce%b7%cf%84%ce%b9%ce%ba%cf%8c%cf%84%ce%b7%cf%84%ce%b1%cf%82-16-%cf%83%ce%b5/

ii. GID Day 2023 (November 2023) - https://www.cut.ac.cy/events/event/?contentId=538130

iii. Reflect Festival (September 2023) - URL: https://reflectfest.com/

iv.Artificial Intelligence for the Common Good Hackathon (November 2023, Nicosia) - URL: https://www.britishcouncil.com.cy/programmes/education/stronger-together/artificial-intelligence

v. KIOS GIS Event 2023 - Mapping everything (22 November 2023, Nicosia) - URL: https://www.kios.ucy.ac.cy/5th-kios-gis-day-mapping-everything/

vi. Hackadtech Hackathon 2023 (November 2023, Limassol)  - URL:  https://hackathon23.adtechholding.com/"
PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";yes;www.data.gov.cy ;Confirm;;
PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";new question;new question;Change;Yes;EKAN, Open-source data management platform
PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;"The portal makes available 2 metadata APIs:
(a) Open Data API: https://data.gov.cy/catalog.json
(b) Dataset Rest API: https://dkan.readthedocs.io/en/7.x-1.x/apis/rest-api.html

Full catalog API in JSON and RDF
https://data.gov.cy/catalog.xml
https://data.gov.cy/catalog.json

Dataset API (Examples)
https://data.gov.cy/el/dataset/702/dcat-ap-2.0/xml (XML)
https://data.gov.cy/el/dataset/702/dcat-ap-2.0/json (JSON)

Datastore api (JSON)
https://data.gov.cy/api/action/datastore/search.json?resource_id=91f88e13-1baf-4a1b-b27f-3aacd1622a4c&limit=5"
PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;No;
PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;"The documentation ia available on our Portal and specifically on Support for Developers section.
Under DKAN API section are the links to the Dataset REST API and the Datastore API.
Support Section URL: https://data.gov.cy/en/support-developers
REST API URL: : https://dkan.readthedocs.io/en/7.x-1.x/apis/rest-api.html
Datastore API URL: https://dkan.readthedocs.io/en/7.x-1.x/apis/datastore-api.html"
PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;No;
PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.";new question;new question;Change;Yes;"(1) The publishers may publish documentation or provide links to documentation alongside the data files.
(2) URL Example: https://www.data.gov.cy/el/dataset/etisies-ektheseis-epitropis-ekpaideytikis-ypiresias (see pdf files published with the csv and xls data files)"
PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"The portal provides a general “Contact Us Form” which visitors have been using to raise questions and issues about datasets.

response to reviewer
Url : https://www.data.gov.cy/contact

Bottom right of the front page called Επικοινωνία/contact us";Change;Yes;"The portal provides a general Contact Us Form ""Request data"" which visitors have been using to raise questions and issues about datasets.
URL: https://www.data.gov.cy/index.php/el/form/webform-3516

Additionally, the is tab ""Dataset Review"" at the bottom of  each Dataset's page (on all datasets), giving the users the ability to send us inquiries for the specific dataset.
URL example: https://www.data.gov.cy/index.php/el/dataset/dedomena-dimosion-metaforon-se-pragmatiko-hrono-real-time-passenger-information"
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"A feedback collapsible form is available at the bottom of each dataset page.
Click to expand “Ανατροφοδότηση για Σύνολο Δεδομένων”
URL: https://bit.ly/2TjEk7f";Change;Yes;"A feedback collapsible form is available at the bottom of each dataset page.
Click to expand “Dataset Review”
(On all Datasets) An example: https://www.data.gov.cy/el/dataset/synolika-apotelesmata-eleghoy-poiotitas-neroy-organikoi-rypoi"
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"Users can rate datasets using the star-rating widget available at each dataset page. 
URL: i.e. https://www.data.gov.cy/node/4741";Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;"Users can find  news , events and other material relevant to open data:
https://www.data.gov.cy/news_items?language=el 
https://www.data.gov.cy/stories?language=el";Change;Yes;"Users can find Annoucements, Articles,  Stories and News
URL's:
https://www.data.gov.cy/el/news-items
https://www.data.gov.cy/el/stories"
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";no ;;Confirm;;
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;URL: https://www.data.gov.cy/node/3900?language=en;Change;Yes;"The portal provides a general Contact Us Form """"Request data"""" which visitors have been using to raise questions and issues about datasets.
URL: https://www.data.gov.cy/index.php/en/form/webform-3516"
