ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"The Information Management Model includes both the open data and the data resources not available or possible to publish as open data. According to the Act on Information Management in Public Administration (906/2019, https://www.finlex.fi/fi/laki/kaannokset/2019/en20190906.pdf) each of public sector information management entity shall maintain an information management model, which defines and describes the information management in its operating environment. 

The catalogues listing the data inventories according the Act on the Openness of Government Activities (621/1999, https://www.finlex.fi/en/laki/kaannokset/1999/en19990621) includes information systems needed, whether the data included in them is open or not.";Complement;Yes;"The Information Management Model includes both the open data and the data resources not available or possible to publish as open data. According to the Act on Information Management in Public Administration (906/2019, https://www.finlex.fi/fi/laki/kaannokset/2019/en20190906.pdf) each of public sector information management entity shall maintain an information management model, which defines and describes the information management in its operating environment. 

The single contact point for protected data as required by the DGA (EU) 2022/868 is located at https://suojattudata.suomi.fi/ 

The catalogues listing the data inventories according the Act on the Openness of Government Activities (621/1999, https://www.finlex.fi/en/laki/kaannokset/1999/en19990621) includes information systems needed, whether the data included in them is open or not."
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;"The HVD regulation is mostly implemented at this time; not all datasets have had their metadata updated yet to reflect their status as HVD. In addition we have challenges related to Planned Land Use/Regional Planning datasets as the data is maintained by 300+ municipalities and local authorities with varying levels of expertise and resources."
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"Example: https://www.paikkatietohakemisto.fi/geonetwork/srv/fin/catalog.search#/metadata/ffd96434-d508-42db-a6af-bde8cc7db250

There have been challenges understanding the HVD requirements and their relationship to INSPIRE requirements, as well as figuring out the best way to implement the requirement as the HVD regulation does not specify a precise technical requirement, rather there's just the ""unofficial"" DCAT-AP recommendation"
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;"The governance model is three-pronged, formed by the Information Management Board of Public Administration, the Ministry of Finance, and the sector-specific Ministries.

The Board is appointed by the government for a term of four years at a time, and is composed of members who have expertise in information management, the transparency requirements of public documents, IT systems, data pools, interoperability and statistical methods. The Ministry of Finance provides the secretariat of the Board. The Board's task is to promote best practices in applying the Act on Information Management in Public Administration and report on its application to the government biannually. The Board is also tasked with evaluating the application of the Open Data Directive's requirements nationally.

The Ministry of Finance is responsible for directing the interoperability of public administration datasets and information systems, and maintaining the Information Management Map of public administration, as well as creating general guidelines.

Sector-specific Ministries are responsible for keeping the Information Management Map up to date for their sector and providing sector-specific guidelines on interoperability.

"
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";hybrid;"Open data governance in the public administration is arranged as a part of common information management governance. The Act on Information Management in Public Administration (906/2019, https://www.finlex.fi/fi/laki/kaannokset/2019/en20190906.pdf) creates a common governance model and instruments to steer, encourage and support public administration's information management including open data. A specific open data governance model is not included in the act. Thus, open data is considered to be an integrated part of any organisation’s or information management entity’s work flow or data resources. 

Governance of publishing data is out of the act’s scope and publishing processes are regulated, among other statutes, by the Openness of Government Activities Act (621/1999 with amendments, https://www.finlex.fi/en/laki/kaannokset/1999/en19990621). It provides for the general right to access any official document, including electronic records, in the public domain held by public authorities and private bodies that exercise public authority. Restrictions apply to non-official documents, documents relating to foreign affairs, criminal investigations, police matters, information concerning military intelligence and the armed forces, as well as confidential business activities.

The roles and tasks of self-governance takes place naturally on the various levels of public administration and public sector activities. When it comes to the municipalities, they enjoy wide autonomy secured by the law. One of the challenges of this approach is total 309 muncipalities with local governments, majority having a population of less than 20,000 inhabitants.

The national open data portal, Opendata.fi, focuses on guidance and assistance of data providers rather than trying to carry out or organise the various efforts to open data.";Complement;Hybrid;"Open data governance in the public administration is arranged as a part of common information management governance. The Act on Information Management in Public Administration (906/2019, https://www.finlex.fi/fi/laki/kaannokset/2019/en20190906.pdf) creates a common governance model and instruments to steer, encourage and support public administration's information management including open data. A specific open data governance model is not included in the act. Thus, open data is considered to be an integrated part of any organisation’s or information management entity’s work flow or data resources. 

Governance of publishing data is out of the act’s scope and publishing processes are regulated, among other statutes, by the Openness of Government Activities Act (621/1999 with amendments, https://www.finlex.fi/en/laki/kaannokset/1999/en19990621). It provides for the general right to access any official document, including electronic records, in the public domain held by public authorities and private bodies that exercise public authority. Restrictions apply to non-official documents, documents relating to foreign affairs, criminal investigations, police matters, information concerning military intelligence and the armed forces, as well as confidential business activities.

As a result of the constitutional order in Finland, an all-encompassing top down structure is not viable. The roles and tasks of governance takes place naturally on the various levels of public administration and public sector activities, as municipalities, welfare counties and central government authorities have independence and autonomy in applying and interpreting law. 

The national open data portal, Opendata.fi, focuses on guidance and assistance of data providers rather than trying to carry out or organise the various efforts to open data."
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;No;
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";few public bodies;The Statistic Finland organises the Datamenestyjät Competition (the Data Success Competition in English). The purpose of the competition is to promote the utilization of information and support the development of society, which is based on reliable information (more information about the competitin in Finnish https://www.stat.fi/tup/datamenestyjat/index.html and the 2021 competition https://www.stat.fi/datamenestyjat-2021). Helsinki Region Infoshare (hri.fi) is an open data service and portal owned by the cities of Helsinki, Espoo, Vantaa and Kauniainen.;Confirm;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;At the local level, for example at the Helsinki region: https://hri.fi/en_gb/hri-service/what-is-hri/operational-areas/ and https://hri.fi/fi/hri-palvelu/mika-hri/ohjausryhma/;Confirm;;
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;The steering group for developing the operating model for data sharing and the public administration API principles consists both the staff from the Ministry of Finance and the staff from the Digital and Population Data Services Agency working with the open data issues. The steering group has regular meetings five times a year. Screenshots of the calendar invitations are included.;Change;No;The meetings have been changed to be ad-hoc, since the implementation of the ODD or the HVD regulation no longer require regular meetings. Also given the small size of both teams (one part-time person on the open data team and three part-time people on the portal team), emails are often enough to resolve questions that arise and there is not enough time to allocate for regular meetings.
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;The governance model of the national open data portal does not include regular appointments of official roles of civil service dedicated to the open data. The regular appointments, which can be dedicated to those civil servants as well, are organised in regional administrative level and with the largest cities dedicated civil servants. The cities of Helsinki Metropolitan Area have a joint service (Helsinki Region Infoshare HRI, hri.fi) and several other municipalities have their own dedicated open data officers that assist in and ensure that their respective cities open their data. These officers are also the primary contact points for Opendata.fi stakeholder collaboration. With governmental agencies’ chief data officers or open data officers there is not regularly appointment schedules.;Confirm;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;We have regular (about 4-5 times a year) national open data meetings between national open data team, cities and other open data office. About the goals and frequency of regular meetings between national data team and different open data offices, see for exampe the annual working plan of the Helsinki Region Inforshare HRI for 2022 pages 21 and 22,  https://www.hel.fi/static/hel2/tietokeskus/data/dokumentit/HRI_toiminta_ja_taloussuunnitelma_2022.pdf, in Finnish only.;Confirm;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"The Digital and Population Data Services Agency with its open data team and national open data portal, opendata.fi, conducts active information exchange with the active players and data owners in the field. And on the regional level, there is different networks and groups sharing information and experiences: The Regional Council of Southwest Finland’s facilitated regional Open Data Network (Avoimen tiedon verkosto, https://varsinais-suomi.fi/kumppanuusfoorumi/kumppanuusfoorumi/ihmiset-ja-yhteisot/avointieto/; https://www.lounaistieto.fi/aluetietofoorumin-2023-teemana-paikkatieto-ja-terveys/; https://www.lounaistieto.fi/category/ajankohtaista/tapahtumat/, in Finnish only) as an example.

Helsinki Region Infoshare arranges regularly meetups / events with open data re-users (https://hri.fi/fi/ohjeet/datan-hyodyntajalle/kehittajayhteistyo/).";Confirm;;
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;On the municipal level, the six largest cities all have their own roadmaps and data publication plans. These are shared and discussed in regular meeting between the 6 largest cities and Opendata.fi. The Helsinki Region Infoshare HRI roadmap covers the data publication plans of the Cities of Helsinki Metropolitan Area: https://hri.fi/en_gb/roadmap/ or in Finnish: https://hri.fi/fi/tyon-alla/, City of Tampere: https://data.tampere.fi/en_gb/roadmap/. In universities opening up research data is seen as a continuos process with guides, rule books  and supportive processes (for example University of Tampere https://research.tuni.fi/researchdata/news/sharing-research-data-supports-sustainable-development/ and guidance https://research.tuni.fi/researchdata/);Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;"The data opening plans, quite often only high level plans, are shared and discussed between and among opendata.fi users. And in the municipal level in different regional networks such as between the six biggest cities in Finland (https://docs.google.com/document/d/1P-eCz0i-sOLqLjhVqG3QMUgJFbj5hTAVPfMvjZs-Bns/edit#). Within univesities the implementation is monitored by organisation themself or by The National Open Science and Research Coordination as a part of the Open Science Monitoring (for example https://avointiede.fi/fi/ajankohtaista/avott-seurannan-aineisto-julkaistu). 

RESPONSE TO THE REVIEW: In addition to the above, there is no more detailed process or mechanism to monitor the implementations of public sector organisations' data strategies at the government or agency level. Of course, the organisations may have their own monitoring processes as mentioned above. The link (Open Science Monitoring) has been corrected.";Confirm;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;No;To answer the research team: new plans are drawn up and created as the ending of the present plan nears, but there is a no data collection per se. Generally the new plans do not build on pre-existing ones as much as come up with new initiatives as trends and interests change. One factor impacting this is that the civil servants responsible for drafting plans for one term often move on and are not present for the next, and the teams involved are small, so there is not much continuity.
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;The criteria for charges payable to governmental public sector actors are confirmed by decree, and the criteria are revised annually.;Complement;Yes;When it comes to providing open government documents and data, the criteria for fees are defined by law and forbid charging above marginal cost. Documents that can be delivered by email in digital format must be available for free, and for others cases only charging up to marginal cost is allowed.
