ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;The National Academy for Public Administration trains and certifies data officers. URL: https://www.napa.gov.rs/extfile/sr/2540/%D0%9E%D0%BF%D1%88%D1%82%D0%B8%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%20%D0%BE%D0%B1%D1%83%D0%BA%D0%B5%20%D0%B4%D1%80%D0%B6%D0%B0%D0%B2%D0%BD%D0%B8%D1%85%20%D1%81%D0%BB%D1%83%D0%B6%D0%B1%D0%B5%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%B7%D0%B0%202021..pdf (page 549)gh;Confirm;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";No;;Confirm;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Exchange of knowledge was accomodated through meetings within the Open Data Working Group (consisting of the public officials, CSO, media, tech community, academia, etc), and now through meetups. URL: https://www.ite.gov.rs/vest/sr/4333/sastanak-radne-grupe-za-otvorene-podatke.php, https://www.facebook.com/groups/104525646608201/permalink/1532308657163219/;Confirm;;
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";no;;Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;The Ministry of Public Administration and the Local Self-Governemnt monitores implementation of the Programme for Development of eGovernment, and publishes reports. URL: http://mduls.gov.rs/publikacije/;Confirm;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;Policy update is scheduled by the end of 2024, according to the Programme for Development of eGovernment 2023-2025 (page 52). The assessment of the compliance of the Law on Electronic Government with Directive (EU) 2019/1024 of the European Parliament and of the Council on open data and the re-use of public sector information is currently being conducted (according to the Programme, page 18. https://mduls.gov.rs/wp-content/uploads/Program-razvoja-elektronske-uprave-za-period-od-2023.-do-2025.-godine-sa-Akcionim-planom.pdf)
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;Public sector bodies in Serbia don't charge for data.;Confirm;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;1) The policy needs to be updated in order to follow PSI Directive and strengthen the right to reuse open data through introducing complaint system in case that the user (requester) doesn't get data on request. 2) ambition bar needs to be raised in terms of open data release of high-value datasets 3) Data Officers need to be introduced on all levels of governance (national and local);Confirm;N/A;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;The Office for IT and eGovernment is currently scoping a new project with UNDP Serbia, where the mentioned challenges will be tackled. Additionaly, legislative change is planed as measure of the new Programme for Development of eGovernment for 2023 - 2025;Change;Yes;The new project focused on open data has started, and it will be implemented by Office for IT and eGovernment, in partnership with UNDP, with support by the United Kingdom. Most of the challenges will be addressed through it. Additionaly, measure for change of the legislative framework has became part of the Programme for development of eGovernment. The new project started in April 2024, and activities which have been implemented up to date are: establishment of the working group for change of the Law on eGovernemnt and Open Data Portal Regulation. Previous to the establishment of the working group, SIGMA has supported consultancy work on Regulatory impact analysis and harmonization with EU PSI Directive and HVD Implementation Act. This has been used as a basis for work of the Working Group. Also, in parallel, we have started cooperation with the Serbian Agency for Environmental Protection to harmonize their open data sets standards with HVD Implementation Act, making them a first institution (pilot), even before it becomes mandatory for all HVD holders.
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;Office for IT and eGovernment supports data holders though various means: tailor made support (e.g. Development of custom harvester for big data publishers), trainings, participation in Open Government Partnership process and support to commitments which include open data release. Additionaly, National Academy for Public Administration has a training for data holders: https://akademija.info/programi-obuka/ucionica/otvaranjePodataka.html
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;Open Data course is availabe to all civil servants through the National Academy for Public Administration, as well as Open Data Officer course (introduced within their annual course plan). Additionaly, occasional tranings and schools are organized. ;Confirm;;
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, >9;Every year, National Open Data Week is organized, in collaboration with the open data community of users. Additionaly, other events are organized throughout the year. URL: https://hub.data.gov.rs/en/2022/03/18/open-data-week-begins/;Change;Yes, 6-9;Regional Open Data Challenge is organized from March until May 2024: https://www.ite.gov.rs/vest/sr/7467/regionalni-izazov-otvorenih-podataka-2024.php Additionaly, last year we have organized open data panel on the Data Science Conference, on November 2023: https://vreme.com/vreme/bez-otvorenih-podataka-setali-bismo-u-mraku/ Finally, last year we have organized National Open Data Week with the community and open data meetup: https://hub.data.gov.rs/la/2023/05/22/otvoreni-podaci-otkrivanje-mogucnosti-2/
PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";yes;URL: https://data.gov.rs/sr/;Confirm;;
PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";new question;new question;Change;uData;uData
PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;https://data.gov.rs/sr/apidoc/
PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;No;N/A
PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;https://data.gov.rs/sr/apidoc/
PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;No;N/A
PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.";new question;new question;Change;Yes;Users can open an account and publish datasets of their own. This feature is not visible thorough specific URL, however we can provide URL of such datasets: https://data.gov.rs/sr/datasets/sigurne-staze-i-putanje-kretanja-uchenika-osnovnikh-i-srednjikh-shkola-u-boru/, and https://data.gov.rs/sr/datasets/nauchnoistrazhivachki-prostor-republike-srbije/, and https://data.gov.rs/sr/datasets/putna-infrastruktura-srbije-geodata-nodes-and-edges-geojson/ There are more examples. Additionaly, under each dataset, users can add enriched version of dataset: https://data.gov.rs/sr/datasets/lista-standarda-interoperabilnosti/ (Resources of community)
PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"Under each dataset there is a ""discussion"" feature. Example: https://data.gov.rs/sr/datasets/3-6-1-stopa-smrtnosti-usled-povreda-u-drumskom-saobratshaju/";Confirm;;
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;Until the end of 2020, the news and information was available on the National Open Data Portal (https://data.gov.rs/sr/posts/), but with the launch of the Open Data Hub, news were moved to that address: https://hub.data.gov.rs/la/novosti/;Confirm;;
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";no ;;Change;Yes;RSS: https://data.gov.rs/sr/datasets/recent.atom
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"Through the Open Data Hub (connected to the National Open Data Portal) users are encouraged to connect and request data (right to data is regulated with the Law on eGovernment). Instructions are described in the Open Data Guide which is available on the Open Data Hub (https://data.gov.rs/_themes/govrs/doc/vodic-kroz-otvorene-podatke_cirilica.pdf), page 80 We don't have ""Request data"" button, as data can be requested from multiple sources, so it is not clear who would be responsible if such requests would come to one address (e.g. Open Data Portal).";Confirm;;
PT14;"Are requests for datasets and their progress status presented in a transparent manner on the national portal? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";no;;Confirm;;
PT15;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

For Explanation:
* If yes, please describe how this monitoring is conducted.";yes;Open Data team monitors this in coordination with the data stewards from the public administration through the regular meetings of the Open Data Working Group (each institution is asked to share whether they've received requests for data);Confirm;;
PT16;"Does the national portal offer a mechanism for users to exchange with others, such as a discussion forum?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"Under each dataset there is a ""discussion"" feature. Example: https://data.gov.rs/sr/datasets/3-6-1-stopa-smrtnosti-usled-povreda-u-drumskom-saobratshaju/";Confirm;;
PT17;"Does the national portal showcase reuse cases, such as in a designated section of the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;https://data.gov.rs/sr/reuses/;Confirm;;
PT18;"Does the national portal reference the datasets that the showcased reuse cases are based on (i.e. there is a link between the reuse case in the showcase and the underlying dataset on the portal)?

For Explanation:
* If yes, please provide the URL to this feature/to an example documenting this feature.";yes;https://data.gov.rs/sr/reuses/platforma-otvoreni-budzheti/#used-datasets Used datasets are listed;Confirm;;
PT19;"Does the national portal provide the possibility for users to submit their own reuse cases?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;This feature is available upon signing in. In the list of the use cases, there are many of those added by the users: https://data.gov.rs/sr/reuses/;Confirm;;
PT20;"Does the national portal offer a preview function for tabular data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";yes;"https://data.gov.rs/sr/datasets/15-3-1-udeo-degradiranog-zemljishta-u-ukupnim-kopnenim-povrshinama/ Preview is available once the user clicks on the ""eye"" button";Confirm;;
PT21;"Does the national portal offer a preview function for geospatial data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";no;;Confirm;;
PT22;"Do you promote high-value datastes on your national portal (e.g. use filtering features for reusers to easily find such datasets, use editorial features to promote the datasets, etc.))?

For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Not Applicable;Not Applicable
PT23;"Do you monitor the portal's traffic (e.g. in terms of number of unique visitors, visitor profiles, percentage of machine traffic, number of downloads according to the number of datasets etc.)? 

For Explanation:
* If yes, which tool(s) do you use?";yes;Matomo analytics, Google Analytics;Confirm;;
PT24;"Do you run analytics on API usage?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";yes;N/A;Confirm;;
PT25;"Besides monitoring portal traffic, do you perform any further activities to better understand the behaviour and needs of users of your portal (e.g. web analytics, surveys, or analysis of social media feeds)?

For Explanation:
* If yes, please (1) specify the activities and explain (2) how they help you understand user needs";yes;Web analytics, and meetings with the Open Data Community;Confirm;;
PT26;"Do you used the insights about portal usage and about the behaviour and needs of portal users to improve the portal accordingly?

For Explanation:
* If yes, please explain your process for improving the portal based on user insights and feedback
* If relevant, kindly highlight some improvements made in the past year";new question;new question;Change;Yes;Feedback from users is asked through meetups with the open data community (which includes governemnt, media, academia, tech, SMEs...), and the open data portal has been updated last year (2023). Some of the improvements: optimization of search options, visualization of tabular data, badging system to highlight official data, etc.
PT27;"Do you undertake any activities to promote the portal and attract new users or new audiences?

For explanation:
* If yes, please (1) explain what activities your perform, and (2) mention if these activities are directed at any specific target audience (e.g. business, public sector, academia, etc.)";new question;new question;Change;Yes;For example, one of the activities which we have performed is the Regional Open Data Challenge, where one of the conditions for participation was the use of at least one public open data set (from the Open Data Portal, or any other public administration portal). https://www.undp.org/media/1075991/download?inline https://www.ite.gov.rs/vest/sr/7467/regionalni-izazov-otvorenih-podataka-2024.php
PT28;"Do you monitor what keywords are used to search for data and content on the portal?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";new question;new question;Change;Yes;We use Matomo and Google Analytics to monitor keywords which are used for search. We use these insights to improve accessibility and quality of datasets (data holders received feedback from Office for IT on how to improve datasets). 
PT29;"Do you monitor the most and least consulted pages?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal
* For informational purposes, kindly provide the URLs to the five most popular datasets on the portal";new question;new question;Change;Yes;We use Matomo and Google Analytics. We use these insights to feature these datasets on the main page of the portal, in order to make them more visible and accessible. URLs: 1 - number of all registered agricultural farms / active farms https://data.gov.rs/sr/datasets/rpg-broj-svikh-registrovanikh-poljoprivrednikh-gazdinstava-aktivna-gazdinstva/, 2 - Data on traffic accidents https://data.gov.rs/sr/datasets/podatsi-o-saobratshajnim-nezgodama-po-politsijskim-upravama-i-opshtinama/, 3 - Address register https://data.gov.rs/sr/datasets/adresni-registar/, 4 - The timetable of public city transport in the territory of the city of Valjevo https://data.gov.rs/sr/datasets/red-vozhnje-javnog-gradskog-prevoza-na-teritoriji-grada-valjeva/, 5 - Register of housing communities https://data.gov.rs/sr/datasets/registar-stambenikh-zajednitsa-2/
PT30;"Do you take measures to optimise the search and discoverability of content (data and editorial)? 

For Explanation:
*If yes, please briefly describe how your optimise the search";yes;ITE provides support to the data publishers to provide better metadata, which contributes to the discoverability of the content. Additionaly, in the process od data publishing, there is a tool that measures the quality of metadata. ;Confirm;;
PT31;"Is the metadata on your portal available in clear plain language to enable both humans and machines to read and understand it? 

For Explanation:
*If yes, please provide the URL to an example documenting this feature.";yes;;Confirm;;
PT32;"To what degree do public sector data providers contribute data to the portal? 

For Explanation:
*Please describe what is the agreed approach.
* If less than the majority of data providers, please briefly explain why (e.g. technical incompatibilities, governance aspects, low awareness etc.).";approximately half of the public sector data providers;The reasons behind are the combination of more than one: low awareness, governance aspects…;Confirm;;
PT33;Do you identify the data providers that are not yet publishing data on the national portal?;yes, or all public sector data providers already publish data;N/A;Confirm;;N/A
PT34;"Were there concrete actions taken to assist these data providers with their publication process?

For Explanation:
* If yes, could you provide some examples of the actions taken in this regard.";yes, or all public sector data providers already publish data;The Office for IT and eGovernment offers technical and other expert support to data providers wishing to publish open data, and organize targeted trainings and meeting sessions. ;Confirm;;
PT35;"Besides the national open data portal, are there other regional and local portals? 

For Explanation:
* If yes, please provide a complete list and the links to these portals.";Yes;There are several portals in the ownership of big data publishers: http://data.sepa.gov.rs/, https://opendata.stat.gov.rs/odata/, https://opendata.stat.gov.rs/odatasdgun/, https://data.poverenik.rs/, https://opendata.geosrbija.rs/loginopendata?next=%2F, https://opendata.mpn.gov.rs/ Additionaly, there is one local open data portal, for the city of Kragujevac: https://www.data.kragujevac.rs/;Confirm;;
PT36;"Are regional and local portals listed above and their data sources discoverable via the national portal? 

For Explanation:
* If not applicable, please briefly explain why. ";yes;;Confirm;;
PT37;"To what degree are  regional and local sources harvested automatically? 

For Explanation:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why. ";the majority of datasets;;Confirm;;
PT38;"Does the national portal include datasets that are real-time or dynamic?

For Explanation:
* If yes, please provide URLs to real-time and/or dynamic data featured via the national portal. ";yes;https://data.gov.rs/sr/datasets/kontsentratsije-polena-u-vazdukhu-api/, https://data.gov.rs/sr/datasets/kvalitet-vazduha/;Confirm;;
PT39;"Does the national portal provide a way for non-official data (i.e. not stemming from official sources, such as community-sourced/citizen-generated data) to be published? 

For Explanation:
* If yes, please explain how non-official data is distiguished for offical data (e.g. using a different section of the portal or tags) 
* And please provide a URL to an example of a non-official dataset on the portal ";new question;new question;Change;Yes;Users can open an account and publish datasets of their own. Non-official data is distinguished from official through badging system (this process is currently underway), where official data holders will receive a badge. Example of the badge: https://data.gov.rs/sr/organizations/tsiljevi-odrzhivog-razvoja-tsor-republichki-zavod-za-statistiku/ Examples of non-official datasets: https://data.gov.rs/sr/datasets/sigurne-staze-i-putanje-kretanja-uchenika-osnovnikh-i-srednjikh-shkola-u-boru/, and https://data.gov.rs/sr/datasets/nauchnoistrazhivachki-prostor-republike-srbije/, and https://data.gov.rs/sr/datasets/putna-infrastruktura-srbije-geodata-nodes-and-edges-geojson/ There are more examples.
PT40;"Does the national portal allow users to see what data exists but cannot be made available as open data?

For Explanation:
* If yes, please (1) provide the URL to an example and (2) briefly describe the approach used to ensure this transparency.";no;;Confirm;;
PT41;"Does the national portal have a strategy to ensure its sustainability?

For Explanation:
* If yes, please (1) provide the URL to this document and (2) describe the main measures to keep the portal running in the long-term and continue to serve its audience";new question;new question;Change;Yes;The National Open Data Portal is managed by the Office for IT and eGovernment (by the Regulation on Open Data Portal, Official Gazzete 104/2018), hence ensuring sustainability.
PT42;"Is your national portal active on social media? 

For Explanation:
* If yes, please provide the URL(s) to your social media accounts. ";yes;The portal itself does not have an accounts, but instead accounts of the Office for IT and eGovernment are used for this purposes. For example on Twitter: https://twitter.com/search?q=%23opendatawednesdays&src=typed_query;Confirm;;
PT43;"Are the portal’s source code and relevant documentation and artefacts made available to the public (e.g. on platforms such as GitHub or GitLab)?

For Explanation:
*If yes, please provide the (1) platform name and (2) the URL to the portal’s account on this platform.";yes;The portal is based on the open uData platform: https://github.com/opendatateam/udata;Confirm;;
PT44;"Do you monitor the characteristics of the data published on the portal, such as the distribution across categories, static vs. real-time data and how these change over time?

For Explanation:
* If yes, please provide the direct-URL to this feature";yes;Dashboard for the local level datasets: https://app.powerbi.com/view?r=eyJrIjoiMzIzZGRmMTUtYWNmYi00ODFiLTlkNzktZGY3ZjllZjA0YjIyIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection4f901c371aea6dfeb859, Dashboard for the all datasets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true&pageName=ReportSection Dashboard for the national open data sets: https://app.powerbi.com/view?r=eyJrIjoiYTkyOGFkMWItNTZhYS00ODQ5LTljNTEtZmE2M2FlZThmZjIzIiwidCI6ImU5ODY5ZDllLTVmMTYtNDE1Ni04OWIwLWQ1MTYzMGZmNzAwMCIsImMiOjl9&embedImagePlaceholder=true;Confirm;;
PT45;"Does this monitoring enable the portal team and/or data providers to take action to improve their performance on the national portal?

For Explanation:
* If yes, please (1) explain how and (2) if applicable provide the direct-URL to this feature.";yes;Monitoring is implemented for the following aspects: format, quality, description, frequency of the update, etc. This information is shared with the data providers, with recommendations for improvement. ;Confirm;;
Q1;"Is there a pre-defined approach to ensure that metadata is kept up-to-date?

For Explanation:
* If yes, please briefly describe your approach.";yes;The data publishers chooses the frequency of the metadata update, upon the publishing process, which enables the publisher and the user to follow the update schedule. ;Confirm;;
Q2;"What percentage of the metadata on the national portal is obtained from the source automatically, rather than edited manually? 

For Explanation:
* Please describe (1) the workflows you have to automate the harvesting of metadata and (2) for which types of data these apply to";new question;new question;Change;30-49%;Around 40%, For big data publishers (e.g. Republic Geodata Authority, National Statistics Office, Serbian Environmental Protection Agency...), we create tailor made harvesters.
Q3;"What is the average delay from the moment the metadata describing a dataset is updated at the source, and the moment the change is visible on the portal?

For Explanation:
* Please explain the approach for updating metadata in a timely manner";new question;new question;Change;Within one day;The change is visible within the one day, picked up by harvester.
