ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"According to the Act No. 111/2009 Coll., public authorities are obliged to identify what data in agenda is classified, it means public as well as non-public data. Only public data are supposed to be open by default and published in the National Open Data Portal (Catalog). 
In addition, the Data Management Act (transposition of Chapter 2 of the DGA) is currently being drafted and includes an obligation to establish an inventory list of all available public sector data sources. It is assumed that this list will be directly linked to the inventory called the Register of Rights and Duties (see 9a).";Complement;;According to the Act No. 111/2009 Coll., public authorities are obliged to identify what data in agenda is classified, it means public as well as non-public data. Only public data are supposed to be open by default and published in the National Open Data Portal (Catalog). The Inventory List created in connection with the DGA is connected to the Register of Rights and Duties, where public and non-public data are distinguished and those data that meet the requirements of the DGA are harvested.
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;Implementing regulation on HVD was directly transposed into Act. 106/1999 Coll. and is directly binding on public entities. Following this, the National Open Data Team carried out an analysis of the authorities' responsibility for individual categories and data sets, and according to regular monitoring, it was verified how and which authorities are ready for publication. Furthermore, following technical guidelines from the EC, a legally binding metadata standard (DCAT-AP-CZ) was updated, which allows authorities to publish HVDs so that they are recognizable and fulfill the required extended metadata structure.
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;Public bodies are obliged by law to publish HVD according to the metadata standard created according to technical guidelines by the EC. The Czech version of DCAT-AP was thus expanded by selected features according to the requirements of the implementing act, including the item relevant legislation, which allows the authorities to mark HVD as HVD. In case they do so, in the basic search of the national catalog, the data set will additionally receive the HVD label.
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;A working group for open data providers operates under the Government Council for the Information Society, which meets at least four times a year and includes representatives from central authorities and regions. At the same time, the head of the Government Council for the Information Society has an advisory body called the Digital Team, which is composed of representatives of business, authorities and civil society.
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";top-down;At the beginning of the process of data opening, a bottom-up approach worked in the Czech Republic - a few providers decided to open data in a good quality as a result of small local iniciatives. Subsequently, a public body (the National Open Data Team) was created within the hybrid governance model to assist these providers, but still without support of legislation. Currently, the data opening takes place within the top-down model, where the obligation to open data is anchored by the principle of open data by default, and all affected entities must participate in the process, cooperate with the National Open Data Team and publish open data in the National Open Data Catalog.;Confirm;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Yes;"The working group for open data providers, which operates under the Government Council for the Information Society, also includes representatives of the regions. Furthermore, a memorandum was signed in 2024 between the Digital and Information Agency and the Union of Towns and Municipalities of the Czech Republic, where one of the priorities is the promotion of Open Data as a source of information originating from public sources. The parties to the memorandum are ready to help use Open Data resources for societal purposes, including informed decision-making by municipalities and citizens. URL to the memorandum: https://data.gov.cz/p%C5%99%C3%ADlohy/2024-09-11/Memorandum_o_spolupraci_SMOCR_DIA_podepsano_11.3.2024.pdf The National Open Data Team from the Digital and Information Agency also regularly participates in conferences and educational events organized by the regions for municipalities. The National open data coordinator regularly grants patronage over the regional open data hackathons, in Hradec Králové: https://www.datakhk.cz/pages/hackathony, Brno: https://data.brno.cz/pages/hackathon2024, Plzeň: https://www.plzensky-kraj.cz/odborna-konference-a-hackathon-otevrenych-dat-plz-2, Olomouc: https://www.olkraj.cz/v-patek-20-10-2023-zacina-tridenni-hackathon-aktuality-12494.html
Futhermore the team of national open data coordinator participated on the digital fair URBIS at the Data Brno Workshop. The workshop was about the open data portal and many regional representatives took part e.g. Hradec Králové, Prague, Brno. The Open data team also annually attends the meeting of all CZ regions regarding the digital agenda: https://budoucnostjedigitalni.gov.cz/archive-2023/#setkani-subjektu-verejne-spravy-na-tema-otevrenych"
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";few public bodies;"There is currently more than 6000 of municipalities in the Czech Republic. Thinking of this number, there is only few public bodies participating on data opening process. However, with Act. 261/2021 Coll. the obligation publish open data of offcial boards for all municipalities with extended powers and regional municipalities (219 of data providers) came into force. When it comes to open data initiatives there are several of them on regional/local level. For example:
Brno - https://data.brno.cz/    
Hradec Králové Region - https://www.datakhk.cz/
Prague - https://www.pragozor.cz/";Change;The majority of public bodies;We are editing the answer based on the webinar with EC. Regarding open data obligations for local and regional bodies, most of them fulfill these obligations and publish the data. In addition, almost all regional bodies and some local bodies have an open data portal and publish a large amount of data voluntarily beyond legal obligations.
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;The up-to date information about the reposabilities, working approach, activities and strategies of the National Open Data Team is  part of the respective Annual Reports on the State of Open Data available on the data.gov.cz - https://data.gov.cz/výroční-zprávy/.;Confirm;;
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;The team maintaining the national portal is an integral part of the National Open Data Team.;Confirm;;
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;First of all, for the process of opening data in a public body, a public body has to appoint an open data chief officer (coordinator/officer/steward) who is in charge of open data implementation. The open data officer prepares with the cooperation of public servants an internal directive, which set the roles of data stewards, data officers, and head of institution in order to ensure the process of opening data smoothly. The main task is to prepare an open data publication list (plan) with selected datasets with identified risks and benefits along with a time framework for publication. You can see more about the process and roles within the institution open data management in our Czech national guidelines on the National Open Data Portal – See https://opendata.gov.cz/standardy:vytvoreni-publikacniho-planu. ;Confirm;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;The National Open Data Coordinator is the main lead of Open Data Working Group which operates under the Council of Government for Information Society (government advisory and coordination body for reforms of digitisation of Czech public administration). The group consists of almost 30 Open Data Coordinators from ministries and other Czech public bodies. Meetings are held every three months. Information about the working of the group are available in the respective Annual Reports of the State of Open Data here: https://data.gov.cz/výroční-zprávy/. Moreover, the National Open Data team and open data providers publish articles on the Open Data Portal. Experience and good practice are shared in this way. See https://data.gov.cz/články/;Confirm;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;There are several regular/annual events dedicated to the exchange of experineces between public sector and open data re-users. Open Data Expo organized by the civil sector oragnisation OSF Prague (https://osf.cz/open-data-expo-2022/), the annual conference of the National Open Data Team (https://opendata.gov.cz/edu:konference:start) or the open data hackathon organized by public sector organisations (https://www.hackujstat.cz/). Moreover, public body UZIS annualy organizes webinar/conference about open health data (https://nzis-open.uzis.cz/) for public bodies, journalists, academics, civil society and busines.;Complement;;"There are several regular/annual events dedicated to the exchange of experiences between public sector and open data re-users. The annual data conference is organised by the Data team of Digital and Information Agency. It is the opportunity for the providers as well as data users to present use cases, good practices as well as to share the skills and knowledge. Public health data body UZIS annually organizes conference about open health data for public bodies, journalists, academics, civil society and business. There are also several hackatons (at least 5 plus a national final round) during the year organised by public bodies. Public data providers work closely with data enthusiasts. More over Data team of DIA organise informal meetups with the open data community.
https://opendata.gov.cz/edu:konference:start 
https://nzis-open.uzis.cz/ 
https://data.brno.cz/pages/hackathon 
https://www.datakhk.cz/pages/hackathony 
https://hpk.maleskoly.info/ 
https://www.hackujstat.cz/"
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;One of the main tasks of the public body open data coordinators is to prepare an open data publication list (plan) with selected datasets with identified risks and benefits along with a time framework for publication. You can see more about the process and roles within the institution open data management in our Czech national guidelines on the National Open Data Portal – See https://opendata.gov.cz/standardy:vytvoreni-publikacniho-planu. ;Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;At the level of public bodies, there are monitoring activities of the National Open Data Team, especially through the Working Group and the data quality and data accessibility measurements at the Portal (see the respective Annual Reports of the State of Open Data here: https://data.gov.cz/výroční-zprávy/). At the level of the overall implementation of the Information Conception (and Digital Czechia programme), there are Implementation Reports published to monitor the fulfillment of objectives (see: https://www.mvcr.cz/webpm/clanek/rada-vlady-pro-informacni-spolecnost.aspx?q=Y2hudW09Ng%3d%3d) .;Confirm;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;Following previous monitoring and financing options, the Government Council for Information Society's priority plan, which also includes open data, is updated annually. Due to some unfulfilled obligations from the authorities from 2023, part of them was carried over to 2024. At the same time, due to the identification of a missing specific data strategy, the Digital and Information Agency issued in 2024 the Strategy of Data Management for Public Sector, which also contains principles regarding open data and is accompanied by an implementation plan to be updated every two years (currently valid for the period 2024-2025). The fulfillment of this strategy has also become part of the Government Council's priorities for the information society, so that there is no duplication of duties for the authorities.
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;In the case that public authorities charge unjustified fees for data that users believe should be publicly available, these requirements can be reviewed by a court that assesses the legitimacy of both parties' requests. However, by the Act No. 106/1999 Coll., all open data is published free of charge.;Confirm;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1. Missing strong political leadership both at the level of the government and at the level of individual public officies.
2. Insuffucient overview of what data public bodies collect to carry out respective agendas and their inadequate description.
3. Lack of personal and financial capacities at the level of the National Open Data Team and at the level of public bodies.";Change;N/A;"1. Lack of motivation of public bodies to open data.
2. Lack of personal and financial capacities at the level of the National Open Data Team and at the level of the public bodies.
3. Insufficient overview of what data public bodies collect to carry out respectives agendas and their inadequate description."
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"1. The Government appointed in december 2021 prepared a digital transformation plan that aims to unify digitization leadership of the Czech Republic and improve the fulfillment of the objectives of the Information Conception, data agenda included (see https://www.hlidacstatu.cz/data/Detail/veklep/ALBSCF9EW8D).
2. The National Open Data Team in the cooperation with the Department of Chief Architect at the Digital and Information Agency prepared the specific methodology for defining the data in respective agendas of public bodies based on semantic vocabularies and semantic modeling. From September 2022 a several trainings for public authorities took place (https://data.gov.cz/vzdělávání/prezenční/#modelování-významu-dat-ve-veřejné-správě).
3. One of the expected results of the digital transformation (see activity 1) is an increase in personal capacities. Regarding finantial capacities, the National Recovery and Resilience Plan which is currently in the implementation process, provides the new action plan with particular investments and reforms related to the open data. Moreover, one of the goals of the new Digital and Information Agency is to provide more capacities for several digitization activities across public authorities.";Complement;;"1. As part of activities linked to the Open Data Working Group, the National Open Data Team opens a discussion on the need to open and reuse data with central and local bodies.
2. In 2023, the Digital and Information Agency was founded and within it the Data Unit, which was strengthened in terms of personnel. Furthermore, in connection with the approval of the strategy, talks are ongoing with the Ministry of Finance regarding the increase of capacities at public bodies.
3. The National Open Data Team organizes webinars and other learning activities aimed at defining the data in respective agendas of public bodies based on semantic vocabularies and semantic modeling."
