ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Same team: Maintainers of the data portal (open data task force) is also part of Transparency Committee;Complement;Yes;Open Data Taskforce team is also member of the FedAx CDO Network, but the CDO meeting agendas/reports etc are not public
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;"""open data champion"" role per federal public service, responsible for the development of an open data strategy within their administration + participate in transparency committee";Change;No;While the role is still in the 2015 open data strategy, nowadays the focus is more on Chief Data Officers (not all public services have this role) who happen to also manage open data (but also DGA data and non-open data / GDPR …)
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;About 3 meetings / year with open data portal owners (local/regional/federal level): https://data.gov.be/fr/dcat-groupe-de-travail;Confirm;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Participation in yearly open data event ""OpenBelgium"" (https://2022.openbelgium.be/), and 1-to-1 (private) online meetings with small companies / NPOs and ICT sector federation Agoria";Complement;Yes;"In addition to the answer from 2023: Brussels Regions organizes ""DataStore User Club"" events (https://be.brussels/fr/propos-de-la-region/publications-open-data-statistiques/publications/publications-paradigm/users-club-datastore-lecoute-des-utilisateurs)  ,the Flanders Region organizes ""Geo and Open Data Partner days"" (https://www.wvigisco.be/event/partnerdag-geo-en-open-data/), exchange between National Geographic Institute and ODECO students (https://www.linkedin.com/posts/liubov-pilshchikova_odeco-training-week-at-ku-leuven-is-underway-activity-7186466881967411200-A1e5/)"
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;Only for Statistics and Cadaster data, eg. https://statbel.fgov.be/fr/calendar;Complement;Yes;Only for some datasets, like Statistics and Cadaster at federal level. At Walloon Region, there is a plan (https://spw.wallonie.be/sites/default/files/2024-06/Memorandum_complet_SPW%20EER%20%281%29_0.pdf)
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";no;;Change;Yes;At Regional level: Flanders Region, follow-up open data action plan 2020-2024 (https://assets.vlaanderen.be/image/upload/v1682424008/OpenDataActies2021_gfnsmo.pdf)
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;No;Plociy at the federal level not yet approved
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;If a federal public body wants to publish data with additional constraints, including costs, the motivation and details have to be sent to the open data taskforce for advice. Art 7, Royal Decree https://www.ejustice.just.fgov.be/eli/loi/2016/05/04/2016009236/justel;Confirm;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1) Chicken-and-egg-problem (businesses want ""as much data as possible"" before they can prove their idea works, public services have limited resources and need to know what to prioritize first + are looking for examples to justify their efforts), 2) Somewhat overlapping data initiatives and regulations (e.g. INSPIRE, ITS,Europeana, PSI... have slightly different goals) , 3) Finding recurring budget for a few high value datasets (maps, historical weather data),";Confirm;N/A;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"On chicken and egg problem: projects like combined address register with (also) clear benefits for administrations as a ""teaser"" to encourage administrations to publish more data";Confirm;;
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;"Support from FPS BOSA, especially on publishing and converting metadata, but also advise on choosing a license, formats / use cases …
Support at Regional Level (eg SPW support administrations in Walloon Region, Paradigm for the Brussels Region, and DigitaalVlaanderen for the Flanders Region)"
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"At the national level, there are sessions (https://data.gov.be/fr/news/seance-dinformation-donnees-ouvertes-services-federaux) and trainings on data in general (though not part of a specific data track) like satellite data (https://terrascope.be/en/news-events/register-our-new-terrascope-webinars) which are open to servants and private sector.
At the regional level, there are trainings, e.g.http://www.futurocite.be/ouvrirmaville/ouvrir-ma-ville-2023/";Complement;Yes;"In addition to the answer of previous year: 2024 edition of Ouvrir Ma Ville (Walloon Region, https://www.futurocite.be/ouvrirmaville/), Smart Flanders ""Open Data Lokale Besturen"" trainings for (local) administrations (https://www.youtube.com/watch?v=RpzHdTtY1TE)"
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, 3-5;OpenBelgium (https://2022.openbelgium.be) and OpenSummerOfCode (https://osoc.be/editions/2022, though the 2023 edition is postponed),  CitizensOfWallonia (https://www.citizensofwallonia.be/), OpenStreetMap events (https://osmcal.org/event/1349/), BootCamp Open Cultural Data (https://meemoo.be/nl/vormingen-en-events/bootcamp-open-culturele-data-2023-6e-editie), Webinars on satellite data (https://terrascope.be/en/news-events/register-our-new-terrascope-webinars);Complement;Yes, 3-5;This years editions: https://terrascope.be/en/news-events/terrascope-webinars, https://osoc.be/, https://www.citizensofwallonia.be/, https://openstreetmap.be/en/category/event.html, and DataBusters (https://www.futurocite.be/databusters-appli-chasseurs-donnees/)
PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";yes;https://data.gov.be;Confirm;;
PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";new question;new question;Change;Yes;Own back-end based on collecting data in DCAT-AP + enhancing via SPARQL queries, SKOS-mappings and SHACL validation, front-end is a Drupal website that's unaware of DCAT (or any other metadata spec) . See also https://github.com/fedict/dcattools)
PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;"See https://data.gov.be/fr/api-rss for ""linked data fragments"" server"
PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;No;In the past 10 years we may have had 1 or 2 requests for a SPARQL endpoint, so it's not worth it (those who are interested can import our full DCAT-AP export from github, or use the SPARQL endpoint of the EU data portal)
PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;"See https://data.gov.be/fr/api-rss for ""linked data fragments"" server + link to explanation of LDF"
PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;No;
PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.";new question;new question;Change;Yes;No direct upload, via contact form users can request to have their metadata harvested (i.e. they have to publish the datasets somewhere and provide metadata)
PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;https://data.gov.be/fr/contact;Confirm;;
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;Response to reviewer: Comment button under dataset, e.g. https://data.gov.be/en/node/14398;Complement;;Even though there's a button on each and every dataset, it is almost never used, so we might just remove it in the future. Comment button under dataset, e.g. https://data.gov.be/en/node/14398
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.gov.be/fr/news;Confirm;;
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.gov.be/en/rss.xml;Confirm;;
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;https://data.gov.be/fr/contact  (Dataset Request);Confirm;;
PT14;"Are requests for datasets and their progress status presented in a transparent manner on the national portal? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";no;;Confirm;;
PT15;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

For Explanation:
* If yes, please describe how this monitoring is conducted.";yes;Follow-up via mail;Confirm;;
PT16;"Does the national portal offer a mechanism for users to exchange with others, such as a discussion forum?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;Public chat room: https://app.element.io/#/room/#data.gov.be:matrix.org;Confirm;;
PT17;"Does the national portal showcase reuse cases, such as in a designated section of the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;https://data.gov.be/fr/search/apps;Confirm;;
PT18;"Does the national portal reference the datasets that the showcased reuse cases are based on (i.e. there is a link between the reuse case in the showcase and the underlying dataset on the portal)?

For Explanation:
* If yes, please provide the URL to this feature/to an example documenting this feature.";yes;https://data.gov.be/nl/app/berekening-huurindex;Complement;Yes;For example https://data.gov.be/nl/app/aircheckr-api
PT19;"Does the national portal provide the possibility for users to submit their own reuse cases?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;https://data.gov.be/fr/contact  (New app);Confirm;;
PT20;"Does the national portal offer a preview function for tabular data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";no;;Confirm;;
PT21;"Does the national portal offer a preview function for geospatial data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";no;;Confirm;;
PT22;"Do you promote high-value datastes on your national portal (e.g. use filtering features for reusers to easily find such datasets, use editorial features to promote the datasets, etc.))?

For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;To be done in a next version
PT23;"Do you monitor the portal's traffic (e.g. in terms of number of unique visitors, visitor profiles, percentage of machine traffic, number of downloads according to the number of datasets etc.)? 

For Explanation:
* If yes, which tool(s) do you use?";yes;Matomo;Confirm;;
PT24;"Do you run analytics on API usage?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";no ;N/A;Confirm;;
PT25;"Besides monitoring portal traffic, do you perform any further activities to better understand the behaviour and needs of users of your portal (e.g. web analytics, surveys, or analysis of social media feeds)?

For Explanation:
* If yes, please (1) specify the activities and explain (2) how they help you understand user needs";yes;Web analytics to check most / least used sections;Confirm;;
PT26;"Do you used the insights about portal usage and about the behaviour and needs of portal users to improve the portal accordingly?

For Explanation:
* If yes, please explain your process for improving the portal based on user insights and feedback
* If relevant, kindly highlight some improvements made in the past year";new question;new question;Change;No;Not much to analyze
PT27;"Do you undertake any activities to promote the portal and attract new users or new audiences?

For explanation:
* If yes, please (1) explain what activities your perform, and (2) mention if these activities are directed at any specific target audience (e.g. business, public sector, academia, etc.)";new question;new question;Change;Yes;Promote the portal on conferences + during 1-to-1 meetings with (small) + repeat the requirement to publish metadata on the portal during meetings with public administrations
PT28;"Do you monitor what keywords are used to search for data and content on the portal?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";new question;new question;Change;Yes;Via Matomo Analytics, doesn't really make a difference since people search for a broad range of various keywords
PT29;"Do you monitor the most and least consulted pages?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal
* For informational purposes, kindly provide the URLs to the five most popular datasets on the portal";new question;new question;Change;Yes;"We use Matomo Analytics, though it does not provide much help to improve the portal (a few commonly used datasets followed by many datasets with few views)
- https://data.gov.be/fr/dataset/c133e466327073d83dbb1f9ff344991792998cb4 (Database licensed contractors)
- https://data.gov.be/fr/dataset/nodeid669 (consumer price index)
-https://data.gov.be/fr/dataset/38e6a4e37f5af043a997c9fed266372ae84f3513 (Cadastral parcels
- https://data.gov.be/fr/dataset/cb28258a533a817d0581dcb4828903227bf196d6 (Crossroad Bank Enterprises)
-https://data.gov.be/fr/dataset/ae9a4a0d3de17cbe63e4b20a397ebbbc0e3ce478 (Database moral and legal persons)"
PT30;"Do you take measures to optimise the search and discoverability of content (data and editorial)? 

For Explanation:
*If yes, please briefly describe how your optimise the search";yes;Improve quality of metadata provided by harvested sources (eg better mappings of themes, publishers…);Confirm;;
PT31;"Is the metadata on your portal available in clear plain language to enable both humans and machines to read and understand it? 

For Explanation:
*If yes, please provide the URL to an example documenting this feature.";yes;;Confirm;;
PT32;"To what degree do public sector data providers contribute data to the portal? 

For Explanation:
*Please describe what is the agreed approach.
* If less than the majority of data providers, please briefly explain why (e.g. technical incompatibilities, governance aspects, low awareness etc.).";the majority of public sector data providers;Other sites/portals ar harvested as much as possible, regardless the API they provide (or not);Confirm;;
PT33;Do you identify the data providers that are not yet publishing data on the national portal?;yes, or all public sector data providers already publish data;;Confirm;;N/A
PT34;"Were there concrete actions taken to assist these data providers with their publication process?

For Explanation:
* If yes, could you provide some examples of the actions taken in this regard.";yes, or all public sector data providers already publish data;Additional sources harvested by the data.gov.be portal after contacting the administrations and helping them to improve metadata;Confirm;;
PT35;"Besides the national open data portal, are there other regional and local portals? 

For Explanation:
* If yes, please provide a complete list and the links to these portals.";yes;See list on https://data.gov.be/fr/autres-portails;Confirm;;
PT36;"Are regional and local portals listed above and their data sources discoverable via the national portal? 

For Explanation:
* If not applicable, please briefly explain why. ";yes;;Confirm;;
PT37;"To what degree are  regional and local sources harvested automatically? 

For Explanation:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why. ";all datasets;;Confirm;;
PT38;"Does the national portal include datasets that are real-time or dynamic?

For Explanation:
* If yes, please provide URLs to real-time and/or dynamic data featured via the national portal. ";yes;Elia (electricity grid) provides near-realtime and realtime data, e.g https://data.gov.be/en/dataset/ods057;Confirm;;
PT39;"Does the national portal provide a way for non-official data (i.e. not stemming from official sources, such as community-sourced/citizen-generated data) to be published? 

For Explanation:
* If yes, please explain how non-official data is distiguished for offical data (e.g. using a different section of the portal or tags) 
* And please provide a URL to an example of a non-official dataset on the portal ";new question;new question;Change;Yes;"Community / citizens / enterprises can publish data if they provide a metadata file or API, or are published on other portals.
They can be found when filtering on publisher type  ""Companies / NPO"" https://data.gov.be/en/search/datasets?f%5B0%5D=im_field_publisher%3A181

E.g. https://data.gov.be/en/dataset/dc2b6438-de52-4d8b-bee0-9a90b59f3c4e (Natagora / Observations of biodiversity by citizens)"
PT40;"Does the national portal allow users to see what data exists but cannot be made available as open data?

For Explanation:
* If yes, please (1) provide the URL to an example and (2) briefly describe the approach used to ensure this transparency.";no;;Confirm;;
PT41;"Does the national portal have a strategy to ensure its sustainability?

For Explanation:
* If yes, please (1) provide the URL to this document and (2) describe the main measures to keep the portal running in the long-term and continue to serve its audience";new question;new question;Change;Yes;"See page https://data.gov.be/fr/gestion-et-continuite
A) hosting / update is done by the FPS BOSA
B) at least 3 times a year a meeting with other portal owners/metadata providers to make sure this community remains active and metadata can be harvested from other portals
C) participation in the Belgium Open Data community (e.g. OpenKnowledge Belgium)
D) citizens and companies can ask for a one-to-one virtual meeting to discuss their open data needs and projects"
PT42;"Is your national portal active on social media? 

For Explanation:
* If yes, please provide the URL(s) to your social media accounts. ";yes;Not a separate one, but coworkers check twitter for mentions of open data or data.gov.be, and statistics office does have a separate Twitter account;Complement;Yes;In addition to the answer, some large data providers like Statbel are active on social media using their X account https://x.com/Statbel_nl
PT43;"Are the portal’s source code and relevant documentation and artefacts made available to the public (e.g. on platforms such as GitHub or GitLab)?

For Explanation:
*If yes, please provide the (1) platform name and (2) the URL to the portal’s account on this platform.";yes;"https://github.com/Fedict/dcattools for backend tools, WCMS front-end is using Drupal distribution ""openfed"" https://www.drupal.org/project/openfed";Confirm;;
PT44;"Do you monitor the characteristics of the data published on the portal, such as the distribution across categories, static vs. real-time data and how these change over time?

For Explanation:
* If yes, please provide the direct-URL to this feature";yes;Response to reviewer: Yes distribution accross categories and file formats is part of metadata quality reports , see e.g. bottom half of https://github.com/Fedict/dcat/blob/master/mqa/biodiversity/report-dcatap2.html (or as rendered HTML https://htmlpreview.github.io/?https://github.com/Fedict/dcat/blob/master/mqa/biodiversity/report-dcatap2.html);Confirm;;
PT45;"Does this monitoring enable the portal team and/or data providers to take action to improve their performance on the national portal?

For Explanation:
* If yes, please (1) explain how and (2) if applicable provide the direct-URL to this feature.";yes;Response to reviewer: Yes, it allows data provider to check missing metadata / incorrect mappings. Improving the metadata makes the datasets easier to find;Confirm;;
Q1;"Is there a pre-defined approach to ensure that metadata is kept up-to-date?

For Explanation:
* If yes, please briefly describe your approach.";yes;Automated harvesting of various portals and sites;Confirm;;
Q2;"What percentage of the metadata on the national portal is obtained from the source automatically, rather than edited manually? 

For Explanation:
* Please describe (1) the workflows you have to automate the harvesting of metadata and (2) for which types of data these apply to";new question;new question;Change;100 %;See https://github.com/fedict/dcattools, metadata from a series of portals is harvested via command line tools, enhanched via SPARQL queries and SKOS data, combined and pushed to github to be collected by the EDP
Q3;"What is the average delay from the moment the metadata describing a dataset is updated at the source, and the moment the change is visible on the portal?

For Explanation:
* Please explain the approach for updating metadata in a timely manner";new question;new question;Change;Within one week;Weekly downloads (though sometimes it takes longer due to errors in metadata provided by data sources)
Q4;"Do you undertake efforts to ensure that published data covers the full period from when it was first published until today, for example,the complete time series?

For Explanation:
* If yes, please explain the measures in place to ensure complete series of datasets";new question;new question;Change;No;"It is up to the data source to ensure this (or not), but for example Walloon Region keeps time series (eg land cover, land use, ortho images), Brussels Region has ""Urbis orthophotos"" images (yearly, dating back from 2014), Flanders Region has a series of orthophotos as well.
That's all we can do, since we don't own the data"
Q5;"Have you implemented the DCAT-AP High Value Datasets (semiceu.github.io) tag to denote the High-Value Datasets in your (national) open data portal(s)?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"It's not a ""tag"", the HvD RDF properties are collected during the harvesting (but not yet visible on the portal itself), and  passed on to the EU Dataportal.
On geo-portals like MetaWal there is a mapping between INSPIRE data and DCAT-AP-HVD"
Q6;"Besides the DCAT-AP tag mentioned above, have you implemented any other measures to ensure that high-value datasets ((EU) 2023/138) are interoperable with datasets of other country?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"Actually the Belgian Statistics Office asked the EC if we could just point to Eurostat (which already provides an API and data harmonization for all Member States) to comply with HvD regulation for statistics, but apparently the Member States have to build a separate API ?
For geodata, OGC APIs are being used (challenge: mapping of INSPIRE Metadata to GeoDCAT-AP, since GeoDCAT is less ""rich"")"
Q7;"Do you monitor the quality of the metadata available on your portal?

For Explanation:
* If yes, please briefly explain how this monitoring takes place. 
* If applicable, please provide the URL to this monitoring mechanism.";yes;SHACL validator (https://github.com/Fedict/shaclvalidator) using a mix of the DCAT-AP and the Belgian profile ;Complement;;SHACL validator (https://github.com/Fedict/shaclvalidator) using a mix of the DCAT-AP and the Belgian profile . Similar on regional portals
Q8;"Do you publish information on the quality of the metadata available on the portal?

For Explanation:
* If yes, please provide the URL to this section. ";yes;Not on the portal itself, but as part on the github repository: ;Confirm;;
Q9;"Do you publish guidelines (e.g. written materials) and have tools in place, to assist publishers in publishing high-quality metadata? 

For Explanation:
* If yes, please (1) briefly describe this material and (2) provide the URLs to these materials and/or tools.";new question;new question;Change;Yes;Lightweight validator tool https://github.com/Fedict/shaclvalidator
Q10;"Do you set any standards on metadata quality that data providers must abide by (e.g. on the use of licence, minimum metadata describes, use of certain DCAT-AP properties, etc)

For Explanation:
* If yes, please describe the standards you have in place, i.e. what is minimum information the metadata should describe ";new question;new question;Change;Yes;Explicit language tags on literals, and preferably also use org.belgif IDs for legal organisations
