ID;Question;Answer;Justification;Guide to Answering;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
17b;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"o Yes, as they are part of the same office at the Agency for Digital Government. The agency facilitates regular meetings in the so-called ""Forum for data distributors"", which includes the main distributors of open public data in Denmark. Every meeting, the most recent one having been held in March 2023, includes a presentation of the current status for the national metadata portal (""Datavejviseren""), to which many of the data owners represented in the forum provide metadata. ";;;;;20
18;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For justification:
* If yes, please describe how this task is fulfilled at public body level.";no;;;;;;0
19;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers? 

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;o See the answer to Q17 above. Although these people do not carry an official title of data officer or steward, they function as such in practice.;;;;;20
20;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"Yes, e.g. at conferences, through interviews, presentations etc. 

Examples of forums/conferences held in the past year with private and public sector participants: https://www.dafago.dk/ DAFAGO (Danish Forum for the Use of Basic Data and other Public Data) 
https://itb.dk/event/danmarks-data/ Denmark's Data
https://offdig.dit.dk/English
https://digitallead.dk/kalender/2023/kmd-insight-23-fremtidens-organisation-er-ikke-bare-digital-den-er-datadrevet/ KMD Insight

The national data portal service organisation regularly meets with individual reusers such as universities (University of Copenhagen, IT University of Copenhagen), large and small businesses, and citizens. See fx the invitiation to a recent event on transportation data: https://digst.dk/nyheder/nyhedsarkiv/2023/februar/invitation-til-dialogmoede-om-rejsekortdata/. A similar event on energy data will be held later this year. ";Exchanges can take place via formal formats (e.g. round-tables, conferences) or less formal formats (e.g. meet-ups).;;;;20
;1.3 Open data implementation;;;;;;;167
ID;Question;Answer;Justification;Guide to Answering;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
21;"Do data publication plans exist at public body level?

For justification:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"Statistical datasets, produced by Statistics Denmark, all follow a release calendar (https://www.dst.dk/en/Statistik/planlagte). Dates for each dataset is announced at least one year before publication, and the process and workflows are described in the statistical documentation, that is available for each dataset (https://www.dst.dk/en/Statistik/dokumentation/documentationofstatistics)

Basic data: Descriptions of new releases, planned changes to services, documentation, etc. are publically available at https://datafordeler.dk/drift/meddelelser
";For data publication plans we refer to the existence of a specific workflow or internal data management process for publication of datasets. ;;;;20
22a;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For justification:
* If yes, please specify the process(es).";yes;"o The national metadata portal is a measure to ensure that open data is in fact being made available publically in line with the strategy.The team behind the portal monitors which data has been made available. 
o As for the implementation of the ODD, the Agency for Digital Government maintains a list of the public sector bodies that hav emade use of the exclusion clause and are allowed to charge beyond marginal costs for data: https://digst.dk/data/videreanvendelse-af-offentlige-data/betaling-for-data/";;;;;15
22b;"If yes, would you describe the status of implementation as satisfactory/neutral/unsatisfactory? 

For justification:
* Please motivate your answer.";satisfactory;There is a lot of data of a high quality available - most of, if not all of the data covered by the HVD implementing act is already accessible under the terms prescribed. That does not mean, however, that there is not room for improvement, which is why recent strategies have affirmed the commitment to raising data quality and making data easier to find. ;;;;;N/A
23a;"Are there any processes in place to asses if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the re-use of public sector information).

For justification:
* If yes, please specify the process(es).";yes;The Agency for Digital Government maintains a list of public sector bodies that do this: https://digst.dk/data/videreanvendelse-af-offentlige-data/betaling-for-data/. ;;;;;15
23b;If yes [to Q23a], to what degree is data provided by public sector bodies free of charge?;the majority of datasets;N/A;;;;;12
23c;How has this degree changed compared to the previous year?;no change;N/A;;;;;5
24a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For justification:
* Please briefly describe.";N/A;"Describing use conditions for non-open data 
Mapping between INSPIRE and DCAT metadata";;;;;N/A
24b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For justification:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to cope with these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;We follow a number of European initiatives closely, i.e. SEMIC, Data Spaces, data.europa.eu etc.;;;;;10
25a;"Are there any activities in place to assist data providers with their open data publication process?

For justification:
* If yes, please describe/provide examples of these activities.";yes;"A technical guide to the publication of public data is available at: https://arkitektur.digst.dk/node/1095

o  For INSPIRE data: Regular meetings, workshops, written guidelines 
https://inspire-danmark.dk/dataansvarlig/information/dokumentarkiv/
https://inspire-danmark.dk/inspire

o The support also takes place through interactive guides issued to support public authorities with open data publication: https://data.virk.dk/aabne-data/redskaber

o At the local/regional level, OpenDataDK provides guides and assistance: http://reader.livedition.dk/aarhuskommune/897/

The basic data page includes technical documentation for data-holding authorities to assist when publishing data: https://datafordeler.dk/vejledning/";E.g. a task force/agency that is in charge of promoting and assisting the data publication process at national and/or regional and local levels (where applicable).;;;;15
