ID;Question;Answer;Justification;Guide to Answering;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
16;"Are the governance structure and its operating model (including the people and the team responsbile for open data activities) published online and accessible to the public?

For justification:
* If yes, please provide the URL where this information is published. ";yes;"Yes, we have 3 main platforms through which people can find our contact.  
National Open Data Portal - contact of the national portal product owner is marked on the footer of every page on the national portal.
https://www.kratid.ee/kontakt - Our teams webpage, where we post information related to data and AI topics has separate page for our contacts and support we provide.
https://digiriik.eesti.ee/kusi-abi - E-service design toolbox also includes contacts of our team members, who can assist others on data related topics.
Liable authorities are appointed in the PIA (https://www.riigiteataja.ee/en/eli/ee/510122021005/consolide/current)";;;;;20
17a;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For justification:
* If yes, please provide the URL where this information is published. ";yes;Resposibilities of our team members are described on our webpage https://www.kratid.ee/kontakt . Governance structure is explained in the Open Data Action plan. Current one is still waiting to be accepted on a governmental level, so we can provide the link to the previous one https://avaandmed.eesti.ee/instructions/action-plans-for-open-data-and-data-management-2021-2022;;;;;20
17b;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;People who are maintaining the national portal  are a part of our national open data team. This year national portal was finally transfered to the Estonian Information System Authority. Product owner of a portal is a team member of the national open data team. We conduct regular weekly meetings and once a month we conduct meeting, which involves other members of a national data team to keep everyone up-to-date and exchange knowledge.;;;;;20
18;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For justification:
* If yes, please describe how this task is fulfilled at public body level.";yes;"According to the Official Statistics Act (https://www.riigiteataja.ee/en/eli/ee/517122019002/consolide/current), the national statistics agency Statistics Estonia is responsible for coordinating data governance at the central government level, while MoEAC is responsible for strategic planning. Organizations are free to either assign the role of data steward to an existing position or recruit a separate data steward.
Previous year the MoEAC together with other public authorities established Data Stewards Steering Group. Data Stewards Steering Group brings together data stewards from different public authorities to ensure the sustainable and balanced development of the data field. Steering group focuses on such topics as data retrieval, data quality improvement, data re-use, data life cycle management, and data protection requirements.";;;;;20
19;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers? 

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"We have the dat working group, which meets on a regular basis (at least once a month) and participation is also open to non-members (e.g. civil society, private companies, academia). The working group aim is to share news, upcoming changes, share expiriences (some meeting recordings are made public on our youtube channel https://www.youtube.com/playlist?list=PLrWgTNfFucnldKMzbpucJ1uv5pdsCvTxR). 
Also we have Data Stewards Steering Group brings together data stewards from different public authorities to ensure the sustainable and balanced development of the data field. Steering group focuses on such topics as data retrieval, data quality improvement, data re-use, data life cycle management, and data protection requirements.";;;;;20
20;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For justification:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Other stakeholders can participate in the governance process through stakeholder discussion events, such as the annual Open Data Forum or smaller workshops throughout the year devoted to specific open data issues. Some working group meetings aim to bring together all stakeholders together, not depending on their organisation. Information about such public events we post on our webpage - https://www.kratid.ee/uritused;Exchanges can take place via formal formats (e.g. round-tables, conferences) or less formal formats (e.g. meet-ups).;;;;20
;1.3 Open data implementation;;;;;;;175
ID;Question;Answer;Justification;Guide to Answering;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
21;"Do data publication plans exist at public body level?

For justification:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"Public bodies have their own data publication plans, which they compile as part of their organizations' strategies and action plans (e.g One of the strategies of The Information Technology Centre of the Ministry of the Environment includes open data publication plans for every year from 2022-2025 https://envir.ee/media/5809/download )
Some public organisations apply for monetary support provided by the MoEAC for carrying out their IT projects, one of the conditions for getting the support is open data publication, which would emerge during the project or be used for the project. This way open data publication plan becomes a part of the IT project plan.";For data publication plans we refer to the existence of a specific workflow or internal data management process for publication of datasets. ;;;;20
22a;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For justification:
* If yes, please specify the process(es).";yes;National Open Data team  follows up on the implementation of the plans with the respective data providers and provides advice, including technical support  together with State Information System Authority and Statistics Estonia. Information on the topics we provide support with is provided on our webpage https://www.kratid.ee/tugi-andmehaldus. ;;;;;15
22b;"If yes, would you describe the status of implementation as satisfactory/neutral/unsatisfactory? 

For justification:
* Please motivate your answer.";satisfactory;All achieved agreements and plans in most of the cases got fulfilled by the organisations. ;;;;;N/A
23a;"Are there any processes in place to asses if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the re-use of public sector information).

For justification:
* If yes, please specify the process(es).";yes;Most of the cases are found and investigated by the MoEAC, who has detailed overview of the data domain. Such cases are quite rare, so the MoEAC holds an information about most of them and with every year situation gets better.;;;;;15
23b;If yes [to Q23a], to what degree is data provided by public sector bodies free of charge?;all datasets;N/A;;;;;15
23c;How has this degree changed compared to the previous year?;increased, or already all datasets;N/A;;;;;10
24a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For justification:
* Please briefly describe.";N/A;"1) Making publishing and (re)use of data a priority for the authorities;
2) Increasing open data quality and availability;
3) Tackling human resource problem.";;;;;N/A
24b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For justification:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to cope with these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"All mentioned problems and others are constantly addressed. The greatest potential we see in open dialogue and being open for support requests.
1) ""Making publishing and (re)use of data a priority for the authorities"" - we underline the importance of the open data through various events and showing the real impact of open data using different reuse cases. We've created the support mechanisms like help with dataset description, meetings where we talk about open data 101, educational videos and courses about our portal and open data in general for the begginers, etc.  
2) ""Increasing open data quality and availability"" - together with other authorities we work on creating the guidlines and instructions for data managment in general. Also, we have a regular steeward group meetings, where all data related questions are addressed and best data managment experiences get shared. From the side of the technical infrastracture, we are working daily on making national open data portal more useful, comfortable and having range of functionalities. 
3) ""Tackling human resource problem"" - educating public sector officials is one of lines we are puting a lot of effort. We create our own e-courses, hire professionals for conducting physycal and online courses, as well as working with universities to involve more data and open data topics into all universities' programms and creating a new once.";;;;;10
25a;"Are there any activities in place to assist data providers with their open data publication process?

For justification:
* If yes, please describe/provide examples of these activities.";yes;"We've created the support mechanisms through which we help with dataset description (https://www.stat.ee/en/statistics-estonia/data-governance); conduct meetings where we talk about open data 101 (https://www.kratid.ee/tugi-andmehaldus); film educational videos and create courses about our portal and open data in general for the begginers (https://digiriigiakadeemia.ee/enrol/index.php?id=23  and https://digiriigiakadeemia.ee/enrol/index.php?id=24), etc.  Also on the national portla we have guidlines on various topics https://avaandmed.eesti.ee/instructions";E.g. a task force/agency that is in charge of promoting and assisting the data publication process at national and/or regional and local levels (where applicable).;;;;15
25b;"Are there activities to assist real-time and/or dynamic data holders in their publication process?

For justification:
* If yes, please provide some examples of such activities.";yes;MoEAC provides consultations and there is also a possibility to get finanacial support from MoEAC. Other support activities mentioned in 25a apply as well.;Dynamic data is data that changes asynchronously over time is periodically updated, as new information becomes available. Real-time data is data that changes and needs updating at very frequent intervals, in most cases several times a minute. Access to dynamic and/or real-time data is most commonly provided via application programming interfaces (APIs). Plase note that real-time data is not the same as dynamic data. Real-time data can be dynamic (e.g. a variable indicating current location) or static (e.g. a fresh log entry indicating location at a specific time).;;;;10
25c;"Are there activities to assist geo-spatial data holders in their publication process?

For justification:
* If yes, please provide some examples of such activities.";yes;All mentioned above support mechanisms apply to geo-spatial open data providers. It should also be mentioned that the national portal allows to use AP and MoEAC provides fianacial support for the open data publication if needed;Geo-spatial data is data that contains information on properties that are linked to a position on earth.;;;;10
